date,EURUSD,empty,sum
2018.02.12,-49.99999999999449,,-49.99999999999449
2018.02.12,-80.99999999999774,,-80.99999999999774
2018.02.12,-51.000000000001044,,-51.000000000001044
2018.02.12,-80.99999999999774,,-80.99999999999774
2018.02.12,-97.9999999999981,,-97.9999999999981
2018.02.12,-187.00000000000384,,-187.00000000000384
2018.02.12,-323.99999999999096,,-323.99999999999096
2018.02.12,-275.000000000003,,-275.000000000003
2018.02.12,-283.99999999999534,,-283.99999999999534
2018.02.12,-397.0000000000029,,-397.0000000000029
2018.02.12,-360.9999999999891,,-360.9999999999891
2018.02.12,-425.99999999999307,,-425.99999999999307
2018.02.12,-394.9999999999898,,-394.9999999999898
2018.02.12,-426.9999999999996,,-426.9999999999996
2018.02.12,-411.99999999999017,,-411.99999999999017
2018.02.12,-383.99999999998437,,-383.99999999998437
2018.02.12,-436.9999999999985,,-436.9999999999985
2018.02.12,-459.99999999999375,,-459.99999999999375
2018.02.12,-421.0000000000047,,-421.0000000000047
2018.02.12,-254.999999999983,,-254.999999999983
2018.02.12,-268.0000000000016,,-268.0000000000016
2018.02.12,-285.99999999998624,,-285.99999999998624
2018.02.12,-275.000000000003,,-275.000000000003
2018.02.12,-195.9999999999962,,-195.9999999999962
2018.02.12,-204.99999999998852,,-204.99999999998852
2018.02.12,-238.99999999998923,,-238.99999999998923
2018.02.12,-224.99999999998633,,-224.99999999998633
2018.02.12,-255.99999999998957,,-255.99999999998957
2018.02.12,-165.9999999999995,,-165.9999999999995
2018.02.12,-184.99999999999073,,-184.99999999999073
2018.02.12,5.000000000010552,,5.000000000010552
2018.02.12,12.000000000012001,,12.000000000012001
2018.02.12,-39.999999999995595,,-39.999999999995595
2018.02.12,-184.99999999999073,,-184.99999999999073
2018.02.12,-134.99999999999625,,-134.99999999999625
2018.02.12,-327.99999999999494,,-327.99999999999494
2018.02.12,-336.9999999999873,,-336.9999999999873
2018.02.12,-225.99999999999287,,-225.99999999999287
2018.02.12,-243.99999999999977,,-243.99999999999977
2018.02.12,-309.0000000000037,,-309.0000000000037
2018.02.12,-435.9999999999919,,-435.9999999999919
2018.02.12,-384.9999999999909,,-384.9999999999909
2018.02.12,-360.9999999999891,,-360.9999999999891
2018.02.12,-383.0,,-383.0
2018.02.12,-502.9999999999868,,-502.9999999999868
2018.02.12,-466.9999999999952,,-466.9999999999952
2018.02.12,-480.99999999999807,,-480.99999999999807
2018.02.12,-463.9999999999977,,-463.9999999999977
2018.02.13,-456.9999999999963,,-456.9999999999963
2018.02.13,-463.9999999999977,,-463.9999999999977
2018.02.13,-534.9999999999966,,-534.9999999999966
2018.02.13,-563.0000000000024,,-563.0000000000024
2018.02.13,-479.99999999999153,,-479.99999999999153
2018.02.13,-421.0000000000047,,-421.0000000000047
2018.02.13,-439.99999999999596,,-439.99999999999596
2018.02.13,-495.99999999998533,,-495.99999999998533
2018.02.13,-442.9999999999934,,-442.9999999999934
