date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDNZD,empty,sum
2018.01.22,-70.99999999999883,-24.000000000001798,-144.99999999999514,-114.99999999999488,-35.999999999991594,-166.99999999999494,-20.0000000000089,-268.9999999999859,-7.0000000000014495,-180.99999999999739,-46.999999999997044,-104.99999999999955,-68.99999999999685,-36.0000000000027,-264.00000000001,-33.00000000001635,-3.0000000000196536,0.0,-8.000000000009777,-131.00000000000023,-60.000000000002274,-82.00000000000429,,-1873.0000000000296
2018.01.22,-77.00000000000485,-9.000000000014552,-143.00000000000423,-120.99999999999511,-59.99999999999339,-172.99999999998983,22.999999999995246,-285.00000000000193,2.999999999997449,-128.0000000000001,-67.9999999999903,-112.000000000001,-64.99999999999284,-21.00000000000435,-257.000000000005,34.99999999998504,24.000000000001798,-46.999999999997044,58.9999999999975,-149.0000000000009,30.000000000001137,-143.99999999998857,,-1685.000000000006
2018.01.22,-197.99999999999818,24.000000000001798,-360.0000000000048,-253.0000000000001,-217.0000000000005,-153.99999999999858,-3.0000000000085514,-298.9999999999826,24.000000000001798,-171.99999999999704,-52.99999999999194,-154.99999999999403,-136.99999999999824,17.999999999995797,-326.0000000000218,-17.000000000000348,59.99999999999339,1.999999999990898,0.0,-201.99999999999818,33.00000000000125,-85.00000000000173,,-2470.0000000000123
2018.01.22,-168.99999999999693,7.0000000000014495,-228.00000000000597,-203.99999999999352,-194.99999999998963,-172.99999999998983,12.999999999996348,-317.9999999999961,17.999999999984695,-162.00000000000614,-51.99999999999649,-147.99999999999258,-158.99999999999804,44.99999999999504,-313.0000000000166,-18.0000000000069,78.99999999998464,92.00000000000318,43.99999999999693,-182.00000000000216,117.999999999995,-59.99999999999339,,-1965.0000000000275
2018.01.22,-143.9999999999997,28.999999999990145,-258.0000000000027,-192.99999999999784,-161.99999999999548,-181.9999999999933,27.999999999994696,-271.99999999998334,42.999999999993044,-146.0000000000008,-48.99999999999905,-134.99999999999625,-135.99999999999167,48.99999999999905,-308.00000000002115,-7.0000000000014495,91.99999999998099,62.000000000006494,44.999999999987494,-170.0000000000017,78.99999999999352,-60.99999999999994,,-1796.000000000039
2018.01.22,-134.0000000000008,35.999999999991594,-283.99999999999534,-182.99999999999272,-156.00000000000057,-124.99999999999733,34.99999999999615,-285.99999999998624,39.999999999995595,-153.0000000000058,-82.99999999999974,-95.99999999999609,-144.99999999999514,65.99999999999939,-259.00000000001455,101.99999999997988,93.99999999999409,170.00000000000347,65.99999999998829,-117.00000000000443,91.99999999999875,-19.999999999997797,,-1340.0000000000396
2018.01.22,-229.00000000000142,112.000000000001,-443.99999999999994,-276.9999999999868,-219.99999999999798,-72.99999999998974,-65.99999999999939,-239.99999999999577,86.99999999999264,-144.99999999999602,-96.99999999999153,-85.00000000000173,-128.99999999999022,43.999999999999595,-239.00000000000432,170.99999999998784,90.99999999999665,140.0000000000068,86.99999999998909,-105.00000000000398,72.00000000000273,-21.999999999988695,,-1566.999999999971
2018.01.22,-234.00000000000088,209.9999999999991,-445.99999999999085,-274.9999999999915,-207.99999999998596,-25.999999999992696,-72.0000000000054,-242.99999999999324,99.99999999998899,-120.00000000000455,-111.99999999998988,-75.00000000000284,-120.99999999999334,51.99999999999649,-237.99999999999955,216.99999999997831,74.99999999998064,154.0000000000097,104.99999999998977,-90.99999999999397,54.000000000002046,-35.00000000000725,,-1329.0000000000066
2018.01.22,-256.0000000000007,208.99999999999253,-431.99999999998795,-319.9999999999932,-217.0000000000005,-51.99999999999649,-55.000000000005045,-248.99999999998812,97.9999999999981,-138.00000000000523,-109.99999999999899,-95.99999999999609,-162.99999999999093,71.99999999999429,-239.00000000000432,226.99999999999943,85.00000000000173,177.00000000000495,132.99999999999557,-117.999999999995,90.99999999999397,5.999999999994898,,-1346.9999999999868
2018.01.22,-212.00000000000108,195.9999999999962,-428.00000000000614,-264.99999999998636,-150.99999999999002,-100.00000000000009,20.999999999993246,-225.99999999999287,133.00000000000534,-141.9999999999959,-113.99999999999189,-120.99999999999334,-174.99999999999181,88.99999999999464,-213.00000000002228,273.9999999999965,197.99999999998707,354.0000000000099,134.9999999999909,-150.00000000000568,168.99999999999693,-2.999999999997449,,-731.0000000000043
