,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,GBPUSD,20,"['EURCHF', 'GBPJPY', 'GBPAUD']",100.0,0.8790081117493628,B
1,1,EURUSD,15,['EURJPY'],80.0,-0.5021343478743389,S
2,2,USDJPY,10,['CADCHF'],80.0,-0.4248642857142746,S
3,3,USDCAD,10,"['EURAUD', 'AUDCAD', 'AUDCHF', 'EURCHF']",80.0,0.0283,B
4,4,AUDUSD,20,"['EURCHF', 'NZDCAD']",100.0,-0.7178610105172484,S
5,5,NZDUSD,15,['EURCHF'],100.0,-0.5555812434787345,S
6,6,GBPCHF,50,"['EURUSD', 'NZDCHF', 'GBPCHF', 'AUDCHF', 'CADCHF']",80.0,-0.6008718607781245,S
7,7,CHFJPY,15,['EURJPY'],100.0,-0.24697776168276508,S
8,8,CADCHF,30,"['GBPAUD', 'AUDCAD', 'AUDCHF', 'EURUSD', 'NZDUSD', 'EURCAD', 'USDJPY', 'CADJPY']",80.0,0.9848899999999998,B
9,9,EURGBP,10,['EURUSD'],80.0,0.9880899999999999,B
10,10,GBPJPY,10,"['USDCHF', 'EURUSD', 'CADCHF']",100.0,-0.9986,S
11,11,GBPCAD,10,"['GBPCAD', 'GBPJPY']",100.0,0.7874,B
12,12,GBPAUD,20,"['NZDCHF', 'USDCHF']",80.0,-0.24860098648084153,S
13,13,EURJPY,20,"['CADJPY', 'USDJPY', 'NZDJPY', 'AUDJPY', 'GBPCHF', 'EURJPY']",100.0,-0.7789092857142856,S
14,14,EURCAD,10,"['EURAUD', 'AUDCAD', 'AUDCHF']",80.0,-0.49848075396825786,S
15,15,EURNZD,10,['NZDCAD'],80.0,0.9910300000000003,B
16,16,CADJPY,10,['CADCHF'],80.0,-0.4251041666666574,S
17,17,NZDJPY,30,"['CADCHF', 'CHFJPY', 'NZDJPY', 'NZDCAD']",100.0,-0.4254689602064561,S
18,18,AUDNZD,10,"['GBPCAD', 'EURNZD', 'EURCAD']",80.0,1.0,B
