date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2018.01.08,-107.00000000000153,-1.999999999990898,-87.99999999999919,-129.0000000000049,-13.000000000018552,-26.000000000003798,-69.9999999999923,-73.0000000000075,-36.999999999998145,-72.0000000000054,-1.0000000000065512,-46.00000000000159,-110.99999999999,-25.00000000000835,-60.000000000002274,0.0,-182.0000000000155,-46.999999999997044,-110.99999999999,-93.99999999999409,-48.99999999999905,-68.99999999998573,,-1412.0000000000125
2018.01.08,-63.00000000000195,-1.999999999990898,-76.0000000000094,-55.999999999997385,-19.00000000001345,-49.99999999999449,-45.99999999999049,-43.00000000000637,36.0000000000027,-31.999999999998696,98.99999999999353,-7.9999999999968985,-108.00000000000409,14.000000000002899,-1.0000000000047748,45.000000000006146,-178.00000000001148,-67.00000000000728,-28.999999999996362,-138.9999999999958,121.00000000000443,-55.99999999998939,,-657.9999999999994
2018.01.08,-26.000000000003798,-92.99999999998754,-121.99999999999989,-46.00000000000648,-6.000000000017103,-83.9999999999952,-95.999999999985,-57.00000000000216,62.000000000006494,34.99999999999615,139.99999999999568,-26.000000000003798,-263.9999999999816,78.99999999998464,40.99999999999682,18.0000000000069,-223.00000000001762,-153.99999999999636,-9.999999999990905,-164.00000000000148,68.99999999999685,-72.99999999998974,,-999.9999999999953
2018.01.08,-21.00000000000435,-75.99999999998718,-119.00000000000244,-1.9999999999953388,97.9999999999981,-41.9999999999976,-92.00000000000318,-79.00000000000773,136.99999999999824,-1.0000000000065512,161.00000000000003,-16.0000000000049,-239.99999999998067,11.999999999989797,129.0000000000191,-46.999999999997044,-314.00000000001427,-201.99999999999818,-32.99999999998704,-191.0000000000025,60.99999999999994,-38.99999999998904,,-915.9999999999727
2018.01.08,-6.0000000000060005,-83.9999999999952,-112.000000000001,-34.000000000006025,105.99999999998388,4.999999999999449,-103.99999999999298,-35.0000000000108,177.00000000000495,-11.00000000000545,180.99999999999784,-14.000000000002899,-233.0000000000041,-25.00000000000835,75.9999999999934,-66.99999999999484,-338.0000000000161,-201.99999999999818,-85.99999999999852,-177.99999999999727,34.99999999999615,38.0000000000047,,-911.0000000000573
2018.01.08,-26.999999999999247,-52.99999999999194,-181.00000000000892,-42.00000000000159,129.99999999998568,-14.000000000002899,-134.99999999999625,-31.00000000000591,185.00000000000182,-2.000000000002,151.00000000000114,7.9999999999968985,-165.99999999999682,-110.00000000001009,97.00000000000841,-49.99999999999449,-337.0000000000095,-204.00000000000773,-67.99999999999784,-143.99999999999125,0.0,9.999999999998899,,-983.0000000000236
2018.01.08,-43.999999999999595,-163.00000000000205,-255.00000000000523,-58.9999999999975,202.9999999999976,-100.00000000000009,-178.99999999999582,-37.00000000000614,206.00000000000617,31.999999999998696,197.99999999999818,19.00000000000235,-256.0000000000002,-205.00000000001074,131.00000000000023,-114.99999999999844,-303.0000000000088,-269.999999999996,-29.999999999986926,-260.9999999999957,36.0000000000027,43.00000000001525,,-1408.9999999999818
2018.01.08,-23.00000000000635,-139.00000000000023,-225.99999999999287,-34.99999999999659,189.99999999997908,-56.99999999999594,-182.99999999999983,-47.000000000011255,212.00000000000108,-4.999999999999449,270.99999999999903,14.999999999998348,-280.00000000000114,-80.99999999999774,186.00000000000705,-73.99999999999629,-416.00000000001637,-254.99999999999545,-43.99999999999693,-286.9999999999919,100.00000000000009,130.0000000000079,,-1048.0000000000057
2018.01.08,-21.00000000000435,-147.99999999999258,-198.00000000000927,-25.99999999999625,135.9999999999806,-22.999999999995246,-160.99999999998892,-29.000000000010573,187.00000000000384,-48.000000000003595,290.9999999999968,-19.00000000000235,-274.0000000000009,-9.000000000014552,120.00000000000455,-32.0000000000098,-465.0000000000043,-218.00000000000352,-117.999999999995,-298.0000000000018,173.9999999999964,207.00000000000162,,-972.0000000000493
2018.01.08,6.999999999990347,-85.99999999998609,-130.99999999999224,-1.0000000000047748,65.99999999998829,78.00000000000028,-127.99999999999478,-31.00000000000591,179.00000000000693,-111.00000000000554,235.99999999999176,-14.000000000002899,-248.99999999999523,5.999999999994898,112.99999999999955,-42.999999999993044,-571.0000000000103,-201.00000000000762,-187.99999999998818,-247.99999999999045,114.99999999999844,273.0000000000121,,-928.9999999999945
2018.01.08,17.999999999995797,-24.999999999986144,-90.00000000001229,28.000000000005798,93.99999999999409,92.99999999999864,-121.99999999999989,-36.000000000001364,180.0000000000024,-92.00000000000318,268.99999999999704,-2.000000000002,-212.99999999999386,-57.00000000001815,111.99999999999477,-87.99999999999919,-538.0000000000163,-207.00000000000784,-151.9999999999868,-286.9999999999919,156.00000000000057,311.0000000000168,,-648.0000000000131
