date,EURUSD,USDCAD,GBPCHF,EURCHF,CADCHF,GBPJPY,GBPCAD,EURJPY,AUDCAD,empty,sum
2019.08.26,-9.000000000014552,0.0,-85.00000000000173,-9.000000000014552,-69.00000000000794,-49.000000000006594,-129.00000000000134,0.0,-131.00000000000333,,-481.00000000005
2019.08.26,9.999999999998899,11.00000000000545,-121.00000000001555,4.999999999988347,-36.999999999998145,-56.000000000011596,-175.99999999999838,46.999999999997044,-109.99999999999899,,-427.0000000000329
2019.08.26,-110.99999999999443,11.00000000000545,-166.00000000002169,-6.000000000017103,-9.999999999998899,-96.00000000000364,-358.00000000001387,58.9999999999975,-67.00000000000594,,-744.0000000000526
2019.08.26,-143.00000000000423,130.0000000000079,-12.000000000012001,-15.00000000000945,82.99999999999974,88.99999999999864,-358.9999999999982,100.99999999999909,261.0000000000001,,134.9999999999816
2019.08.26,-45.000000000006146,188.9999999999947,-139.00000000000023,-26.0000000000149,37.99999999999359,-68.9999999999884,-414.00000000000324,1.9999999999953388,229.00000000000142,,-235.00000000002785
2019.08.26,15.999999999993797,204.00000000000418,-33.00000000001635,43.999999999999595,49.99999999999449,31.00000000000591,-333.0000000000055,109.99999999999943,163.99999999999747,,252.99999999997303
2019.08.26,34.000000000000696,133.00000000000534,-283.000000000011,-124.99999999999733,-114.99999999999844,-256.0000000000002,-295.0000000000008,-93.00000000000352,19.999999999997797,,-980.0000000000075
2019.08.26,58.000000000002494,133.00000000000534,-316.0000000000052,-157.00000000000713,-140.0000000000068,-300.9999999999877,-233.00000000001654,-131.00000000000023,-14.000000000002899,,-1101.0000000000186
2019.08.26,59.99999999999339,87.99999999999919,-370.00000000000364,-222.00000000001108,-231.99999999999886,-473.99999999998954,-202.00000000001327,-300.00000000001137,-80.00000000000229,,-1732.0000000000373
2019.08.26,19.999999999997797,58.99999999998684,-382.0000000000157,-209.00000000001472,-202.9999999999976,-424.0000000000066,-233.00000000001654,-251.00000000000477,-68.99999999999685,,-1692.0000000000682
2019.08.26,14.999999999987246,32.999999999994145,-324.0000000000132,-198.00000000000927,-213.00000000000762,-413.99999999998727,-106.00000000000608,-284.000000000006,-29.000000000001247,,-1520.0000000000493
2019.08.26,17.999999999984695,-11.00000000000545,-633.0000000000168,-348.9999999999993,-414.9999999999987,-1036.0000000000014,-114.0000000000141,-707.0000000000078,-192.00000000000327,,-3439.0000000000623
2019.08.26,60.99999999999994,-4.000000000004,-518.0000000000184,-236.99999999999832,-267.00000000000614,-742.999999999995,-218.00000000000708,-464.00000000001285,-124.00000000000189,,-2514.0000000000437
2019.08.26,73.99999999999629,4.000000000004,-540.0000000000072,-260.0000000000158,-287.0000000000039,-756.0000000000002,-192.00000000001438,-442.0000000000073,-124.00000000000189,,-2523.00000000005
2019.08.26,25.999999999992696,9.999999999998899,-455.0000000000054,-245.0000000000063,-272.00000000000557,-661.0000000000014,-143.00000000000423,-426.00000000000193,-128.00000000000588,,-2294.000000000039
2019.08.26,31.000000000003247,24.000000000001798,-376.00000000002075,-216.00000000001617,-226.00000000000398,-550.0000000000114,-107.00000000001265,-388.00000000000523,-53.999999999998494,,-1862.0000000000637
2019.08.26,25.999999999992696,28.999999999990145,-347.0000000000084,-211.00000000000563,-212.00000000000108,-430.0000000000068,-206.00000000001728,-265.00000000000057,-16.0000000000049,,-1632.0000000000618
2019.08.26,38.0000000000047,87.99999999999919,-375.0000000000142,-221.00000000000452,-191.00000000000784,-461.9999999999891,-208.00000000000819,-304.00000000000205,-65.99999999999939,,-1701.0000000000214
2019.08.26,-32.0000000000098,70.99999999999883,-469.0000000000083,-265.0000000000041,-168.00000000000148,-582.9999999999984,-443.0000000000156,-375.0,-156.00000000000057,,-2420.000000000039
2019.08.26,-31.000000000003247,80.99999999999774,-695.0000000000011,-360.0000000000048,-365.99999999999966,-1013.0000000000052,-416.00000000001637,-642.0000000000101,-361.9999999999957,,-3804.000000000038
2019.08.26,137.9999999999937,-32.999999999994145,-846.0000000000134,-414.00000000000324,-478.0000000000006,-1330.9999999999889,-256.00000000001177,-843.0000000000035,-360.0000000000048,,-4423.000000000026
2019.08.26,204.00000000000418,78.00000000000028,-531.0000000000148,-197.00000000000273,-348.00000000000387,-983.0000000000041,-148.99999999999915,-583.0000000000126,-350.00000000000585,,-2859.0000000000387
2019.08.26,283.99999999999534,4.999999999988347,-480.00000000001376,-184.00000000000637,-419.9999999999982,-920.9999999999923,-59.000000000009045,-605.000000000004,-311.00000000000574,,-2691.000000000046
2019.08.26,319.0000000000026,-56.99999999999594,-491.0000000000192,-297.9999999999983,-509.9999999999993,-950.9999999999934,300.99999999999574,-731.0000000000088,-351.0000000000013,,-2769.000000000018
2019.08.26,293.99999999999426,-21.00000000000435,-531.0000000000148,-355.0000000000164,-516.0000000000053,-895.0000000000102,241.00000000000233,-651.0000000000105,-375.9999999999986,,-2810.000000000064
2019.08.26,289.0000000000059,-69.00000000000794,-631.0000000000038,-412.00000000001234,-616.0000000000055,-938.999999999993,190.00000000000128,-710.000000000008,-456.00000000000085,,-3354.0000000000236
2019.08.26,303.9999999999932,63.99999999999739,-584.0000000000067,-429.00000000001273,-526.0000000000042,-843.9999999999941,156.00000000000057,-662.0000000000061,-478.9999999999961,,-3000.0000000000286
2019.08.26,253.99999999999866,110.99999999999443,-649.0000000000107,-470.9999999999992,-497.99999999999847,-877.0000000000095,25.999999999992696,-692.0000000000073,-558.9999999999984,,-3355.0000000000373
2019.08.26,287.9999999999994,76.99999999999375,-731.000000000015,-514.9999999999987,-609.000000000004,-888.0000000000052,88.99999999998354,-660.0000000000108,-600.999999999996,,-3550.000000000053
2019.08.26,303.9999999999932,55.000000000005045,-728.0000000000175,-523.0000000000068,-609.9999999999994,-878.9999999999907,228.99999999999034,-676.0000000000019,-497.99999999999847,,-3326.0000000000264
2019.08.26,299.00000000000483,32.999999999994145,-634.0000000000013,-443.0000000000156,-550.000000000006,-854.9999999999898,173.00000000000094,-656.0000000000059,-487.0000000000041,,-3120.0000000000227
2019.08.26,304.9999999999997,12.999999999996348,-746.0000000000023,-543.0000000000045,-687.0000000000043,-1391.999999999996,244.9999999999841,-1132.000000000005,-470.9999999999992,,-4408.000000000031
2019.08.26,253.99999999999866,63.99999999999739,-642.0000000000092,-463.9999999999977,-595.0000000000011,-1118.9999999999998,56.99999999999594,-921.0000000000065,-512.9999999999968,,-3879.000000000019
2019.08.26,279.99999999999136,82.99999999998863,-468.00000000000176,-371.00000000001023,-468.00000000000176,-1056.0000000000116,204.99999999998852,-907.0000000000107,-495.9999999999964,,-3198.0000000000637
2019.08.26,290.9999999999968,-14.000000000002899,-317.0000000000117,-312.00000000000114,-487.99999999999955,-895.0000000000102,418.9999999999916,-826.0000000000076,-468.9999999999972,,-2611.000000000042
2019.08.26,275.000000000003,-63.99999999999739,-349.0000000000215,-319.0000000000026,-504.00000000000443,-935.0000000000023,488.9999999999839,-873.0000000000047,-514.9999999999987,,-2795.0000000000446
2019.08.26,333.0000000000055,-249.00000000001032,-348.00000000001495,-236.99999999999832,-565.9999999999999,-949.9999999999886,554.9999999999944,-781.0000000000059,-614.0000000000034,,-2857.000000000022
2019.08.26,358.9999999999982,-214.00000000000307,-355.0000000000164,-211.00000000000563,-553.999999999999,-906.0000000000059,591.9999999999925,-730.000000000004,-551.9999999999969,,-2571.00000000004
2019.08.26,346.0000000000019,-222.00000000001108,-472.00000000000574,-354.0000000000099,-658.0000000000031,-993.9999999999998,578.9999999999961,-821.0000000000122,-543.0000000000045,,-3139.0000000000477
2019.08.26,339.99999999998477,-313.99999999999204,-524.0000000000133,-358.9999999999982,-745.0000000000068,-1074.0000000000123,654.9999999999834,-870.0000000000045,-544.0,,-3435.000000000059
2019.08.26,397.99999999998727,-317.9999999999961,-546.000000000002,-358.9999999999982,-824.0000000000025,-1139.9999999999864,830.9999999999818,-893.0000000000007,-446.9999999999974,,-3298.0000000000146
2019.08.26,444.9999999999843,-340.00000000000693,-440.00000000001813,-294.0000000000165,-760.0000000000051,-1021.9999999999914,907.9999999999977,-834.0000000000032,-444.9999999999954,,-2782.0000000000546
2019.08.26,424.00000000000216,-327.99999999999494,-453.0000000000145,-294.0000000000165,-734.0000000000014,-1013.0000000000052,865.999999999989,-808.0000000000069,-390.99999999999693,,-2731.0000000000446
2019.08.26,459.99999999999375,-296.9999999999917,-415.0000000000098,-255.00000000000523,-738.0000000000053,-989.0000000000043,903.9999999999937,-781.0000000000059,-368.00000000000165,,-2479.000000000037
2019.08.26,487.99999999999955,-356.00000000000074,-398.00000000000944,-250.00000000001688,-736.0000000000033,-1003.9999999999907,973.0000000000016,-793.0000000000064,-346.9999999999973,,-2423.0000000000236
2019.08.26,493.99999999999443,-371.00000000001023,-371.00000000001023,-206.00000000001728,-748.0000000000042,-960.000000000008,1007.9999999999867,-745.0000000000045,-297.9999999999983,,-2197.0000000000714
2019.08.26,492.9999999999879,-412.9999999999967,-377.0000000000051,-209.9999999999991,-763.9999999999981,-957.9999999999984,1057.9999999999811,-729.0000000000134,-299.00000000000483,,-2199.000000000047
