date,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,EURGBP,EURNZD,empty,sum
2015.02.02,-173.00000000000094,-74.0000000000185,-2.999999999997449,-54.999999999993946,-15.999999999993797,-9.00000000000345,-232.99999999999432,,-563.0000000000024
2015.02.02,-178.99999999999582,-58.000000000002494,-35.999999999991594,91.00000000000774,272.99999999998994,-4.999999999999449,-286.99999999999284,,-200.99999999998454
2015.02.02,-170.00000000000347,-67.00000000001705,60.000000000015596,111.00000000000554,672.0000000000059,34.000000000000696,-200.99999999998454,,439.00000000002274
2015.02.02,-187.00000000000384,-114.0000000000141,101.00000000001774,165.9999999999995,997.0000000000034,36.999999999998145,-261.0000000000001,,739.0000000000008
2015.02.02,-189.00000000001694,-104.99999999999955,0.0,197.99999999999818,948.9999999999999,29.000000000001247,-370.999999999988,,510.9999999999948
2015.02.02,-222.00000000001108,-60.000000000015596,-52.99999999999194,190.00000000000128,842.9999999999937,78.99999999999574,-314.99999999999864,,461.9999999999736
2015.02.02,-188.00000000001037,-37.00000000002035,-116.99999999998934,219.00000000000253,665.9999999999889,74.99999999999174,-270.99999999999903,,346.999999999964
2015.02.02,-215.00000000000963,-19.00000000001345,-295.99999999998516,251.00000000000122,333.0000000000055,100.00000000000009,-360.9999999999891,,-206.99999999999042
2015.02.02,-173.00000000000094,13.999999999980695,-296.9999999999917,156.00000000000057,441.0000000000025,124.99999999999733,-320.9999999999935,,-55.00000000000506
2015.02.02,-182.0000000000155,25.999999999992696,-356.00000000000074,147.00000000000824,299.99999999998914,117.99999999999588,-300.99999999999574,,-248.000000000026
2015.02.02,-208.00000000000819,-49.00000000001015,-390.0000000000015,138.00000000000477,272.00000000000557,76.99999999999375,-287.9999999999994,,-448.00000000001506
2015.02.02,-202.00000000001327,-65.00000000000395,-386.9999999999818,145.00000000000622,374.999999999992,73.00000000000084,-348.9999999999993,,-409.9999999999993
2015.02.02,-167.00000000000603,-29.00000000001235,-383.99999999998437,131.00000000000333,336.00000000000296,82.99999999999974,-403.99999999998215,,-433.99999999997885
2015.02.02,-163.00000000000205,-35.00000000000725,-390.9999999999858,107.00000000000153,323.99999999999096,86.99999999999264,-323.99999999999096,,-395.0000000000009
2015.02.02,-171.00000000001003,-37.00000000002035,-373.99999999998545,128.00000000000588,323.99999999999096,88.99999999999464,-290.9999999999968,,-332.0000000000211
2015.02.02,-200.00000000000017,-48.000000000003595,-405.9999999999952,258.9999999999981,218.99999999999142,81.9999999999932,-390.9999999999858,,-485.00000000000205
2015.02.02,-222.99999999999542,-197.00000000000273,-417.99999999998505,241.99999999999778,242.99999999999324,0.0,-458.9999999999872,,-811.9999999999794
2015.02.02,-243.00000000001543,-165.9999999999995,-441.99999999998687,280.9999999999979,110.00000000001009,13.999999999991797,-380.9999999999869,,-826.9999999999889
2015.02.02,-404.0000000000044,-144.0000000000108,-583.0000000000002,233.00000000000543,-56.99999999999594,90.0000000000012,-301.99999999998005,,-1166.9999999999848
2015.02.02,-555.0000000000166,-96.00000000000719,-573.0000000000013,265.0000000000041,-93.00000000000975,173.9999999999964,-282.9999999999888,,-1161.0000000000232
2015.02.02,-521.0000000000159,-51.000000000001044,-562.9999999999802,211.00000000000563,-771.0000000000106,187.9999999999993,-240.9999999999801,,-1747.9999999999832
2015.02.02,-583.0000000000002,86.99999999999264,-663.999999999998,260.00000000000466,-577.9999999999897,318.99999999999153,-466.9999999999952,,-1625.999999999994
2015.02.02,-636.0000000000143,54.99999999998284,-735.9999999999811,343.9999999999999,-326.0000000000041,291.99999999999227,-420.9999999999825,,-1428.000000000007
2015.02.02,-794.0000000000058,44.99999999998394,-664.9999999999823,280.9999999999979,-470.9999999999992,178.99999999999582,-254.999999999983,,-1679.9999999999925
2015.02.02,-868.000000000002,243.99999999999977,-602.999999999998,260.00000000000466,188.00000000001037,591.9999999999925,233.00000000001654,,46.00000000002382
2015.02.02,-807.0000000000022,268.9999999999859,-472.9999999999901,317.0000000000006,-191.00000000000784,546.9999999999975,170.00000000000347,,-168.00000000001256
2015.02.02,-843.0000000000159,67.9999999999792,-198.99999999999363,422.00000000000017,11.999999999989797,453.99999999999886,-210.99999999998343,,-297.000000000025
2015.02.02,-873.999999999997,125.99999999998168,111.00000000001664,336.9999999999984,-120.99999999999334,480.99999999999807,-170.99999999998784,,-110.99999999998346
2015.02.02,-802.9999999999982,14.999999999987246,172.0000000000166,369.0000000000082,-126.0000000000039,439.0000000000005,-462.9999999999912,,-396.9999999999807
2015.02.02,-885.0000000000025,-17.000000000000348,116.00000000000499,331.0000000000035,-4.000000000004,412.9999999999967,-380.9999999999869,,-426.9999999999885
2015.02.02,-783.0000000000003,-96.00000000000719,143.00000000000423,292.00000000000335,-139.00000000000023,326.9999999999995,-434.9999999999854,,-690.9999999999861
2015.02.02,-723.0000000000069,-78.00000000000028,119.00000000000244,296.0000000000074,-106.99999999999044,317.9999999999961,-410.99999999998363,,-585.9999999999754
2015.02.02,-614.0000000000034,-26.999999999999247,468.00000000000176,358.0000000000028,-59.99999999999339,302.9999999999977,-501.9999999999802,,-73.99999999997397
2015.02.02,-615.00000000001,19.999999999997797,668.0000000000019,426.00000000000415,2.999999999997449,290.9999999999968,-461.0000000000003,,331.9999999999879
2015.02.02,-466.00000000001086,265.99999999998846,875.0000000000035,519.9999999999983,-103.00000000000864,368.9999999999971,-836.9999999999989,,623.9999999999691
2015.02.02,-577.0000000000052,279.99999999999136,875.0000000000035,516.0000000000053,120.00000000000898,425.99999999999307,-870.9999999999995,,768.9999999999977
2015.02.02,-841.0000000000028,121.99999999999989,782.000000000016,472.00000000000574,672.9999999999902,496.99999999999187,-670.9999999999993,,1034.0000000000016
2015.02.02,-814.0000000000036,169.99999999998127,818.0000000000076,502.9999999999979,604.0000000000045,513.9999999999923,-689.9999999999907,,1104.9999999999893
2015.02.02,-744.9999999999957,217.0000000000005,1070.9999999999998,599.0000000000051,476.9999999999941,510.99999999999477,-725.9999999999823,,1404.000000000016
2015.02.02,-792.0000000000149,150.99999999999002,1156.0000000000014,592.0000000000036,483.99999999999557,474.9999999999921,-800.9999999999851,,1264.9999999999827
2015.02.02,-739.0000000000008,194.99999999998963,988.0000000000111,606.0000000000065,446.9999999999974,502.9999999999979,-750.9999999999906,,1249.000000000011
2015.02.02,-693.0000000000102,282.9999999999888,956.0000000000013,667.0000000000065,497.99999999999847,471.99999999999466,-865.999999999989,,1316.9999999999905
