date,USDCHF,USDJPY,CHFJPY,CADCHF,AUDCHF,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,empty,sum
2019.04.15,-106.00000000000608,-22.999999999996135,-76.00000000000762,-87.00000000000374,-92.99999999999864,-39.00000000001125,-31.999999999996476,-72.0000000000054,-51.99999999998539,-65.99999999998829,-60.000000000002274,-90.99999999999665,,-796.999999999998
2019.04.15,-158.99999999999804,-61.00000000000705,-61.99999999999761,-129.00000000000134,-80.00000000000229,79.00000000000685,-51.9999999999925,-38.0000000000047,23.00000000001745,-82.99999999999841,-43.00000000000637,-41.000000000002146,,-645.9999999999862
2019.04.15,-123.00000000000644,-31.00000000000591,-60.000000000002274,-149.00000000001023,-80.00000000000229,147.99999999999258,-60.99999999999284,41.000000000002146,-2.999999999997449,-110.99999999999,-46.00000000000648,-66.99999999999484,,-542.000000000014
2019.04.15,-117.99999999999588,-60.000000000002274,-88.00000000000807,-145.00000000000622,-75.9999999999983,224.000000000002,-84.99999999999375,63.99999999999739,47.00000000001925,-112.99999999999955,-45.000000000001705,-21.999999999999797,,-416.9999999999869
2019.04.15,-123.00000000000644,-66.0000000000025,-100.00000000000853,-151.00000000000114,-53.999999999998494,326.0000000000041,-134.00000000000034,134.99999999999625,38.0000000000047,-132.99999999999557,-43.00000000000637,9.999999999998899,,-295.0000000000154
2019.04.15,-131.99999999999878,-91.00000000000819,-115.0000000000091,-140.0000000000068,-62.000000000006494,279.99999999999136,-147.99999999999613,117.99999999999588,26.0000000000149,-141.9999999999959,-67.00000000000728,-4.999999999999449,,-478.0000000000259
2019.04.15,-163.00000000000205,-129.99999999999545,-135.00000000000512,-147.00000000000824,-62.000000000006494,415.99999999999415,-185.00000000000227,141.99999999999767,-11.999999999989797,-147.99999999999613,-75.00000000000284,-7.0000000000014495,,-506.0000000000181
2019.04.15,-160.99999999998892,-106.99999999999932,-88.00000000000807,-141.00000000000225,-48.99999999999905,526.0000000000042,-144.00000000000546,188.9999999999947,-19.999999999997797,-115.99999999999966,-24.00000000000091,4.000000000004,,-130.9999999999985
2019.04.15,-157.99999999999147,-39.00000000000148,-48.00000000000182,-139.00000000000023,-29.000000000001247,527.9999999999951,-87.0000000000033,232.99999999999432,-29.999999999996696,-85.99999999999852,24.00000000000091,34.99999999999615,,203.9999999999917
2019.04.15,-137.00000000000932,-46.999999999997044,-70.00000000000739,-167.00000000000603,-46.00000000000159,489.99999999999045,-121.99999999999989,207.00000000000162,56.000000000011596,-111.99999999999477,-9.000000000000341,17.999999999995797,,60.99999999998309
