date,GBPUSD,AUDUSD,NZDUSD,NZDCHF,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2018.08.27,134.99999999999625,68.00000000000139,43.00000000000415,9.00000000000345,66.99999999999484,-15.000000000000568,79.00000000000773,43.99999999999693,124.00000000000189,,554.000000000006
2018.08.27,93.00000000000975,87.99999999999919,94.00000000000519,30.000000000007798,58.000000000002494,7.000000000005002,79.9999999999983,90.00000000000341,91.99999999999208,,632.0000000000232
2018.08.27,134.99999999999625,85.99999999999719,160.00000000000458,89.00000000000574,191.99999999999218,-15.000000000000568,61.00000000000705,144.99999999999602,107.99999999999699,,960.9999999999955
2018.08.27,143.99999999998857,102.00000000000209,158.99999999999804,80.00000000000229,153.00000000000313,-40.99999999999682,60.000000000002274,128.0000000000001,137.9999999999937,,922.9999999999934
2018.08.27,174.99999999999181,100.00000000000009,170.00000000000347,87.00000000000374,109.00000000000354,-33.999999999991815,67.00000000000728,150.99999999999625,141.99999999999767,,967.000000000012
2018.08.27,214.00000000000307,195.00000000000074,210.99999999999451,99.00000000000463,25.999999999992696,47.000000000011255,195.99999999999795,216.99999999999875,200.99999999999562,,1405.9999999999993
2018.08.27,232.99999999999432,197.00000000000273,202.0000000000022,92.99999999999864,14.000000000002899,28.000000000005798,176.00000000000193,186.00000000000705,200.00000000000017,,1329.0000000000157
2018.08.27,194.99999999998963,161.00000000000003,143.9999999999997,48.000000000003595,-21.00000000000435,12.000000000000455,108.00000000000409,94.0000000000083,136.00000000000279,,877.0000000000043
2018.08.27,141.99999999999767,85.99999999999719,97.00000000000264,9.00000000000345,-49.00000000001015,-47.99999999998761,8.000000000009777,28.999999999996362,88.99999999999464,,363.000000000004
2018.08.27,110.99999999999443,24.000000000001798,73.99999999999629,9.00000000000345,-103.99999999999298,-43.99999999999693,-37.9999999999967,19.000000000005457,27.999999999994696,,79.00000000000948
2018.08.27,188.9999999999947,9.00000000000345,121.99999999999989,26.999999999999247,-39.00000000001125,-213.99999999999864,-220.99999999998943,-75.00000000000284,4.999999999999449,,-197.00000000000537
2018.08.27,221.00000000000452,46.00000000000159,121.99999999999989,29.000000000001247,26.999999999999247,-200.9999999999934,-161.99999999999193,-60.000000000002274,58.000000000002494,,80.00000000002143
2018.08.27,253.99999999999866,87.00000000000374,163.00000000000205,68.99999999999685,79.00000000000685,-167.99999999999216,-98.99999999998954,1.0000000000047748,95.00000000000064,,481.0000000000318
2018.08.27,205.99999999999508,49.99999999999449,143.00000000000423,79.00000000000685,131.99999999999878,-177.99999999999727,-137.99999999999102,-19.000000000005457,60.99999999999994,,336.0000000000056
2018.08.27,181.00000000000892,43.999999999999595,122.99999999999534,82.99999999999974,96.00000000000719,-138.9999999999958,-101.99999999998965,-3.0000000000001137,58.99999999999794,,342.0000000000232
2018.08.27,144.99999999999514,9.999999999998899,109.00000000000354,96.00000000000719,164.99999999999292,-173.99999999999238,-161.00000000000136,-37.9999999999967,29.000000000001247,,181.00000000000853
2018.08.27,143.99999999998857,-2.999999999997449,90.99999999999665,84.0000000000063,102.00000000000209,-167.0000000000016,-176.9999999999925,-57.999999999992724,4.999999999999449,,21.00000000000883
2018.08.27,137.9999999999937,-21.999999999999797,70.99999999999883,56.0000000000005,66.99999999999484,-203.99999999999352,-240.99999999999966,-120.99999999999511,-31.000000000003247,,-287.00000000000347
2018.08.27,78.00000000000028,-43.00000000000415,29.999999999996696,36.999999999998145,92.99999999998754,-232.99999999998988,-265.00000000000057,-165.99999999999682,-24.000000000001798,,-493.0000000000106
2018.08.27,-22.0000000000109,-107.00000000000153,-26.999999999999247,-10.999999999994348,69.9999999999923,-214.9999999999892,-280.9999999999917,-179.00000000000205,-65.00000000000395,,-837.0000000000007
2018.08.27,58.000000000002494,-77.00000000000485,-11.00000000000545,-34.000000000000696,-17.000000000000348,-227.99999999999443,-260.9999999999957,-176.00000000000193,-26.999999999999247,,-773.0000000000001
2018.08.27,18.999999999991246,-148.99999999999915,-66.99999999999484,-78.99999999999574,-19.999999999997797,-220.99999999998943,-287.9999999999967,-188.99999999999295,-65.99999999999939,,-1059.9999999999748
2018.08.27,73.99999999999629,-82.99999999999974,-16.0000000000049,-68.00000000000139,-151.9999999999966,-161.99999999999193,-204.9999999999983,-123.00000000000466,-34.000000000000696,,-769.0000000000019
2018.08.27,46.999999999997044,-134.99999999999625,-60.99999999999994,-92.00000000000318,-154.0000000000097,-180.99999999999739,-256.9999999999908,-165.99999999999682,-73.00000000000084,,-1071.999999999998
2018.08.27,29.999999999996696,-131.00000000000333,-77.00000000000485,-124.99999999999733,-248.00000000000378,-175.99999999998772,-257.99999999999557,-188.99999999999295,-79.00000000000685,,-1252.9999999999957
2018.08.27,70.99999999999883,-68.99999999999685,-48.000000000003595,-136.00000000000279,-229.99999999999687,-208.99999999998897,-223.99999999998954,-188.99999999999295,-4.000000000004,,-1037.9999999999768
2018.08.27,56.99999999999594,-97.9999999999981,-36.999999999998145,-100.00000000000009,-164.00000000000858,-341.99999999999875,-253.99999999999068,-176.00000000000193,109.99999999999899,,-1004.0000000000015
2018.08.27,78.00000000000028,-122.99999999999534,-63.00000000000195,-97.00000000000264,-167.00000000000603,-439.9999999999977,-280.9999999999917,-203.00000000000296,190.99999999999673,,-1105.0000000000011
2018.08.27,198.99999999999363,-70.0000000000034,-29.000000000001247,-95.00000000000064,-218.99999999999142,-363.9999999999901,-247.99999999999045,-188.0000000000024,142.99999999999312,,-870.999999999993
2018.08.27,316.0000000000052,-9.00000000000345,12.000000000000899,-75.00000000000284,-256.00000000001177,-424.99999999999716,-234.99999999999943,-192.99999999999784,226.99999999999943,,-638.000000000007
2018.08.27,371.99999999999454,19.999999999997797,19.00000000000235,-93.99999999999409,-343.00000000000443,-360.99999999999,-210.99999999999852,-192.99999999999784,180.99999999999784,,-609.9999999999924
