date,GBPUSD,AUDUSD,NZDUSD,NZDCHF,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2018.08.27,-22.0000000000109,-2.999999999997449,0.0,-15.999999999993797,0.0,-36.000000000001364,0.0,0.0,0.0,,-77.00000000000351
2018.08.27,35.999999999991594,41.9999999999976,27.999999999994696,-3.999999999992898,4.000000000004,-27.999999999991587,38.000000000010914,25.99999999999625,49.99999999999449,,192.00000000000506
2018.08.27,51.000000000001044,80.99999999999774,92.00000000000318,19.00000000000235,38.99999999998904,-51.9999999999925,22.00000000000557,72.00000000000273,91.99999999999208,,416.00000000000125
2018.08.27,107.99999999999699,80.00000000000229,143.9999999999997,73.00000000000084,139.00000000000023,-43.99999999999693,31.00000000000591,105.99999999999454,95.00000000000064,,732.0000000000042
2018.08.27,137.9999999999937,93.99999999999409,139.99999999999568,56.0000000000005,49.99999999999449,-54.99999999999261,47.000000000011255,105.00000000000398,131.99999999999878,,706.9999999999999
2018.08.27,157.00000000000713,100.00000000000009,161.00000000000003,78.00000000000028,-39.00000000001125,-33.999999999991815,67.00000000000728,144.99999999999602,141.00000000000225,,776.00000000001
2018.08.27,165.9999999999995,136.99999999999824,163.99999999999747,84.0000000000063,1.999999999990898,27.000000000001023,143.00000000000068,171.99999999999704,136.00000000000279,,1030.9999999999939
2018.08.27,165.9999999999995,124.00000000000189,122.99999999999534,26.999999999999247,-60.99999999999994,-27.999999999991587,58.9999999999975,67.00000000000728,105.99999999999498,,583.0000000000042
2018.08.27,137.00000000000932,85.99999999999719,88.99999999999464,4.999999999999449,-85.00000000000173,-61.99999999999761,-3.9999999999906777,19.000000000005457,88.99999999999464,,274.00000000001063
2018.08.27,103.00000000000864,14.000000000002899,60.00000000000449,0.0,-113.00000000000753,-74.99999999998863,-49.99999999999716,7.000000000005002,19.00000000000235,,-34.999999999969944
2018.08.27,93.00000000000975,-22.999999999995246,61.999999999995396,-0.999999999995449,-141.99999999999767,-226.99999999998965,-221.9999999999942,-78.99999999999352,-23.00000000000635,,-561.999999999967
2018.08.27,154.99999999999403,-36.0000000000027,70.99999999999883,-7.0000000000014495,-86.99999999999264,-290.9999999999968,-292.0000000000016,-149.0000000000009,-31.999999999998696,,-668.0000000000019
2018.08.27,184.99999999999073,17.999999999995797,99.00000000000463,23.00000000000635,-8.999999999992347,-212.99999999999386,-188.0000000000024,-70.99999999999795,29.999999999996696,,-125.99999999999233
2018.08.27,187.99999999998818,43.999999999999595,139.99999999999568,67.00000000000594,65.00000000000395,-180.99999999999739,-143.99999999999125,-21.000000000000796,54.999999999993946,,212.99999999999793
2018.08.27,157.00000000000713,14.000000000002899,109.00000000000354,57.00000000000705,72.99999999998974,-191.99999999999307,-171.99999999999704,-51.00000000000193,34.000000000000696,,29.000000000019
2018.08.27,139.00000000000023,-7.9999999999968985,99.00000000000463,75.00000000000284,86.99999999999264,-187.99999999998818,-185.00000000000227,-55.999999999997385,8.999999999992347,,-27.999999999992077
2018.08.27,116.00000000000499,-14.999999999998348,68.00000000000139,68.00000000000139,55.99999999998939,-173.99999999999238,-179.00000000000205,-75.9999999999934,-7.9999999999968985,,-143.99999999998593
2018.08.27,106.99999999999044,-21.999999999999797,60.00000000000449,56.0000000000005,42.999999999993044,-208.99999999998897,-240.99999999999966,-120.99999999999511,-31.999999999998696,,-358.9999999999938
2018.08.27,38.99999999998904,-60.00000000000449,17.000000000000348,31.999999999998696,21.00000000000435,-244.99999999999034,-277.000000000001,-179.00000000000205,-33.000000000005244,,-685.0000000000107
2018.08.27,-45.99999999999049,-146.99999999999713,-51.000000000001044,-26.999999999999247,24.000000000001798,-253.0000000000001,-335.9999999999985,-218.00000000000352,-99.00000000000463,,-1152.9999999999927
2018.08.27,-76.99999999999375,-141.00000000000225,-51.000000000001044,-47.9999999999925,-43.999999999999595,-257.99999999999557,-317.99999999999784,-206.99999999999363,-75.00000000000284,,-1218.999999999979
2018.08.27,-2.999999999997449,-148.99999999999915,-73.00000000000084,-88.99999999999464,-59.000000000009045,-233.99999999999466,-289.0000000000015,-201.99999999999818,-65.99999999999939,,-1163.9999999999948
2018.08.27,8.999999999992347,-153.99999999999858,-68.00000000000139,-80.00000000000229,-154.99999999999403,-226.99999999998965,-295.0000000000017,-189.99999999999773,-77.00000000000485,,-1236.999999999998
2018.08.27,28.000000000005798,-136.00000000000279,-72.0000000000054,-97.00000000000264,-205.99999999999508,-186.9999999999976,-257.99999999999557,-173.00000000000182,-87.99999999999919,,-1188.999999999994
2018.08.27,12.999999999996348,-148.99999999999915,-87.99999999999919,-143.9999999999997,-303.0000000000088,-190.9999999999883,-262.999999999991,-200.9999999999934,-97.00000000000264,,-1422.999999999986
2018.08.27,8.000000000008,-143.00000000000423,-88.99999999999464,-146.99999999999713,-306.00000000000625,-215.99999999999397,-269.999999999996,-200.9999999999934,-91.00000000000774,,-1454.9999999999854
2018.08.27,14.000000000002899,-133.00000000000534,-68.99999999999685,-146.00000000000168,-285.00000000000193,-344.99999999999886,-299.99999999999716,-218.00000000000352,-21.00000000000435,,-1503.000000000007
2018.08.27,26.999999999999247,-139.00000000000023,-85.99999999999719,-121.99999999999989,-222.99999999999542,-457.9999999999984,-298.9999999999924,-230.00000000000398,105.99999999999498,,-1423.9999999999932
2018.08.27,69.00000000000794,-122.99999999999534,-63.00000000000195,-115.99999999999389,-263.00000000001324,-466.99999999999875,-293.99999999999693,-215.99999999999397,141.00000000000225,,-1331.999999999984
2018.08.27,175.99999999999838,-78.00000000000028,-38.0000000000047,-108.99999999999244,-270.99999999999903,-430.9999999999974,-257.99999999999557,-216.99999999999875,142.99999999999312,,-1082.9999999999966
2018.08.27,268.0000000000016,-29.000000000001247,-11.00000000000545,-107.00000000000153,-388.9999999999949,-441.99999999999307,-256.0000000000002,-221.9999999999942,175.99999999999838,,-1011.9999999999907
2018.08.27,354.0000000000099,9.999999999998899,2.000000000002,-100.00000000000009,-377.0000000000051,-364.9999999999949,-222.99999999999898,-203.00000000000296,121.99999999999989,,-779.9999999999914
2018.08.27,354.9999999999942,7.9999999999968985,12.999999999996348,-100.00000000000009,-405.9999999999952,-396.0000000000008,-203.99999999999352,-183.9999999999975,181.9999999999933,,-732.0000000000064
2018.08.27,411.0000000000058,43.999999999999595,24.000000000001798,-110.99999999999443,-496.00000000000756,-384.00000000000034,-194.00000000000261,-185.00000000000227,100.00000000000009,,-790.9999999999999
2018.08.27,348.9999999999993,85.00000000000173,48.000000000003595,-80.99999999999774,-455.0000000000054,-188.99999999999295,-104.99999999998977,-123.99999999999523,-168.00000000000148,,-639.999999999978
2018.08.27,439.99999999999596,165.9999999999995,102.00000000000209,-127.99999999999478,-558.9999999999984,23.000000000010346,-46.999999999997044,-99.00000000000375,-136.99999999999824,,-238.99999999998437
2018.08.27,442.00000000000904,195.00000000000074,124.99999999999733,-103.99999999999298,-600.0000000000006,-15.000000000000568,33.00000000000125,-37.9999999999967,-138.00000000000477,,-99.99999999998727
2018.08.27,465.0000000000043,193.99999999999417,129.9999999999968,-124.99999999999733,-634.0000000000013,19.000000000005457,18.000000000000682,-31.999999999996476,-92.00000000000318,,-56.99999999999682
2018.08.27,490.999999999997,202.0000000000022,119.99999999999788,-134.99999999999625,-690.9999999999972,118.00000000000921,51.00000000000193,-28.000000000005798,-87.00000000000374,,41.000000000005244
2018.08.27,547.0000000000086,256.0000000000007,175.99999999999838,-136.00000000000279,-683.9999999999957,140.00000000000057,85.99999999999852,13.00000000000523,-73.00000000000084,,325.0000000000128
2018.08.27,547.0000000000086,244.99999999999523,170.00000000000347,-159.9999999999935,-665.0000000000044,103.00000000000864,63.00000000000239,-4.0000000000048885,-23.00000000000635,,276.0000000000091
2018.08.27,504.9999999999999,212.99999999999653,129.00000000000134,-183.99999999999528,-685.0000000000023,81.00000000000307,64.00000000000716,-12.000000000000455,-26.000000000003798,,85.00000000000621
2018.08.27,523.9999999999911,209.00000000000364,141.99999999999767,-159.9999999999935,-639.9999999999961,111.0000000000042,67.99999999999784,10.000000000005116,-51.000000000001044,,213.00000000000895
2018.08.27,544.9999999999955,214.99999999999852,158.99999999999804,-137.9999999999937,-605.0000000000111,145.00000000001023,73.99999999999807,25.000000000005684,-91.00000000000774,,328.9999999999935
2018.08.27,536.0000000000032,224.000000000002,160.00000000000458,-146.00000000000168,-604.0000000000045,170.0000000000017,88.99999999999864,25.000000000005684,-92.00000000000318,,362.00000000000637
2018.08.27,547.999999999993,244.99999999999523,168.99999999999693,-156.00000000000057,-595.0000000000122,186.00000000000705,91.99999999999875,27.000000000001023,-80.99999999999774,,434.99999999998147
2018.08.27,567.0000000000064,254.99999999999412,195.9999999999962,-120.99999999999334,-558.9999999999984,198.0000000000075,105.00000000000398,52.00000000000671,-102.00000000000209,,591.000000000021
2018.08.27,553.0000000000035,224.000000000002,175.99999999999838,-186.99999999999272,-561.9999999999958,158.00000000000125,61.99999999999761,-55.999999999997385,-92.00000000000318,,276.00000000001364
2018.08.28,424.00000000000216,207.99999999999707,126.99999999999933,-171.99999999999437,-556.0000000000009,105.00000000000398,14.000000000010004,-33.999999999991815,-134.0000000000008,,-17.999999999975444
