date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,AUDCHF,GBPCAD,GBPAUD,EURJPY,EURNZD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2015.09.07,-70.0000000000034,-18.999999999991246,-55.00000000000682,-76.0000000000094,-87.00000000000374,-60.00000000000449,-136.00000000000279,-177.9999999999671,-331.999999999999,-13.00000000000523,-188.9999999999947,-106.00000000000875,-75.9999999999934,-107.00000000000153,,-1503.9999999999918
2015.09.07,-67.00000000000594,-17.000000000000348,-84.00000000000318,-50.0000000000167,-102.99999999999754,-178.99999999999582,-154.99999999999403,-106.99999999999044,-403.00000000002,36.000000000001364,-469.99999999999267,-121.00000000000932,-173.00000000000182,-156.99999999999602,,-2050.0000000000227
2015.09.07,-102.99999999999754,-143.00000000000423,-206.00000000000307,-178.00000000001148,-80.99999999999774,-141.00000000000225,-107.99999999999699,-381.99999999997124,-367.0000000000062,-16.999999999995907,-388.9999999999949,-103.00000000000864,-115.99999999999966,-87.99999999999919,,-2421.9999999999886
2015.09.07,-102.00000000000209,-150.99999999999002,-316.0000000000025,-190.00000000000128,-88.99999999999464,-187.00000000000384,-82.00000000000429,-362.99999999998,-476.0000000000098,3.0000000000143245,-358.9999999999982,-25.99999999999625,-112.99999999999955,-9.00000000000345,,-2459.999999999972
2015.09.07,-85.00000000000173,-123.00000000000644,-295.0000000000017,-217.0000000000005,-75.00000000000284,-129.00000000000134,-61.999999999995396,-598.9999999999718,-500.00000000003376,63.99999999999295,-306.9999999999906,-6.000000000000227,-42.999999999992156,-46.00000000000159,,-2423.0000000000073
2015.09.07,-78.99999999999574,-79.99999999999119,-289.0000000000015,-282.0000000000045,14.000000000002899,-185.00000000000182,12.999999999996348,-658.9999999999652,-328.00000000001717,80.0000000000125,-485.0000000000021,102.99999999999443,-93.99999999999409,121.00000000000443,,-2149.9999999999623
2015.09.07,-129.00000000000134,-150.99999999999002,-414.0000000000015,-328.00000000001717,-7.9999999999968985,-287.9999999999994,-53.00000000000304,-700.9999999999739,-335.00000000001864,105.99999999999454,-980.0000000000031,-10.000000000005116,-314.9999999999977,190.00000000000128,,-3416.0000000000114
2015.09.07,-16.0000000000049,58.000000000002494,-237.99999999999955,-314.99999999999864,-7.0000000000014495,-353.0000000000033,-68.00000000000139,-627.9999999999841,-297.9999999999983,78.00000000000296,-1249.9999999999955,-82.99999999999841,-462.99999999999386,192.00000000000327,,-3390.9999999999704
2015.09.07,-48.000000000003595,-11.999999999989797,-350.0000000000085,-257.0000000000183,31.999999999998696,-260.00000000000466,-38.0000000000047,-530.9999999999704,-229.99999999999687,286.00000000000136,-895.0000000000014,131.00000000000023,-194.99999999999318,192.00000000000327,,-2174.999999999988
2015.09.07,-199.00000000000472,-110.99999999999443,-692.9999999999978,-165.00000000001512,156.99999999999602,-282.99999999999994,136.99999999999824,-425.99999999999307,144.99999999997294,334.0000000000032,-760.9999999999894,352.00000000000387,-112.99999999999955,295.99999999999625,,-1330.0000000000236
2015.09.07,-163.00000000000205,-86.99999999999264,-566.0000000000025,-181.00000000000892,66.99999999999484,-256.99999999999613,51.000000000001044,-377.9999999999894,-33.000000000038554,276.00000000001046,-675.9999999999877,265.99999999999113,-114.99999999999488,165.9999999999995,,-1630.0000000000155
2015.09.07,-53.999999999998494,-49.99999999999449,-508.0000000000098,-118.00000000001809,66.99999999999484,-231.99999999999886,44.99999999999504,-313.9999999999699,-78.0000000000225,324.0000000000123,-669.9999999999928,284.9999999999966,-63.99999999999295,149.99999999999457,,-1217.0000000000045
2015.09.07,-80.99999999999774,-130.99999999999224,-603.9999999999992,-111.00000000001664,116.00000000000499,-251.00000000000122,102.99999999999754,-313.9999999999699,73.99999999999629,412.00000000000614,-716.0000000000056,393.99999999999125,-45.99999999999227,204.99999999999963,,-949.999999999979
2015.09.07,-61.999999999995396,-136.99999999998712,-630.0000000000097,-162.00000000001768,78.99999999999574,-326.9999999999995,72.0000000000054,-402.9999999999756,-76.0000000000094,430.0000000000068,-771.9999999999949,403.99999999999636,-46.999999999997044,136.00000000000279,,-1494.9999999999793
2015.09.07,-139.00000000000023,-160.00000000000458,-567.0000000000073,-207.00000000000162,-58.000000000002494,-387.000000000004,-43.00000000000415,-439.99999999999596,-460.00000000003814,306.0000000000116,-992.9999999999994,156.99999999999648,-232.99999999998988,33.000000000005244,,-3191.000000000034
2015.09.07,-156.00000000000057,-153.00000000000313,-545.0000000000017,-217.0000000000005,-56.0000000000005,-402.9999999999978,-43.999999999999595,-447.9999999999595,-463.0000000000134,300.00000000001137,-1035.9999999999925,152.00000000000102,-244.99999999999034,36.999999999998145,,-3276.9999999999486
2015.09.07,-163.99999999999747,-157.99999999999147,-575.0000000000028,-161.00000000001114,-34.000000000000696,-329.00000000000153,26.999999999999247,-352.9999999999589,-371.0000000000324,312.0000000000118,-758.9999999999985,240.99999999999966,-116.99999999999022,44.99999999999504,,-2395.9999999999795
2015.09.07,-158.0000000000026,-146.00000000000168,-517.0000000000101,-162.00000000001768,-78.99999999999574,-378.999999999996,-22.999999999995246,-261.9999999999845,-286.00000000000847,307.00000000001637,-907.9999999999977,170.99999999999227,-180.99999999999739,-14.999999999998348,,-2637.9999999999964
2015.09.07,-273.000000000001,-360.9999999999891,-564.0000000000072,-176.00000000002058,-48.99999999999905,-358.9999999999982,-12.000000000000899,-415.9999999999719,-465.0000000000265,93.99999999999409,-849.9999999999952,210.99999999999852,-161.00000000000136,14.000000000002899,,-3367.0000000000155
2015.09.07,-258.9999999999981,-282.9999999999888,-508.0000000000098,-141.00000000001333,36.999999999998145,-280.00000000000244,97.9999999999981,-317.9999999999961,-66.0000000000327,158.00000000001546,-601.9999999999915,260.9999999999957,-120.99999999999511,87.00000000000374,,-1937.0000000000173
2015.09.07,-258.9999999999981,-265.99999999998846,-496.0000000000093,-180.0000000000024,-48.99999999999905,-331.0000000000035,19.999999999997797,-870.9999999999774,-934.9999999999969,185.00000000000227,-885.0000000000025,158.00000000000125,-173.99999999999238,36.0000000000027,,-4046.9999999999654
2015.09.07,-219.00000000000253,-127.99999999999478,-445.0000000000074,-191.00000000000784,-41.9999999999976,-334.9999999999964,19.00000000000235,-856.9999999999744,-903.0000000000093,300.00000000001137,-983.0000000000006,186.9999999999976,-167.0000000000016,41.000000000002146,,-3722.9999999999786
2015.09.07,-207.99999999999707,-83.9999999999952,-516.0000000000053,-82.00000000000429,99.00000000000463,-256.0000000000007,90.99999999999665,-811.9999999999905,-419.9999999999982,405.00000000000114,-768.9999999999975,334.0000000000032,-60.99999999999284,112.000000000001,,-2166.999999999975
2015.09.07,-212.00000000000108,-90.99999999999665,-510.0000000000051,-188.00000000001037,107.00000000000153,-358.0000000000028,146.00000000000168,-1349.0000000000002,-901.0000000000407,431.0000000000116,-1100.9999999999964,352.00000000000387,-189.99999999999773,216.0000000000051,,-3648.0000000000273
2015.09.07,-177.00000000000495,15.00000000000945,-411.00000000000136,-185.00000000001293,107.00000000000153,-380.999999999998,87.99999999999919,-1331.9999999999777,-1027.0000000000223,438.99999999999295,-1405.9999999999961,284.9999999999966,-286.9999999999919,210.99999999999451,,-4061.000000000011
