date,AUDUSD,NZDUSD,empty,sum
2019.06.17,-35.00000000000725,0.0,,-35.00000000000725
2019.06.17,-21.999999999999797,39.999999999995595,,17.999999999995797
2019.06.17,-18.0000000000069,-6.0000000000060005,,-24.0000000000129
2019.06.17,-8.000000000008,14.000000000002899,,5.999999999994898
2019.06.17,4.999999999999449,22.999999999995246,,27.999999999994696
2019.06.17,26.999999999999247,44.99999999999504,,71.99999999999429
2019.06.17,32.999999999994145,51.000000000001044,,83.9999999999952
2019.06.17,46.999999999997044,76.99999999999375,,123.99999999999079
2019.06.17,42.999999999993044,81.9999999999932,,124.99999999998624
2019.06.17,40.99999999999105,97.9999999999981,,138.99999999998914
2019.06.17,46.999999999997044,121.99999999999989,,168.99999999999693
2019.06.17,54.999999999993946,129.00000000000134,,183.99999999999528
2019.06.17,47.9999999999925,154.99999999999403,,202.99999999998653
2019.06.17,52.99999999999194,159.9999999999935,,212.99999999998545
2019.06.17,48.99999999999905,173.9999999999964,,222.99999999999545
2019.06.17,35.999999999991594,142.99999999999312,,178.9999999999847
2019.06.17,19.999999999997797,127.99999999999478,,147.99999999999258
2019.06.17,27.999999999994696,148.99999999999915,,176.99999999999383
2019.06.17,-2.000000000002,168.00000000000148,,165.9999999999995
2019.06.17,-20.0000000000089,121.99999999999989,,101.99999999999099
2019.06.17,-37.00000000000925,131.99999999999878,,94.99999999998953
2019.06.17,-13.00000000000745,164.99999999999292,,151.99999999998548
2019.06.17,-11.00000000000545,166.99999999999494,,155.99999999998948
2019.06.17,-23.00000000000635,168.00000000000148,,144.99999999999514
2019.06.17,-9.00000000000345,203.99999999999307,,194.99999999998963
2019.06.17,-33.000000000005244,175.99999999999838,,142.99999999999312
2019.06.17,-36.0000000000027,153.00000000000313,,117.00000000000043
2019.06.17,-65.00000000000395,119.99999999999788,,54.99999999999393
2019.06.17,-82.99999999999974,132.99999999999423,,49.999999999994486
2019.06.17,-80.00000000000229,147.99999999999258,,67.9999999999903
2019.06.17,-60.99999999999994,151.9999999999966,,90.99999999999665
2019.06.17,-85.00000000000173,115.99999999999389,,30.999999999992156
2019.06.17,-79.00000000000685,117.00000000000044,,37.99999999999359
2019.06.17,-104.99999999999955,73.99999999999629,,-31.000000000003254
2019.06.17,-97.00000000000264,93.99999999999409,,-3.000000000008555
2019.06.17,-235.00000000000742,73.99999999999629,,-161.00000000001114
2019.06.17,-229.00000000000142,73.99999999999629,,-155.00000000000512
2019.06.17,-174.00000000000747,85.00000000000173,,-89.00000000000574
2019.06.17,-156.00000000000057,92.99999999999864,,-63.00000000000193
2019.06.17,-194.0000000000053,60.99999999999994,,-133.00000000000534
2019.06.17,-225.00000000000853,36.0000000000027,,-189.00000000000583
2019.06.17,-230.000000000008,24.999999999997247,,-205.00000000001074
2019.06.17,-233.00000000000543,17.000000000000348,,-216.0000000000051
2019.06.17,-223.00000000000654,26.999999999999247,,-196.00000000000728
2019.06.17,-248.00000000000378,14.000000000002899,,-234.00000000000088
2019.06.17,-223.00000000000654,12.999999999996348,,-210.00000000001017
2019.06.17,-232.00000000000998,0.0,,-232.00000000000998
2019.06.17,-223.00000000000654,3.999999999992898,,-219.00000000001364
2019.06.18,-223.00000000000654,19.00000000000235,,-204.00000000000418
2019.06.18,-203.00000000000873,37.99999999999359,,-165.00000000001512
2019.06.18,-208.00000000000819,36.0000000000027,,-172.00000000000549
2019.06.18,-203.00000000000873,44.99999999999504,,-158.0000000000137
2019.06.18,-199.00000000000472,56.99999999999594,,-142.00000000000878
2019.06.18,-224.000000000002,37.99999999999359,,-186.0000000000084
2019.06.18,-218.00000000000708,41.000000000002146,,-177.00000000000495
2019.06.18,-203.00000000000873,49.99999999999449,,-153.00000000001424
2019.06.18,-206.00000000000617,58.99999999999794,,-147.00000000000824
2019.06.18,-335.0000000000075,7.9999999999968985,,-327.00000000001063
2019.06.18,-328.0000000000061,34.000000000000696,,-294.0000000000054
2019.06.18,-315.0000000000097,24.000000000001798,,-291.0000000000079
2019.06.18,-324.00000000000205,19.999999999997797,,-304.00000000000426
2019.06.18,-396.00000000000745,-12.000000000000899,,-408.00000000000836
2019.06.18,-404.0000000000044,-9.00000000000345,,-413.00000000000784
2019.06.18,-376.00000000000966,12.999999999996348,,-363.0000000000133
2019.06.18,-365.99999999999966,14.999999999998348,,-351.0000000000013
2019.06.18,-354.0000000000099,14.999999999998348,,-339.00000000001154
2019.06.18,-361.0000000000002,29.000000000001247,,-331.999999999999
2019.06.18,-357.00000000000733,29.000000000001247,,-328.0000000000061
2019.06.18,-401.00000000000693,32.999999999994145,,-368.0000000000128
2019.06.18,-393.00000000001,24.999999999997247,,-368.00000000001273
2019.06.18,-419.00000000000273,9.999999999998899,,-409.0000000000038
2019.06.18,-368.00000000000165,126.99999999999933,,-241.00000000000233
2019.06.18,-333.0000000000055,141.00000000000225,,-192.00000000000327
