date,USDCHF,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2015.07.13,-67.00000000000594,69.00000000000794,-92.99999999999864,12.999999999996348,110.99999999999443,-63.000000000013046,70.99999999999795,-70.99999999999883,-106.99999999999044,209.00000000000318,-8.000000000008,305.0000000000068,168.99999999999693,-93.00000000000975,-317.9999999999961,-153.99999999999636,110.99999999999,-7.0000000000014495,-8.000000000008,,68.99999999996696
2015.07.13,-275.000000000003,66.99999999999484,-154.99999999999403,-4.999999999999449,235.99999999999176,-39.999999999995595,439.9999999999977,9.00000000000345,-220.99999999999343,519.0000000000055,65.99999999998829,756.0000000000002,519.0000000000028,-351.0000000000124,-653.0000000000147,-245.9999999999951,206.99999999999363,-94.00000000000519,-14.000000000002899,,764.9999999999625
2015.07.13,15.999999999993797,56.000000000011596,-221.99999999999997,-46.00000000000159,41.000000000002146,197.00000000000273,299.99999999998295,-260.00000000000466,-276.9999999999939,435.0000000000023,304.9999999999997,723.0000000000132,401.00000000000693,-169.00000000001913,-533.0000000000057,-316.99999999999307,289.99999999999204,-175.00000000000293,35.999999999991594,,800.9999999999778
2015.07.13,13.999999999991797,25.00000000000835,-161.99999999999548,-73.00000000000084,41.000000000002146,117.99999999999588,185.99999999997863,-212.99999999999653,-232.99999999999432,207.9999999999984,154.99999999999403,456.99999999999363,323.0000000000066,-161.00000000001114,-361.0000000000113,-186.00000000000705,233.99999999999466,-131.00000000000333,95.99999999999609,,336.9999999999402
2015.07.13,-9.00000000000345,72.0000000000054,-259.9999999999936,-85.99999999999719,-26.999999999999247,218.99999999999142,308.9999999999975,-287.9999999999994,-283.99999999999534,468.00000000001774,292.9999999999655,741.9999999999902,459.99999999999375,-175.00000000001404,-561.9999999999958,-290.9999999999968,305.9999999999974,-219.00000000000253,78.99999999999574,,746.999999999957
2015.07.13,-50.0000000000056,24.000000000001798,-100.00000000000009,-80.99999999999774,11.999999999989797,120.00000000000898,301.9999999999925,-109.99999999999899,-235.99999999999176,385.9999999999957,-185.00000000001293,591.0000000000082,439.99999999999596,-418.0000000000073,-482.00000000000466,-207.9999999999984,256.0000000000002,-58.000000000002494,108.99999999999244,,311.9999999999655
2015.07.13,-64.0000000000085,22.0000000000109,-132.99999999999423,-85.00000000000173,160.00000000000458,167.00000000000603,356.9999999999993,-126.99999999999933,-336.9999999999984,280.00000000000114,70.99999999997664,699.0000000000123,523.0000000000068,-430.00000000001927,-577.0000000000052,-222.99999999999898,274.9999999999915,-100.00000000000009,111.99999999998988,,589.9999999999732
2015.07.13,-128.00000000000588,39.999999999995595,-220.99999999999343,-166.99999999999494,201.00000000000674,79.00000000000685,425.9999999999877,-163.00000000000205,-301.9999999999912,328.00000000000296,235.99999999999176,665.9999999999968,483.99999999999557,-239.00000000001143,-348.9999999999993,-228.9999999999992,368.9999999999998,-195.00000000000074,204.99999999999963,,1040.9999999999852
2015.07.13,-104.00000000000409,-65.00000000000395,-164.99999999999292,-190.00000000000128,205.99999999999508,18.999999999991246,399.0000000000009,-126.0000000000039,-262.999999999991,274.0000000000009,141.99999999999767,556.0000000000116,480.99999999999807,-229.00000000001253,-158.99999999999804,-152.00000000000102,397.99999999999613,-197.00000000000273,301.9999999999912,,1126.9999999999711
2015.07.13,-55.000000000005045,-129.00000000000134,-131.99999999999878,-134.0000000000008,195.9999999999962,43.999999999999595,376.0000000000048,-131.99999999999878,-275.99999999999847,257.000000000005,136.00000000000279,566.0000000000025,524.0000000000133,-261.0000000000001,-229.00000000001253,-131.00000000000023,361.99999999999477,-209.9999999999991,283.99999999999534,,1055.999999999999
