date,USDCHF,GBPUSD,USDJPY,AUDUSD,NZDUSD,NZDCHF,EURNZD,CADJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2018.07.16,0.0,38.99999999998904,-55.00000000000682,29.999999999996696,43.00000000000415,50.0000000000056,69.00000000000794,69.99999999999318,51.00000000000193,-6.999999999990347,-8.000000000008,,281.99999999999335
2018.07.16,9.999999999998899,46.999999999997044,-106.00000000000875,-34.000000000000696,21.999999999999797,21.999999999999797,19.999999999997797,141.9999999999959,64.99999999999773,-89.99999999999008,39.999999999995595,,137.99999999998306
2018.07.16,-102.99999999998644,56.99999999999594,-186.9999999999976,-14.999999999998348,75.00000000000284,143.9999999999997,180.0000000000024,209.99999999999375,177.99999999999727,-42.999999999993044,76.99999999999375,,573.0000000000101
2018.07.16,-99.00000000000463,75.99999999998718,-195.99999999999795,34.99999999999615,65.00000000000395,131.99999999999878,113.00000000000753,233.0000000000041,173.00000000000182,16.0000000000049,-19.999999999997797,,528.000000000004
2018.07.16,-119.00000000000244,62.99999999999084,-243.99999999999977,28.000000000005798,56.0000000000005,141.00000000000225,106.99999999999044,271.0000000000008,198.0000000000075,3.0000000000085514,-24.000000000001798,,480.0000000000026
2018.07.16,-113.99999999999189,45.99999999999049,-201.00000000000762,2.000000000002,45.000000000006146,123.00000000000644,119.00000000000244,236.99999999999477,156.0000000000059,-31.999999999998696,-2.999999999997449,,378.00000000001256
2018.07.16,-95.00000000000064,83.9999999999952,-231.00000000000875,61.999999999995396,111.00000000000554,175.99999999999838,248.99999999998812,272.99999999999613,250.0,33.000000000005244,14.000000000002899,,925.9999999999775
2018.07.16,-76.99999999999375,129.99999999998568,-277.000000000001,100.99999999999554,175.00000000000293,226.99999999999943,368.9999999999971,343.9999999999941,350.9999999999991,44.0000000000107,59.99999999999339,,1446.9999999999832
2018.07.16,-80.99999999999774,95.999999999985,-313.0000000000024,80.99999999999774,123.00000000000644,179.00000000000693,279.99999999999136,353.9999999999992,317.99999999999784,39.00000000000014,4.000000000004,,1079.9999999999889
2018.07.16,-72.0000000000054,125.99999999998168,-259.00000000000034,43.00000000000415,89.00000000000574,140.0000000000068,147.00000000000824,311.9999999999976,246.9999999999999,-25.999999999992696,12.999999999996348,,760.000000000002
2018.07.16,-79.00000000000685,125.99999999998168,-281.9999999999965,-5.999999999994898,29.000000000001247,84.0000000000063,15.999999999993797,316.0000000000025,192.99999999999784,-58.99999999999794,-22.0000000000109,,315.9999999999763
