date,GBPUSD,USDJPY,USDCAD,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,NZDJPY,AUDCAD,empty,sum
2016.02.22,-368.00000000001273,-63.00000000000239,-87.99999999999919,-598.999999999994,-116.00000000000499,-146.99999999999136,-77.00000000000485,-483.0000000000041,-585.9999999999976,-890.9999999999974,-165.00000000000625,-140.0000000000068,-56.99999999998795,-78.00000000000028,,-3858.0000000000095
2016.02.22,-452.00000000000796,-51.00000000000193,-124.99999999999733,-724.9999999999978,26.999999999999247,-99.99999999999432,-158.0000000000026,-610.99999999999,-716.9999999999899,-1084.0000000000182,-94.0000000000083,43.999999999999595,-43.99999999999693,-90.0000000000012,,-4180.000000000007
2016.02.22,-415.0000000000098,-43.99999999999693,-143.99999999998857,-702.9999999999869,136.00000000000279,-36.99999999999193,-95.99999999999609,-522.9999999999961,-723.0000000000069,-1093.999999999995,-177.99999999999727,133.00000000000534,125.0,-105.99999999999498,,-3668.9999999999523
2016.02.22,-236.00000000001398,-16.999999999995907,-177.99999999998929,-583.0000000000002,164.99999999999292,38.000000000010914,-19.999999999997797,-329.9999999999841,-475.0000000000032,-847.00000000002,-70.00000000000739,131.99999999999878,200.00000000000284,-74.99999999999174,,-2295.9999999999986
2016.02.22,-270.99999999999903,-161.99999999999193,-146.99999999998602,-614.0000000000034,159.99999999998238,-125.99999999999056,-41.000000000002146,-578.000000000003,-456.9999999999963,-748.0000000000153,-227.99999999999443,76.99999999999375,-16.999999999995907,-54.999999999993946,,-3206.9999999999964
2016.02.22,-364.00000000000875,-331.99999999999363,-157.99999999999147,-760.0000000000051,147.99999999999258,-253.99999999999068,-116.00000000000499,-919.9999999999875,-644.0000000000001,-609.9999999999994,-356.9999999999993,32.999999999994145,-137.99999999999102,72.0000000000054,,-4399.99999999998
2016.02.22,-357.00000000000733,-475.9999999999991,-71.99999999998319,-783.0000000000003,132.99999999998312,-346.9999999999942,-139.99999999999568,-1067.9999999999836,-546.9999999999864,-509.00000000000387,-466.0000000000082,-201.00000000000674,-204.9999999999983,40.00000000000669,,-4997.999999999976
2016.02.22,-219.00000000001364,-459.99999999999375,58.000000000002494,-700.999999999996,140.99999999999113,-331.99999999999363,-68.00000000000139,-881.0000000000002,-131.99999999999878,-202.00000000001327,-450.00000000000284,-255.00000000000523,-325.9999999999934,74.00000000000739,,-3753.000000000011
2016.02.22,-188.9999999999947,-340.0000000000034,69.00000000000794,-567.9999999999907,158.99999999999804,-271.0000000000008,2.000000000002,-721.99999999998,-95.00000000000064,-151.9999999999966,-405.00000000000114,-174.00000000000747,-289.99999999999204,64.0000000000085,,-2911.9999999999504
2016.02.22,-198.00000000000927,-346.9999999999942,12.000000000012001,-631.0000000000038,217.0000000000005,-227.99999999999443,-4.999999999999449,-718.9999999999941,-154.99999999999403,-180.0000000000024,-414.0000000000015,-112.000000000001,-327.99999999998875,98.0000000000092,,-2989.999999999961
2016.02.22,-235.00000000000742,-409.9999999999966,92.00000000000318,-693.9999999999947,175.99999999999838,-302.99999999999727,-53.00000000000304,-890.9999999999911,-113.99999999999189,-134.99999999999625,-438.0000000000024,-280.0000000000136,-390.00000000000057,52.000000000007596,,-3622.999999999985
2016.02.22,-255.00000000000523,-423.9999999999924,184.00000000000637,-693.9999999999947,161.99999999999548,-315.9999999999883,-63.99999999999739,-919.9999999999875,-45.000000000006146,-155.00000000001623,-448.0000000000075,-322.00000000000006,-387.999999999991,40.00000000000669,,-3644.9999999999777
2016.02.22,-278.00000000000045,-366.9999999999902,170.00000000000347,-724.9999999999978,139.9999999999846,-253.0000000000001,-92.00000000000318,-860.99999999999,-102.99999999998644,-198.00000000000927,-370.00000000000455,-358.00000000001387,-347.999999999999,12.000000000000899,,-3631.0000000000055
2016.02.22,-243.99999999999977,-356.9999999999993,229.00000000001253,-716.9999999999899,175.99999999999838,-234.99999999999943,-80.99999999999774,-816.9999999999789,22.0000000000109,-112.000000000001,-368.9999999999998,-391.000000000008,-352.99999999999443,21.00000000000435,,-3227.999999999942
2016.02.22,-255.00000000000523,-415.9999999999968,219.99999999999798,-699.9999999999895,163.00000000000205,-307.9999999999927,-70.0000000000034,-933.9999999999975,-1.0000000000065512,-43.00000000001525,-426.00000000000193,-404.0000000000044,-518.9999999999912,42.0000000000087,,-3650.9999999999964
2016.02.22,-285.00000000000193,-403.99999999999636,265.0000000000041,-699.0000000000052,160.99999999998892,-306.99999999998795,-70.0000000000034,-888.9999999999816,35.00000000000725,95.999999999985,-417.0000000000016,-398.00000000000944,-493.9999999999998,116.00000000000499,,-3289.999999999997
2016.02.22,-280.9999999999979,-376.99999999999534,242.00000000000887,-697.9999999999986,183.99999999998417,-289.99999999999204,-53.999999999998494,-853.999999999985,26.999999999999247,-7.0000000000014495,-432.00000000000216,-351.0000000000124,-439.9999999999977,58.000000000002494,,-3272.999999999987
2016.02.22,-173.00000000000094,-311.9999999999976,260.0000000000158,-574.9999999999922,180.99999999998673,-240.99999999999966,14.000000000002899,-663.9999999999873,171.00000000001003,54.99999999998284,-373.00000000000466,-392.00000000001455,-438.99999999999295,50.0000000000056,,-2437.9999999999864
2016.02.22,-60.000000000015596,-272.99999999999613,145.00000000001734,-451.99999999998573,156.99999999998494,-177.99999999999727,78.99999999999574,-361.99999999999477,367.0000000000062,232.99999999999432,-271.0000000000008,-383.0,-355.99999999999454,1.0000000000065512,,-1352.9999999999798
2016.02.22,499.9999999999893,-358.0000000000041,90.00000000001229,-150.99999999999002,89.99999999999008,-149.0000000000009,190.00000000000128,108.00000000000409,981.0000000000097,903.9999999999937,-254.0000000000049,-622.9999999999958,-417.99999999999216,4.999999999999449,,915.0000000000118
2016.02.22,417.0000000000007,-450.00000000000284,200.00000000000017,-194.99999999998963,62.99999999999084,-208.99999999998897,148.99999999999915,-94.99999999999886,931.0000000000151,1052.9999999999927,-228.9999999999992,-920.0000000000097,-665.9999999999968,134.0000000000008,,183.00000000001342
2016.02.22,577.9999999999897,-396.0000000000008,296.0000000000074,-26.999999999999247,-42.0000000000087,-164.00000000000148,199.00000000000472,42.00000000000159,1480.0000000000146,1678.9999999999861,-150.00000000000568,-964.0000000000093,-623.9999999999952,190.00000000000128,,2096.999999999985
2016.02.22,919.0000000000032,-364.9999999999949,14.000000000002899,300.99999999999574,-26.999999999999247,-110.99999999999,400.00000000000034,528.00000000002,1419.0000000000148,1985.9999999999989,-97.99999999999898,-707.9999999999975,-461.9999999999891,304.9999999999997,,4101.000000000066
2016.02.22,829.9999999999974,-515.9999999999911,-7.999999999985796,157.00000000000713,58.99999999998684,-295.99999999999227,326.0000000000041,182.00000000001637,1353.000000000004,1839.9999999999973,-292.0000000000016,-629.0000000000128,-554.9999999999926,299.00000000000483,,2750.0000000000423
2016.02.22,821.000000000005,-685.0000000000023,-32.999999999994145,-104.99999999999955,56.99999999999594,-242.999999999995,190.99999999999673,-38.99999999998727,1256.999999999997,1937.9999999999952,-245.00000000000455,-876.9999999999944,-727.9999999999944,379.0000000000071,,1688.0000000000252
2016.02.22,858.0000000000032,-593.0000000000035,-8.999999999992347,-49.99999999999449,51.99999999998539,-125.99999999999056,199.00000000000472,93.00000000001774,1197.0000000000036,2042.9999999999948,-117.00000000000443,-792.0000000000149,-661.9999999999919,458.00000000000284,,2551.0000000000196
2016.02.22,927.9999999999955,-775.9999999999962,29.999999999996696,9.000000000014552,54.99999999998284,-236.99999999999477,246.99999999999721,122.0000000000141,1373.000000000002,2150.999999999992,-222.99999999999898,-992.9999999999994,-747.9999999999905,365.0000000000042,,2303.0000000000186
2016.02.22,1158.9999999999989,-810.9999999999928,113.00000000000753,80.99999999999774,24.000000000001798,-234.99999999999943,283.99999999999534,168.00000000000637,1832.9999999999957,2451.000000000003,-231.99999999999932,-1347.0000000000093,-751.9999999999953,320.00000000000915,,3056.00000000002
2016.02.22,1390.0000000000023,-777.000000000001,19.999999999997797,79.00000000000685,38.99999999998904,-63.99999999999295,302.0000000000023,418.00000000000637,2157.999999999993,2776.000000000001,-16.000000000005343,-1381.00000000001,-693.9999999999884,373.00000000000114,,4623.000000000002
2016.02.22,1533.999999999991,-655.9999999999917,164.00000000000858,133.00000000000534,46.999999999997044,167.0000000000016,314.0000000000032,756.0000000000002,2368.0000000000146,3010.0000000000014,201.99999999999818,-1578.0000000000127,-673.9999999999924,320.00000000000915,,6107.000000000033
