date,GBPUSD,EURUSD,USDCAD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,GBPJPY,EURJPY,EURCAD,CADJPY,NZDCAD,empty,sum
2020.06.22,103.00000000000864,18.0000000000069,-8.000000000008,149.99999999999457,228.99999999999034,-182.00000000000216,52.99999999999194,-121.99999999999989,204.99999999998408,-131.9999999999908,-11.999999999989797,21.000000000000796,182.99999999999983,,505.9999999999864
2020.06.22,147.99999999999258,4.000000000004,-14.000000000002899,122.99999999999534,226.99999999999943,-212.99999999999386,21.999999999999797,-95.00000000000064,197.99999999997908,-110.99999999999,-8.999999999992347,4.0000000000048885,126.99999999999933,,410.9999999999947
2020.06.22,63.99999999999739,-12.000000000012001,-25.00000000000835,129.9999999999968,248.99999999998812,-221.9999999999942,108.99999999999244,-219.00000000000253,198.99999999998386,-144.99999999999602,9.999999999998899,61.00000000000705,162.0000000000066,,360.99999999995794
2020.06.22,55.000000000005045,-12.999999999996348,-25.00000000000835,192.00000000000327,214.00000000000307,-219.99999999999886,85.99999999999719,-217.0000000000005,152.9999999999916,-111.99999999999477,-4.999999999988347,43.00000000000637,252.0000000000078,,403.0000000000271
2020.06.22,-25.999999999992696,-103.00000000000864,-126.0000000000039,165.9999999999995,190.00000000000128,-161.00000000000136,73.00000000000084,-154.99999999999403,55.999999999983174,-0.999999999990564,-17.000000000000348,-30.9999999999917,274.00000000000756,,139.0000000000091
2020.06.22,42.999999999993044,-52.99999999999194,-70.0000000000145,182.99999999999983,249.99999999999466,-192.99999999999784,97.9999999999981,-190.99999999999673,153.99999999999636,-81.99999999999363,-7.0000000000014495,14.000000000010004,263.99999999999756,,409.99999999999346
2020.06.22,35.999999999991594,-14.000000000002899,-35.00000000000725,237.99999999999378,180.0000000000024,-265.00000000000057,82.99999999999974,-231.99999999999886,159.9999999999966,-137.00000000000045,11.00000000000545,46.999999999997044,317.0000000000006,,388.99999999997715
2020.06.22,59.99999999999339,-18.0000000000069,-66.99999999999484,287.0000000000039,251.99999999998556,-189.99999999999773,93.99999999999409,-268.99999999999704,147.99999999999613,-96.9999999999942,40.0000000000178,12.000000000000455,406.00000000000637,,658.000000000007
2020.06.22,209.9999999999991,26.999999999999247,82.00000000000429,370.00000000000364,364.9999999999931,-280.9999999999917,148.99999999999915,-366.9999999999951,393.99999999997704,-221.00000000000364,-68.00000000000139,138.00000000000523,414.9999999999987,,1212.9999999999877
2020.06.22,205.00000000001074,31.999999999987594,75.99999999998718,339.99999999999585,361.9999999999957,-283.9999999999918,147.99999999999258,-378.00000000000057,385.9999999999957,-219.99999999999886,-45.99999999999049,139.00000000001,389.000000000006,,1148.9999999999995
2020.06.22,285.00000000000193,107.99999999999699,178.99999999999582,390.99999999999693,424.00000000000216,-322.00000000000273,191.99999999999218,-420.9999999999936,500.99999999997635,-334.0000000000032,-61.99999999998429,212.0000000000033,391.000000000008,,1543.9999999999898
2020.06.22,259.9999999999936,90.99999999999665,188.9999999999947,370.9999999999991,410.99999999998363,-289.0000000000015,204.99999999999963,-481.9999999999935,450.9999999999934,-292.0000000000016,-95.00000000000064,207.9999999999984,348.00000000000387,,1375.999999999966
2020.06.22,343.00000000000443,126.99999999998823,215.99999999999397,427.99999999999505,417.0000000000007,-328.00000000000296,179.99999999999127,-510.99999999999477,507.99999999998136,-304.00000000000205,-78.00000000000028,206.00000000000307,414.9999999999987,,1618.9999999999568
