date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.04.11,-70.99999999999883,-141.99999999999767,-182.99999999999272,-99.99999999998899,0.0,-278.00000000000045,-109.00000000000354,-330.99999999998886,-229.99999999999687,-273.9999999999965,-170.99999999998784,0.0,-180.99999999999739,-57.99999999999139,-148.99999999999915,,-2276.9999999999395
2016.04.11,-98.0000000000092,-92.00000000000318,-114.99999999999488,-177.00000000000495,39.999999999995595,-320.9999999999935,-92.00000000000318,-251.99999999998113,-312.9999999999855,-226.00000000001506,-60.99999999999994,76.99999999999818,-117.999999999995,25.00000000000835,-180.0000000000024,,-1902.999999999986
2016.04.11,-141.00000000000225,-113.00000000000753,-183.9999999999975,-119.99999999998678,60.00000000000449,-414.9999999999876,-134.0000000000008,-394.9999999999818,-278.00000000000045,-207.00000000000162,-187.99999999998818,95.99999999998943,-228.9999999999992,65.00000000000395,-214.00000000000307,,-2396.9999999999586
2016.04.11,-131.99999999999878,-109.00000000000354,-328.9999999999935,-55.99999999998939,131.00000000000333,-404.9999999999887,-124.00000000000189,-610.99999999999,-234.00000000000088,-157.00000000000713,-312.9999999999855,247.99999999999045,-379.0000000000049,109.00000000000354,-241.99999999999778,,-2602.999999999965
2016.04.11,-134.0000000000008,-113.00000000000753,-343.9999999999941,-65.99999999998829,199.00000000000472,-401.99999999999125,-119.00000000000244,-625.0,-221.99999999998886,51.99999999998539,-286.99999999999284,399.9999999999915,-376.99999999999534,155.00000000000514,-261.0000000000001,,-2143.999999999975
2016.04.11,-136.00000000000279,-134.00000000001188,-361.99999999999477,-78.00000000000028,217.0000000000005,-415.99999999999415,-148.99999999999915,-673.0000000000018,-285.99999999998624,38.0000000000047,-272.99999999998994,363.9999999999901,-362.99999999999955,180.0000000000024,-256.99999999999613,,-2327.999999999979
2016.04.11,-133.00000000000534,-126.0000000000039,-353.9999999999992,-76.99999999999375,141.00000000000225,-427.99999999998397,-154.99999999999403,-674.999999999983,-283.99999999999534,-110.00000000001009,-268.0000000000016,118.99999999999977,-362.99999999999955,118.00000000000699,-231.99999999999886,,-2826.99999999996
2016.04.11,-142.00000000000878,-188.00000000001037,-150.99999999999625,-248.99999999998812,-14.000000000002899,-370.999999999988,-136.00000000000279,-262.9999999999768,-385.99999999999744,-383.0,-219.99999999999798,-40.00000000000625,-165.00000000000625,35.00000000000725,-306.00000000000625,,-2978.9999999999814
2016.04.11,-139.00000000000023,-182.99999999999983,-49.99999999999716,-316.99999999998954,-122.99999999999534,-333.9999999999899,-134.0000000000008,-131.00000000000023,-458.9999999999872,-653.0000000000147,-102.99999999998644,-301.00000000000193,-49.000000000006594,-52.99999999999194,-216.0000000000051,,-3244.999999999967
2016.04.11,-57.00000000000705,-76.0000000000094,131.00000000000023,-327.99999999999494,-119.00000000000244,-222.99999999999542,-46.00000000000159,114.00000000000432,-497.99999999999847,-645.0000000000067,192.00000000001438,-359.00000000000887,114.99999999999488,-17.000000000000348,-175.99999999999838,,-1992.0000000000098
2016.04.11,-77.00000000000485,-92.00000000000318,40.00000000000625,-231.0000000000034,-4.000000000004,-271.99999999998334,-64.99999999999284,-49.99999999998295,-383.99999999998437,-259.9999999999936,25.00000000000835,-181.0000000000116,-27.000000000001023,64.0000000000085,-204.00000000000418,,-1717.999999999946
2016.04.11,-48.99999999999905,-39.999999999995595,-3.9999999999906777,-160.00000000000458,80.00000000000229,-357.99999999999164,-117.00000000000044,-225.9999999999991,-343.99999999998875,-198.00000000000927,-232.99999999999432,-29.000000000010573,-171.99999999999704,92.99999999999864,-229.00000000000142,,-1985.9999999999816
2016.04.11,-52.000000000007596,-52.000000000007596,-36.99999999999193,-117.99999999999588,168.99999999999693,-374.999999999992,-139.99999999999568,-286.9999999999777,-367.99999999999056,-100.99999999999554,-224.000000000002,118.99999999999977,-177.0000000000067,173.00000000000094,-280.00000000000244,,-1749.999999999968
2016.04.11,-56.0000000000005,-78.00000000000028,-63.00000000000239,-102.99999999998644,149.99999999999457,-342.9999999999822,-136.99999999999824,-276.9999999999868,-326.9999999999884,-147.00000000000824,-270.99999999999903,51.9999999999925,-201.99999999999818,136.00000000000279,-282.99999999999994,,-1948.999999999961
2016.04.11,-23.00000000000635,-36.0000000000138,33.00000000000125,-52.99999999999194,190.99999999999673,-314.99999999999864,-105.99999999999498,-158.99999999999181,-314.99999999999864,-75.00000000000284,-173.00000000000094,27.999999999991587,-105.00000000000398,139.00000000000023,-258.9999999999981,,-1228.0000000000125
2016.04.11,-58.000000000002494,-38.0000000000047,60.000000000002274,-48.99999999998794,219.99999999999798,-427.99999999998397,-149.99999999999457,-233.0000000000041,-386.9999999999818,-102.00000000000209,-214.00000000000307,82.99999999999841,-129.99999999999545,179.00000000000693,-275.99999999999847,,-1522.999999999953
2016.04.11,-60.00000000000449,-43.00000000001525,-9.999999999990905,-41.000000000002146,246.99999999999721,-448.9999999999883,-173.9999999999964,-342.9999999999893,-357.99999999999164,-14.000000000002899,-374.999999999992,155.9999999999917,-225.00000000000853,248.99999999999923,-292.9999999999988,,-1732.9999999999927
2016.04.11,-109.00000000000354,-80.00000000001339,17.000000000010118,-69.9999999999923,144.99999999999514,-417.0000000000007,-158.99999999999804,-271.99999999999136,-303.9999999999932,-144.0000000000108,-353.0000000000033,52.99999999999727,-206.00000000000307,124.00000000000189,-295.0000000000008,,-2070.0000000000064
2016.04.11,-133.00000000000534,-99.00000000000463,26.00000000001046,-156.99999999998494,49.99999999999449,-376.9999999999829,-112.99999999999643,-127.9999999999859,-370.999999999988,-324.0000000000132,-191.99999999999218,-110.00000000001364,-82.00000000000784,70.0000000000034,-258.9999999999981,,-2198.9999999999645
2016.04.11,-68.00000000000139,-25.00000000000835,85.99999999999852,-190.99999999998562,14.000000000002899,-413.99999999998107,-124.99999999999733,-149.0000000000009,-449.9999999999948,-395.000000000012,-202.9999999999976,-204.00000000000773,-105.00000000000398,53.999999999998494,-322.00000000000006,,-2496.999999999991
2016.04.11,-139.00000000000023,-124.99999999999733,61.00000000000705,-330.9999999999924,-46.999999999997044,-424.99999999998647,-134.99999999999625,-161.00000000000136,-500.9999999999959,-429.99999999999704,-367.99999999999056,-229.00000000001342,-112.99999999999955,65.00000000000395,-453.99999999999886,,-3331.9999999999554
2016.04.11,-360.0000000000048,-417.0000000000007,-140.99999999999113,-354.9999999999942,-65.00000000000395,-787.9999999999887,-408.9999999999927,-462.99999999999386,-497.99999999999847,-602.999999999998,-783.9999999999848,-246.9999999999999,-269.00000000000546,0.0,-422.00000000000017,,-5820.999999999956
2016.04.11,-353.99999999999875,-373.00000000000114,-289.0000000000015,-147.99999999999258,32.999999999994145,-1635.999999999993,-790.9999999999973,-1615.9999999999854,-1545.9999999999807,-1394.0000000000064,-702.0000000000026,77.99999999998875,-414.0000000000015,13.00000000000745,-334.00000000000097,,-9472.999999999973
2016.04.11,-419.00000000000273,-327.00000000001063,-311.9999999999976,-156.00000000000057,119.00000000000244,-1657.9999999999818,-785.0000000000024,-1578.000000000003,-1484.9999999999807,-1333.0000000000064,-712.9999999999859,210.99999999999852,-418.99999999999693,133.00000000000534,-368.9999999999971,,-9090.999999999958
2016.04.11,-463.0000000000023,-336.00000000000296,-206.00000000000307,-258.99999999998704,56.99999999999594,-1475.9999999999884,-668.0000000000019,-1227.0000000000039,-1356.999999999986,-1212.9999999999975,-878.000000000001,140.99999999999113,-373.9999999999952,121.00000000000443,-524.9999999999977,,-8662.999999999975
2016.04.11,-483.0000000000001,-365.99999999999966,-183.9999999999975,-202.9999999999976,110.99999999999443,-1618.9999999999927,-732.9999999999948,-1227.9999999999802,-1312.9999999999864,-1089.0000000000066,-977.99999999999,133.99999999998613,-417.0000000000016,157.00000000000713,-507.9999999999973,,-8718.999999999956
2016.04.11,-478.0000000000006,-355.0000000000164,-236.99999999999477,-164.99999999999292,90.99999999999665,-1932.0000000000005,-878.9999999999965,-1721.99999999998,-1810.0000000000005,-1695.000000000002,-977.99999999999,181.99999999998795,-439.9999999999977,125.00000000000844,-509.9999999999993,,-10802.99999999998
