date,GBPUSD,USDJPY,GBPAUD,EURAUD,EURNZD,AUDJPY,empty,sum
2016.11.28,-215.00000000000963,-140.00000000000057,-541.9999999999981,-224.000000000002,-100.99999999999554,-275.99999999999625,,-1498.0000000000018
2016.11.28,-136.00000000000279,-113.99999999999011,-530.0000000000082,-272.00000000000557,-39.999999999995595,-265.00000000000057,,-1357.0000000000032
2016.11.28,-124.99999999999733,-171.99999999999704,-534.0000000000123,-256.99999999999613,-32.999999999994145,-234.99999999999943,,-1355.9999999999964
2016.11.28,-246.99999999999721,-150.99999999999625,-611.000000000006,-304.9999999999997,-150.99999999999002,-206.00000000000307,,-1670.9999999999923
2016.11.28,-323.0000000000066,16.000000000005343,-601.000000000007,-377.0000000000051,-121.99999999999989,-128.0000000000001,,-1535.0000000000132
2016.11.28,-292.00000000000335,195.0000000000074,-609.0000000000151,-672.0000000000059,-194.0000000000053,-10.99999999999568,,-1583.000000000018
2016.11.28,-310.0000000000103,344.0000000000083,-807.0000000000022,-835.9999999999923,-263.99999999999756,171.99999999999704,,-1700.9999999999968
2016.11.28,-320.00000000000915,621.0000000000093,-819.0000000000142,-811.0000000000061,-265.0000000000041,396.99999999999136,,-1197.000000000033
2016.11.28,-540.0000000000072,1016.0000000000053,-497.0000000000141,-790.0000000000018,-438.00000000000506,409.9999999999966,,-839.0000000000261
2016.11.28,-754.0000000000102,1056.0000000000116,-683.9999999999957,-770.000000000004,-331.999999999999,347.999999999999,,-1135.9999999999982
2016.11.28,-728.0000000000175,852.0000000000039,-713.0000000000081,-551.9999999999969,-102.99999999998644,153.99999999999636,,-1090.0000000000086
2016.11.28,-661.0000000000005,781.0000000000059,-461.0000000000003,-394.00000000000546,-61.99999999998429,128.0000000000001,,-668.9999999999844
2016.11.28,-572.0000000000169,765.0000000000006,-375.9999999999986,-334.00000000001205,59.000000000009045,115.99999999999966,,-342.00000000001836
2016.11.28,-572.0000000000169,957.0000000000078,-297.9999999999983,-368.9999999999971,86.0000000000083,182.99999999999272,,-13.000000000003467
2016.11.28,-543.0000000000045,886.0000000000099,-295.0000000000008,-441.0000000000025,80.99999999999774,149.0000000000009,,-162.99999999999932
2016.11.28,-509.00000000000387,647.0000000000056,-217.0000000000005,-429.99999999999704,114.0000000000141,0.0,,-394.99999999998175
2016.11.28,-514.0000000000144,615.0000000000091,-219.99999999999798,-330.9999999999924,126.0000000000039,-9.000000000000341,,-332.99999999999216
2016.11.28,-490.0000000000126,734.0000000000089,-283.99999999999534,-358.9999999999982,195.9999999999962,16.999999999995907,,-186.00000000000517
2016.11.28,-448.000000000004,644.0000000000055,-80.99999999999774,-164.00000000000858,280.0000000000136,-70.99999999999795,,160.0000000000108
2016.11.28,-490.999999999997,701.0000000000076,65.99999999998829,-137.00000000000932,294.0000000000165,-82.00000000000784,,350.99999999999824
2016.11.28,-598.0000000000097,746.0000000000093,-66.99999999999484,-192.99999999999872,246.99999999999721,-34.000000000006025,,100.99999999999727
2016.11.28,-585.0000000000133,782.0000000000107,14.000000000002899,-273.9999999999965,182.0000000000155,-16.000000000005343,,103.00000000001396
2016.11.28,-421.0000000000047,671.0000000000065,-41.000000000002146,-334.00000000001205,134.99999999999625,-22.999999999996135,,-13.000000000012335
2016.11.28,-350.00000000000585,547.0000000000113,36.999999999998145,-310.9999999999946,174.00000000000747,-91.99999999999875,,5.000000000017678
2016.11.28,160.00000000000458,365.0000000000091,612.9999999999969,-168.0000000000126,99.00000000000463,-225.9999999999991,,843.0000000000034
2016.11.28,194.99999999998963,423.0000000000018,695.9999999999856,-117.00000000001154,129.00000000000134,-144.00000000000546,,1181.9999999999613
2016.11.28,146.00000000000168,500.0,639.9999999999961,-14.000000000002899,204.00000000000418,-76.99999999999818,,1399.0000000000007
2016.11.28,443.99999999999994,450.00000000000284,821.000000000005,106.00000000000608,310.0000000000103,-40.99999999999682,,2090.0000000000273
2016.11.28,471.9999999999835,272.00000000000557,702.0000000000026,32.999999999994145,293.0000000000099,-94.0000000000083,,1677.9999999999877
2016.11.28,529.0000000000017,3.0000000000001137,627.9999999999841,70.99999999999883,317.0000000000117,-210.99999999999852,,1336.9999999999977
2016.11.28,261.9999999999845,54.000000000002046,492.9999999999879,201.99999999999108,412.00000000001234,-231.99999999999932,,1190.9999999999784
2016.11.28,209.9999999999991,48.00000000000182,426.9999999999996,289.0000000000059,607.0000000000019,-284.000000000006,,1297.0000000000023
2016.11.28,419.9999999999982,55.00000000000682,717.9999999999964,534.9999999999966,747.0000000000088,-331.00000000000307,,2144.0000000000036
2016.11.28,322.00000000000006,109.99999999999943,700.999999999996,435.0000000000076,659.0000000000095,-352.00000000000387,,1875.0000000000089
2016.11.28,323.99999999999096,52.00000000000671,915.9999999999835,495.000000000001,564.000000000009,-454.00000000000773,,1896.9999999999836
2016.11.28,364.9999999999931,406.0000000000059,1127.9999999999957,692.0000000000038,723.0000000000069,-301.00000000000193,,3013.0000000000036
2016.11.28,224.99999999998633,427.0000000000067,1046.999999999998,624.9999999999867,616.0000000000165,-314.9999999999977,,2624.9999999999964
2016.11.28,292.00000000000335,411.00000000000136,1036.999999999999,699.9999999999895,706.0000000000066,-203.00000000000296,,2942.9999999999973
2016.11.28,461.99999999998465,315.00000000001194,992.9999999999994,646.9999999999976,686.0000000000089,-231.99999999999932,,2871.0000000000036
2016.11.28,422.9999999999956,318.00000000001205,923.9999999999915,584.0000000000067,612.9999999999969,-222.0000000000084,,2639.9999999999945
2016.11.28,373.00000000000114,450.00000000000284,903.9999999999937,570.9999999999882,622.0000000000115,-152.00000000000102,,2767.9999999999964
2016.11.28,297.9999999999983,492.00000000000443,973.999999999986,587.9999999999885,651.0000000000016,-159.9999999999966,,2842.9999999999827
2016.11.28,293.99999999999426,553.0000000000115,990.9999999999864,550.000000000006,666.000000000011,-150.99999999999625,,2903.0000000000127
2016.11.28,349.99999999998363,493.0000000000092,995.9999999999969,496.00000000000756,585.9999999999976,-159.00000000000603,,2761.999999999989
2016.11.28,414.00000000000324,477.00000000000387,1007.9999999999867,455.0000000000054,578.0000000000118,-162.9999999999967,,2769.000000000014
2016.11.28,412.9999999999967,537.0000000000061,1031.000000000004,391.000000000008,441.0000000000025,-96.00000000000364,,2717.0000000000136
2016.11.28,405.9999999999952,647.0000000000056,1063.9999999999982,377.9999999999894,433.0000000000167,-43.99999999999693,,2884.0000000000086
2016.11.28,363.0000000000022,723.0000000000132,1109.0000000000043,293.99999999999426,388.0000000000106,21.000000000000796,,2898.0000000000255
2016.11.29,402.9999999999978,819.0000000000026,1149.0,394.00000000000546,489.0000000000061,19.99999999999602,,3274.0000000000077
2016.11.29,377.9999999999894,893.0000000000007,1156.0000000000014,414.9999999999876,571.9999999999948,27.999999999991587,,3441.9999999999654
2016.11.29,378.999999999996,913.0000000000109,1252.999999999993,458.9999999999872,529.0000000000017,30.9999999999917,,3563.999999999981
2016.11.29,374.999999999992,956.0000000000031,1288.9999999999845,461.0000000000003,533.0000000000057,22.999999999996135,,3636.999999999982
2016.11.29,411.99999999999017,762.0000000000005,1363.0000000000032,502.9999999999868,540.0000000000072,-97.99999999999898,,3481.9999999999886
2016.11.29,370.999999999988,813.0000000000024,1366.999999999985,547.999999999993,541.9999999999981,-88.00000000000807,,3552.999999999958
2016.11.29,489.99999999999045,556.0000000000116,1307.999999999998,513.9999999999923,530.0000000000082,-174.99999999999716,,3223.000000000003
2016.11.29,486.999999999993,634.0000000000003,1370.9999999999889,543.999999999989,531.9999999999991,-112.00000000000898,,3455.9999999999613
2016.11.29,509.00000000000387,740.0000000000091,1428.9999999999914,574.9999999999922,588.9999999999951,-123.00000000000466,,3718.9999999999873
2016.11.29,522.9999999999845,695.0000000000074,1364.999999999994,553.0000000000035,689.0000000000063,-70.00000000000739,,3754.9999999999886
2016.11.29,573.0000000000013,588.0000000000081,987.9999999999889,258.0000000000027,607.0000000000019,-54.000000000002046,,2960.000000000001
2016.11.29,588.9999999999951,584.0000000000032,920.9999999999941,228.00000000000597,707.0000000000132,81.99999999999363,,3111.000000000005
2016.11.29,573.9999999999857,677.0000000000067,1048.0000000000045,322.00000000000006,712.0000000000015,93.99999999999409,,3426.9999999999923
2016.11.29,565.9999999999999,786.0000000000014,1089.999999999991,347.0000000000084,655.0000000000056,76.99999999999818,,3521.0000000000045
2016.11.29,531.9999999999991,710.000000000008,1195.999999999997,445.99999999999085,761.999999999996,-4.0000000000048885,,3641.999999999986
2016.11.29,487.99999999999955,715.0000000000034,1159.9999999999832,395.99999999999636,782.000000000016,9.000000000000341,,3549.999999999999
2016.11.29,427.99999999998397,743.0000000000092,1178.9999999999968,432.9999999999945,787.0000000000043,-21.000000000000796,,3548.999999999988
2016.11.29,392.9999999999989,696.0000000000122,1069.9999999999932,353.99999999998766,781.0000000000094,-61.99999999999761,,3232.000000000004
2016.11.29,418.9999999999916,414.0000000000015,889.9999999999908,357.00000000000733,827.0,-123.00000000000466,,2783.999999999987
2016.11.29,442.9999999999934,425.00000000001137,882.000000000005,351.99999999999676,876.0000000000101,-155.00000000000114,,2823.0000000000155
2016.11.29,374.999999999992,452.0000000000124,1071.999999999984,347.0000000000084,861.0000000000007,-293.00000000000637,,2813.999999999991
2016.11.29,331.999999999999,177.0000000000067,956.0000000000013,482.00000000000466,914.9999999999991,-406.0000000000059,,2456.0000000000045
2016.11.29,226.99999999999943,76.00000000000762,488.9999999999839,370.00000000000364,934.0000000000126,-433.00000000000693,,1663.0000000000005
2016.11.29,-209.00000000001472,149.0000000000009,-80.99999999999774,167.9999999999904,971.9999999999951,-290.9999999999968,,707.9999999999771
2016.11.29,-190.00000000000128,153.0000000000058,-106.00000000000608,103.00000000000864,879.0000000000075,-224.00000000000375,,615.0000000000108
2016.11.29,-165.9999999999995,211.00000000001273,71.99999999998319,192.99999999999872,984.000000000007,-236.0000000000042,,1057.9999999999982
2016.11.29,-339.0000000000004,154.00000000001057,-111.00000000001664,197.00000000000273,1045.000000000007,-281.9999999999965,,664.0000000000068
2016.11.29,-283.000000000011,127.00000000000955,-260.0000000000158,79.00000000000685,1083.9999999999961,-257.000000000005,,489.9999999999807
2016.11.29,-295.0000000000008,-144.99999999999602,-446.0000000000131,82.00000000000429,1124.0000000000139,-377.00000000000955,,-57.00000000000125
2016.11.29,-250.00000000001688,-344.99999999999886,-513.0000000000078,38.0000000000047,1283.0000000000118,-368.0000000000092,,-155.00000000001626
2016.11.29,-273.0000000000121,-282.99999999998704,-573.0000000000013,59.99999999999339,1232.9999999999952,-377.00000000000955,,-213.00000000002137
2016.11.29,-202.00000000001327,-539.999999999992,-626.9999999999998,-59.99999999999339,998.00000000001,-564.9999999999977,,-995.9999999999861
2016.11.29,-514.0000000000144,-453.9999999999935,-760.0000000000051,100.99999999999554,1085.0000000000027,-478.00000000000864,,-1020.0000000000236
2016.11.29,-517.9999999999962,-183.9999999999975,-743.0000000000048,-134.99999999999625,1144.999999999996,-388.00000000000523,,-823.0000000000043
2016.11.29,-536.0000000000032,-173.99999999999238,-747.0000000000088,-120.00000000000898,1151.0000000000132,-371.9999999999999,,-797.9999999999999
2016.11.29,-696.0000000000077,-137.99999999999102,-534.9999999999966,-35.999999999991594,1239.0000000000123,-490.99999999999966,,-656.9999999999744
2016.11.29,-583.0000000000002,-204.9999999999983,-584.0000000000067,-49.99999999999449,1192.0000000000152,-525.0000000000057,,-754.9999999999902
2016.11.29,-502.00000000000244,-273.9999999999867,-478.0000000000006,-25.00000000000835,1225.0000000000093,-537.0000000000061,,-590.999999999995
