date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,EURCHF,CADCHF,GBPJPY,GBPAUD,NZDJPY,AUDCAD,empty,sum
2020.12.07,-196.99999999999162,-22.999999999995246,-113.00000000000753,-84.00000000000318,-75.99999999998718,0.0,0.0,0.0,-79.00000000000773,-219.99999999999798,-91.00000000000819,-26.999999999999247,,-909.9999999999978
2020.12.07,-207.99999999999707,19.999999999997797,-104.99999999999955,-19.99999999999602,-146.99999999998602,12.000000000000899,45.000000000006146,30.999999999992145,-42.00000000000159,-269.00000000000813,-46.00000000000648,-1.999999999990898,,-730.9999999999887
2020.12.07,-243.99999999999977,56.000000000011596,-65.00000000000395,55.999999999997385,-109.99999999998789,29.000000000001247,110.99999999999443,15.999999999993797,191.0000000000025,-263.00000000001324,60.000000000002274,46.00000000000159,,-117.0
2020.12.07,-234.99999999999633,29.00000000001235,-102.00000000000209,78.00000000000296,-95.999999999985,4.000000000004,137.9999999999937,125.99999999999278,165.99999999999682,-268.0000000000016,54.000000000002046,58.000000000002494,,-47.999999999977895
2020.12.07,-241.99999999999778,9.999999999998899,-110.00000000001009,-7.999999999995566,-98.99999999998244,-15.999999999993797,106.00000000000608,119.00000000000244,30.000000000001137,-313.00000000000773,-13.00000000000523,3.0000000000085514,,-532.9999999999756
2020.12.07,-196.99999999999162,41.000000000002146,-65.00000000000395,-37.9999999999967,-75.99999999998718,17.000000000000348,133.00000000000534,131.99999999999878,68.9999999999884,-398.00000000000944,-7.999999999995566,38.0000000000047,,-351.9999999999847
2020.12.07,-204.99999999999963,116.00000000000499,-49.99999999999449,-36.000000000001364,-107.99999999999699,-44.99999999999504,140.0000000000068,119.99999999999788,92.00000000001296,-443.0000000000156,-69.00000000000261,35.00000000000725,,-452.9999999999759
2020.12.07,-196.99999999999162,165.00000000001512,-43.999999999999595,-108.99999999999466,-131.99999999999878,-42.999999999993044,126.0000000000039,73.00000000000084,87.99999999999386,-527.9999999999951,-91.99999999999875,24.000000000001798,,-668.999999999956
2020.12.07,-126.99999999999933,185.00000000001293,28.000000000005798,-129.0000000000049,-81.9999999999821,-19.999999999997797,134.00000000001188,68.99999999999685,98.00000000001319,-493.0000000000101,-90.00000000000341,30.000000000007798,,-396.99999999994924
2020.12.07,-130.99999999999224,191.00000000000784,59.000000000009045,-153.0000000000058,-79.99999999999119,9.999999999998899,139.00000000000023,63.99999999999739,56.000000000011596,-507.000000000013,-99.00000000000375,43.999999999999595,,-406.9999999999814
2020.12.07,-144.99999999999514,156.00000000000057,52.000000000007596,-140.00000000000057,-85.00000000000173,14.000000000002899,143.00000000000423,73.99999999999629,8.000000000009777,-469.0000000000083,-76.99999999999818,47.00000000000814,,-421.9999999999744
2020.12.07,-119.99999999999788,147.00000000000824,39.999999999995595,-176.00000000000193,-105.99999999998388,-3.999999999992898,131.99999999999878,54.999999999993946,-44.00000000001114,-358.00000000001387,-123.00000000000466,84.0000000000063,,-473.00000000000347
2020.12.07,-129.9999999999968,139.00000000000023,28.999999999990145,-162.9999999999967,-147.99999999999258,-21.999999999999797,129.00000000000134,41.000000000002146,-42.00000000000159,-399.00000000001603,-132.99999999999557,84.0000000000063,,-614.9999999999989
