date,USDCHF,GBPUSD,EURUSD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,GBPJPY,EURJPY,EURAUD,EURNZD,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.06.01,-2.000000000002,-238.0000000000049,-34.000000000000696,-27.00000000001035,-149.99999999999457,-384.9999999999909,0.0,-3.0000000000001137,-1.0000000000065512,-371.9999999999857,-36.000000000001364,-54.99999999998284,-162.99999999997982,-164.99999999999204,-70.99999999999883,-119.00000000000244,-124.99999999999733,,-1945.9999999999507
2020.06.01,71.99999999999429,-255.99999999998957,-28.000000000005798,7.9999999999968985,-124.00000000000189,-380.00000000000256,28.999999999990145,0.0,56.0000000000005,-370.9999999999809,-79.9999999999983,18.0000000000069,46.0000000000127,-130.99999999998602,-4.999999999999449,-56.99999999999594,-92.00000000000318,,-1294.9999999999623
2020.06.01,63.99999999999739,-304.9999999999997,21.999999999988695,-107.00000000000153,-70.99999999999883,-365.99999999999966,17.000000000000348,22.999999999996135,-60.00000000000449,-475.9999999999991,-159.00000000000603,-136.99999999998712,-62.99999999999084,-125.99999999999056,-18.999999999991246,-50.0000000000056,-73.99999999999629,,-1886.9999999999889
2020.06.01,32.999999999994145,-297.9999999999983,7.999999999985796,-14.000000000002899,-83.9999999999952,-353.99999999998766,28.000000000005798,192.99999999999784,24.000000000001798,-467.9999999999893,-30.000000000001137,-14.999999999987246,60.99999999999994,-132.99999999999557,53.00000000000304,48.99999999999905,-48.000000000003595,,-994.9999999999733
2020.06.01,26.000000000003798,-246.99999999999721,-32.0000000000098,-48.000000000003595,-63.00000000000195,-282.9999999999888,49.99999999999449,130.00000000000966,-25.00000000000835,-320.99999999999795,-87.0000000000033,-164.99999999999292,-55.99999999998939,-61.99999999999761,11.00000000000545,29.999999999996696,-45.000000000006146,,-1186.9999999999868
2020.06.01,37.99999999999359,-259.0000000000092,-45.000000000006146,-55.000000000005045,-90.0000000000012,-295.99999999998516,75.00000000000284,120.00000000000455,-28.000000000005798,-312.9999999999882,-73.0000000000075,-190.00000000000128,-38.99999999998904,-91.99999999999875,11.00000000000545,63.00000000000195,-25.999999999992696,,-1198.9999999999816
2020.06.01,-6.0000000000060005,-678.0000000000008,-110.00000000001009,-6.0000000000060005,-417.0000000000007,-651.0000000000016,73.99999999999629,128.0000000000001,26.999999999999247,-936.000000000007,-72.00000000000273,-71.99999999998319,29.00000000001235,-522.9999999999961,33.000000000005244,58.99999999999794,-150.00000000000568,,-3271.000000000009
2020.06.01,29.000000000001247,-588.9999999999951,-84.0000000000174,278.9999999999959,-371.99999999999454,-612.9999999999969,87.99999999999919,222.99999999999898,308.9999999999926,-825.9999999999934,63.00000000000239,622.0000000000115,685.0000000000023,-460.9999999999985,178.00000000000037,149.99999999999457,-121.99999999999989,,-440.99999999999704
2020.06.01,-9.00000000000345,-805.9999999999956,-216.00000000001617,263.99999999999756,-461.0000000000003,-756.9999999999854,83.00000000001084,177.0000000000067,273.9999999999965,-927.9999999999973,6.999999999990791,568.000000000013,676.0000000000099,-491.9999999999902,143.9999999999997,112.99999999999643,-289.0000000000059,,-1651.9999999999732
2020.06.01,-19.999999999997797,-879.0000000000075,-253.00000000001432,590.999999999997,-537.9999999999941,-858.0000000000032,195.9999999999962,158.00000000000125,561.9999999999958,-978.999999999985,99.99999999999432,1096.0000000000082,848.0000000000043,-555.9999999999974,460.00000000000483,148.99999999999915,-459.0000000000094,,-382.00000000000733
