date,USDCHF,GBPUSD,EURUSD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,GBPJPY,EURJPY,EURAUD,EURNZD,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.06.01,129.9999999999968,-201.99999999999108,4.999999999988347,33.9999999999896,-41.000000000002146,-371.99999999999454,102.00000000000209,58.9999999999975,100.00000000000009,-336.9999999999891,0.0,87.00000000001484,125.00000000001954,-50.99999999998772,9.999999999998899,-56.99999999999594,-5.000000000010552,,-412.99999999996334
2020.06.01,95.99999999999609,-173.00000000000094,21.999999999988695,47.9999999999925,-78.99999999999574,-297.9999999999983,82.00000000000429,63.00000000000239,96.99999999999153,-254.99999999999545,-39.00000000000148,148.00000000001478,221.00000000000452,-73.99999999999807,13.00000000000745,-17.999999999995797,-34.000000000000696,,-179.99999999998425
2020.06.01,70.0000000000034,-290.9999999999968,52.99999999999194,3.999999999992898,-69.9999999999923,-340.9999999999913,43.999999999999595,251.00000000000477,46.00000000000159,-463.99999999999864,21.99999999999136,57.00000000001815,211.00000000000563,-125.0,90.0000000000012,112.99999999999643,14.999999999987246,,-314.9999999999849
2020.06.01,56.99999999999594,-218.99999999999142,29.999999999996696,8.999999999992347,-46.00000000000159,-263.99999999999756,52.000000000007596,201.00000000000762,32.999999999994145,-311.9999999999834,-23.000000000010346,22.0000000000109,107.00000000001265,-61.99999999999761,58.000000000002494,56.99999999999594,-31.000000000003247,,-330.99999999996874
2020.06.01,53.999999999998494,-218.00000000000708,-23.00000000001745,-4.000000000004,-58.99999999999794,-262.999999999991,97.9999999999981,155.00000000000114,27.999999999994696,-253.99999999999068,-16.000000000005343,-100.99999999999554,43.00000000001525,-46.999999999997044,65.99999999999939,95.99999999999609,7.0000000000014495,,-438.0000000000016
2020.06.01,51.99999999999649,-218.99999999999142,-5.000000000010552,-5.000000000010552,-56.99999999999594,-256.99999999999613,82.00000000000429,180.00000000000682,27.999999999994696,-281.0000000000059,-17.000000000010118,-68.00000000000139,63.000000000013046,-56.99999999998795,43.999999999999595,70.0000000000034,-8.999999999992347,,-455.9999999999839
2020.06.01,53.999999999998494,-584.9999999999911,-59.000000000009045,341.99999999999784,-351.0000000000013,-609.9999999999994,130.99999999999224,314.00000000000716,363.99999999999767,-830.9999999999889,185.00000000000227,713.0000000000081,805.0000000000113,-452.99999999998875,213.00000000000762,185.99999999999727,-60.99999999999994,,357.00000000004144
2020.06.01,31.999999999998696,-517.9999999999962,-65.00000000000395,309.99999999999915,-319.0000000000026,-520.9999999999936,113.99999999999189,269.999999999996,320.9999999999935,-675.9999999999877,114.99999999999488,632.0000000000103,722.0000000000005,-369.99999999999034,185.00000000000182,153.00000000000313,-52.000000000007596,,333.0000000000077
2020.06.01,-2.999999999997449,-787.0000000000043,-209.9999999999991,590.999999999997,-456.9999999999963,-729.9999999999862,212.00000000001216,240.99999999999966,561.9999999999958,-882.9999999999814,197.00000000000273,1114.9999999999993,887.0000000000156,-484.99999999999943,461.0000000000003,256.0000000000007,-265.0000000000041,,702.000000000055
2020.06.01,29.999999999996696,-866.9999999999956,-190.00000000000128,661.9999999999959,-502.00000000000244,-854.9999999999835,232.00000000000998,179.00000000000205,651.999999999997,-949.9999999999886,156.99999999999648,1314.0000000000152,1036.999999999999,-519.999999999996,546.000000000002,299.00000000000483,-302.0000000000023,,922.0000000000493
2020.06.01,5.999999999994898,-848.0000000000043,-192.99999999999872,664.9999999999934,-480.0000000000027,-798.9999999999942,212.00000000001216,198.99999999999807,639.9999999999961,-909.9999999999966,146.0000000000008,1310.0000000000111,968.0000000000133,-489.9999999999949,523.0000000000068,239.99999999999577,-347.0000000000084,,842.0000000000227
2020.06.01,27.999999999994696,-805.9999999999956,-223.00000000001762,766.0,-546.000000000002,-787.9999999999887,266.999999999995,180.00000000000682,748.9999999999997,-870.9999999999809,182.99999999999272,1524.9999999999986,1121.0000000000164,-563.999999999993,595.0000000000011,270.0000000000036,-394.00000000000546,,1492.0000000000255
2020.06.01,58.000000000002494,-642.9999999999936,-192.00000000001438,664.9999999999934,-456.00000000000085,-672.9999999999902,268.0000000000016,124.00000000000944,675.9999999999989,-674.999999999983,131.00000000000023,1310.0000000000111,891.0000000000196,-454.9999999999983,574.0000000000078,258.9999999999981,-388.0000000000106,,1474.0000000000518
2020.06.01,58.99999999999794,-628.0000000000064,-178.00000000001148,602.999999999998,-429.99999999999704,-651.9999999999859,258.0000000000027,100.99999999999909,615.9999999999943,-620.9999999999809,83.99999999998897,1184.0000000000073,851.0000000000017,-405.9999999999917,573.0000000000013,302.0000000000023,-330.9999999999924,,1385.0000000000277
2020.06.01,76.99999999999375,-706.999999999991,-218.00000000000708,711.9999999999905,-502.00000000000244,-756.9999999999854,310.9999999999946,91.00000000000819,735.9999999999923,-728.999999999985,143.00000000000068,1388.0000000000114,992.0000000000151,-493.9999999999998,672.0000000000059,351.0000000000013,-385.99999999999744,,1680.0000000000452
2020.06.01,54.999999999993946,-590.0000000000016,-184.00000000000637,652.9999999999925,-461.0000000000003,-615.9999999999943,262.00000000000665,-0.999999999990564,658.9999999999985,-453.9999999999793,-27.000000000001023,1304.0000000000164,936.0000000000035,-378.9999999999907,608.0000000000085,307.99999999999716,-364.00000000000875,,1709.0000000000446
2020.06.01,9.999999999998899,-628.0000000000064,-225.00000000000853,745.9999999999911,-492.999999999999,-594.99999999999,246.99999999999721,76.00000000000762,712.0000000000015,-528.9999999999964,54.000000000002046,1465.0000000000052,959.0000000000209,-432.9999999999927,714.999999999999,334.9999999999964,-452.00000000000796,,1964.0000000000189
2020.06.01,7.0000000000014495,-661.0000000000005,-246.99999999999721,819.9999999999985,-537.9999999999941,-624.0000000000023,259.9999999999936,70.99999999999795,790.0000000000018,-555.9999999999832,64.99999999999773,1614.0000000000043,1053.000000000015,-472.999999999999,775.9999999999989,361.0000000000002,-495.000000000001,,2223.000000000032
2020.06.01,-31.000000000003247,-801.0000000000073,-287.000000000015,943.9999999999893,-590.999999999997,-716.9999999999899,258.0000000000027,69.00000000000261,879.9999999999919,-653.9999999999964,57.999999999992724,1858.000000000004,1131.0000000000152,-500.0,884.000000000007,373.99999999999653,-604.0000000000045,,2270.999999999989
2020.06.01,19.999999999997797,-625.9999999999932,-219.00000000001364,903.9999999999937,-544.0,-611.9999999999903,248.00000000000378,137.00000000000045,888.9999999999953,-614.0000000000043,122.99999999999045,1861.0000000000016,1109.0000000000043,-526.9999999999868,818.0000000000076,300.99999999999574,-618.0000000000074,,2649.999999999996
2020.06.01,20.999999999993246,-811.9999999999905,-184.00000000000637,873.999999999997,-512.0000000000014,-787.9999999999887,215.99999999999397,79.00000000000773,858.9999999999986,-745.9999999999809,22.999999999996135,1836.9999999999998,1074.0000000000193,-457.9999999999984,722.0000000000005,209.00000000000364,-629.0000000000128,,1785.000000000031
2020.06.01,-68.99999999999685,-994.000000000006,-336.00000000000296,1113.9999999999927,-686.9999999999932,-846.9999999999977,266.0000000000107,135.00000000000512,1027.0000000000002,-885.9999999999957,134.9999999999909,2191.0000000000095,1333.0000000000064,-620.9999999999951,902.9999999999983,309.99999999999915,-703.9999999999935,,2270.000000000032
