date,USDCHF,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,EURNZD,AUDJPY,NZDCAD,empty,sum
2015.03.30,-14.999999999998348,-18.0000000000069,-19.999999999997797,-113.99999999999189,-11.00000000000545,0.0,-15.999999999993797,-57.00000000000705,-21.00000000000435,-170.99999999998784,-93.00000000000352,-167.00000000000603,,-703.000000000003
2015.03.30,-14.999999999998348,-62.99999999999084,-0.999999999995449,-119.99999999998678,9.999999999998899,106.99999999999932,6.0000000000060005,-46.999999999997044,1.999999999990898,-158.99999999999804,-46.00000000000648,-226.00000000000398,,-551.9999999999818
2015.03.30,-29.000000000001247,-52.99999999999194,-0.999999999995449,-132.99999999998312,12.999999999996348,135.99999999999568,-10.999999999994348,-63.99999999999739,-26.000000000003798,-73.99999999999629,-28.999999999996362,-173.9999999999964,,-444.9999999999643
2015.03.30,12.999999999996348,25.999999999992696,19.00000000000235,-118.99999999998023,7.999999999985796,222.99999999999898,14.000000000002899,-19.999999999997797,-43.00000000000415,-36.999999999998145,30.9999999999917,-138.00000000000477,,-23.000000000014353
2015.03.30,-7.0000000000014495,32.999999999994145,39.00000000000014,-185.99999999999727,24.999999999986144,179.00000000000205,-25.999999999992696,-95.00000000000064,-58.000000000002494,-143.99999999998857,54.99999999999261,-182.00000000000438,,-367.0000000000124
2015.03.30,7.9999999999968985,-41.000000000002146,-66.99999999999484,-80.99999999999774,66.99999999999484,237.99999999999955,21.00000000000435,7.0000000000014495,-64.0000000000085,-21.00000000000435,-15.000000000000568,-107.00000000000153,,-55.00000000001259
2015.03.30,-199.00000000000472,-231.0000000000034,-177.99999999998929,-88.99999999998354,38.99999999998904,-6.000000000000227,-13.999999999991797,29.999999999996696,-60.00000000000449,56.99999999999594,-195.0000000000074,-53.999999999998494,,-900.0000000000016
2015.03.30,-121.00000000000443,-174.00000000000747,-116.99999999998934,-72.99999999998974,66.99999999999484,48.00000000000182,2.000000000002,56.99999999999594,-45.000000000006146,70.99999999999883,-124.00000000000944,-9.00000000000345,,-418.00000000001666
2015.03.30,-78.99999999999574,-110.00000000001009,-212.99999999999653,-7.0000000000014495,99.00000000000463,90.99999999999397,0.0,90.99999999999665,-11.00000000000545,114.0000000000141,-266.00000000000534,17.999999999995797,,-273.0000000000095
2015.03.30,-107.00000000000153,-69.9999999999923,-135.99999999999167,-10.999999999983245,28.999999999990145,69.00000000000261,-39.999999999995595,100.99999999999554,2.999999999997449,160.00000000000458,-159.9999999999966,68.99999999999685,,-92.99999999997377
2015.03.30,-85.00000000000173,-124.99999999999733,-132.99999999999423,11.00000000000545,26.999999999999247,123.00000000000466,2.000000000002,119.00000000000244,41.9999999999976,242.00000000000887,-137.00000000000045,2.999999999997449,,89.00000000002399
2015.03.30,-48.99999999999905,-144.0000000000108,-104.99999999999955,48.000000000003595,65.00000000000395,158.00000000000125,43.00000000000415,98.99999999999353,10.999999999994348,141.99999999999767,-111.0000000000042,-19.999999999997797,,136.9999999999871
2015.03.30,-109.00000000000354,-140.99999999999113,-89.99999999999008,17.000000000000348,65.00000000000395,13.00000000000523,15.00000000000945,87.99999999999919,6.999999999990347,129.00000000000134,-133.00000000000978,-29.000000000001247,,-167.99999999998593
2015.03.30,-107.00000000000153,-153.00000000000313,-95.99999999999609,60.99999999999994,73.99999999999629,43.99999999999693,8.000000000008,51.99999999999649,15.999999999993797,32.999999999994145,-135.00000000000512,-34.99999999999615,,-238.00000000001637
2015.03.30,-104.99999999999955,-194.0000000000053,-58.99999999999794,62.000000000006494,79.99999999999119,28.000000000005798,-12.999999999996348,0.999999999995449,13.999999999991797,-35.999999999991594,-84.00000000000318,-67.00000000000594,,-373.0000000000091
2015.03.30,-100.00000000000009,-187.00000000000384,-178.99999999999582,131.99999999999878,167.9999999999904,76.00000000000762,39.00000000000014,92.99999999999864,7.9999999999968985,43.999999999999595,-213.99999999999864,-36.999999999998145,,-157.00000000000452
