date,USDCAD,AUDCHF,NZDCHF,GBPAUD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2020.08.31,-60.99999999999994,-37.00000000000925,-131.00000000000333,-81.00000000001995,-177.00000000000495,-154.99999999999403,-170.0000000000017,0.0,-161.00000000000136,-78.00000000000028,-64.99999999998174,,-1116.0000000000166
2020.08.31,14.000000000002899,-60.00000000000449,-113.00000000000753,-104.99999999999955,-42.999999999993044,-82.00000000000429,-30.9999999999917,15.000000000000568,-180.99999999999739,5.999999999994898,-85.99999999998609,,-665.9999999999858
2020.08.31,24.000000000001798,30.999999999992145,-207.00000000000162,-6.000000000017103,-104.99999999999955,-194.99999999998963,37.00000000000614,64.99999999999773,-378.0000000000001,17.999999999995797,-55.99999999998939,,-772.0000000000039
2020.08.31,31.000000000003247,35.999999999991594,-154.0000000000097,-11.00000000000545,-66.00000000001049,-38.99999999998904,246.9999999999999,234.99999999999943,-373.00000000000466,39.00000000000014,9.999999999998899,,-45.00000000002614
2020.08.31,34.000000000000696,25.999999999992696,-180.0000000000024,-64.0000000000196,-22.0000000000109,-109.00000000000354,174.99999999999716,149.99999999999147,-338.0000000000081,68.00000000000139,-55.99999999998939,,-316.0000000000504
2020.08.31,54.99999999998284,12.999999999996348,-196.00000000000728,-56.000000000011596,-35.00000000000725,-174.00000000000747,189.00000000000716,168.99999999999693,-338.99999999999864,96.99999999999153,-78.00000000000028,,-355.0000000000577
2020.08.31,48.000000000003595,-10.000000000010001,-203.00000000000873,-102.00000000000209,-119.00000000000244,-150.99999999999002,31.00000000000591,18.000000000000682,-335.00000000000796,125.99999999999278,-66.99999999999484,,-764.0000000000131
2020.08.31,-7.0000000000014495,-99.00000000000463,-174.00000000000747,-172.0000000000166,-39.999999999995595,-143.99999999998857,16.000000000005343,-19.000000000005457,-254.99999999999545,96.99999999999153,-123.99999999999079,,-921.0000000000092
2020.08.31,-96.00000000000719,-100.00000000000009,-182.00000000000438,-322.00000000000006,86.0000000000083,-170.00000000000347,-30.000000000001137,-112.99999999999955,-266.9999999999959,108.99999999999244,-191.99999999999218,,-1277.0000000000032
2020.08.31,-76.0000000000094,11.999999999989797,-228.00000000000597,-62.000000000006494,-163.00000000000205,-148.99999999999915,139.00000000001,95.99999999998943,-292.0000000000016,90.99999999999665,-68.99999999998573,,-701.0000000000243
2020.08.31,65.99999999998829,96.99999999999153,-223.00000000000654,116.99999999998934,-141.99999999999767,-160.00000000000458,168.99999999999693,156.99999999999648,-281.0000000000059,78.99999999999574,2.999999999997449,,-118.00000000005895
2020.08.31,102.00000000000209,54.999999999993946,-209.00000000000364,20.999999999982144,-130.99999999999224,-150.99999999999002,152.00000000000102,117.999999999995,-272.99999999999613,37.99999999999359,-14.000000000002899,,-292.00000000001717
2020.08.31,136.00000000000279,41.9999999999976,-169.00000000000804,-8.000000000008,-83.00000000001084,-29.999999999996696,231.00000000000875,183.9999999999975,-278.0000000000058,13.999999999991797,16.000000000016,,54.999999999985064
2020.08.31,130.99999999999224,33.9999999999896,-170.00000000000347,-60.99999999999994,-31.000000000003247,-75.99999999998718,200.00000000000284,120.99999999999511,-260.9999999999957,14.999999999998348,-9.999999999998899,,-108.00000000001026
2020.08.31,168.99999999999693,-16.0000000000049,-159.00000000000912,-192.99999999999872,-8.000000000008,-45.000000000006146,256.0000000000002,149.99999999999147,-278.99999999999636,-60.99999999999994,-38.99999999998904,,-225.0000000000236
