date,GBPUSD,USDCAD,AUDUSD,CHFJPY,EURGBP,GBPJPY,EURJPY,CADJPY,AUDJPY,empty,sum
2021.06.07,-34.99999999998504,38.0000000000047,-101.00000000000664,33.00000000000125,6.0000000000060005,152.9999999999916,42.00000000000159,83.00000000001262,-61.99999999999761,,157.00000000002845
2021.06.07,-31.000000000003247,28.000000000005798,-106.00000000000608,-64.99999999999773,28.000000000005798,57.999999999992724,20.000000000010232,22.00000000000557,-74.99999999998863,,-120.99999999997556
2021.06.07,-73.99999999999629,93.00000000000975,-124.00000000000189,-170.0000000000017,45.000000000006146,-85.00000000000796,-56.99999999998795,-38.99999999998727,-152.9999999999916,,-563.9999999999587
2021.06.07,-38.99999999998904,90.99999999999665,-114.00000000000298,-192.99999999999784,56.0000000000005,-94.99999999999886,-86.99999999998909,-68.9999999999884,-168.99999999999693,,-618.999999999966
2021.06.07,-69.9999999999923,97.00000000001374,-114.99999999999844,-203.99999999999352,52.000000000007596,-128.99999999999068,-109.00000000000887,-65.99999999998829,-170.99999999999227,,-714.999999999943
2021.06.07,-106.00000000000608,66.00000000001049,-143.9999999999997,-227.99999999999443,36.999999999998145,-222.0000000000084,-158.99999999999181,-115.99999999999966,-224.99999999999432,,-1096.999999999986
2021.06.07,-146.00000000000168,73.00000000001194,-165.9999999999995,-206.00000000000307,36.0000000000027,-153.99999999999636,-99.99999999999432,-48.99999999999238,-192.99999999999784,,-904.9999999999704
2021.06.07,-78.00000000000028,123.00000000000644,-114.99999999999844,-185.00000000000227,64.0000000000085,-121.99999999998568,-115.0000000000091,-35.99999999998715,-161.99999999999193,,-625.9999999999599
2021.06.07,-15.999999999993797,119.00000000000244,-104.00000000000409,-185.00000000000227,77.00000000000485,-90.00000000000341,-109.00000000000887,-61.99999999999761,-170.0000000000017,,-540.0000000000045
2021.06.07,107.00000000001265,236.99999999999832,-52.000000000007596,-161.99999999999193,131.00000000000333,82.99999999999841,-46.999999999997044,51.00000000000193,-90.99999999999397,,257.0000000000241
