date,AUDUSD,NZDUSD,GBPCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURAUD,EURNZD,empty,sum
2017.02.13,-112.000000000001,-1.0000000000065512,-385.99999999999744,-82.99999999999974,0.0,0.0,-320.99999999999795,-409.0000000000149,-302.9999999999866,-160.99999999998892,,-1775.9999999999932
2017.02.13,-139.00000000000023,0.0,-398.9999999999938,-86.99999999999264,53.999999999998494,58.000000000002494,-346.99999999998,-514.0000000000144,-323.99999999999096,-185.99999999999727,,-1883.9999999999682
2017.02.13,-134.99999999999625,-84.0000000000063,-434.000000000001,-67.9999999999903,21.00000000000435,49.00000000001015,-572.0000000000027,-710.999999999995,-318.9999999999804,-305.9999999999841,,-2558.999999999942
2017.02.13,-89.00000000000574,-124.00000000000189,-489.99999999999045,53.00000000000304,19.00000000000235,30.000000000007798,-677.9999999999973,-746.0000000000023,-127.99999999999478,-295.99999999998516,,-2448.999999999964
2017.02.13,-185.99999999999727,-212.00000000000108,-645.999999999991,8.000000000008,-16.0000000000049,-67.9999999999903,-1009.9999999999909,-866.9999999999956,-231.99999999998778,-408.9999999999927,,-3637.999999999943
2017.02.13,-175.99999999999838,-174.00000000000747,-568.9999999999973,0.0,14.999999999998348,-13.999999999991797,-879.9999999999955,-730.0000000000084,-248.99999999998812,-341.99999999999784,,-3118.999999999987
2017.02.13,-145.00000000000622,-114.99999999999844,-485.99999999998647,5.000000000010552,32.999999999994145,49.00000000001015,-692.9999999999836,-619.9999999999983,-224.99999999998633,-309.0000000000037,,-2505.999999999948
2017.02.13,-156.99999999999602,-116.00000000000499,-504.9999999999999,-19.999999999997797,7.0000000000014495,18.0000000000069,-733.9999999999804,-646.9999999999976,-263.99999999999756,-339.99999999998477,,-2757.999999999951
2017.02.13,-58.99999999999794,-82.00000000000429,-534.9999999999966,92.00000000000318,70.99999999999883,-8.999999999992347,-715.9999999999798,-563.0000000000024,-46.999999999997044,-212.99999999999653,,-2060.999999999965
2017.02.13,-70.99999999999883,-56.0000000000005,-536.0000000000032,79.00000000000685,95.99999999999609,-2.999999999997449,-746.9999999999857,-527.0000000000108,-79.99999999999119,-144.99999999999514,,-1989.99999999998
2017.02.13,-94.00000000000519,-74.00000000000739,-544.9999999999955,78.00000000000028,92.00000000000318,-13.999999999991797,-735.99999999999,-592.9999999999991,-67.9999999999792,-144.99999999999514,,-2098.9999999999595
2017.02.13,-146.00000000000168,4.999999999999449,-559.9999999999827,16.0000000000049,153.99999999999858,-16.999999999989246,-709.0000000000032,-673.0000000000125,-196.99999999998053,-31.999999999987594,,-2158.999999999955
2017.02.13,-160.00000000000458,30.999999999992145,-556.0000000000009,-6.999999999990347,175.99999999999838,-15.999999999993797,-712.9999999999939,-662.000000000007,-240.9999999999801,5.000000000010552,,-2142.9999999999695
2017.02.13,-129.00000000000134,36.999999999998145,-557.9999999999918,5.000000000010552,163.99999999999747,-14.999999999998348,-701.9999999999982,-598.0000000000097,-227.99999999998377,-31.999999999987594,,-2055.9999999999645
2017.02.13,-139.00000000000023,5.999999999994898,-602.999999999998,-1.999999999990898,131.00000000000333,-43.999999999999595,-786.0000000000014,-683.0000000000114,-239.99999999999577,-95.00000000000064,,-2454.9999999999995
2017.02.13,-143.9999999999997,-14.000000000002899,-601.9999999999915,-13.999999999991797,104.00000000000409,-41.9999999999976,-763.9999999999816,-683.0000000000114,-267.99999999997937,-151.9999999999966,,-2578.999999999948
2017.02.13,-114.99999999999844,37.99999999999359,-652.9999999999925,-21.999999999999797,122.99999999999534,-56.99999999999594,-683.9999999999975,-792.0000000000149,-287.9999999999994,-126.99999999998823,,-2576.9999999999977
2017.02.13,-56.99999999999594,115.99999999999389,-600.9999999999849,29.000000000001247,197.99999999999818,-17.999999999995797,-566.0000000000025,-712.0000000000015,-228.99999999999034,15.00000000000945,,-1824.9999999999682
