names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
GBPUSD,50,"['AUDNZD', 'NZDUSD', 'EURCAD', 'CADCHF', 'AUDUSD', 'NZDJPY']",80.0,0.9708516483516483,S
NZDUSD,10,['USDCAD'],100.0,-1.0,B
EURCHF,10,['GBPJPY'],100.0,1.0,S
CHFJPY,20,"['GBPCHF', 'CADCHF', 'GBPJPY', 'EURGBP']",80.0,-1.0,B
AUDCHF,10,['EURUSD'],100.0,-0.6221190476190478,B
NZDCHF,10,['USDCAD'],80.0,-0.6714920634920637,B
GBPCAD,15,"['EURCAD', 'AUDCHF']",80.0,0.5198730158730159,S
GBPAUD,20,['EURCAD'],80.0,0.25956604506604497,S
EURJPY,50,"['AUDNZD', 'EURCHF', 'EURUSD']",80.0,-0.34810123210123217,B
EURCAD,10,['EURUSD'],100.0,0.6551111111111111,S
EURAUD,15,"['EURUSD', 'USDCAD']",100.0,1.0,S
EURNZD,10,"['EURUSD', 'USDCAD']",80.0,1.0,S
AUDJPY,10,['EURUSD'],100.0,-0.6640396825396826,B
NZDJPY,10,['EURUSD'],80.0,-0.7133174603174604,B
AUDCAD,10,['EURUSD'],100.0,-0.6870555555555559,B
