date,USDCAD,NZDUSD,EURGBP,NZDJPY,NZDCAD,empty,sum
2016.03.14,-24.000000000001798,-16.0000000000049,-21.999999999999797,-15.000000000000568,-34.99999999999615,,-112.00000000000321
2016.03.14,62.99999999999084,0.999999999995449,101.99999999999099,117.999999999995,-117.00000000000044,,166.9999999999718
2016.03.14,66.99999999999484,-103.00000000000864,78.00000000000028,46.00000000000648,-204.00000000000418,,-116.00000000001121
2016.03.14,68.00000000000139,-91.00000000000774,112.99999999999643,-15.000000000000568,-217.99999999999596,,-143.00000000000645
2016.03.14,12.999999999996348,-218.00000000000708,47.9999999999925,-135.99999999999568,-329.00000000000153,,-622.0000000000155
2016.03.14,-77.00000000001594,-174.00000000000747,21.999999999999797,-198.99999999999807,-256.0000000000007,,-684.0000000000224
2016.03.14,-104.00000000001519,-198.00000000000927,-9.999999999998899,-240.99999999999966,-229.99999999999687,,-783.0000000000198
2016.03.14,-104.99999999999955,-151.00000000000114,-6.0000000000060005,-194.00000000000261,-195.00000000000074,,-651.00000000001
2016.03.14,-124.00000000001299,-186.00000000000838,17.000000000000348,-213.99999999999864,-204.00000000000418,,-711.0000000000239
2016.03.14,-138.0000000000159,-220.00000000000907,15.999999999993797,-254.0000000000049,-234.00000000000088,,-830.000000000037
2016.03.14,-172.0000000000166,-234.00000000000088,10.999999999994348,-233.99999999999466,-229.00000000000142,,-858.0000000000191
2016.03.14,-144.0000000000108,-247.00000000000833,42.999999999993044,-248.00000000000466,-294.00000000000534,,-890.000000000036
2016.03.14,-90.00000000001229,-224.000000000002,43.999999999999595,-224.00000000000375,-273.000000000001,,-767.0000000000194
2016.03.14,-158.0000000000137,-247.00000000000833,43.999999999999595,-221.9999999999942,-243.99999999999977,,-827.0000000000164
2016.03.14,-158.0000000000137,-192.00000000000327,59.99999999999339,-153.99999999999636,-168.00000000000148,,-612.0000000000214
2016.03.14,-148.99999999999915,-148.99999999999915,78.99999999999574,-81.00000000000307,-151.00000000000114,,-451.00000000000676
2016.03.14,14.999999999987246,-48.99999999999905,87.99999999999919,7.999999999995566,-106.00000000000608,,-44.00000000002313
2016.03.14,103.99999999999298,-29.000000000001247,101.99999999999099,48.00000000000182,-138.00000000000477,,86.99999999997976
2016.03.14,163.9999999999864,5.999999999994898,41.9999999999976,54.000000000002046,-158.0000000000026,,107.99999999997837
2016.03.14,183.99999999998417,-45.000000000006146,-48.000000000003595,49.99999999999716,-292.00000000000335,,-151.00000000003178
2016.03.14,333.9999999999899,-16.0000000000049,-109.00000000000354,82.00000000000784,-289.0000000000059,,1.9999999999834017
2016.03.14,373.00000000000114,80.99999999999774,-125.00000000000844,234.99999999999943,-192.99999999999872,,370.99999999999113
2016.03.14,278.00000000000045,36.999999999998145,-156.00000000000057,259.00000000000034,-163.99999999999747,,254.00000000000088
2016.03.14,91.99999999998099,27.999999999994696,-170.99999999999892,242.999999999995,-102.00000000000209,,89.99999999996966
2016.03.14,91.99999999998099,27.999999999994696,-142.00000000000878,224.00000000000375,-56.0000000000005,,145.99999999997016
2016.03.14,168.99999999999693,142.99999999999312,-142.00000000000878,304.00000000000205,-2.000000000002,,471.9999999999813
2016.03.14,87.99999999999919,151.00000000000114,-148.0000000000037,314.9999999999977,46.00000000000159,,451.99999999999596
