date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,NZDCAD,empty,sum
2016.08.22,-53.999999999998494,-156.99999999998494,-1.0000000000065512,-60.99999999999994,-124.99999999999733,-80.99999999998886,-8.000000000008,-21.00000000000435,-44.99999999999504,-106.00000000002296,-170.00000000000347,-134.99999999999625,-66.0000000000025,-97.9999999999981,-141.99999999999767,-75.00000000000284,-124.00000000000189,,-1469.000000000009
2016.08.22,-53.00000000000304,-256.99999999999613,22.999999999995246,5.000000000010552,-141.99999999999767,-128.0000000000001,7.0000000000014495,48.000000000003595,-0.999999999995449,-97.00000000000841,-17.999999999984695,-146.00000000000168,-79.9999999999983,-17.000000000000348,-59.99999999999339,-15.000000000000568,-148.0000000000037,,-1078.9999999999727
2016.08.22,6.0000000000060005,-346.0000000000019,63.99999999999739,-18.999999999991246,-175.99999999999838,-161.99999999999193,0.999999999995449,53.999999999998494,-34.000000000000696,-40.99999999999682,117.00000000001154,-184.00000000000637,-259.9999999999909,-92.00000000000318,-85.00000000000173,-167.0000000000016,-207.00000000000162,,-1530.9999999999775
2016.08.22,-2.000000000002,-337.99999999999386,42.999999999993044,-24.000000000001798,-236.00000000000287,-203.99999999999352,39.999999999995595,92.00000000000318,-17.999999999995797,86.99999999998909,141.00000000001333,-191.00000000000784,-311.9999999999976,-48.000000000003595,-1.999999999990898,-183.9999999999975,-259.0000000000092,,-1415.0000000000023
2016.08.22,6.0000000000060005,-343.00000000000443,12.999999999996348,-9.999999999998899,-263.99999999999756,-322.9999999999933,60.99999999999994,70.99999999999883,8.000000000008,132.99999999998136,151.9999999999966,-19.999999999997797,-463.99999999999864,-11.00000000000545,-63.99999999999739,-259.00000000000034,-287.0000000000039,,-1601.0000000000107
2016.08.22,-114.99999999999844,-222.99999999999542,-148.00000000001478,-156.00000000000057,-239.0000000000003,-213.99999999999864,51.000000000001044,92.99999999999864,8.000000000008,131.00000000000023,136.00000000000279,-151.9999999999966,-375.0,1.999999999990898,17.000000000000348,-162.9999999999967,-248.99999999999923,,-1595.9999999999989
2016.08.22,-158.0000000000026,-182.99999999999983,-200.00000000000017,-239.99999999999577,-94.00000000000519,-202.99999999998875,30.999999999992145,-29.000000000001247,40.00000000000669,-74.00000000001228,238.0000000000049,-380.00000000000256,-340.999999999994,-49.00000000001015,-280.9999999999979,-141.00000000000534,-150.00000000000568,,-2214.000000000018
2016.08.22,-207.00000000000162,-107.99999999999699,-236.00000000001398,-269.9999999999925,2.000000000002,-228.9999999999992,47.9999999999925,-22.999999999995246,43.00000000000415,-37.00000000000614,114.99999999999844,-295.0000000000008,-391.9999999999959,-2.999999999997449,-256.99999999999613,-194.00000000000261,-115.00000000000954,,-2158.0000000000114
2016.08.22,-166.99999999999494,-156.99999999998494,-202.9999999999976,-259.9999999999936,-82.00000000000429,-278.99999999999636,60.99999999999994,-12.000000000000899,40.00000000000669,87.99999999999386,246.00000000001288,-265.0000000000041,-415.9999999999968,-7.0000000000014495,-265.0000000000041,-233.0000000000041,-82.00000000000429,,-1992.9999999999743
2016.08.22,-219.99999999999798,-93.99999999999409,-252.0000000000078,-319.999999999987,-26.999999999999247,-245.9999999999951,43.999999999999595,-58.99999999999794,72.0000000000054,-70.0000000000216,314.00000000001427,-466.9999999999952,-393.0000000000007,-65.00000000000395,-401.99999999999125,-215.99999999999397,-101.00000000000664,,-2501.999999999973
2016.08.22,-226.99999999999943,-127.99999999999478,-246.00000000001288,-306.9999999999906,4.999999999999449,-143.99999999999125,63.99999999999739,-56.99999999999594,91.00000000000774,-75.00000000001705,364.00000000000875,-402.9999999999978,-250.99999999999056,-51.000000000001044,-415.99999999999415,-135.99999999999568,-68.00000000000139,,-1984.9999999999695
2016.08.22,-258.9999999999981,-69.9999999999923,-234.00000000000088,-368.9999999999971,46.999999999997044,-148.9999999999867,49.99999999999449,-65.00000000000395,53.00000000000304,-17.00000000002433,293.0000000000099,-390.0000000000015,-240.99999999999966,-70.99999999999883,-445.99999999999085,-147.00000000000557,-24.000000000001798,,-2038.9999999999973
2016.08.22,-285.9999999999974,-24.000000000001798,-275.000000000003,-377.9999999999894,53.00000000000304,-157.99999999998704,61.999999999995396,-48.000000000003595,71.00000000000995,-16.000000000019554,336.00000000000296,-373.00000000000114,-257.99999999999557,-65.00000000000395,-400.00000000000034,-125.0,-60.00000000000449,,-1943.999999999996
2016.08.22,-359.99999999999363,7.0000000000014495,-380.00000000000256,-432.9999999999945,63.99999999999739,-205.99999999998886,83.9999999999952,-41.000000000002146,72.0000000000054,-32.00000000001069,290.9999999999968,-334.9999999999964,-296.99999999999704,-28.999999999990145,-394.9999999999898,-126.00000000000477,2.999999999997449,,-2112.999999999977
2016.08.22,-334.9999999999964,32.0000000000098,-334.00000000001205,-425.99999999999307,56.0000000000005,-199.99999999998863,74.99999999999174,-29.000000000001247,71.00000000000995,-22.00000000001978,307.00000000001285,-299.99999999998914,-299.99999999999716,-45.99999999999049,-363.0000000000022,-150.00000000000568,-18.0000000000069,,-1981.999999999978
2016.08.22,-309.0000000000037,24.000000000001798,-292.00000000000335,-392.9999999999989,51.99999999999649,-176.9999999999925,90.99999999999665,-85.00000000000173,69.00000000000794,-46.00000000002069,313.00000000000773,-320.9999999999935,-262.00000000000045,-34.000000000000696,-527.9999999999951,-132.99999999999557,-4.000000000004,,-2034.9999999999995
2016.08.22,-334.00000000000097,46.0000000000127,-313.00000000000773,-402.9999999999978,14.000000000002899,-208.99999999998897,93.99999999999409,-60.00000000000449,80.00000000000229,-40.000000000020464,324.0000000000132,-201.00000000000674,-275.99999999999625,-22.0000000000109,-438.9999999999894,-143.00000000000068,34.99999999999615,,-1847.0000000000032
2016.08.22,-381.99999999999346,49.99999999999449,-370.00000000000364,-472.9999999999901,32.999999999994145,-162.9999999999967,80.99999999999774,-66.99999999999484,64.0000000000085,-115.0000000000091,334.00000000001205,-306.00000000000625,-227.99999999999443,-76.0000000000094,-498.9999999999828,-108.99999999999466,51.99999999999649,,-2173.9999999999723
2016.08.22,-373.00000000000114,-55.99999999998939,-356.00000000000074,-487.99999999999955,22.999999999995246,-171.99999999999704,74.99999999999174,-32.999999999994145,101.00000000000664,-171.0000000000207,418.0000000000073,-363.0000000000022,-233.99999999999466,-66.99999999999484,-383.0,-132.000000000005,-78.00000000000028,,-2288.999999999999
2016.08.22,-371.99999999999454,-63.99999999999739,-360.0000000000048,-495.000000000001,17.999999999995797,-207.9999999999984,25.999999999992696,2.000000000002,103.00000000000864,-143.00000000000068,438.00000000000506,-425.0000000000087,-283.00000000000125,-157.00000000000713,-332.9999999999833,-197.9999999999933,-192.00000000000327,,-2642.999999999989
2016.08.22,-329.999999999997,-112.99999999998533,-354.0000000000099,-479.0000000000072,-92.99999999999864,-257.99999999999557,31.999999999998696,60.00000000000449,76.0000000000094,-90.00000000000341,397.0000000000029,-285.00000000000193,-375.0,-129.00000000000134,-173.00000000000094,-257.99999999999557,-263.0000000000021,,-2634.9999999999836
2016.08.22,-397.99999999999835,-340.9999999999913,-337.99999999999386,-402.9999999999978,-161.00000000000003,-310.99999999999284,102.99999999999754,209.00000000000364,181.00000000000892,-362.99999999999955,494.00000000001666,-354.9999999999942,-379.99999999999545,-11.00000000000545,107.99999999999699,-180.99999999999739,-273.000000000001,,-2419.9999999999436
2016.08.22,-378.00000000000057,-476.9999999999941,-287.9999999999994,-344.99999999999534,-173.9999999999964,-268.99999999999125,153.99999999999858,238.0000000000049,270.0000000000036,-479.0000000000134,765.0000000000157,-432.9999999999945,-265.00000000000057,-89.00000000000574,12.000000000012001,-120.99999999999511,-263.0000000000021,,-2141.9999999999536
2016.08.22,-405.9999999999952,-724.9999999999978,-218.00000000000708,-375.9999999999986,-167.00000000000603,-300.9999999999877,122.99999999999534,199.00000000000472,239.0000000000003,-668.0000000000064,740.0000000000073,-689.9999999999907,-216.99999999999875,-104.99999999999955,-22.999999999995246,-143.00000000000068,-300.0000000000003,,-3037.999999999977
2016.08.22,-219.99999999999798,-700.999999999996,-181.00000000000892,-279.99999999999136,-187.9999999999993,-201.99999999999818,52.99999999999194,204.00000000000418,359.0000000000093,-597.0000000000084,913.0000000000083,-672.0000000000059,-277.9999999999916,-86.99999999999264,148.00000000001478,-177.99999999999727,-340.00000000000693,,-2246.999999999966
2016.08.22,-251.00000000000122,-723.9999999999914,-168.99999999999693,-360.9999999999891,-116.00000000000499,-222.99999999999898,41.9999999999976,192.00000000000327,355.0000000000053,-568.000000000012,1019.9999999999986,-808.9999999999931,-283.00000000000125,-157.00000000000713,49.00000000001015,-197.9999999999933,-342.000000000009,,-2542.999999999984
2016.08.22,-258.9999999999981,-539.999999999985,-177.00000000000495,-448.000000000004,-124.99999999999733,-281.9999999999965,20.999999999993246,197.00000000000273,293.0000000000099,-451.0000000000218,851.0000000000017,-564.9999999999933,-311.9999999999976,-253.99999999999866,33.00000000001635,-263.9999999999958,-361.0000000000002,,-2642.999999999969
2016.08.22,-278.00000000000045,-468.9999999999861,-171.00000000001003,-554.9999999999944,-78.00000000000028,-368.9999999999998,-34.000000000000696,173.9999999999964,260.00000000000466,-300.00000000001137,999.0000000000166,-588.9999999999951,-379.99999999999545,-391.000000000008,-53.999999999998494,-367.00000000000443,-391.000000000008,,-2992.9999999999955
2016.08.22,-268.0000000000016,-590.0000000000016,-137.00000000000932,-462.0000000000068,-124.00000000000189,-393.99999999999125,20.999999999993246,189.00000000000583,225.00000000000853,-320.99999999999795,902.0000000000028,-607.0000000000019,-391.9999999999959,-319.0000000000026,-4.999999999988347,-367.999999999995,-402.00000000000233,,-3051.9999999999854
2016.08.22,-234.99999999999633,-629.9999999999973,-103.00000000000864,-377.0000000000051,-146.00000000000168,-341.99999999999875,23.999999999990695,219.00000000000253,290.00000000000136,-330.0000000000125,998.00000000001,-621.0000000000049,-334.0000000000032,-289.9999999999903,-19.999999999997797,-310.99999999999284,-447.0000000000085,,-2655.000000000013
2016.08.22,-268.0000000000016,-729.9999999999862,-72.0000000000054,-435.9999999999919,-263.0000000000021,-387.999999999991,37.99999999999359,167.00000000000603,296.0000000000074,-427.0000000000209,1039.000000000012,-724.9999999999978,-363.9999999999901,-364.00000000000875,-150.99999999999002,-335.9999999999985,-496.00000000000756,,-3479.999999999973
