date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,AUDJPY,AUDCAD,empty,sum
2015.08.17,-28.000000000005798,-41.000000000002146,82.00000000000784,13.000000000018552,-57.99999999999139,65.00000000000395,46.999999999997044,-9.999999999998899,-65.00000000000395,51.99999999999649,3.9999999999906777,82.00000000000429,72.99999999998974,-34.99999999999659,-123.99999999999079,-146.00000000000168,-103.9999999999992,-121.99999999999989,,-314.99999999998175
2015.08.17,-1.999999999990898,-4.000000000004,38.000000000010914,23.00000000001745,-27.999999999994696,63.00000000000195,7.0000000000014495,-26.999999999999247,-43.999999999999595,134.99999999999625,31.999999999982265,52.0000000000298,-91.00000000001884,-51.9999999999925,-4.999999999988347,-29.00000000001235,-31.00000000000591,-72.0000000000054,,-34.999999999971735
2015.08.17,-38.0000000000047,-102.00000000000209,80.0000000000125,83.00000000001084,-0.999999999995449,24.999999999997247,-99.00000000000463,-58.000000000002494,-78.00000000000028,156.00000000000057,24.00000000000091,14.000000000002899,-137.00000000000932,-114.00000000000432,-48.99999999998794,-74.0000000000185,-33.00000000000125,-80.00000000000229,,-481.0000000000083
2015.08.17,-34.000000000000696,-92.00000000000318,105.00000000000398,36.0000000000138,-29.000000000001247,78.99999999999574,-106.99999999999044,-84.0000000000063,-101.00000000000664,212.00000000000108,-34.99999999999659,59.00000000003125,-98.0000000000203,-75.9999999999934,-78.99999999998464,-101.00000000001774,-82.00000000000784,-82.00000000000429,,-508.9999999999875
2015.08.17,-4.999999999988347,-150.99999999999002,91.00000000000819,70.0000000000145,-7.9999999999968985,95.00000000000064,-109.00000000000354,-51.000000000001044,-65.99999999999939,213.99999999999199,-50.00000000001137,-29.99999999997449,-195.9999999999962,-164.0000000000157,-129.00000000000134,-140.0000000000068,-48.00000000000182,-75.9999999999983,,-752.99999999997
2015.08.17,-29.999999999996696,-202.9999999999976,148.00000000001035,119.00000000000244,46.00000000000159,63.99999999999739,-144.99999999999514,-56.0000000000005,-46.00000000000159,210.99999999999451,-102.00000000000387,-69.99999999997009,-315.0000000000208,-169.00000000001114,-137.9999999999937,-99.00000000000463,-24.00000000000091,-45.000000000006146,,-853.9999999999965
2015.08.17,-79.99999999999119,-205.99999999999508,199.00000000001228,202.00000000001327,60.00000000000449,-2.999999999997449,-218.00000000000708,-74.00000000000739,-92.00000000000318,197.99999999999818,-125.0,-131.99999999997658,-292.00000000000335,-115.0000000000091,-54.99999999998284,-79.00000000000685,-43.99999999999693,-87.99999999999919,,-943.9999999999479
2015.08.17,-32.999999999994145,-190.99999999998562,175.00000000001137,181.00000000000892,74.00000000000739,-39.999999999995595,-163.00000000000205,-26.999999999999247,-21.999999999999797,114.99999999999844,-147.00000000001978,-170.00000000000347,-402.0000000000135,-123.00000000001887,-55.99999999998939,-26.0000000000149,-7.000000000005002,-53.999999999998494,,-916.0000000000138
2015.08.17,5.999999999994898,-187.00000000000384,158.00000000000125,116.00000000000499,23.00000000000635,78.99999999999574,-273.9999999999965,-101.00000000000664,-112.000000000001,261.0000000000001,-170.00000000001592,-125.99999999998168,-296.9999999999917,-129.99999999999545,-119.99999999998678,-131.00000000001444,-58.9999999999975,-75.00000000000284,,-1138.999999999991
2015.08.17,-35.999999999991594,-170.99999999998784,183.00000000000693,129.00000000000134,3.0000000000085514,77.00000000000485,-191.99999999999218,-77.00000000000485,-111.00000000000554,244.99999999999523,-152.00000000001523,-87.99999999999919,-193.00000000002092,-87.99999999999386,-85.99999999998609,-141.99999999999767,-102.00000000000387,-114.99999999999844,,-915.9999999999804
