date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,AUDJPY,AUDCAD,empty,sum
2015.08.17,-82.00000000000429,-45.99999999999049,-42.999999999992156,-34.99999999998504,-65.99999999999939,-66.99999999999484,-52.000000000007596,-46.00000000000159,-68.99999999999685,-28.000000000005798,-88.99999999999864,-29.99999999997449,-153.00000000002535,-78.00000000000296,-123.99999999999079,-167.00000000000603,-109.99999999999943,-121.99999999999989,,-1406.999999999976
2015.08.17,-66.99999999999484,-61.99999999998429,26.00000000001046,-24.999999999986144,-83.9999999999952,51.000000000001044,-83.9999999999952,-60.99999999999994,-100.00000000000009,54.999999999993946,-49.000000000006594,16.000000000016,-107.99999999999699,-99.99999999999432,-117.99999999999588,-205.00000000001074,-143.00000000000068,-160.00000000000458,,-1217.9999999999438
2015.08.17,-55.000000000005045,-102.00000000000209,32.00000000001069,-0.9999999999843467,-64.99999999999284,14.999999999998348,-137.9999999999937,-79.00000000000685,-107.00000000000153,120.99999999999334,-48.00000000000182,-34.000000000000696,-234.00000000002308,-121.00000000000932,-52.99999999999194,-123.00000000000644,-102.00000000000387,-136.00000000000279,,-1230.0000000000239
2015.08.17,-52.99999999999194,-113.99999999999189,82.00000000000784,13.000000000018552,-47.9999999999925,26.999999999999247,-123.00000000000644,-97.9999999999981,-104.99999999999955,154.99999999999403,-92.00000000001296,12.000000000034206,-186.0000000000195,-116.00000000001387,-98.99999999998244,-120.00000000000898,-109.99999999999943,-100.00000000000009,,-1074.9999999999636
2015.08.17,-34.99999999998504,-190.99999999998562,79.00000000000773,15.00000000000945,-43.999999999999595,66.99999999999484,-211.99999999998997,-109.00000000000354,-119.00000000000244,182.99999999999983,-110.00000000001364,-44.99999999998394,-342.00000000002007,-212.99999999999386,-217.0000000000005,-190.00000000000128,-102.00000000000387,-114.99999999999844,,-1699.99999999997
2015.08.17,-51.000000000001044,-228.99999999999034,73.0000000000075,69.00000000000794,-7.9999999999968985,51.000000000001044,-187.00000000000384,-75.9999999999983,-74.00000000000739,180.99999999999784,-116.00000000001387,-147.99999999999258,-358.9999999999982,-234.00000000000887,-181.9999999999933,-169.00000000001913,-52.99999999999727,-131.99999999999878,,-1644.0000000000052
2015.08.17,-85.99999999998609,-217.99999999998488,134.00000000000034,110.00000000001009,16.0000000000049,-7.9999999999968985,-248.00000000000378,-112.000000000001,-123.00000000000644,190.00000000000128,-200.00000000001705,-141.99999999999767,-363.00000000002444,-170.00000000001592,-146.99999999998602,-141.99999999999767,-79.9999999999983,-111.00000000000554,,-1700.000000000005
2015.08.17,-85.00000000000173,-212.99999999999653,171.00000000000648,142.0000000000199,39.00000000000014,-53.999999999998494,-238.0000000000049,-82.99999999999974,-100.00000000000009,95.99999999999609,-191.0000000000025,-191.99999999997,-435.0000000000076,-134.00000000001455,-92.99999999998754,-107.00000000001265,-66.0000000000025,-101.00000000000664,,-1643.999999999983
2015.08.17,-38.0000000000047,-208.99999999999253,136.0000000000099,90.00000000001229,-39.999999999995595,-38.0000000000047,-273.9999999999965,-101.00000000000664,-133.00000000000534,113.99999999999189,-201.00000000002183,-209.9999999999991,-438.9999999999894,-150.00000000000568,-126.99999999998823,-207.00000000000162,-135.99999999999568,-147.00000000000824,,-2110.000000000002
2015.08.17,-35.999999999991594,-191.99999999999218,115.0000000000091,93.00000000000975,-31.999999999998696,51.000000000001044,-302.0000000000023,-114.99999999999844,-167.00000000000603,235.99999999999176,-201.99999999999818,-144.99999999997294,-316.99999999998954,-150.00000000000568,-126.99999999998823,-213.00000000001873,-129.0000000000049,-136.00000000000279,,-1767.9999999999582
