,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,30,"['GBPUSD', 'EURNZD', 'NZDUSD', 'EURJPY', 'CHFJPY', 'USDJPY']",80.0,0.931548968253968,B
1,1,GBPUSD,50,"['EURCHF', 'USDJPY', 'CHFJPY', 'AUDCHF', 'NZDCHF', 'CADCHF']",80.0,-0.6108288406038496,S
2,2,EURUSD,20,"['GBPUSD', 'EURNZD', 'NZDUSD', 'EURJPY', 'CHFJPY']",100.0,-0.9432146717171723,S
3,3,USDCAD,10,"['CHFJPY', 'AUDUSD', 'EURAUD', 'AUDJPY', 'NZDJPY', 'EURJPY', 'AUDCAD', 'NZDCAD']",80.0,0.8526,B
4,4,AUDUSD,10,"['CHFJPY', 'EURJPY']",80.0,-0.6029839285714483,S
5,5,NZDUSD,15,"['EURJPY', 'CHFJPY', 'USDCAD', 'GBPUSD', 'GBPJPY']",100.0,-0.997,S
6,6,EURCHF,10,"['EURNZD', 'NZDUSD']",100.0,-0.2635982142857128,S
7,7,CHFJPY,10,"['GBPJPY', 'CADJPY']",80.0,-0.4976265476190485,S
8,8,CADCHF,20,['GBPCAD'],100.0,0.269975918010436,B
9,9,AUDCHF,20,['EURCAD'],100.0,-0.7497088189588067,S
10,10,NZDCHF,10,"['USDCHF', 'EURUSD', 'NZDJPY', 'AUDJPY', 'CHFJPY', 'EURJPY']",80.0,-0.9094,S
11,11,EURGBP,50,"['GBPCHF', 'EURGBP']",80.0,0.6363473445727384,B
12,12,GBPJPY,10,"['USDCHF', 'EURJPY', 'CHFJPY', 'EURUSD']",80.0,-0.99977,S
13,13,GBPCAD,10,['EURCHF'],100.0,0.9916300000000001,B
14,14,GBPAUD,10,"['CHFJPY', 'NZDJPY', 'GBPCAD', 'AUDJPY', 'EURJPY']",100.0,0.3989,B
15,15,EURJPY,50,"['GBPJPY', 'CADJPY', 'EURJPY', 'CHFJPY']",80.0,-0.32695239349640576,S
16,16,EURCAD,10,"['NZDUSD', 'EURNZD']",80.0,-0.266594484126983,S
17,17,EURNZD,15,"['CHFJPY', 'AUDUSD', 'EURAUD', 'AUDJPY', 'NZDJPY', 'EURJPY', 'AUDCAD', 'NZDCAD', 'USDCAD']",100.0,0.9092603571428576,B
18,18,AUDJPY,10,"['AUDJPY', 'EURJPY', 'CHFJPY', 'NZDJPY', 'USDCAD']",80.0,-0.6695,S
19,19,NZDJPY,10,"['CHFJPY', 'EURJPY', 'USDCAD', 'NZDUSD', 'GBPJPY', 'CADJPY', 'EURNZD']",100.0,-0.7086,S
20,20,AUDCAD,10,"['CHFJPY', 'EURJPY']",80.0,-0.6038372619047851,S
21,21,NZDCAD,10,"['CHFJPY', 'EURJPY']",80.0,-0.5988140079365316,S
22,22,AUDNZD,10,"['EURGBP', 'GBPCHF']",100.0,-0.6628374206349253,S
