names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['EURUSD', 'AUDUSD']",80.0,0.36263492063492087,S
EURUSD,10,"['EURUSD', 'AUDUSD']",80.0,-0.3548095238095239,B
USDJPY,30,"['AUDCHF', 'EURUSD', 'AUDUSD', 'AUDCAD', 'NZDUSD', 'EURAUD', 'NZDCAD', 'NZDJPY', 'GBPCHF', 'GBPAUD']",100.0,0.7893888888888888,S
USDCAD,10,"['EURUSD', 'AUDUSD']",80.0,0.3562301587301588,S
AUDUSD,10,"['EURUSD', 'AUDUSD']",80.0,-0.3665158730158733,B
EURCHF,10,['EURNZD'],100.0,0.6883015873015873,S
CHFJPY,50,"['CHFJPY', 'EURJPY']",80.0,-0.06130801793471254,B
CADCHF,10,"['AUDCHF', 'EURAUD', 'GBPCHF', 'NZDCHF', 'NZDCAD', 'EURNZD']",80.0,0.58,S
EURGBP,10,['EURCHF'],80.0,-0.6806269841269844,B
GBPJPY,30,"['EURNZD', 'GBPCHF', 'EURAUD']",100.0,0.7435194454668139,S
GBPAUD,15,"['EURGBP', 'CHFJPY', 'GBPCHF']",100.0,0.9971428571428572,S
CADJPY,10,['GBPCHF'],80.0,-0.938,B
AUDNZD,15,['GBPUSD'],100.0,-0.8324371184371181,B
