date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,EURCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPAUD,CADJPY,AUDNZD,empty,sum
2020.11.30,-62.99999999999084,0.0,-91.99999999999875,-29.999999999996696,0.0,-97.9999999999981,-4.0000000000048885,-173.00000000000094,-9.00000000000345,-138.99999999998158,-82.99999999998863,-69.00000000000261,-25.00000000000835,,-784.9999999999748
2020.11.30,-61.999999999995396,24.000000000001798,-78.99999999999352,100.99999999999554,29.000000000001247,-99.99999999998899,113.99999999999011,-158.0000000000026,-7.0000000000014495,-114.99999999998067,-62.99999999999084,118.99999999999977,-15.00000000000945,,-211.99999999997442
2020.11.30,-102.99999999999754,32.999999999994145,-129.99999999999545,93.00000000000975,43.999999999999595,-146.99999999998602,137.00000000000045,-218.00000000000708,17.000000000000348,-275.0000000000057,-2.999999999997449,152.00000000000102,45.99999999999049,,-353.99999999999346
2020.11.30,-87.99999999999919,58.000000000002494,-164.00000000000148,106.99999999999044,151.00000000000114,-156.00000000000057,250.0,-218.00000000000708,12.000000000000899,-344.99999999999886,154.99999999999403,210.99999999999852,92.99999999998754,,65.99999999996787
2020.11.30,-90.99999999999665,39.999999999995595,-111.99999999999477,21.999999999988695,124.00000000000189,-153.9999999999875,150.99999999999625,-182.00000000000438,31.999999999998696,-251.00000000000477,177.00000000000495,122.99999999999045,136.99999999998712,,15.999999999975586
2020.11.30,-90.99999999999665,41.000000000002146,-30.000000000001137,2.999999999997449,110.99999999999443,-135.9999999999806,54.99999999999261,-163.00000000000205,21.999999999999797,-109.99999999998522,121.99999999999989,-18.000000000000682,109.99999999998789,,-83.9999999999921
2020.11.30,-21.999999999999797,87.00000000001484,109.00000000000887,21.999999999988695,146.00000000000168,-95.999999999985,64.99999999999773,-129.00000000000134,31.999999999998696,10.000000000019327,160.00000000000458,-21.000000000000796,78.00000000000028,,441.00000000004775
2020.11.30,-22.999999999995246,96.00000000000719,91.99999999999875,60.99999999999994,139.99999999999568,-110.99999999999443,81.00000000000307,-139.00000000000023,16.0000000000049,-34.99999999999659,123.00000000000644,10.99999999999568,78.00000000000028,,390.0000000000254
2020.11.30,-5.999999999994898,87.99999999999919,97.99999999999898,45.000000000006146,88.99999999999464,-95.00000000000064,81.99999999999363,-140.0000000000068,0.0,-40.99999999999682,-43.999999999999595,21.99999999999136,109.00000000000354,,206.99999999998875
2020.11.30,-5.999999999994898,56.99999999999594,70.00000000000739,52.000000000007596,60.00000000000449,-70.99999999999883,107.99999999998988,-125.00000000000844,-3.999999999992898,-55.999999999983174,-107.99999999999699,13.999999999995794,112.000000000001,,103.00000000002689
2020.11.30,-24.999999999997247,78.00000000000028,52.00000000000671,45.99999999999049,26.000000000003798,-96.99999999999153,100.99999999999909,-131.99999999999878,-14.999999999998348,-97.99999999998477,-224.99999999998633,31.999999999996476,97.9999999999981,,-158.99999999996206
2020.11.30,-34.99999999999615,70.99999999999883,69.00000000000261,38.0000000000047,29.000000000001247,-98.99999999998244,94.99999999999886,-133.00000000000534,-5.999999999994898,-72.00000000000273,-202.9999999999976,36.000000000001364,85.00000000000173,,-124.99999999996979
2020.11.30,-25.999999999992696,51.000000000001044,63.00000000000239,7.0000000000014495,7.0000000000014495,-66.99999999999484,94.99999999999886,-117.00000000000044,-27.999999999994696,-66.0000000000025,-225.99999999999287,7.999999999995566,102.99999999998644,,-195.99999999999082
2020.11.30,-10.999999999994348,66.00000000001049,94.0000000000083,31.000000000003247,51.000000000001044,-64.99999999998174,100.99999999999909,-112.000000000001,-15.999999999993797,-63.99999999999295,-167.9999999999904,12.999999999991019,114.99999999999844,,35.00000000005741
2020.11.30,-1.999999999990898,80.99999999999774,111.0000000000042,-2.999999999997449,26.999999999999247,-67.9999999999792,96.9999999999942,-99.00000000000463,-15.999999999993797,-37.00000000000614,-235.99999999999176,-19.99999999999602,93.99999999999409,,-70.99999999997041
2020.11.30,47.00000000000814,90.99999999999665,114.00000000000432,39.999999999995595,29.000000000001247,-27.999999999983594,158.99999999999181,-79.00000000000685,-9.00000000000345,-43.99999999998272,-221.99999999998886,6.000000000000227,90.99999999999665,,195.0000000000291
2020.11.30,64.0000000000085,121.00000000001555,94.99999999999886,42.0000000000087,19.999999999997797,-24.999999999986144,159.9999999999966,-79.00000000000685,-9.00000000000345,-123.99999999999523,-286.99999999999284,1.9999999999953388,109.99999999998789,,90.00000000002467
2020.11.30,41.000000000002146,28.000000000005798,38.000000000010914,17.000000000000348,-31.999999999998696,-22.999999999995246,198.99999999999807,-75.00000000000284,-92.99999999999864,-171.99999999999704,-448.9999999999883,21.99999999999136,102.99999999998644,,-395.9999999999857
2020.11.30,18.0000000000069,21.00000000000435,8.000000000009777,-7.0000000000014495,-70.99999999999883,12.000000000012001,233.99999999999466,-64.0000000000085,-161.00000000000003,-340.99999999997976,-625.9999999999932,48.99999999999238,105.99999999998388,,-821.9999999999778
2020.11.30,30.000000000007798,51.000000000001044,-51.9999999999925,-7.0000000000014495,-50.0000000000056,-7.999999999985796,310.99999999999284,-58.99999999999794,-97.9999999999981,-388.00000000000523,-543.999999999989,63.99999999999295,103.99999999999298,,-645.9999999999881
2020.11.30,72.0000000000054,76.99999999999375,-200.9999999999934,18.999999999991246,-22.999999999995246,6.000000000017103,405.00000000000114,-53.00000000000304,-80.00000000000229,-489.9999999999807,-436.9999999999985,137.00000000000045,34.99999999998504,,-532.9999999999791
2020.11.30,123.00000000000644,151.9999999999966,-225.9999999999991,121.99999999999989,-83.9999999999952,-15.999999999993797,581.0000000000031,-73.00000000000084,13.00000000000745,-533.9999999999918,-438.9999999999894,281.9999999999965,-63.99999999999739,,-162.9999999999576
2020.11.30,29.000000000001247,104.99999999999955,-352.99999999999443,95.00000000000064,-131.99999999999878,-51.99999999998539,567.9999999999978,-109.99999999999899,80.00000000000229,-472.99999999998477,-441.0000000000025,325.00000000000284,-46.0000000000127,,-404.9999999999731
2020.11.30,34.000000000000696,138.0000000000159,-257.99999999999557,123.00000000000644,-100.00000000000009,-162.99999999997982,316.0000000000025,-155.00000000000514,153.00000000000313,-272.99999999999613,-212.99999999999653,228.9999999999992,-107.99999999999699,,-276.9999999999424
2020.11.30,-3.999999999992898,215.00000000000963,-51.00000000000193,177.99999999998929,-12.000000000000899,-194.99999999998963,242.999999999995,-209.00000000000364,155.00000000000514,-135.99999999999568,-154.99999999999403,176.9999999999925,-154.0000000000097,,52.0000000000031
2020.11.30,-0.999999999995449,199.00000000001583,-45.000000000001705,246.99999999999721,-26.999999999999247,-194.99999999998963,260.9999999999957,-247.00000000000833,165.9999999999995,-115.99999999998545,-198.99999999999363,224.00000000000375,-174.00000000000747,,93.00000000003106
2020.11.30,-13.999999999991797,235.00000000000742,-24.999999999991473,329.00000000000153,0.999999999995449,-252.99999999999213,146.99999999999136,-297.00000000000284,35.00000000000725,-265.99999999999113,-452.99999999999227,265.99999999999113,-234.00000000000088,,-528.9999999999684
2020.11.30,-9.999999999998899,263.00000000001324,-30.9999999999917,391.9999999999924,-34.000000000000696,-250.99999999997902,170.0000000000017,-300.0000000000003,-19.999999999997797,-394.00000000000546,-618.9999999999918,271.0000000000008,-226.00000000001506,,-788.9999999999727
2020.11.30,-66.99999999999484,228.00000000000597,-165.99999999999682,367.99999999999056,-48.000000000003595,-303.9999999999932,262.00000000000045,-353.0000000000033,-2.999999999997449,-516.9999999999959,-617.9999999999852,343.9999999999941,-228.00000000000597,,-1101.999999999985
2020.11.30,-114.99999999999844,131.00000000001444,-150.99999999999625,347.0000000000084,-97.9999999999981,-315.99999999998295,209.00000000000318,-368.00000000000165,87.00000000000374,-381.0000000000002,-374.999999999992,382.99999999999557,-175.00000000001404,,-821.9999999999582
2020.11.30,-148.99999999999915,131.99999999999878,-194.99999999999318,343.99999999998875,-102.99999999999754,-347.9999999999928,215.0000000000034,-406.00000000000637,31.000000000003247,-501.9999999999811,-590.999999999986,373.9999999999952,-202.00000000001327,,-1399.9999999999798
