date,GBPUSD,EURUSD,EURCHF,EURJPY,EURCAD,EURAUD,AUDCAD,empty,sum
2018.04.16,-76.99999999999375,-70.99999999999883,-201.00000000000674,-162.00000000000614,-83.9999999999952,-172.0000000000166,-80.00000000000229,,-847.0000000000196
2018.04.16,-100.99999999999554,-79.99999999999119,-205.00000000001074,-177.99999999999727,-76.99999999999375,-159.00000000002024,-60.00000000000449,,-860.0000000000132
2018.04.16,-75.99999999998718,-65.99999999998829,-236.99999999999832,-177.00000000002092,-135.9999999999806,-132.00000000002098,-53.00000000000304,,-876.9999999999994
2018.04.16,-2.999999999997449,-1.999999999990898,-303.0000000000088,-149.0000000000009,-117.99999999999588,35.999999999991594,105.99999999999498,,-433.0000000000074
2018.04.16,-38.99999999998904,-22.999999999995246,-304.9999999999997,-181.0000000000116,-152.99999999998093,-48.000000000003595,83.9999999999952,,-664.999999999985
2018.04.16,-86.99999999999264,-46.999999999997044,-292.00000000000335,-150.00000000000568,-159.99999999998238,-43.00000000001525,80.00000000000229,,-698.9999999999941
2018.04.16,-112.000000000001,-72.99999999998974,-282.0000000000045,-131.00000000000023,-251.99999999998556,-92.00000000000318,99.00000000000463,,-842.9999999999795
2018.04.16,-258.0000000000027,-112.000000000001,-297.9999999999983,-188.0000000000166,-255.99999999998957,-56.000000000011596,144.99999999999514,,-1023.0000000000247
2018.04.16,-248.00000000000378,-116.99999999998934,-290.9999999999968,-158.00000000001546,-268.0000000000016,-55.000000000005045,151.9999999999966,,-985.0000000000155
2018.04.16,-227.99999999998377,-137.9999999999937,-270.00000000001467,-97.00000000000841,-273.9999999999965,-71.00000000002105,151.9999999999966,,-926.0000000000216
2018.04.16,-234.99999999998522,-110.99999999999443,-258.0000000000027,-19.000000000005457,-283.99999999999534,-82.00000000000429,136.99999999999824,,-851.9999999999891
2018.04.16,-245.99999999999068,-126.0000000000039,-255.00000000000523,34.99999999999659,-304.9999999999997,-80.00000000001339,165.9999999999995,,-811.0000000000168
2018.04.16,-285.99999999998624,-117.99999999999588,-251.00000000000122,144.9999999999818,-318.9999999999804,-80.00000000001339,154.99999999999403,,-754.0000000000014
2018.04.16,-275.9999999999874,-106.00000000000608,-235.00000000000742,111.99999999999477,-312.9999999999855,-18.0000000000069,195.9999999999962,,-640.0000000000023
2018.04.16,-255.99999999998957,-92.00000000000318,-234.00000000000088,137.00000000000045,-317.9999999999961,-60.99999999999994,165.00000000000404,,-658.9999999999852
2018.04.16,-214.99999999998744,-59.99999999999339,-259.0000000000092,189.99999999999773,-282.9999999999888,-27.00000000002145,183.99999999999528,,-470.00000000000733
2018.04.16,-193.99999999998306,-36.999999999998145,-266.0000000000107,209.99999999997954,-297.9999999999983,-30.0000000000189,168.00000000000148,,-447.0000000000281
2018.04.16,-159.99999999998238,-43.999999999999595,-290.9999999999968,270.9999999999866,-326.9999999999884,-129.00000000000134,143.9999999999997,,-535.9999999999824
2018.04.16,-312.9999999999855,-97.9999999999981,-304.9999999999997,149.99999999997726,-303.9999999999932,-78.00000000000028,148.99999999999915,,-799.0000000000005
