date,USDCHF,GBPUSD,EURUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2020.05.11,-31.000000000003247,-70.0000000000145,-89.00000000000574,-56.99999999999594,-1.0000000000065512,-176.9999999999925,-75.9999999999983,-118.00000000000699,-179.00000000000205,180.0000000000024,-184.00000000000637,-298.0000000000018,-60.99999999999994,-374.0000000000077,9.000000000000341,51.9999999999925,-21.00000000000435,-77.00000000001594,,-1572.0000000000668
2020.05.11,-19.00000000000235,-38.0000000000047,-85.00000000000173,-78.00000000000028,-18.999999999991246,-274.0000000000009,-36.999999999998145,-186.00000000000838,-206.99999999999363,-79.00000000000685,-211.00000000000563,-352.00000000000387,-142.99999999998204,-392.9999999999989,21.000000000000796,21.99999999999136,-58.99999999999794,-104.00000000001519,,-2241.000000000019
2020.05.11,-14.999999999998348,-43.00000000001525,-85.00000000000173,-149.99999999999457,7.0000000000014495,-513.9999999999958,-4.999999999999449,-210.00000000001017,-442.99999999998363,-45.000000000006146,-338.0000000000161,-582.9999999999984,-144.99999999999514,-686.0000000000089,126.00000000000477,-22.999999999996135,-107.00000000000153,-173.00000000000094,,-3432.000000000016
2020.05.11,-24.000000000001798,-100.0000000000112,-104.99999999999955,-106.99999999999044,4.000000000004,-531.9999999999965,-31.999999999998696,-177.00000000000495,-503.9999999999907,-167.00000000000603,-326.0000000000041,-611.0000000000042,-220.99999999998232,-608.0000000000085,185.00000000000227,-69.00000000000261,-4.000000000004,-187.00000000000384,,-3585.000000000003
2020.05.11,13.00000000000745,-73.00000000001194,-52.99999999999194,-174.99999999999181,9.999999999998899,-530.9999999999917,-8.999999999992347,-219.00000000000253,-525.0000000000057,-143.00000000000423,-417.0000000000007,-599.0000000000038,-151.9999999999966,-729.0000000000018,153.99999999999636,-25.000000000005684,-75.00000000000284,-226.00000000001506,,-3774.000000000015
2020.05.11,-60.99999999999994,-209.9999999999991,-136.00000000000279,-22.999999999995246,8.000000000008,-621.9999999999999,13.00000000000745,-115.00000000000954,-681.999999999988,-139.00000000000023,-177.00000000000495,-697.0000000000027,-98.99999999998244,-429.99999999999704,317.99999999999784,-189.99999999999773,31.000000000003247,-197.00000000000273,,-3407.999999999966
2020.05.11,-107.00000000000153,-239.00000000001143,-194.0000000000053,-44.99999999999504,1.999999999990898,-707.9999999999984,-14.999999999998348,-165.00000000000404,-756.0000000000002,-174.00000000000747,-182.0000000000155,-795.9999999999923,-173.99999999998528,-580.0000000000027,361.99999999999477,-188.0000000000024,56.99999999999594,-267.0000000000172,,-4169.000000000056
2020.05.11,-134.0000000000008,-275.000000000003,-215.99999999999397,-62.99999999999084,11.00000000000545,-757.9999999999956,-53.999999999998494,-201.00000000000674,-822.9999999999791,-270.99999999999903,-283.99999999999534,-837.0000000000033,-237.99999999998266,-666.000000000011,347.999999999999,-177.99999999999727,46.00000000000159,-255.00000000000523,,-4847.999999999955
2020.05.11,-103.99999999999298,-249.99999999999466,-178.99999999999582,-29.000000000001247,9.999999999998899,-700.0000000000028,-20.999999999993246,-151.00000000000114,-756.0000000000002,-214.00000000000307,-114.0000000000141,-772.9999999999961,-168.99999999999693,-510.99999999999477,381.9999999999908,-197.00000000000273,100.00000000000009,-292.00000000000335,,-3968.000000000003
2020.05.11,-166.99999999999494,-351.99999999999676,-258.99999999998704,82.99999999999974,4.999999999988347,-688.999999999993,9.00000000000345,-79.00000000000685,-764.9999999999864,-168.99999999999693,187.00000000000384,-772.9999999999961,-123.99999999999079,-316.0000000000052,501.0000000000048,-269.00000000000546,222.99999999999542,-353.0000000000033,,-3306.999999999967
2020.05.11,-148.99999999999915,-330.0000000000081,-228.00000000000597,62.000000000006494,8.000000000008,-637.999999999991,39.00000000000014,-88.00000000001029,-711.9999999999891,-89.00000000000574,242.99999999999324,-712.9999999999939,-34.99999999998504,-337.0000000000095,498.9999999999952,-236.0000000000042,216.0000000000051,-401.00000000000693,,-2889.0000000000005
2020.05.11,-151.00000000000114,-348.00000000001495,-238.0000000000049,-6.999999999990347,4.999999999988347,-587.9999999999939,38.0000000000047,-157.00000000000713,-667.0000000000016,-119.00000000000244,143.00000000000423,-665.9999999999968,-53.999999999998494,-544.0000000000111,438.0000000000024,-129.0000000000049,182.00000000000438,-480.00000000001376,,-3342.0000000000373
2020.05.11,-147.99999999999258,-299.00000000000483,-236.99999999999832,-17.000000000000348,2.999999999997449,-608.9999999999947,23.00000000000635,-165.9999999999995,-637.0000000000005,-87.99999999999919,143.00000000000423,-685.9999999999928,-91.99999999998099,-581.0000000000093,418.99999999999693,-129.99999999999545,165.00000000000404,-454.00000000002103,,-3390.99999999998
2020.05.11,-132.99999999999423,-358.9999999999982,-231.0000000000034,21.999999999999797,-5.000000000010552,-691.9999999999931,43.00000000000415,-119.00000000000244,-828.000000000003,-144.99999999999514,157.99999999999147,-792.0000000000016,-56.99999999999594,-442.9999999999934,521.9999999999914,-233.0000000000041,197.00000000000273,-451.0000000000014,,-3546.000000000007
2020.05.11,-151.00000000000114,-324.9999999999975,-231.0000000000034,1.0000000000065512,9.999999999998899,-750.0,30.000000000007798,-149.00000000001023,-835.9999999999843,-99.00000000000463,134.99999999999625,-828.000000000003,-60.99999999999994,-517.0000000000119,519.999999999996,-230.99999999999454,167.00000000000603,-441.0000000000025,,-3756.000000000002
2020.05.11,-139.00000000000023,-307.00000000001285,-228.00000000000597,8.000000000008,5.999999999994898,-741.9999999999902,58.000000000002494,-135.00000000000733,-818.9999999999884,-32.0000000000098,188.9999999999947,-825.0000000000028,-20.999999999982144,-486.00000000000864,531.9999999999965,-236.99999999999477,158.0000000000026,-448.000000000004,,-3468.0000000000086
2020.05.11,-109.99999999999899,-178.99999999999582,-181.9999999999933,-73.00000000000084,11.00000000000545,-686.9999999999976,52.000000000007596,-196.00000000000728,-663.9999999999873,69.9999999999923,205.99999999999508,-759.0000000000003,-17.999999999984695,-652.9999999999925,451.9999999999982,-141.00000000000534,107.99999999999699,-484.00000000001774,,-3246.9999999999864
2020.05.11,-81.9999999999932,-194.0000000000053,-171.99999999999437,-101.99999999999099,-8.999999999992347,-644.999999999996,35.00000000000725,-204.00000000000418,-659.9999999999966,-46.999999999997044,24.000000000001798,-730.000000000004,-89.99999999999008,-710.999999999995,384.00000000000034,-103.00000000000864,82.00000000000429,-451.0000000000014,,-3674.9999999999554
2020.05.11,-70.99999999999883,-188.00000000001037,-201.00000000000674,-73.99999999999629,-46.999999999997044,-682.9999999999927,76.0000000000094,-170.00000000000347,-717.9999999999893,51.000000000001044,133.99999999998968,-819.0000000000026,-49.99999999999449,-686.0000000000089,459.99999999999375,-162.00000000000614,89.00000000000574,-462.0000000000068,,-3521.0000000000146
2020.05.11,-53.999999999998494,-258.0000000000027,-178.99999999999582,-110.99999999999443,-43.999999999999595,-823.9999999999981,109.00000000000354,-194.0000000000053,-985.99999999999,17.000000000000348,-127.99999999999478,-963.9999999999986,26.999999999999247,-750.0000000000063,501.0000000000048,-218.00000000000352,-19.999999999997797,-428.00000000000614,,-4503.999999999984
2020.05.11,7.9999999999968985,-29.00000000001235,-113.00000000000753,-100.99999999999554,-45.000000000006146,-862.9999999999995,121.00000000000443,-143.9999999999997,-871.9999999999857,238.99999999998923,275.9999999999874,-1009.0000000000003,43.00000000001525,-615.00000000001,590.999999999994,-293.99999999999693,56.99999999999594,-445.0000000000065,,-3195.0000000000364
2020.05.11,0.0,134.99999999999625,-97.9999999999981,-258.9999999999981,-24.000000000001798,-822.9999999999933,23.00000000000635,-310.0000000000103,-632.000000000005,255.00000000000523,214.00000000000307,-935.9999999999928,-122.99999999998423,-1048.0000000000045,444.9999999999932,-97.99999999999898,21.00000000000435,-548.9999999999995,,-3806.9999999999777
2020.05.11,58.99999999999794,343.00000000000443,15.00000000000945,-347.9999999999928,21.00000000000435,-777.000000000001,16.0000000000049,-357.00000000000733,-438.99999999999295,412.9999999999967,160.99999999998892,-840.999999999994,-68.99999999998573,-1124.9999999999982,319.9999999999932,-15.000000000000568,-95.99999999999609,-494.00000000001666,,-3212.9999999999854
2020.05.11,102.99999999999754,243.99999999999977,62.000000000006494,-407.99999999999727,22.999999999995246,-754.9999999999955,-9.999999999998899,-386.0000000000086,-576.9999999999982,126.99999999998823,-120.00000000000898,-817.9999999999978,-144.99999999999514,-1217.0000000000014,286.9999999999919,33.00000000000125,-75.00000000000284,-520.0000000000093,,-4152.000000000033
2020.05.11,96.00000000000719,452.99999999999227,78.00000000000028,-461.99999999999574,42.0000000000087,-769.999999999996,-66.99999999999484,-445.0000000000065,-364.0000000000043,295.0000000000008,-51.000000000001044,-810.0000000000023,-234.99999999998522,-1358.999999999999,203.00000000000296,85.99999999999852,-124.99999999999733,-484.00000000001774,,-3918.999999999989
2020.05.11,7.0000000000014495,295.99999999998516,-4.000000000004,-447.99999999999284,58.000000000002494,-850.9999999999991,-182.99999999999983,-484.00000000000665,-504.99999999999545,-46.999999999997044,-181.00000000000892,-878.0000000000001,-461.0000000000003,-1439.0000000000125,231.99999999999932,88.99999999999864,-7.0000000000014495,-512.0000000000014,,-5318.000000000033
2020.05.11,46.999999999997044,714.999999999999,56.000000000011596,-614.9999999999989,72.99999999998974,-870.9999999999951,-206.99999999999054,-620.0000000000094,-133.99999999998613,394.9999999999898,-229.00000000001253,-878.0000000000001,-489.99999999999045,-1832.0000000000114,18.999999999991246,227.99999999999443,-266.999999999995,-426.9999999999996,,-5037.000000000016
2020.05.11,50.0000000000056,720.9999999999939,52.000000000007596,-545.9999999999909,68.00000000000139,-826.9999999999982,-145.9999999999906,-553.0000000000035,-76.99999999999818,551.9999999999969,-97.9999999999981,-840.999999999994,-365.99999999999966,-1631.0000000000048,34.99999999999659,176.00000000000193,-290.9999999999968,-371.00000000001023,,-4092.999999999982
