date,USDJPY,USDCAD,AUDUSD,NZDUSD,AUDCHF,EURAUD,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2019.06.17,-12.000000000000455,-8.000000000008,-18.0000000000069,42.999999999993044,-16.0000000000049,-123.00000000000644,-27.999999999991587,21.000000000000796,-35.00000000000725,60.99999999999994,,-115.00000000003175
2019.06.17,6.000000000000227,-26.0000000000149,-6.0000000000060005,42.999999999993044,-12.999999999996348,-100.0000000000112,-9.999999999990905,34.99999999999659,-3.0000000000085514,112.000000000001,,37.99999999996295
2019.06.17,43.00000000000637,0.9999999999843467,-6.0000000000060005,15.999999999993797,-0.999999999995449,-160.00000000000458,18.000000000000682,30.000000000001137,-15.00000000000945,158.99999999999804,,84.99999999996889
2019.06.17,49.000000000006594,-22.0000000000109,12.999999999996348,22.999999999995246,12.999999999996348,-109.00000000000354,43.00000000000637,37.9999999999967,26.999999999999247,183.99999999998417,,258.9999999999666
2019.06.17,47.000000000011255,-52.000000000007596,39.00000000000014,60.99999999999994,48.000000000003595,-69.00000000000794,69.00000000000261,81.00000000000307,82.99999999999974,159.99999999998238,,466.99999999998715
2019.06.17,79.9999999999983,-31.000000000003247,40.99999999999105,56.0000000000005,77.00000000000485,-58.000000000002494,97.00000000000841,97.99999999999898,68.99999999999685,170.99999999998784,,599.999999999981
2019.06.17,79.00000000000773,-29.00000000001235,64.99999999999284,95.99999999999609,83.9999999999952,-69.00000000000794,121.99999999999989,137.99999999999102,100.00000000000009,148.99999999999915,,734.9999999999618
2019.06.17,140.00000000000057,-70.0000000000145,63.99999999999739,102.00000000000209,92.99999999999864,-60.000000000015596,159.9999999999966,185.99999999999284,125.99999999999278,129.00000000000134,,869.9999999999523
2019.06.17,142.00000000001012,-52.000000000007596,47.9999999999925,103.99999999999298,82.00000000000429,-102.00000000000209,144.99999999999602,188.99999999999295,90.99999999999665,102.00000000000209,,748.9999999999777
2019.06.17,121.99999999999989,-18.0000000000069,89.99999999999008,127.99999999999478,117.00000000000044,-63.000000000013046,177.0000000000067,201.99999999999818,125.99999999999278,129.99999999998568,,1010.9999999999486
2019.06.17,100.00000000000853,-17.000000000000348,56.0000000000005,129.00000000000134,85.00000000000173,-103.00000000000864,125.0,188.0000000000024,79.99999999999119,75.00000000000284,,717.9999999999994
2019.06.17,124.00000000000944,-8.000000000008,91.99999999999208,156.99999999999602,143.00000000000423,-6.000000000017103,180.00000000000682,234.99999999999943,119.99999999999788,86.99999999999264,,1123.9999999999734
2019.06.17,93.00000000000352,7.999999999985796,59.99999999999339,163.99999999999747,124.99999999999733,-86.0000000000083,123.99999999999523,224.00000000000375,67.9999999999903,25.999999999992696,,805.9999999999512
2019.06.17,90.00000000000341,7.999999999985796,71.99999999999429,175.99999999999838,150.00000000000568,-58.000000000002494,134.00000000000034,233.0000000000041,81.9999999999932,26.999999999999247,,913.9999999999819
2019.06.17,94.99999999999886,-7.0000000000014495,59.99999999999339,186.99999999999272,151.9999999999966,-43.00000000001525,125.0,250.0,76.99999999999375,-14.000000000002899,,881.9999999999557
2019.06.17,112.99999999999955,-7.0000000000014495,56.0000000000005,163.99999999999747,139.99999999999568,-43.00000000001525,134.00000000000034,233.99999999999466,71.99999999999429,21.999999999988695,,884.9999999999545
2019.06.17,114.00000000000432,-7.0000000000014495,40.99999999999105,148.99999999999915,104.00000000000409,-57.00000000001815,118.00000000000921,218.9999999999941,51.99999999999649,20.999999999982144,,753.9999999999609
2019.06.17,105.00000000000398,12.999999999996348,43.999999999999595,182.99999999999983,87.99999999999919,-67.00000000001705,117.00000000000443,248.99999999999523,41.9999999999976,-26.0000000000149,,747.9999999999643
2019.06.17,85.00000000000796,-26.0000000000149,13.999999999991797,181.9999999999933,92.99999999999864,-43.00000000001525,67.99999999999784,237.99999999999955,27.999999999994696,-74.0000000000185,,564.9999999999351
2019.06.17,111.0000000000042,-45.000000000006146,-13.00000000000745,131.99999999999878,68.99999999999685,-110.00000000001009,55.999999999997385,198.99999999999807,5.999999999994898,-34.000000000000696,,370.9999999999658
2019.06.17,87.0000000000033,-70.99999999999883,-7.0000000000014495,175.00000000000293,11.00000000000545,-92.00000000000318,46.999999999997044,230.99999999999454,29.999999999996696,-90.99999999999665,,319.99999999999983
2019.06.17,70.00000000000739,-92.00000000000318,-8.000000000008,168.99999999999693,-31.000000000003247,-137.00000000000932,31.999999999996476,212.0000000000033,47.9999999999925,-87.99999999999919,,174.99999999997362
2019.06.17,97.00000000000841,-32.0000000000098,-10.000000000010001,178.99999999999582,12.000000000000899,-175.00000000001404,52.00000000000671,242.00000000000443,0.999999999995449,-106.00000000000608,,259.9999999999718
2019.06.17,82.00000000000784,-59.000000000009045,-9.00000000000345,208.99999999999253,60.00000000000449,-151.00000000001222,42.00000000000159,260.9999999999957,20.999999999993246,-147.00000000000824,,308.9999999999624
2019.06.17,115.99999999999966,-63.99999999999739,1.999999999990898,212.99999999999653,70.0000000000034,-140.0000000000068,76.00000000000762,290.9999999999968,39.999999999995595,-141.99999999999767,,461.9999999999887
2019.06.17,129.0000000000049,-69.00000000000794,-20.0000000000089,181.9999999999933,63.00000000000195,-150.00000000000568,60.000000000002274,263.9999999999958,10.999999999994348,-127.00000000001043,,342.99999999995964
2019.06.17,143.00000000000068,-16.000000000016,-35.00000000000725,161.00000000000003,21.999999999999797,-239.00000000001143,55.00000000000682,253.0000000000001,-45.000000000006146,-116.00000000000499,,182.99999999996163
2019.06.17,198.99999999999807,-43.00000000001525,-52.000000000007596,134.0000000000008,-14.000000000002899,-340.00000000000693,75.00000000000284,259.00000000000034,-47.00000000000814,-97.00000000001374,,73.99999999994749
2019.06.17,209.00000000000318,-36.999999999998145,-65.99999999999939,148.99999999999915,-9.999999999998899,-350.00000000000585,66.0000000000025,280.9999999999917,-70.99999999999883,-143.00000000000423,,27.99999999999116
2019.06.17,197.00000000000273,-29.00000000001235,-60.00000000000449,153.00000000000313,-51.99999999999649,-500.00000000001154,66.0000000000025,275.99999999999625,-65.99999999999939,-138.0000000000159,,-153.00000000003553
2019.06.17,143.00000000000068,4.999999999988347,-40.00000000000669,166.99999999999494,-82.99999999999974,-560.0000000000049,51.00000000000193,257.99999999999557,-65.00000000000395,-136.00000000000279,,-260.0000000000366
2019.06.17,62.00000000001182,-74.0000000000185,-75.00000000000284,127.99999999999478,-104.00000000000409,-645.0000000000067,-45.000000000001705,164.00000000000148,-59.000000000009045,-119.00000000000244,,-767.0000000000373
2019.06.17,54.000000000002046,-23.00000000001745,-51.000000000001044,137.9999999999937,-90.99999999999665,-620.0000000000206,-24.00000000000091,167.0000000000016,-59.000000000009045,-100.0000000000112,,-609.0000000000596
2019.06.17,103.00000000000864,-9.999999999998899,-94.00000000000519,93.99999999999409,-95.99999999999609,-713.0000000000081,-36.99999999999193,153.99999999999636,-128.00000000000588,-99.00000000000463,,-826.0000000000116
2019.06.17,132.000000000005,43.999999999999595,-97.00000000000264,112.000000000001,-85.00000000000173,-702.0000000000026,-21.000000000000796,191.0000000000025,-167.00000000000603,-131.99999999999878,,-725.0000000000044
2019.06.17,183.00000000000693,55.99999999998939,-229.00000000000142,73.99999999999629,-129.9999999999968,-823.0000000000182,-128.0000000000001,182.99999999999272,-353.99999999999875,-273.0000000000121,,-1441.000000000042
2019.06.17,129.0000000000049,31.000000000003247,-168.00000000000148,100.00000000000009,-163.99999999999747,-815.0000000000101,-99.00000000000375,174.99999999999716,-256.0000000000007,-222.00000000001108,,-1289.0000000000193
2019.06.17,78.00000000000296,90.99999999999665,-140.0000000000068,109.99999999999899,-149.99999999999457,-762.0000000000182,-103.9999999999992,150.99999999999625,-257.0000000000072,-192.99999999999872,,-1176.0000000000298
2019.06.17,78.00000000000296,58.000000000002494,-148.0000000000037,100.00000000000009,-146.00000000000168,-744.0000000000114,-111.99999999999477,141.9999999999959,-247.00000000000833,-190.00000000000128,,-1209.0000000000196
