date,GBPUSD,AUDUSD,GBPCHF,EURCHF,CADCHF,NZDCHF,EURGBP,GBPCAD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,empty,sum
2017.12.04,139.9999999999846,-6.0000000000060005,-25.999999999992696,-43.999999999999595,-3.999999999992898,-6.0000000000060005,7.0000000000014495,-113.99999999999189,-78.00000000000028,175.99999999999838,-77.00000000001594,6.999999999990791,81.99999999999363,52.00000000000671,-58.000000000002494,,50.99999999996778
2017.12.04,417.99999999998505,-10.000000000010001,206.00000000001728,-8.000000000008,-36.999999999998145,19.00000000000235,-151.00000000000114,-581.9999999999936,-211.00000000000563,208.99999999999253,-204.00000000000418,12.999999999991019,37.00000000000614,50.00000000001137,-95.99999999999609,,-347.0000000000111
2017.12.04,786.9999999999822,4.999999999999449,529.0000000000017,-29.00000000001235,-58.99999999999794,14.000000000002899,-339.99999999999585,-1048.0000000000045,-236.99999999999832,280.9999999999979,-180.0000000000024,9.999999999990905,52.00000000000671,16.000000000005343,-132.99999999999423,,-332.00000000001864
2017.12.04,578.9999999999961,37.99999999999359,681.0000000000205,127.99999999999478,57.00000000000705,-48.000000000003595,-318.99999999999153,-984.9999999999915,-223.00000000001762,150.00000000000568,-255.00000000000523,-3.0000000000001137,-21.000000000000796,51.00000000000193,-85.99999999999719,,-255.99999999998798
2017.12.04,584.9999999999911,-10.000000000010001,554.00000000001,123.99999999999079,-10.999999999994348,-21.999999999999797,-232.99999999999432,-974.9999999999925,-353.0000000000033,195.9999999999962,-287.000000000015,96.9999999999942,36.000000000001364,92.00000000001296,-132.99999999999423,,-340.00000000000693
2017.12.04,495.99999999998533,-56.0000000000005,508.00000000001955,182.99999999999983,13.00000000000745,-123.00000000000644,-157.99999999999147,-866.0000000000113,-390.0000000000015,144.99999999999514,-152.0000000000188,99.99999999999432,-16.999999999995907,9.000000000000341,-236.00000000000287,,-544.0000000000268
2017.12.04,383.99999999998437,-60.00000000000449,535.0000000000188,302.0000000000023,94.00000000000519,-200.00000000000017,-83.9999999999952,-716.9999999999899,-383.0,134.00000000001188,-131.00000000001444,116.99999999999022,-6.000000000000227,16.000000000005343,-242.99999999999324,,-241.99999999997965
2017.12.04,468.9999999999861,-139.00000000000023,542.0000000000202,283.99999999999534,75.00000000000284,-204.00000000000418,-105.99999999999498,-766.0,-389.0000000000171,32.999999999994145,-86.0000000000083,113.99999999999011,-66.99999999999307,-7.999999999995566,-266.999999999995,,-515.0000000000198
2017.12.04,432.9999999999945,-113.00000000000753,490.0000000000126,205.99999999999508,60.00000000000449,-124.00000000000189,-125.99999999999278,-730.0000000000084,-319.0000000000026,7.0000000000014495,-179.00000000001802,72.99999999999329,-81.00000000000307,34.000000000006025,-181.9999999999933,,-551.0000000000203
2017.12.04,384.9999999999909,-121.00000000000443,458.00000000000284,258.99999999998704,53.00000000000304,-135.00000000000733,-68.00000000000139,-707.9999999999975,-404.0000000000044,39.00000000001125,-229.00000000001253,85.99999999999852,-100.99999999999909,23.000000000010346,-203.99999999999307,,-667.0000000000158
2017.12.04,367.99999999999056,-121.99999999999989,441.0000000000025,246.99999999999721,53.999999999998494,-118.00000000000699,-64.99999999999284,-686.0000000000089,-385.99999999999744,22.0000000000109,-253.00000000001432,88.99999999999864,-94.99999999999886,47.000000000011255,-181.9999999999933,,-639.0000000000027
2017.12.04,407.99999999998613,-144.0000000000108,529.0000000000017,280.9999999999979,96.00000000000719,-131.00000000000333,-98.99999999999353,-707.9999999999975,-354.0000000000099,-32.999999999994145,-272.00000000000557,79.9999999999983,-114.99999999999488,67.00000000000728,-153.00000000000313,,-548.0000000000142
2017.12.04,367.99999999999056,-101.00000000000664,455.0000000000054,235.99999999999176,65.99999999999939,-95.00000000000064,-78.99999999999574,-672.0000000000059,-347.0000000000084,36.0000000000138,-297.9999999999983,95.99999999998943,-60.000000000002274,90.00000000000341,-134.99999999999625,,-440.0000000000204
2017.12.04,339.99999999998477,-51.000000000001044,442.00000000000904,261.9999999999845,77.00000000000485,-31.999999999998696,-49.99999999999449,-638.0000000000052,-371.00000000001023,156.00000000000057,-509.00000000000387,54.99999999999261,-42.00000000000159,137.00000000000045,-42.999999999993044,,-267.0000000000315
