date,USDCHF,USDCAD,EURCHF,CADCHF,EURJPY,EURNZD,AUDCAD,NZDCAD,empty,sum
2020.05.04,-161.00000000000003,-37.00000000002035,-14.000000000002899,-80.99999999999774,-203.99999999999352,-346.0000000000019,-99.00000000000463,-179.00000000000693,,-1121.000000000028
2020.05.04,12.999999999996348,-58.000000000002494,8.000000000008,-127.99999999999478,-152.00000000000102,-356.00000000000074,-178.00000000000037,-173.00000000000094,,-1023.999999999996
2020.05.04,14.999999999998348,-338.0000000000161,-51.000000000001044,-80.00000000000229,-120.99999999999511,-573.0000000000013,-165.9999999999995,-182.00000000000438,,-1496.0000000000211
2020.05.04,104.99999999999955,-442.00000000000904,-60.99999999999994,-107.99999999999699,-211.9999999999891,-937.9999999999944,-170.00000000000347,-258.9999999999981,,-2084.9999999999914
2020.05.04,95.00000000000064,-451.0000000000014,-49.00000000001015,-124.99999999999733,-212.99999999999386,-906.0000000000068,-167.00000000000603,-258.0000000000027,,-2074.0000000000177
2020.05.04,74.99999999999174,-548.9999999999995,-60.99999999999994,-175.99999999999838,-311.9999999999976,-1201.999999999992,-206.00000000000617,-297.9999999999983,,-2729.0000000000005
2020.05.04,91.99999999999208,-633.0000000000168,-68.00000000000139,-190.00000000000128,-417.0000000000016,-1242.999999999994,-163.99999999999747,-316.0000000000052,,-2939.0000000000255
2020.05.04,129.00000000000134,-700.0000000000117,-63.99999999999739,-187.9999999999993,-451.9999999999982,-1198.9999999999945,-112.000000000001,-287.9999999999994,,-2874.0000000000005
2020.05.04,134.0000000000008,-684.000000000018,-63.000000000013046,-185.99999999999727,-415.9999999999968,-1011.9999999999907,-48.99999999999905,-213.00000000000762,,-2489.000000000022
2020.05.04,142.99999999999312,-508.00000000001955,-59.000000000009045,-119.00000000000244,-372.99999999999045,-757.999999999992,-51.000000000001044,-182.99999999999983,,-1908.0000000000214
2020.05.04,146.99999999999713,-456.00000000001194,-103.99999999999298,-83.9999999999952,-478.9999999999992,-652.9999999999925,-28.000000000005798,-187.00000000000384,,-1844.0000000000043
2020.05.04,171.99999999999437,-434.000000000001,-96.99999999999153,-56.99999999999594,-484.99999999999943,-571.0000000000103,-51.000000000001044,-185.00000000000182,,-1708.000000000007
2020.05.04,179.99999999999127,-403.00000000002,-93.99999999999409,-31.000000000003247,-493.9999999999998,-402.9999999999978,-24.000000000001798,-170.99999999999892,,-1440.0000000000243
2020.05.04,180.99999999999784,-340.00000000000693,-119.00000000000244,-9.00000000000345,-487.99999999999955,-411.0000000000058,-48.000000000003595,-182.99999999999983,,-1417.0000000000239
2020.05.04,173.9999999999964,-385.00000000001313,-139.00000000000023,-7.9999999999968985,-493.9999999999998,-587.0000000000042,-139.00000000000023,-282.99999999999994,,-1861.000000000018
2020.05.04,230.99999999999233,-411.0000000000058,-116.00000000000499,-7.9999999999968985,-554.9999999999926,-609.9999999999994,-136.00000000000279,-282.99999999999994,,-1888.00000000001
2020.05.04,249.99999999999466,-438.00000000000506,-96.00000000000719,0.0,-551.9999999999925,-520.9999999999936,-80.99999999999774,-223.00000000000654,,-1661.000000000008
2020.05.04,256.0000000000007,-550.000000000006,-121.99999999999989,-14.000000000002899,-588.9999999999986,-563.0000000000024,-128.00000000000588,-234.00000000000088,,-1944.000000000016
2020.05.04,204.99999999999963,-575.0000000000144,-184.00000000000637,-63.99999999999739,-643.9999999999912,-573.0000000000013,-153.99999999999858,-238.0000000000049,,-2227.0000000000146
2020.05.04,135.99999999999167,-486.00000000000864,-150.00000000000568,-70.0000000000034,-530.9999999999917,-453.99999999999886,-92.00000000000318,-141.99999999999767,,-1789.0000000000175
2020.05.04,117.00000000000044,-574.0000000000078,-208.00000000000819,-129.9999999999968,-536.9999999999919,-343.00000000000443,-58.000000000002494,-99.00000000000463,,-1832.0000000000157
2020.05.04,140.99999999999113,-478.0000000000006,-202.00000000001327,-85.99999999999719,-622.9999999999905,-279.00000000000705,-60.00000000000449,-102.99999999999754,,-1690.0000000000196
2020.05.04,243.99999999999977,-401.00000000000693,-178.00000000001148,17.999999999995797,-647.9999999999961,151.9999999999966,129.9999999999968,39.999999999995595,,-643.00000000003
2020.05.04,176.99999999999383,-331.0000000000146,-97.9999999999981,56.0000000000005,-537.9999999999967,100.99999999999554,77.00000000000485,-13.00000000000745,,-569.000000000022
2020.05.04,203.99999999999307,-436.00000000001415,-150.00000000000568,7.9999999999968985,-637.999999999991,-15.999999999993797,107.00000000000153,-46.999999999997044,,-968.0000000000102
2020.05.04,229.99999999999687,-413.00000000001893,-107.99999999999699,58.99999999999794,-605.9999999999945,-14.000000000002899,104.99999999999955,-58.000000000002494,,-805.0000000000216
