date,USDJPY,AUDUSD,GBPCHF,EURCHF,AUDCHF,EURGBP,GBPJPY,EURAUD,AUDJPY,NZDJPY,NZDCAD,empty,sum
2016.08.29,-148.9999999999867,-26.999999999999247,-76.99999999999375,-45.99999999999049,-29.999999999996696,-60.99999999999994,-218.9999999999941,-29.00000000001235,-129.99999999999545,-134.9999999999909,-121.00000000000443,,-1023.9999999999641
2016.08.29,-180.99999999999739,5.999999999994898,-79.99999999999119,-68.00000000000139,-4.999999999999449,-109.99999999999899,-276.9999999999868,71.99999999998319,-182.00000000000216,-164.99999999999204,-121.99999999999989,,-1111.9999999999914
2016.08.29,-242.999999999995,-46.999999999997044,-29.999999999996696,-139.00000000000023,-17.000000000000348,-90.0000000000012,-283.9999999999918,183.99999999998417,-242.999999999995,-149.99999999999147,-292.00000000000335,,-1350.999999999988
2016.08.29,-183.9999999999975,-14.000000000002899,41.000000000002146,-113.99999999999189,2.000000000002,-58.99999999999794,-147.99999999999613,222.99999999999542,-174.0000000000066,-96.9999999999942,-275.000000000003,,-798.9999999999907
2016.08.29,-179.9999999999926,2.000000000002,72.0000000000054,-114.99999999999844,13.00000000000745,-46.999999999997044,-83.99999999997476,271.99999999998334,-186.00000000000705,-70.99999999999795,-336.00000000000296,,-659.9999999999727
2016.08.29,-159.9999999999966,54.999999999993946,-4.999999999988347,-120.00000000000898,74.00000000000739,-88.99999999999464,-141.9999999999959,401.99999999999125,-302.99999999999727,-141.9999999999959,-321.0000000000046,,-750.9999999999897
2016.08.29,-231.99999999999932,151.00000000000114,-55.000000000005045,-113.00000000000753,177.00000000000495,-126.99999999999933,-254.99999999999545,576.9999999999831,-453.9999999999935,-253.0000000000001,-223.00000000000654,,-807.0000000000177
2016.08.29,-230.99999999999454,153.00000000000313,-134.99999999999625,-79.00000000000685,195.00000000000074,-137.9999999999937,-290.9999999999968,515.9999999999832,-347.999999999999,-174.99999999999716,-264.0000000000087,,-797.0000000000059
2016.08.29,-162.9999999999967,143.00000000000423,-113.00000000000753,-86.0000000000083,159.00000000000912,-134.0000000000008,-230.99999999999454,522.9999999999845,-326.0000000000076,-193.9999999999884,-289.0000000000059,,-711.0000000000119
2016.08.29,-133.99999999998613,114.00000000000298,-68.00000000000139,-106.00000000000608,160.00000000000458,-127.99999999999478,-126.99999999998113,539.999999999985,-281.9999999999965,-100.99999999999909,-268.0000000000016,,-399.99999999997414
2016.08.29,-39.99999999999204,161.00000000000003,-52.000000000007596,-113.00000000000753,173.00000000000094,-126.0000000000039,-19.99999999998181,597.9999999999874,-242.00000000000443,-95.99999999998943,-230.000000000008,,12.999999999993605
2016.08.29,30.000000000001137,117.00000000000044,-121.99999999999989,-104.99999999999955,163.00000000000205,-168.00000000000148,71.00000000002638,554.9999999999944,-170.0000000000017,-24.00000000000091,-206.00000000000617,,141.00000000001475
2016.08.29,19.000000000005457,76.99999999999375,-126.0000000000039,-99.00000000000463,143.9999999999997,-163.99999999999747,57.00000000001637,495.000000000001,-120.99999999999511,16.000000000005343,-282.99999999999994,,15.000000000020577
2016.08.29,-14.999999999986358,68.00000000000139,-109.99999999998789,-83.9999999999952,133.00000000000534,-136.99999999999824,73.0000000000075,461.99999999998465,-111.99999999999477,90.00000000000341,-331.0000000000035,,37.00000000003632
2016.08.29,78.00000000000296,48.000000000003595,-99.99999999998899,-69.9999999999923,135.00000000000733,-151.00000000000114,174.0000000000066,465.99999999998863,-52.00000000000671,129.0000000000049,-306.00000000000625,,351.00000000001864
2016.08.29,146.0000000000008,51.000000000001044,-133.99999999998968,-80.99999999999774,132.0000000000099,-178.99999999999582,229.00000000001342,468.9999999999861,-4.0000000000048885,176.00000000000193,-350.00000000000585,,455.00000000001916
2016.08.29,134.00000000000034,48.000000000003595,-123.00000000000644,-76.99999999999375,141.00000000000225,-168.00000000000148,255.00000000002387,490.999999999997,16.999999999995907,237.99999999999955,-395.0000000000009,,561.0000000000199
2016.08.29,160.0000000000108,32.999999999994145,-156.00000000000057,-70.99999999999883,140.0000000000068,-161.00000000000003,288.0000000000109,454.9999999999832,54.000000000002046,322.00000000000273,-407.0000000000018,,657.0000000000093
2016.08.29,211.00000000001273,56.99999999999594,-296.9999999999917,-52.000000000007596,133.00000000000534,-254.99999999999412,174.0000000000066,429.99999999999704,63.99999999999295,303.0000000000115,-396.00000000000745,,372.0000000000212
2016.08.29,257.000000000005,60.99999999999994,-326.0000000000041,-60.99999999999994,114.00000000000298,-253.0000000000032,195.0000000000216,398.9999999999938,85.99999999999852,286.00000000000136,-370.00000000000364,,388.0000000000123
2016.08.29,226.0000000000133,61.999999999995396,-292.9999999999877,-79.00000000000685,41.000000000002146,-256.99999999999613,30.000000000001137,200.99999999998454,3.0000000000001137,222.0000000000084,-398.00000000000944,,-241.9999999999951
2016.08.29,170.0000000000017,122.99999999999534,-391.9999999999924,-2.999999999997449,135.00000000000733,-231.0000000000034,-70.99999999999795,320.9999999999935,-37.00000000000614,182.00000000000216,-378.00000000000057,,-180.99999999999784
2016.08.29,111.0000000000042,49.99999999999449,-404.9999999999887,55.000000000005045,104.99999999999955,-215.99999999999397,-96.99999999997999,202.9999999999976,-40.00000000000625,155.00000000000114,-394.00000000000546,,-472.9999999999723
2016.08.29,102.00000000000387,-9.999999999998899,-340.9999999999913,38.99999999998904,62.000000000006494,-217.99999999999596,-103.999999999985,136.99999999998712,-9.000000000000341,224.00000000000375,-445.0000000000065,,-562.9999999999877
2016.08.29,101.0000000000133,-0.999999999995449,-333.0000000000055,53.999999999998494,65.00000000000395,-183.99999999999528,1.0000000000047748,140.99999999999113,37.9999999999967,219.0000000000083,-425.0000000000087,,-323.9999999999883
2016.08.29,27.000000000001023,-36.0000000000027,-340.9999999999913,38.0000000000047,0.0,-188.9999999999947,-125.0,32.999999999994145,10.99999999999568,185.00000000000227,-460.00000000000483,,-856.9999999999957
