date,USDCHF,EURUSD,AUDUSD,CHFJPY,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.09.24,-63.99999999999739,7.0000000000014495,-43.00000000000415,-27.000000000001023,14.999999999998348,155.9999999999775,86.0000000000083,90.00000000001229,-14.000000000002899,-12.000000000000899,8.999999999992347,-69.9999999999923,,132.9999999999916
2018.09.24,0.999999999995449,-39.999999999995595,-26.999999999999247,-131.00000000000023,36.999999999998145,157.99999999998704,0.0,22.0000000000109,86.0000000000083,-7.9999999999968985,24.000000000001798,-88.99999999998354,,33.00000000002615
2018.09.24,-11.00000000000545,-66.99999999999484,-69.00000000000794,-239.00000000000432,41.9999999999976,217.9999999999893,-1.999999999990898,49.00000000001015,93.00000000000975,-48.99999999999905,63.99999999999739,-95.00000000000064,,-65.99999999999895
2018.09.24,-19.999999999997797,-52.99999999999194,-70.99999999999883,-237.99999999999955,78.99999999999574,167.0000000000016,55.99999999998939,127.00000000001043,90.00000000001229,-56.99999999999594,81.9999999999932,-78.99999999998464,,83.00000000003395
2018.09.24,-29.000000000001247,-60.99999999999994,-121.00000000000443,-188.0000000000024,90.0000000000012,108.99999999998045,116.99999999998934,266.0000000000107,52.99999999999194,-96.99999999999153,131.99999999999878,-69.9999999999923,,200.99999999998053
2018.09.24,-50.0000000000056,-75.99999999998718,-126.0000000000039,-186.9999999999976,80.00000000000229,174.99999999998295,109.00000000000354,233.00000000001654,42.0000000000087,-85.00000000000173,129.00000000000134,-54.99999999998284,,189.00000000003644
2018.09.24,-73.99999999999629,-89.00000000000574,-162.0000000000066,-213.99999999999864,34.99999999999615,331.99999999999363,-32.999999999994145,215.00000000000963,95.00000000000064,-151.9999999999966,219.00000000000253,-24.000000000001798,,148.00000000000276
2018.09.24,-109.00000000000354,-58.99999999998684,-138.00000000000477,-192.99999999999784,17.999999999995797,352.00000000000387,-60.99999999999994,167.00000000000603,96.00000000000719,-146.00000000000168,197.00000000000273,-42.999999999993044,,81.00000000002794
2018.09.24,-114.00000000000298,-59.99999999999339,-153.99999999999858,-177.99999999999727,34.000000000000696,311.9999999999834,-70.99999999999883,226.99999999999943,124.99999999999733,-181.9999999999933,227.99999999999488,-49.99999999999449,,116.9999999999969
2018.09.24,-151.9999999999966,21.00000000000435,-57.00000000000705,-129.0000000000049,14.000000000002899,246.99999999998568,-89.99999999999008,77.00000000001594,106.00000000000608,-110.99999999999443,146.99999999999713,-68.00000000000139,,5.0000000000176215
2018.09.24,-141.99999999999767,-1.0000000000065512,-82.99999999999974,-144.99999999999602,15.999999999993797,274.99999999997726,-63.99999999999739,106.00000000000608,89.00000000000574,-117.00000000000044,126.99999999999933,-97.9999999999981,,-37.0000000000137
2018.09.24,-143.00000000000423,14.000000000002899,-36.999999999998145,-144.99999999999602,24.000000000001798,242.999999999995,-36.999999999998145,38.0000000000047,83.9999999999952,-65.99999999999939,97.00000000000264,-75.99999999998718,,-3.999999999980872
2018.09.24,-139.00000000000023,14.000000000002899,-19.999999999997797,-135.00000000000512,34.000000000000696,205.99999999998886,-38.99999999998904,14.000000000002899,100.0000000000112,-53.999999999998494,120.99999999999334,-34.000000000000696,,68.00000000000851
2018.09.24,-136.00000000000279,-11.999999999989797,-47.00000000000814,-161.00000000000136,51.99999999999649,237.99999999999955,-19.999999999997797,80.99999999999774,114.99999999999844,-76.99999999999375,81.9999999999932,-112.000000000001,,2.9999999999907487
2018.09.24,-119.99999999999788,-11.00000000000545,-47.00000000000814,-156.0000000000059,31.000000000003247,242.999999999995,-114.99999999999844,40.0000000000178,165.9999999999995,-109.99999999999899,110.99999999999443,-104.99999999999955,,-73.00000000000442
2018.09.24,-146.99999999999713,-28.000000000005798,-28.000000000005798,-125.0,37.99999999999359,251.99999999998113,-151.9999999999966,-17.999999999984695,208.00000000000819,-98.99999999999353,97.9999999999981,-112.000000000001,,-113.0000000000036
2018.09.24,-172.00000000000549,-1.999999999990898,-18.0000000000069,-91.99999999999875,43.999999999999595,204.99999999998408,-109.00000000000354,9.999999999998899,180.0000000000024,-90.0000000000012,107.99999999999699,-89.99999999999008,,-26.000000000014893
2018.09.24,-200.99999999999562,87.00000000001484,22.999999999995246,-79.00000000000773,5.999999999994898,187.99999999998818,-133.00000000000534,-34.99999999998504,136.00000000000279,-78.99999999999574,108.99999999999244,-76.99999999999375,,-54.99999999999483
