date,USDCHF,EURUSD,AUDUSD,CHFJPY,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.09.24,-124.99999999999733,-109.00000000000354,-68.00000000000139,-227.00000000000387,-33.000000000005244,-33.00000000001546,-48.000000000003595,-14.999999999987246,-69.00000000000794,-82.99999999999974,-7.9999999999968985,-107.99999999999699,,-926.0000000000193
2018.09.24,-104.99999999999955,-56.99999999999594,-53.999999999998494,-192.99999999999784,2.999999999997449,93.99999999999409,-17.000000000000348,-44.99999999998394,-39.999999999995595,-43.999999999999595,-13.00000000000745,-91.99999999998099,,-562.9999999999682
2018.09.24,-31.000000000003247,-69.9999999999923,-111.00000000000554,-249.00000000000944,32.999999999994145,120.9999999999809,-19.999999999997797,-11.999999999989797,46.0000000000127,-87.99999999999919,7.9999999999968985,-126.99999999998823,,-500.00000000000097
2018.09.24,-19.999999999997797,-79.00000000000685,-112.000000000001,-277.000000000001,36.0000000000027,112.99999999999955,-17.000000000000348,32.0000000000098,68.00000000000139,-90.99999999999665,58.000000000002494,-122.99999999998423,,-411.9999999999719
2018.09.24,-38.0000000000047,-66.99999999999484,-124.99999999999733,-259.00000000000034,78.99999999999574,55.999999999983174,55.000000000005045,121.00000000001555,46.999999999997044,-109.99999999999899,75.00000000000284,-121.99999999999989,,-287.9999999999967
2018.09.24,-50.0000000000056,-92.00000000000318,-150.00000000000568,-216.00000000000819,71.99999999999429,90.99999999997976,100.0000000000112,226.99999999999943,25.999999999992696,-114.99999999999844,124.99999999999733,-76.99999999999375,,-59.000000000040075
2018.09.24,-75.9999999999983,-117.99999999999588,-180.99999999999784,-243.99999999999977,24.000000000001798,155.00000000000114,-48.000000000003595,184.00000000000637,25.999999999992696,-161.99999999999548,130.99999999999224,-73.99999999999629,,-382.9999999999929
2018.09.24,-109.99999999999899,-87.99999999999919,-163.00000000000205,-216.99999999999875,14.000000000002899,258.99999999998613,-73.99999999999629,146.00000000000168,78.00000000000028,-164.99999999999292,168.99999999999693,-85.99999999998609,,-236.99999999998641
2018.09.24,-146.99999999999713,-62.99999999999084,-158.0000000000026,-197.00000000000273,9.999999999998899,246.99999999998568,-70.99999999999883,120.00000000000898,53.999999999998494,-183.99999999999528,176.99999999999383,-78.00000000000028,,-290.00000000000193
2018.09.24,-161.00000000000003,-66.99999999999484,-172.00000000000549,-198.0000000000075,5.999999999994898,183.9999999999975,-127.00000000001043,50.0000000000167,92.00000000000318,-202.9999999999976,137.9999999999937,-98.99999999998244,,-556.9999999999924
2018.09.24,-156.99999999999602,-5.999999999994898,-94.00000000000519,-150.00000000000568,12.999999999996348,182.99999999999272,-89.00000000000574,70.0000000000145,75.00000000000284,-132.99999999999423,107.00000000000153,-116.99999999998934,,-297.9999999999832
2018.09.24,-148.0000000000037,-14.000000000002899,-109.00000000000354,-167.0000000000016,12.000000000000899,227.99999999998022,-70.99999999999883,34.000000000000696,68.00000000000139,-148.99999999999915,90.0000000000012,-104.99999999999955,,-331.00000000002484
2018.09.24,-150.00000000000568,-7.999999999985796,-60.99999999999994,-149.0000000000009,19.999999999997797,194.99999999999318,-55.000000000005045,2.999999999997449,80.99999999999774,-91.99999999999208,93.99999999999409,-80.99999999999774,,-203.000000000007
2018.09.24,-151.00000000000114,-12.999999999996348,-47.00000000000814,-161.00000000000136,26.999999999999247,194.99999999999318,-72.0000000000054,-19.999999999997797,97.9999999999981,-87.99999999999919,78.99999999999574,-115.99999999998278,,-269.00000000000585
2018.09.24,-143.00000000000423,-17.000000000000348,-58.99999999999794,-162.00000000000614,27.999999999994696,206.99999999999363,-124.99999999999733,-7.999999999985796,86.0000000000083,-126.99999999999933,76.99999999999375,-121.99999999999989,,-365.00000000000057
2018.09.24,-151.00000000000114,-38.0000000000047,-51.000000000001044,-156.99999999999648,26.999999999999247,211.9999999999891,-161.99999999999548,-25.999999999992696,158.99999999999804,-117.99999999999588,75.9999999999983,-141.99999999999767,,-371.0000000000004
2018.09.24,-177.00000000000495,-76.99999999999375,-117.00000000000044,-141.00000000000534,36.999999999998145,191.0000000000025,-154.0000000000097,-18.999999999991246,161.99999999999548,-168.00000000000148,85.00000000000173,-158.99999999999804,,-537.0000000000073
2018.09.24,-200.99999999999562,-12.999999999996348,-30.000000000007798,-106.00000000000875,2.999999999997449,151.9999999999868,-151.9999999999966,-60.99999999999994,113.99999999999189,-113.99999999999189,92.00000000000318,-113.99999999999189,,-430.0000000000095
2018.09.24,-241.99999999999778,26.999999999999247,-31.999999999998696,-81.00000000000307,-29.000000000001247,52.99999999999727,-224.000000000002,-195.9999999999962,86.0000000000083,-165.9999999999995,17.999999999995797,-166.99999999998383,,-952.9999999999817
2018.09.24,-239.0000000000003,41.000000000002146,9.999999999998899,-58.000000000006935,-46.00000000000159,-61.00000000000705,-278.00000000000045,-217.0000000000005,56.000000000011596,-85.99999999999719,-2.999999999997449,-133.99999999998968,,-1014.9999999999886
2018.09.24,-180.99999999999784,-78.00000000000028,-85.00000000000173,-141.9999999999959,-182.99999999999983,200.9999999999934,-617.0000000000009,-432.9999999999945,148.99999999999915,-185.00000000000182,76.99999999999375,-205.99999999999508,,-1683.0000000000018
2018.09.24,-219.00000000000253,-48.99999999998794,-75.00000000000284,-138.00000000000523,-197.99999999999818,378.9999999999907,-626.9999999999998,-475.0000000000032,139.00000000000023,-176.99999999999383,63.00000000000195,-205.99999999999508,,-1582.9999999999957
2018.09.24,-211.00000000000563,-272.00000000000557,-130.0000000000079,-221.00000000000364,-170.00000000000347,478.999999999985,-726.0000000000044,-417.0000000000007,195.00000000001182,-246.99999999999721,92.00000000000318,-224.99999999998633,,-1853.0000000000148
2018.09.24,-158.99999999999804,-275.000000000003,-124.99999999999733,-287.9999999999967,-55.000000000005045,598.9999999999895,-726.0000000000044,-415.99999999999415,468.00000000000176,-253.99999999999866,97.9999999999981,-246.99999999999721,,-1380.000000000005
2018.09.24,-117.99999999999588,-319.999999999987,-153.99999999999858,-340.0000000000034,-52.000000000007596,658.9999999999918,-754.9999999999945,-398.9999999999938,506.0000000000064,-275.99999999999847,95.99999999999609,-285.00000000000193,,-1437.9999999999868
2018.09.24,-80.99999999999774,-329.00000000000153,-136.00000000000279,-368.9999999999998,-92.00000000000318,778.9999999999964,-869.999999999993,-565.9999999999999,557.9999999999918,-263.99999999999756,76.99999999999375,-314.99999999999864,,-1608.0000000000118
