date,USDCAD,AUDUSD,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,CADJPY,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.04.25,-69.9999999999923,-10.999999999994348,-51.000000000001044,-38.0000000000047,-97.99999999998477,-131.99999999999878,-21.00000000000435,-79.99999999999119,-86.0000000000083,-43.00000000000637,-42.00000000000159,-51.000000000001044,-322.00000000000006,-61.99999999998429,,-1106.9999999999732
2016.04.25,-82.00000000000429,109.00000000000354,63.00000000000195,40.99999999999105,-38.99999999998727,-79.99999999999119,105.99999999998388,-83.9999999999952,8.000000000008,-13.00000000000523,48.00000000000182,73.00000000000084,-252.99999999999213,-0.9999999999843467,,-103.99999999996857
2016.04.25,-154.0000000000097,117.99999999999588,68.00000000000139,69.9999999999923,-1.999999999981128,-130.99999999999224,195.9999999999962,-299.99999999998914,-97.9999999999981,-234.99999999999943,-118.00000000000921,141.00000000000225,-402.9999999999978,-28.999999999990145,,-876.9999999999787
2016.04.25,-164.99999999999292,126.0000000000039,78.00000000000028,170.99999999999892,383.0000000000098,-72.0000000000054,290.9999999999968,-303.9999999999932,-86.0000000000083,-206.00000000000307,-79.9999999999983,187.9999999999993,-389.99999999999034,-19.999999999997797,,-85.99999999998029
2016.04.25,-154.99999999999403,129.00000000000134,60.99999999999994,171.99999999999437,479.0000000000134,4.000000000004,323.99999999999096,-292.9999999999877,-82.99999999998863,-310.0000000000023,-165.99999999999682,192.99999999999872,-392.9999999999989,1.0000000000065512,,-36.99999999995906
2016.04.25,-195.00000000001182,129.9999999999968,82.99999999999974,217.99999999999596,570.0000000000216,-31.000000000003247,448.000000000004,-346.0000000000019,-62.000000000006494,-365.99999999999966,-174.99999999999716,241.00000000000233,-423.9999999999911,-4.999999999988347,,86.0000000000208
2016.04.25,-269.00000000000813,17.999999999995797,-70.99999999999883,208.99999999999253,692.0000000000073,-56.99999999999594,254.999999999983,-448.000000000004,-330.0000000000081,-490.0000000000091,-371.9999999999999,134.0000000000008,-441.99999999999795,-60.99999999999994,,-1232.0000000000425
2016.04.25,-391.000000000008,-5.999999999994898,-78.00000000000028,210.99999999999451,834.0000000000032,-187.99999999998818,119.99999999998678,-469.99999999999267,-253.99999999999866,-606.0000000000088,-468.0000000000035,181.9999999999933,-395.0000000000009,-7.999999999985796,,-1517.000000000004
2016.04.25,-408.00000000000836,11.00000000000545,-88.99999999999464,231.99999999999886,1016.0000000000196,-171.99999999999437,205.99999999999508,-550.000000000006,-292.00000000000335,-615.0000000000091,-489.0000000000043,190.99999999999673,-353.99999999999875,99.00000000000463,,-1213.9999999999986
2016.04.25,-417.0000000000007,-12.999999999996348,-165.9999999999995,286.99999999999284,1009.0000000000146,-217.0000000000005,198.99999999999363,-679.0000000000074,-421.99999999998903,-746.0000000000093,-573.9999999999981,225.99999999999287,-368.9999999999971,66.00000000001049,,-1815.9999999999936
2016.04.25,-419.0000000000138,7.0000000000014495,-153.00000000000313,301.9999999999912,1178.0000000000257,-225.99999999999287,215.99999999999397,-666.9999999999953,-400.00000000000034,-789.0000000000015,-575.0000000000028,227.99999999999488,-380.999999999998,49.00000000001015,,-1629.9999999999905
2016.04.25,-358.00000000001387,78.99999999999574,-114.00000000000298,329.00000000000153,1216.0000000000082,-161.99999999999548,360.9999999999891,-680.9999999999983,-347.0000000000084,-779.0000000000106,-557.0000000000022,261.99999999999557,-475.99999999999864,-38.0000000000047,,-1265.000000000045
2016.04.25,-377.0000000000051,36.999999999998145,-146.99999999999713,349.99999999999477,1230.0000000000182,-153.9999999999875,295.99999999998516,-679.9999999999917,-394.9999999999898,-710.000000000008,-510.0000000000051,252.99999999999213,-441.99999999999795,-24.999999999986144,,-1273.9999999999802
2016.04.25,-360.0000000000048,77.00000000000485,-114.00000000000298,308.9999999999926,1007.000000000005,-214.00000000000307,299.99999999998914,-675.9999999999877,-343.99999999998875,-708.0000000000126,-487.99999999999955,286.99999999999284,-436.9999999999985,24.000000000001798,,-1337.0000000000118
2016.04.25,-387.000000000004,41.000000000002146,-131.99999999999878,309.99999999999915,946.0000000000264,-218.99999999999142,262.999999999991,-670.9999999999993,-370.999999999988,-612.9999999999995,-406.0000000000059,269.9999999999925,-406.9999999999907,34.000000000000696,,-1341.9999999999657
2016.04.25,-417.0000000000007,29.999999999996696,-138.00000000000477,329.999999999997,1021.000000000015,-211.99999999998997,259.9999999999936,-699.9999999999895,-409.99999999999926,-762.0000000000005,-546.0000000000065,247.99999999999267,-410.9999999999947,35.00000000000725,,-1671.9999999999839
2016.04.25,-371.99999999999454,70.99999999999883,-100.00000000000009,368.9999999999971,1327.0000000000266,-65.00000000000395,466.9999999999952,-662.000000000007,-314.99999999999864,-797.0000000000113,-570.999999999998,297.00000000000284,-393.9999999999944,66.00000000001049,,-678.9999999999766
2016.04.25,-364.9999999999931,109.00000000000354,-63.99999999999739,278.9999999999959,1146.000000000015,-218.00000000000708,417.0000000000007,-695.0000000000011,-279.00000000000705,-743.0000000000092,-478.00000000000864,329.999999999997,-444.9999999999954,87.00000000001484,,-918.9999999999923
2016.04.25,-353.0000000000033,119.99999999999788,-53.999999999998494,243.99999999999977,1106.000000000023,-202.9999999999976,415.99999999999415,-624.9999999999867,-218.99999999999142,-734.0000000000089,-475.9999999999991,307.0000000000017,-501.99999999999136,34.000000000000696,,-938.9999999999596
2016.04.25,-337.0000000000095,248.00000000000378,53.00000000000304,224.9999999999974,958.0000000000268,-117.99999999999588,625.9999999999932,-563.0000000000024,19.999999999997797,-620.0000000000045,-305.0000000000068,392.9999999999989,-618.9999999999918,2.999999999997449,,-35.999999999992774
2016.04.25,-490.0000000000126,139.00000000000023,-99.00000000000463,323.99999999999096,1094.0000000000225,-97.9999999999981,766.9999999999843,-920.9999999999941,-326.9999999999884,-729.0000000000134,-353.00000000000864,451.9999999999969,-650.9999999999905,-48.99999999998794,,-941.0000000000034
2016.04.25,-534.9999999999966,105.99999999999498,-192.00000000000327,501.99999999999136,1180.0000000000068,-141.99999999999767,729.9999999999862,-994.9999999999903,-398.00000000000944,-766.0000000000053,-388.00000000000523,429.0000000000016,-659.999999999994,-45.99999999999049,,-1175.0000000000114
2016.04.25,-483.0000000000112,119.00000000000244,-173.00000000000094,471.99999999999466,1356.9999999999993,-70.99999999999883,773.0000000000015,-943.9999999999893,-387.000000000004,-815.0000000000119,-436.00000000000705,439.0000000000005,-639.9999999999961,-42.999999999993044,,-832.0000000000142
2016.04.25,-408.00000000000836,158.0000000000026,-139.99999999999568,435.9999999999919,1135.0000000000193,-182.99999999999983,637.9999999999831,-880.9999999999984,-358.9999999999982,-722.0000000000084,-382.99999999999557,364.9999999999931,-673.9999999999968,-122.99999999998423,,-1140.9999999999955
2016.04.25,-652.0000000000082,16.0000000000049,-258.0000000000027,437.999999999994,1166.0000000000252,-456.9999999999963,354.9999999999942,-1082.0000000000052,-550.9999999999903,-865.0000000000091,-518.0000000000007,373.99999999999653,-718.9999999999918,-170.99999999998784,,-2923.9999999999777
2016.04.25,-564.9999999999933,75.00000000000284,-241.99999999999778,425.99999999999307,1145.0000000000102,-265.99999999998846,515.9999999999832,-977.99999999999,-401.99999999999125,-775.0000000000057,-408.00000000000125,422.00000000000017,-717.9999999999964,-153.00000000000313,,-1922.999999999978
2016.04.25,-449.9999999999948,146.99999999999713,-204.00000000000418,327.99999999999494,838.0000000000223,-445.99999999999085,343.99999999998875,-900.9999999999962,-357.99999999999164,-733.0000000000041,-391.00000000000534,412.00000000000125,-640.9999999999916,-80.99999999999774,,-2135.9999999999723
2016.04.25,-381.99999999999346,177.00000000000495,-166.99999999999494,306.9999999999906,993.0000000000234,-415.99999999999415,397.99999999998727,-824.9999999999868,-268.0000000000016,-730.000000000004,-384.00000000000034,410.9999999999947,-600.999999999996,-25.999999999992696,,-1512.9999999999632
2016.04.25,-341.99999999999784,202.0000000000022,-160.00000000000458,170.99999999999892,707.000000000022,-614.0000000000034,114.99999999999844,-787.9999999999887,-255.99999999998957,-749.0000000000094,-403.99999999999636,400.9999999999958,-605.0,-36.999999999998145,,-2358.9999999999704
2016.04.25,-239.00000000001143,250.00000000000577,-116.00000000000499,35.999999999991594,396.000000000015,-897.9999999999987,-52.000000000007596,-712.9999999999859,-191.99999999999218,-646.0000000000008,-310.0000000000023,403.99999999999324,-578.9999999999961,-9.999999999998899,,-2668.9999999999936
2016.04.25,-432.9999999999945,207.00000000000162,-158.0000000000026,20.999999999993246,459.0000000000032,-1059.9999999999943,-123.00000000000644,-943.000000000005,-283.99999999999534,-950.0000000000028,-552.9999999999973,441.99999999999795,-595.0000000000011,55.000000000005045,,-3914.9999999999977
2016.04.25,-371.00000000001023,207.99999999999707,-146.00000000000168,96.99999999999153,632.000000000005,-792.9999999999993,58.99999999998684,-848.9999999999886,-262.00000000000665,-904.0000000000106,-531.0000000000059,359.99999999999363,-552.9999999999924,68.00000000000139,,-2985.00000000004
2016.04.25,-469.0000000000083,146.00000000000168,-156.99999999999602,130.99999999999224,588.0000000000223,-770.9999999999884,24.999999999986144,-889.9999999999908,-282.9999999999888,-760.0000000000051,-397.99999999999613,366.9999999999951,-529.9999999999972,104.99999999999955,,-2895.9999999999736
2016.04.25,-313.99999999999204,200.00000000000017,-134.0000000000008,124.99999999999733,618.0000000000234,-795.9999999999967,54.99999999998284,-819.9999999999985,-238.0000000000049,-717.000000000013,-344.99999999999886,376.99999999999403,-480.99999999999807,185.99999999999727,,-2284.0000000000077
2016.04.25,-439.99999999999596,187.9999999999993,-175.99999999999838,171.99999999999437,693.000000000012,-747.0000000000088,100.99999999999554,-981.999999999994,-347.9999999999928,-899.0000000000009,-501.0000000000048,405.9999999999952,-496.99999999999187,131.00000000001444,,-2898.9999999999764
2016.04.25,-265.0000000000041,236.00000000000287,-122.99999999999534,166.99999999999494,861.0000000000184,-658.9999999999874,96.99999999999153,-842.9999999999937,-272.00000000000557,-767.0000000000101,-436.9999999999976,402.00000000000233,-484.999999999991,117.99999999999588,,-1969.9999999999786
2016.04.25,-232.99999999999432,253.99999999999866,-131.00000000000333,169.99999999999238,600.0000000000227,-848.0000000000043,-83.00000000001084,-909.0000000000042,-381.99999999999346,-745.0000000000045,-411.00000000000136,349.99999999999477,-348.9999999999993,287.9999999999994,,-2429.000000000007
2016.04.25,-343.00000000000443,209.9999999999991,-153.99999999999858,217.99999999999596,651.0000000000105,-797.0000000000033,-36.999999999998145,-997.0000000000034,-415.99999999999415,-753.0000000000001,-400.99999999999625,391.9999999999924,-379.9999999999915,297.0000000000139,,-2509.9999999999777
2016.04.25,-371.00000000001023,180.99999999999784,-177.00000000000495,232.99999999999432,660.000000000025,-831.000000000004,-70.0000000000145,-1000.0000000000009,-472.9999999999901,-754.0000000000049,-412.9999999999967,376.99999999999403,-359.99999999999363,280.0000000000136,,-2717.999999999995
2016.04.25,-371.99999999999454,173.9999999999964,-165.9999999999995,184.99999999999073,516.0000000000196,-907.9999999999977,-124.00000000001299,-1014.0000000000038,-462.0000000000068,-742.0000000000044,-396.0000000000008,380.00000000000256,-334.00000000000097,300.00000000001137,,-2963.000000000001
2016.04.25,-333.0000000000055,187.9999999999993,-139.00000000000023,202.9999999999976,413.0000000000109,-835.9999999999923,-131.00000000001444,-1005.9999999999958,-495.000000000001,-637.0000000000005,-308.9999999999975,380.00000000000256,-317.9999999999961,326.0000000000041,,-2693.999999999988
2016.04.25,-313.00000000000773,200.99999999999562,-148.0000000000037,242.99999999999324,441.0000000000025,-797.9999999999876,-79.00000000000685,-1001.0000000000074,-523.9999999999911,-618.9999999999998,-302.0000000000067,368.9999999999971,-273.9999999999965,382.0000000000157,,-2422.0000000000027
2016.04.25,-388.9999999999949,148.99999999999915,-160.00000000000458,232.99999999999432,513.0000000000052,-773.0000000000015,-53.999999999998494,-991.9999999999928,-480.99999999999807,-666.000000000011,-346.00000000000364,391.9999999999924,-308.9999999999926,334.00000000001205,,-2548.9999999999945
2016.04.25,-391.000000000008,148.0000000000037,-161.99999999999548,242.99999999999324,547.0000000000255,-788.9999999999952,-43.00000000001525,-997.9999999999878,-486.999999999993,-662.0000000000061,-347.0000000000084,353.99999999999875,-312.00000000000114,296.0000000000074,,-2602.999999999982
