date,USDCHF,EURUSD,USDCAD,NZDUSD,GBPCHF,EURCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2015.07.06,72.0000000000054,48.99999999998794,32.0000000000098,-55.99999999998939,-66.00000000001049,43.999999999999595,-26.999999999999247,-245.9999999999809,-113.00000000000753,-39.999999999995595,19.999999999997797,80.99999999999774,-84.0000000000174,-77.99999999998875,-10.99999999999568,-73.99999999999629,-103.00000000000864,,-599.9999999999916
2015.07.06,6.0000000000060005,-5.000000000010552,83.00000000001084,-42.999999999993044,82.99999999998863,72.0000000000054,-45.99999999999049,-59.99999999997385,-165.9999999999995,-170.00000000000347,-97.9999999999981,-106.99999999999044,-70.99999999999883,54.000000000002046,-61.99999999999761,-48.99999999999905,5.999999999994898,,-572.9999999999472
2015.07.06,46.00000000000159,-369.0000000000193,9.999999999998899,159.00000000000912,-104.00000000001519,-300.00000000001137,186.00000000000838,-777.9999999999916,-229.00000000001253,86.99999999999264,-490.0000000000126,-295.0000000000008,-231.0000000000034,-308.9999999999975,418.99999999999693,190.00000000000128,59.99999999999339,,-1948.000000000062
2015.07.06,-31.999999999998696,-419.0000000000138,-11.00000000000545,219.00000000000253,-29.00000000001235,-265.0000000000041,191.00000000000784,-826.9999999999982,-251.00000000000122,64.99999999998174,-520.9999999999936,-336.00000000000296,-160.00000000000458,-310.99999999999284,483.0000000000041,243.99999999999977,150.00000000000568,,-1810.000000000026
2015.07.06,-82.00000000000429,-458.00000000000284,-41.000000000002146,313.00000000000773,13.999999999980695,-248.00000000000378,248.99999999999923,-780.0000000000011,-253.99999999999866,423.0000000000178,-546.000000000002,-97.9999999999981,3.999999999981796,-297.9999999999876,563.0000000000024,348.00000000000387,68.00000000000139,,-823.0000000000061
2015.07.06,121.99999999999989,-146.00000000000168,150.00000000000568,191.00000000000784,-160.00000000000458,-190.00000000000128,268.0000000000016,-764.9999999999864,-351.99999999999676,103.00000000000864,-357.99999999999164,-52.99999999999194,161.99999999999548,-235.99999999999,487.99999999999955,319.99999999999807,130.99999999999224,,-324.9999999999553
2015.07.06,-26.000000000003798,-434.000000000001,32.999999999994145,269.00000000000813,3.999999999981796,-293.0000000000099,248.00000000000378,-1093.999999999994,-245.0000000000063,742.9999999999826,-592.9999999999991,66.99999999999484,-77.00000000001594,-458.999999999989,697.0000000000027,321.0000000000046,-106.99999999999044,,-946.0000000000368
2015.07.06,1.0000000000065512,-399.00000000001603,43.00000000001525,242.00000000000887,7.0000000000014495,-283.000000000011,240.00000000000688,-897.9999999999961,-208.00000000000819,794.0000000000058,-560.0000000000049,116.00000000000499,-99.00000000000463,-382.99999999999557,599.0000000000038,312.9999999999966,-170.99999999998784,,-645.9999999999743
2015.07.06,-87.99999999999919,-630.0000000000194,26.0000000000149,301.0000000000068,65.99999999998829,-402.0000000000135,170.99999999999892,-1304.9999999999784,-297.0000000000139,640.0000000000183,-839.0000000000119,-228.00000000000597,-286.00000000000847,-545.9999999999923,799.9999999999972,353.0000000000033,-42.999999999993044,,-2307.0000000000086
2015.07.06,29.999999999996696,-617.0000000000009,117.99999999999588,146.00000000000168,-99.00000000000463,-520.9999999999936,168.00000000000148,-1302.9999999999973,-426.00000000001523,517.0000000000119,-922.0000000000006,-303.9999999999932,-658.0000000000031,-481.9999999999993,614.9999999999949,243.99999999999977,-231.0000000000034,,-3725.00000000001
2015.07.06,-4.000000000004,-657.0000000000186,126.0000000000039,151.00000000000114,-81.00000000001995,-523.0000000000068,148.99999999999915,-1119.9999999999761,-473.0000000000123,91.00000000001884,-981.0000000000097,-629.9999999999973,-714.0000000000147,-367.999999999995,528.0000000000058,251.99999999999667,-32.999999999994145,,-4287.000000000024
2015.07.06,82.00000000000429,-622.0000000000115,136.00000000000279,152.00000000000767,-152.0000000000188,-581.9999999999936,207.00000000000162,-1065.999999999974,-409.99999999999926,335.00000000001864,-943.000000000005,-466.00000000001086,-653.999999999999,-370.9999999999951,539.0000000000015,262.00000000000665,-107.99999999999699,,-3660.9999999999613
2015.07.06,145.00000000000622,-550.000000000006,137.00000000000932,151.00000000000114,-266.0000000000107,-590.0000000000016,248.00000000000378,-1132.9999999999814,-439.0000000000116,-12.999999999996348,-856.9999999999967,-595.9999999999966,-552.0000000000191,-390.99999999999113,555.9999999999974,263.0000000000021,60.99999999999994,,-3825.9999999999914
2015.07.06,134.0000000000008,-565.9999999999999,151.9999999999966,153.00000000000313,-233.00000000001654,-584.0000000000067,243.00000000000432,-956.9999999999936,-442.00000000000904,-63.99999999997519,-890.9999999999974,-669.9999999999928,-565.9999999999999,-297.9999999999876,489.9999999999949,277.000000000005,102.00000000000209,,-3719.999999999971
2015.07.06,123.00000000000644,-619.000000000014,83.9999999999952,150.00000000000568,-253.99999999999866,-621.0000000000049,230.000000000008,-841.9999999999845,-384.00000000000654,-172.0000000000166,-886.000000000009,-777.9999999999898,-657.0000000000186,-267.99999999998647,415.00000000000625,226.00000000000398,129.00000000000134,,-4124.000000000003
2015.07.06,104.00000000000409,-497.0000000000141,134.99999999999625,86.0000000000083,-192.00000000001438,-485.0000000000021,159.00000000000912,-708.9999999999748,-421.0000000000047,-181.9999999999933,-788.0000000000109,-659.0000000000095,-635.0000000000077,-180.99999999999739,298.0000000000018,178.99999999999582,45.000000000006146,,-3743.0000000000077
2015.07.06,145.00000000000622,-497.0000000000141,174.00000000000747,68.00000000000139,-337.0000000000095,-530.0000000000082,170.99999999999892,-665.9999999999968,-582.0000000000158,-511.99999999997914,-829.9999999999974,-817.000000000001,-686.0000000000089,-82.99999999999841,216.99999999999875,178.99999999999582,140.99999999999113,,-4445.00000000003
2015.07.06,-153.00000000000313,-884.0000000000181,56.99999999999594,274.00000000000756,-87.00000000001484,-568.000000000013,157.00000000000713,-1236.9999999999948,-685.0000000000023,-340.00000000000693,-1184.9999999999916,-1002.9999999999983,-756.0000000000011,-316.99999999999307,597.999999999999,348.00000000000387,229.00000000001253,,-5552.00000000001
2015.07.06,-26.000000000003798,-766.0,-51.99999999998539,261.0000000000001,-289.0000000000059,-602.0000000000136,238.0000000000049,-1431.999999999988,-514.9999999999987,10.000000000021103,-920.9999999999941,-590.0000000000016,-600.0000000000006,-500.99999999999056,662.9999999999967,273.9999999999965,36.999999999998145,,-4810.999999999966
2015.07.06,24.000000000001798,-753.0000000000036,-82.00000000000429,275.000000000003,-34.000000000000696,-652.0000000000082,282.0000000000045,-1137.9999999999768,-26.999999999999247,756.9999999999854,-869.999999999993,-373.00000000000114,-543.0000000000045,-590.999999999994,736.0000000000042,263.99999999999756,-92.99999999998754,,-2817.9999999999764
2015.07.06,-37.99999999999359,-806.0000000000178,-119.99999999998678,223.00000000000654,166.99999999998383,-625.0000000000089,194.0000000000053,-798.9999999999782,167.9999999999904,688.0000000000219,-896.000000000008,-597.0000000000031,-757.0000000000076,-520.9999999999866,588.0000000000081,182.99999999999983,-76.99999999999375,,-3024.999999999968
2015.07.06,-53.999999999998494,-1014.0000000000038,-258.0000000000027,249.00000000001032,-84.0000000000174,-801.9999999999916,207.00000000000162,-1355.9999999999945,12.999999999996348,505.99999999998425,-1007.0000000000024,-727.9999999999953,-1003.0000000000206,-729.9999999999898,703.000000000003,121.00000000000443,-143.99999999998857,,-5381.0000000000055
2015.07.06,19.999999999997797,-981.0000000000097,-150.99999999999002,293.0000000000099,-111.00000000001664,-849.0000000000109,298.0000000000094,-1140.9999999999911,-46.999999999997044,658.0000000000031,-1072.0000000000064,-655.0000000000056,-842.0000000000094,-582.9999999999984,704.0000000000077,243.00000000000432,-99.00000000000463,,-4315.000000000007
2015.07.06,121.00000000000443,-821.000000000005,-55.000000000005045,215.00000000000963,-251.00000000000122,-815.9999999999945,292.9999999999988,-1121.9999999999857,-165.00000000001512,404.9999999999887,-984.9999999999915,-645.999999999991,-796.0000000000189,-518.9999999999912,615.9999999999997,214.00000000000307,-69.00000000000794,,-4381.000000000003
2015.07.06,155.00000000000514,-719.000000000003,39.999999999995595,234.00000000000088,-253.99999999999866,-760.0000000000051,337.0000000000095,-1206.9999999999936,-250.00000000001688,303.9999999999932,-954.0000000000103,-628.9999999999907,-591.0000000000082,-518.9999999999912,707.9999999999984,307.99999999999716,62.000000000006494,,-3735.000000000011
2015.07.06,187.00000000000384,-682.0000000000048,56.99999999999594,296.0000000000074,-392.00000000001455,-764.9999999999934,414.9999999999987,-1326.9999999999982,-390.0000000000015,647.0000000000198,-931.9999999999995,-248.00000000000378,-392.00000000001455,-509.9999999999909,781.9999999999965,389.000000000006,-93.99999999999409,,-2958.9999999999873
2015.07.06,272.00000000000557,-470.9999999999992,229.99999999999687,214.00000000000307,-394.00000000000546,-663.0000000000135,395.0000000000009,-1219.9999999999989,-483.99999999999557,432.9999999999945,-861.0000000000007,-249.99999999999466,-267.0000000000172,-408.9999999999918,713.0000000000081,404.99999999999983,-9.999999999998899,,-2367.0000000000073
2015.07.06,251.00000000000122,-514.9999999999987,320.00000000000915,215.00000000000963,-430.00000000001927,-676.9999999999943,381.0000000000091,-1409.9999999999966,-720.0000000000095,87.99999999999919,-1018.9999999999922,-489.0000000000061,-344.00000000001097,-393.99999999999125,754.9999999999955,465.9999999999998,117.99999999999588,,-3403.9999999999986
2015.07.06,202.0000000000022,-459.0000000000094,303.0000000000088,247.00000000000833,-361.0000000000113,-560.0000000000049,375.0000000000031,-1461.999999999989,-700.999999999996,131.00000000001444,-923.0000000000072,-374.0000000000077,-186.0000000000195,-426.9999999999925,810.0000000000023,490.999999999997,144.0000000000108,,-2749.999999999991
2015.07.06,287.0000000000039,-326.0000000000041,387.000000000004,242.00000000000887,-443.99999999999994,-524.9999999999977,434.000000000001,-1306.999999999988,-763.0000000000026,175.99999999999838,-848.0000000000043,-212.99999999999653,13.999999999980695,-316.99999999999307,771.0000000000008,546.9999999999975,148.99999999999915,,-1735.9999999999916
