date,USDCHF,EURUSD,USDCAD,NZDUSD,GBPCHF,EURCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2015.07.06,-49.99999999999449,-168.0000000000126,-7.0000000000014495,-170.99999999999892,-114.0000000000141,-76.99999999999375,-152.99999999999204,-638.9999999999816,-258.0000000000027,-168.99999999999693,-234.00000000000088,-192.99999999999872,-519.0000000000028,-210.99999999999852,-254.99999999999545,-227.99999999999488,-246.99999999999721,,-3692.9999999999773
2015.07.06,-39.00000000000014,-134.00000000001188,28.000000000005798,-63.99999999999739,-170.00000000000347,1.0000000000065512,-60.99999999999994,-385.9999999999957,-219.99999999999798,-238.0000000000049,-217.0000000000005,-194.99999999998963,-215.00000000000963,-132.99999999999557,-108.00000000000409,-83.9999999999952,-146.00000000000168,,-2380.999999999995
2015.07.06,-197.00000000000273,-540.0000000000072,-100.99999999999554,-63.99999999999739,-304.9999999999997,-534.9999999999966,-209.9999999999991,-1028.9999999999964,-409.0000000000149,-402.0000000000135,-795.9999999999967,-763.0000000000026,-878.000000000001,-420.99999999999227,-334.99999999999375,-173.9999999999964,-56.99999999999594,,-7216.000000000003
2015.07.06,-66.99999999999484,-495.000000000001,-87.99999999999919,118.00000000000699,-169.00000000001913,-398.9999999999938,133.00000000000534,-875.0,-324.0000000000132,-48.000000000003595,-624.0000000000023,-424.00000000000216,-417.0000000000007,-349.9999999999943,353.9999999999992,141.00000000000225,-11.999999999989797,,-3546.0000000000014
2015.07.06,-117.00000000000044,-588.0000000000107,-121.99999999999989,196.00000000000728,-69.00000000000794,-346.0000000000019,165.00000000000404,-857.9999999999757,-290.9999999999968,42.0000000000087,-656.9999999999965,-417.0000000000007,-297.0000000000139,-359.99999999999943,447.00000000000273,209.9999999999991,-79.00000000000685,,-3140.9999999999895
2015.07.06,-82.99999999999974,-502.00000000000244,-41.000000000002146,140.0000000000068,-164.00000000000858,-304.9999999999997,174.00000000000747,-862.9999999999995,-401.00000000000693,-22.0000000000109,-675.0000000000034,-314.99999999999864,-222.00000000001108,-301.9999999999925,420.0000000000017,234.99999999999633,-4.000000000004,,-2930.000000000027
2015.07.06,-27.999999999994696,-480.00000000001376,-21.999999999988695,162.0000000000066,-236.00000000001398,-358.9999999999982,185.00000000000182,-1100.999999999999,-401.00000000000693,98.0000000000203,-626.9999999999998,-201.00000000000674,-266.0000000000107,-475.9999999999991,475.0000000000085,212.00000000000108,-126.0000000000039,,-3190.9999999999973
2015.07.06,-26.999999999999247,-473.0000000000123,5.000000000010552,220.00000000000907,-87.99999999999919,-363.0000000000022,221.99999999999997,-1115.9999999999854,-326.0000000000041,565.0000000000155,-661.0000000000005,-53.999999999998494,-208.00000000000819,-468.9999999999941,588.0000000000081,297.9999999999983,-191.99999999999218,,-2078.9999999999545
2015.07.06,-107.99999999999699,-680.0000000000139,-21.999999999988695,217.0000000000005,-42.0000000000087,-452.99999999999227,170.99999999999892,-1327.9999999999745,-363.0000000000022,506.9999999999908,-906.9999999999911,-340.00000000000693,-503.000000000009,-560.9999999999928,566.0000000000025,277.000000000005,-170.99999999998784,,-3739.9999999999673
2015.07.06,-136.00000000000279,-763.0000000000026,-25.999999999992696,125.00000000000844,-121.00000000001555,-544.9999999999955,104.00000000000409,-1325.9999999999934,-426.9999999999996,402.0000000000135,-981.999999999994,-432.0000000000102,-828.0000000000065,-560.9999999999928,548.0000000000018,182.99999999999983,-276.9999999999939,,-5061.999999999971
2015.07.06,-12.000000000000899,-699.0000000000052,75.00000000000284,121.00000000000443,-164.00000000000858,-564.000000000009,143.00000000000423,-1331.9999999999936,-540.0000000000072,-129.00000000000134,-1012.0000000000128,-764.9999999999934,-740.0000000000073,-479.99999999998977,519.0000000000055,212.00000000000108,-269.00000000000813,,-5636.00000000002
2015.07.06,-4.999999999999449,-666.000000000011,124.99999999999733,127.00000000001043,-168.0000000000126,-618.9999999999918,141.00000000000225,-1284.9999999999966,-520.0000000000093,-9.000000000014552,-1025.0000000000093,-703.9999999999935,-740.0000000000073,-440.9999999999883,519.999999999996,243.99999999999977,-107.99999999999699,,-5133.000000000025
2015.07.06,62.000000000006494,-626.0000000000155,120.00000000000898,133.00000000000534,-280.0000000000136,-590.0000000000016,187.9999999999993,-1145.9999999999866,-511.000000000017,-233.00000000001654,-947.9999999999933,-737.0000000000099,-666.000000000011,-391.9999999999959,501.0000000000048,243.99999999999977,-123.99999999999079,,-5005.000000000026
2015.07.06,124.99999999999733,-569.0000000000194,129.00000000000134,141.00000000000225,-281.0000000000201,-604.0000000000045,228.00000000000597,-1155.9999999999775,-466.9999999999952,-138.0000000000159,-896.9999999999923,-695.0000000000011,-575.9999999999987,-403.99999999999636,480.000000000004,248.99999999999923,39.00000000001125,,-4396.000000000001
