date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPAUD,EURJPY,EURCAD,EURNZD,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.12.07,-21.999999999999797,-25.999999999992696,-17.000000000000348,-48.00000000000182,-40.0000000000178,-36.999999999998145,-29.000000000001247,-63.99999999999739,-43.999999999999595,-96.9999999999942,-27.999999999994696,-61.999999999995396,-29.999999999996696,-19.999999999997797,-20.999999999986585,-23.00000000001745,-0.9999999999843467,0.0,-19.999999999997797,-29.999999999996696,0.0,,-658.9999999999707
2015.12.07,-7.0000000000014495,-24.000000000001798,12.999999999996348,-30.9999999999917,-37.00000000002035,-22.999999999995246,-29.000000000001247,-102.00000000000209,-25.00000000000835,-102.99999999999443,-48.99999999999905,-49.99999999999449,0.0,-186.0000000000195,19.000000000005457,-4.000000000004,148.00000000001478,0.0,-41.9999999999976,-12.999999999996348,26.999999999999247,,-518.0000000000119
2015.12.07,-36.999999999998145,-69.9999999999923,56.99999999999594,-58.9999999999975,25.999999999992696,1.0000000000065512,26.999999999999247,-97.9999999999981,-2.0000000000131024,-112.99999999999955,-43.999999999999595,-25.999999999992696,40.00000000000669,-309.0000000000259,51.00000000001614,117.99999999999588,277.00000000001614,-43.99999999999693,-39.00000000000014,30.000000000007798,110.99999999999443,,-102.99999999998246
2015.12.07,-71.99999999999429,-75.00000000000284,117.99999999999588,-57.00000000000216,85.99999999998609,-9.999999999998899,75.9999999999983,-45.000000000006146,21.00000000000435,-156.99999999999648,55.000000000005045,-12.999999999996348,130.0000000000079,-309.99999999998806,129.99999999999545,275.9999999999874,523.0000000000068,-17.000000000010118,47.9999999999925,3.0000000000085514,197.00000000000273,,906.9999999999957
2015.12.07,-39.999999999995595,-38.0000000000047,52.99999999999194,-60.000000000002274,175.99999999999838,3.0000000000085514,92.99999999999864,-109.00000000000354,-7.0000000000014495,-159.9999999999966,51.000000000001044,-29.000000000001247,118.00000000000699,-245.0000000000063,42.00000000000159,297.9999999999983,512.0000000000014,-40.00000000000625,93.99999999999409,7.0000000000014495,246.00000000001288,,964.9999999999973
2015.12.07,36.0000000000027,15.999999999993797,-21.00000000000435,-43.99999999999693,200.99999999998454,43.999999999999595,151.00000000000114,-97.9999999999981,-29.999999999996696,-87.0000000000033,53.00000000000304,-13.999999999991797,150.00000000000568,-431.0000000000258,-24.00000000000091,235.99999999999176,570.0000000000039,-145.00000000001023,-17.000000000000348,72.0000000000054,256.00000000001177,,873.9999999999748
2015.12.07,31.000000000003247,21.00000000000435,-52.000000000007596,-25.99999999999625,194.99999999998963,52.000000000007596,148.99999999999915,-109.00000000000354,-19.00000000001345,-85.00000000000796,29.000000000001247,-29.000000000001247,148.0000000000037,-437.99999999998283,-45.99999999999227,174.99999999999181,477.0000000000163,-123.00000000000466,-13.00000000000745,87.00000000000374,255.00000000000523,,679.0000000000088
2015.12.07,14.999999999998348,32.0000000000098,-43.999999999999595,-24.00000000000091,157.99999999999147,45.000000000006146,209.9999999999991,-99.99999999998899,-19.999999999997797,-96.9999999999942,36.0000000000027,-24.999999999997247,190.00000000000128,-268.9999999999859,-43.99999999998272,181.9999999999933,585.0000000000133,-63.00000000000239,41.000000000002146,137.00000000000932,347.0000000000084,,1292.0000000000855
2015.12.07,58.000000000002494,43.999999999999595,-124.00000000001299,13.999999999995794,162.99999999997982,26.000000000003798,230.000000000008,-165.9999999999995,-12.000000000012001,-70.99999999999795,-20.999999999993246,-59.99999999999339,229.00000000000142,-295.000000000023,-80.99999999998886,78.00000000000028,679.0000000000074,-39.00000000000148,17.000000000000348,199.00000000000472,405.0000000000109,,1272.999999999992
2015.12.07,139.99999999999568,75.00000000000284,-143.00000000000423,43.00000000000637,212.99999999999653,70.0000000000034,328.0000000000061,-180.0000000000024,-2.999999999997449,-33.00000000000125,-24.000000000001798,-46.999999999997044,240.00000000000688,-367.0000000000062,-103.00000000000864,75.99999999998718,723.0000000000069,-76.99999999999818,-4.000000000004,275.000000000003,442.00000000000904,,1644.0000000000027
