date,EURNZD,empty,sum
2018.06.27,-1500.9999999999968,,-1500.9999999999968
2018.06.27,-1490.999999999998,,-1490.999999999998
2018.06.27,-1563.0000000000032,,-1563.0000000000032
2018.06.27,-1452.0000000000089,,-1452.0000000000089
2018.06.27,-1611.0000000000068,,-1611.0000000000068
2018.06.27,-1825.00000000001,,-1825.00000000001
2018.06.27,-1917.9999999999975,,-1917.9999999999975
2018.06.27,-2212.999999999998,,-2212.999999999998
2018.06.27,-2427.0000000000014,,-2427.0000000000014
2018.06.27,-2452.0000000000095,,-2452.0000000000095
2018.06.27,-2527.999999999997,,-2527.999999999997
2018.06.27,-2540.000000000009,,-2540.000000000009
2018.06.27,-2401.0000000000086,,-2401.0000000000086
2018.06.27,-2496.9999999999936,,-2496.9999999999936
2018.06.27,-2486.0000000000105,,-2486.0000000000105
2018.06.27,-2524.9999999999995,,-2524.9999999999995
2018.06.27,-2401.999999999993,,-2401.999999999993
2018.06.27,-2645.0000000000086,,-2645.0000000000086
2018.06.27,-2638.000000000007,,-2638.000000000007
2018.06.27,-2550.0000000000077,,-2550.0000000000077
2018.06.27,-2439.000000000013,,-2439.000000000013
2018.06.27,-2381.000000000011,,-2381.000000000011
2018.06.27,-2326.000000000006,,-2326.000000000006
2018.06.27,-2228.0000000000077,,-2228.0000000000077
2018.06.27,-2147.9999999999945,,-2147.9999999999945
2018.06.27,-2184.9999999999927,,-2184.9999999999927
2018.06.27,-2234.0000000000027,,-2234.0000000000027
2018.06.27,-2176.0,,-2176.0
2018.06.27,-2106.0000000000077,,-2106.0000000000077
2018.06.27,-2107.9999999999986,,-2107.9999999999986
2018.06.27,-2096.999999999993,,-2096.999999999993
2018.06.27,-2113.9999999999936,,-2113.9999999999936
2018.06.27,-2117.000000000013,,-2117.000000000013
2018.06.27,-1941.9999999999993,,-1941.9999999999993
2018.06.27,-1967.0000000000077,,-1967.0000000000077
2018.06.27,-1993.0000000000002,,-1993.0000000000002
2018.06.27,-2010.0000000000007,,-2010.0000000000007
2018.06.27,-1893.0000000000114,,-1893.0000000000114
2018.06.27,-1937.000000000011,,-1937.000000000011
2018.06.27,-2025.9999999999945,,-2025.9999999999945
2018.06.27,-1930.0000000000095,,-1930.0000000000095
2018.06.27,-1768.9999999999984,,-1768.9999999999984
2018.06.27,-1593.0,,-1593.0
2018.06.27,-1835.9999999999932,,-1835.9999999999932
2018.06.27,-1812.999999999998,,-1812.999999999998
2018.06.27,-1741.999999999999,,-1741.999999999999
2018.06.27,-1669.9999999999936,,-1669.9999999999936
2018.06.28,-1754.0000000000111,,-1754.0000000000111
2018.06.28,-1571.0000000000114,,-1571.0000000000114
2018.06.28,-1486.0000000000095,,-1486.0000000000095
2018.06.28,-1412.9999999999975,,-1412.9999999999975
2018.06.28,-1688.0000000000007,,-1688.0000000000007
2018.06.28,-1838.0000000000064,,-1838.0000000000064
2018.06.28,-1998.9999999999952,,-1998.9999999999952
2018.06.28,-2066.999999999997,,-2066.999999999997
2018.06.28,-2120.999999999995,,-2120.999999999995
2018.06.28,-2289.0000000000077,,-2289.0000000000077
2018.06.28,-2269.00000000001,,-2269.00000000001
2018.06.28,-2221.0000000000064,,-2221.0000000000064
2018.06.28,-2207.000000000003,,-2207.000000000003
2018.06.28,-2201.9999999999927,,-2201.9999999999927
2018.06.28,-2219.9999999999995,,-2219.9999999999995
2018.06.28,-2130.0000000000095,,-2130.0000000000095
2018.06.28,-2130.0000000000095,,-2130.0000000000095
2018.06.28,-2110.000000000012,,-2110.000000000012
2018.06.28,-2022.0000000000127,,-2022.0000000000127
2018.06.28,-2141.9999999999995,,-2141.9999999999995
2018.06.28,-2315.0000000000005,,-2315.0000000000005
2018.06.28,-2476.0000000000114,,-2476.0000000000114
2018.06.28,-2469.00000000001,,-2469.00000000001
2018.06.28,-2465.000000000006,,-2465.000000000006
2018.06.28,-2648.000000000006,,-2648.000000000006
2018.06.28,-2594.0000000000073,,-2594.0000000000073
2018.06.28,-2498.0,,-2498.0
2018.06.28,-2757.9999999999936,,-2757.9999999999936
2018.06.28,-2797.000000000005,,-2797.000000000005
2018.06.28,-2873.9999999999986,,-2873.9999999999986
2018.06.28,-2916.999999999992,,-2916.999999999992
2018.06.28,-2991.0000000000105,,-2991.0000000000105
2018.06.28,-2679.9999999999936,,-2679.9999999999936
2018.06.28,-2883.000000000013,,-2883.000000000013
2018.06.28,-2994.9999999999923,,-2994.9999999999923
2018.06.28,-3068.000000000004,,-3068.000000000004
2018.06.28,-3076.0000000000123,,-3076.0000000000123
2018.06.28,-2956.000000000003,,-2956.000000000003
2018.06.28,-2923.999999999993,,-2923.999999999993
2018.06.28,-2906.9999999999927,,-2906.9999999999927
2018.06.28,-2915.000000000001,,-2915.000000000001
2018.06.28,-2900.999999999998,,-2900.999999999998
2018.06.28,-2883.000000000013,,-2883.000000000013
2018.06.28,-2825.000000000011,,-2825.000000000011
2018.06.28,-2750.9999999999923,,-2750.9999999999923
2018.06.28,-2747.0000000000105,,-2747.0000000000105
2018.06.28,-2783.0000000000023,,-2783.0000000000023
2018.06.28,-2770.000000000006,,-2770.000000000006
2018.06.29,-2700.9999999999977,,-2700.9999999999977
2018.06.29,-2679.9999999999936,,-2679.9999999999936
2018.06.29,-2788.999999999997,,-2788.999999999997
2018.06.29,-2832.0000000000123,,-2832.0000000000123
2018.06.29,-2777.0000000000073,,-2777.0000000000073
2018.06.29,-2766.000000000002,,-2766.000000000002
2018.06.29,-2822.000000000013,,-2822.000000000013
2018.06.29,-3045.0000000000086,,-3045.0000000000086
2018.06.29,-3129.000000000004,,-3129.000000000004
2018.06.29,-3217.000000000003,,-3217.000000000003
2018.06.29,-3181.000000000012,,-3181.000000000012
2018.06.29,-3537.0000000000123,,-3537.0000000000123
2018.06.29,-3517.999999999999,,-3517.999999999999
2018.06.29,-3398.9999999999964,,-3398.9999999999964
2018.06.29,-3517.999999999999,,-3517.999999999999
2018.06.29,-3520.9999999999964,,-3520.9999999999964
2018.06.29,-3466.0000000000136,,-3466.0000000000136
2018.06.29,-3499.0000000000077,,-3499.0000000000077
2018.06.29,-3377.0000000000077,,-3377.0000000000077
2018.06.29,-3489.0000000000086,,-3489.0000000000086
2018.06.29,-3517.999999999999,,-3517.999999999999
2018.06.29,-3439.9999999999986,,-3439.9999999999986
2018.06.29,-3377.0000000000077,,-3377.0000000000077
2018.06.29,-3664.0000000000005,,-3664.0000000000005
2018.06.29,-3774.999999999995,,-3774.999999999995
2018.06.29,-3801.00000000001,,-3801.00000000001
2018.06.29,-3906.9999999999936,,-3906.9999999999936
2018.06.29,-3830.0,,-3830.0
2018.06.29,-3994.0000000000086,,-3994.0000000000086
2018.06.29,-3984.999999999994,,-3984.999999999994
2018.06.29,-3998.0000000000127,,-3998.0000000000127
2018.06.29,-4083.9999999999986,,-4083.9999999999986
2018.06.29,-3811.999999999993,,-3811.999999999993
2018.06.29,-3720.0000000000123,,-3720.0000000000123
2018.06.29,-3791.000000000011,,-3791.000000000011
2018.06.29,-4003.000000000001,,-4003.000000000001
2018.06.29,-4014.0000000000064,,-4014.0000000000064
2018.06.29,-3950.000000000009,,-3950.000000000009
2018.06.29,-4042.999999999997,,-4042.999999999997
2018.06.29,-4039.999999999999,,-4039.999999999999
2018.06.29,-4075.0000000000064,,-4075.0000000000064
2018.06.29,-4098.000000000002,,-4098.000000000002
2018.06.29,-4083.9999999999986,,-4083.9999999999986
2018.06.29,-4069.0000000000114,,-4069.0000000000114
2018.06.29,-3997.000000000006,,-3997.000000000006
2018.06.29,-3997.000000000006,,-3997.000000000006
2018.06.29,-3910.9999999999977,,-3910.9999999999977
2018.06.29,-3838.9999999999923,,-3838.9999999999923
