date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2017.02.06,-32.999999999994145,-57.99999999998029,-52.99999999999194,-392.00000000000347,-92.99999999999864,-87.00000000001484,-175.00000000001137,-68.99999999999685,-180.99999999999784,-161.99999999999548,-139.99999999998636,-132.000000000005,-163.00000000000205,-85.00000000000796,-151.9999999999868,-165.99999999999682,-3.0000000000085514,,-2143.9999999999786
2017.02.06,28.000000000005798,-23.999999999979593,-11.999999999989797,-373.00000000000114,-80.00000000000229,53.999999999998494,-186.9999999999976,-141.00000000000225,-175.00000000000293,-152.99999999999204,-149.99999999997726,-173.00000000000182,-133.99999999998968,-151.00000000001046,-163.99999999998727,-192.99999999999784,264.999999999993,,-1762.9999999999347
2017.02.06,91.00000000000774,-25.999999999992696,-69.9999999999923,-342.9999999999933,-138.00000000000477,35.999999999991594,-216.99999999999875,-170.99999999999892,-163.99999999999747,-214.99999999999852,-149.99999999997726,-144.99999999999602,-181.9999999999933,-191.0000000000025,-136.99999999998624,-221.9999999999942,196.99999999999162,,-2046.9999999999347
2017.02.06,114.99999999999844,5.000000000010552,-66.99999999999484,-324.00000000000205,-117.99999999999588,38.99999999998904,-267.0000000000101,-190.00000000000128,-153.00000000000313,-208.99999999999253,-278.99999999999636,-204.9999999999983,-163.9999999999864,-263.00000000000523,-172.9999999999876,-239.00000000000432,197.99999999999818,,-2293.999999999982
2017.02.06,121.99999999999989,9.000000000014552,-63.99999999999739,-365.99999999999966,-100.99999999999554,47.99999999998139,-269.00000000000546,-186.99999999999272,-195.00000000000074,-208.99999999999253,-272.99999999999613,-194.00000000000261,-140.99999999999113,-253.0000000000001,-178.99999999998784,-242.999999999995,210.99999999999451,,-2283.9999999999663
2017.02.06,94.00000000000519,6.000000000017103,-52.99999999999194,-280.00000000000244,-151.9999999999966,18.999999999991246,-177.0000000000067,-181.9999999999933,-109.99999999999899,-230.99999999999233,-213.99999999999864,-91.99999999999875,-252.99999999999213,-166.00000000001103,-77.99999999998875,-189.99999999999773,59.99999999999339,,-1998.999999999962
2017.02.06,74.00000000000739,-35.999999999991594,-106.99999999999044,-315.9999999999941,-207.00000000000162,31.999999999987594,-18.000000000000682,-178.00000000000037,-97.9999999999981,-273.9999999999965,-15.999999999991132,91.99999999999875,-290.9999999999968,-63.00000000000239,74.00000000001228,-159.00000000000603,151.00000000000114,,-1339.999999999962
2017.02.06,104.99999999999955,4.000000000004,-89.99999999999008,-305.99999999999517,-197.99999999999818,36.999999999998145,-45.000000000001705,-183.99999999999528,-97.9999999999981,-282.99999999999994,-63.99999999999295,67.99999999999784,-317.9999999999961,-67.99999999999784,84.00000000000318,-165.99999999999682,88.99999999999464,,-1432.999999999965
2017.02.06,119.99999999999788,4.000000000004,-46.999999999997044,-236.00000000000287,-173.00000000000094,43.999999999999595,-81.00000000000307,-186.99999999999272,-60.00000000000449,-278.00000000000045,-118.99999999999977,28.000000000005798,-299.00000000000483,-90.00000000000341,81.00000000000307,-203.00000000000296,56.99999999999594,,-1439.0000000000066
2017.02.06,131.00000000000333,36.0000000000138,-68.00000000000139,-247.99999999999267,-171.99999999999437,24.999999999986144,-79.9999999999983,-190.99999999999673,-63.00000000000195,-278.9999999999959,-94.99999999999886,37.9999999999967,-340.00000000000693,-118.00000000000921,85.00000000000796,-206.99999999999363,71.99999999999429,,-1473.9999999999877
2017.02.06,104.99999999999955,23.00000000001745,-119.00000000000244,-256.0000000000007,-214.00000000000307,22.999999999995246,-84.00000000000318,-208.99999999999253,-58.000000000002494,-296.9999999999917,-51.9999999999925,51.00000000000193,-360.0000000000048,-127.00000000000955,108.00000000000409,-216.99999999999875,65.99999999999939,,-1616.9999999999843
2017.02.06,101.00000000000664,23.00000000001745,-133.99999999998968,-275.99999999999847,-177.00000000000495,23.999999999979593,-48.00000000000182,-209.9999999999991,-73.00000000000084,-268.99999999999704,2.0000000000095497,88.00000000000807,-319.999999999987,-109.00000000000887,93.00000000000352,-159.00000000000603,60.99999999999994,,-1382.9999999999686
2017.02.06,92.00000000000318,19.00000000001345,-129.00000000000134,-276.9999999999939,-180.0000000000024,1.999999999990898,-76.99999999999818,-202.0000000000022,-63.00000000000195,-266.999999999995,-12.000000000000455,78.00000000000296,-346.0000000000019,-128.0000000000001,90.00000000000341,-192.99999999999784,73.99999999999629,,-1518.999999999985
2017.02.06,129.00000000000134,64.0000000000196,-87.99999999999919,-226.99999999999943,-156.99999999999602,11.999999999989797,-121.00000000000932,-195.00000000000074,-48.000000000003595,-251.99999999999667,-123.99999999999523,19.000000000005457,-292.00000000000335,-160.0000000000108,58.000000000006935,-207.9999999999984,58.000000000002494,,-1531.9999999999873
2017.02.06,164.00000000000858,85.00000000000173,-55.99999999998939,-214.00000000000307,-138.00000000000477,17.999999999984695,-168.00000000000637,-202.0000000000022,-58.000000000002494,-262.999999999991,-179.00000000000205,-30.9999999999917,-302.0000000000023,-192.00000000000728,27.000000000001023,-230.99999999999454,70.99999999999883,,-1669.0000000000025
2017.02.06,136.99999999999824,68.00000000000139,-79.00000000000685,-259.9999999999936,-151.00000000000114,11.999999999989797,-165.00000000000625,-200.00000000000017,-78.00000000000028,-252.99999999999213,-266.9999999999959,-25.99999999999625,-287.9999999999994,-198.0000000000075,3.0000000000001137,-227.00000000000387,82.99999999999974,,-1889.000000000014
2017.02.06,129.00000000000134,76.0000000000094,-93.99999999999409,-241.99999999999778,-139.00000000000023,-15.00000000000945,-151.00000000001046,-203.99999999999307,-63.00000000000195,-234.99999999999633,-223.99999999998954,-9.000000000000341,-273.9999999999965,-186.9999999999976,28.000000000005798,-204.9999999999983,48.99999999999905,,-1759.99999999997
2017.02.06,126.0000000000039,84.0000000000174,-93.99999999999409,-232.99999999999432,-136.99999999999824,-22.0000000000109,-215.0000000000034,-208.99999999999253,-67.00000000000594,-242.99999999999324,-358.0000000000041,-58.9999999999975,-326.0000000000041,-246.9999999999999,-15.999999999991132,-266.9999999999959,22.999999999995246,,-2259.999999999968
2017.02.06,208.00000000000819,168.0000000000126,-29.999999999996696,-158.0000000000026,-97.9999999999981,-47.00000000001925,-230.00000000000398,-270.99999999999903,-82.99999999999974,-286.99999999999284,-379.99999999999545,-64.99999999999773,-462.0000000000068,-291.000000000011,-15.999999999991132,-296.99999999999704,4.999999999999449,,-2333.999999999991
2017.02.06,261.0000000000001,269.00000000000813,-45.99999999999049,-182.99999999999983,-112.99999999999643,-46.0000000000127,-150.00000000000568,-313.99999999999204,-126.0000000000039,-329.999999999997,-306.99999999998795,52.99999999999727,-526.9999999999886,-284.000000000006,-28.999999999996362,-299.0000000000066,17.999999999995797,,-2152.9999999999823
2017.02.06,282.0000000000045,270.00000000001467,-22.999999999995246,-186.99999999999272,-100.00000000000009,-48.000000000003595,-121.00000000000932,-302.9999999999977,-163.99999999999747,-341.99999999999784,-310.0000000000023,72.00000000000273,-546.000000000002,-265.00000000000057,0.0,-266.9999999999959,-14.999999999998348,,-2066.9999999999714
2017.02.06,308.00000000000824,320.00000000000915,-25.999999999992696,-214.00000000000307,-148.0000000000037,-87.00000000001484,-41.00000000001103,-305.99999999999517,-173.00000000000094,-380.999999999998,19.000000000005457,195.0000000000074,-629.9999999999973,-176.00000000000193,12.000000000000455,-237.99999999999955,90.0000000000012,,-1475.9999999999861
2017.02.06,287.0000000000039,295.0000000000008,-124.99999999999733,-265.99999999999955,-219.00000000000253,-74.0000000000185,19.99999999999602,-391.9999999999924,-251.00000000000122,-483.0000000000001,-74.99999999998863,242.999999999995,-852.9999999999926,-231.99999999999932,-16.999999999995907,-310.99999999999284,70.99999999999883,,-2381.9999999999864
2017.02.06,309.0000000000037,346.0000000000019,-124.99999999999733,-256.0000000000007,-219.00000000000253,-70.0000000000145,58.9999999999975,-434.9999999999965,-265.99999999999955,-446.9999999999974,-194.99999999999318,302.99999999999727,-800.0000000000007,-231.99999999999932,-16.999999999995907,-307.9999999999927,34.99999999999615,,-2317.9999999999936
