date,USDCHF,empty,sum
2020.09.22,-587.9999999999997,,-587.9999999999997
2020.09.22,-568.9999999999973,,-568.9999999999973
2020.09.22,-525.9999999999932,,-525.9999999999932
2020.09.22,-519.9999999999983,,-519.9999999999983
2020.09.22,-509.00000000000387,,-509.00000000000387
2020.09.22,-502.00000000000244,,-502.00000000000244
2020.09.22,-466.9999999999952,,-466.9999999999952
2020.09.22,-448.000000000004,,-448.000000000004
2020.09.22,-448.000000000004,,-448.000000000004
2020.09.22,-492.0000000000035,,-492.0000000000035
2020.09.22,-529.0000000000017,,-529.0000000000017
2020.09.22,-573.9999999999967,,-573.9999999999967
2020.09.22,-612.0000000000015,,-612.0000000000015
2020.09.22,-641.0000000000027,,-641.0000000000027
2020.09.22,-717.000000000001,,-717.000000000001
2020.09.22,-702.9999999999981,,-702.9999999999981
2020.09.22,-639.0000000000007,,-639.0000000000007
2020.09.22,-670.9999999999993,,-670.9999999999993
2020.09.22,-680.9999999999983,,-680.9999999999983
2020.09.22,-641.9999999999982,,-641.9999999999982
2020.09.22,-483.99999999999557,,-483.99999999999557
2020.09.22,-476.9999999999941,,-476.9999999999941
2020.09.22,-515.9999999999942,,-515.9999999999942
2020.09.22,-585.0000000000022,,-585.0000000000022
2020.09.22,-585.0000000000022,,-585.0000000000022
2020.09.22,-542.9999999999935,,-542.9999999999935
2020.09.22,-709.9999999999995,,-709.9999999999995
2020.09.22,-773.0000000000015,,-773.0000000000015
2020.09.22,-934.0000000000015,,-934.0000000000015
2020.09.22,-981.999999999994,,-981.999999999994
2020.09.22,-1017.9999999999967,,-1017.9999999999967
2020.09.22,-1034.999999999997,,-1034.999999999997
2020.09.22,-1061.000000000001,,-1061.000000000001
2020.09.22,-1039.9999999999966,,-1039.9999999999966
2020.09.22,-985.999999999998,,-985.999999999998
2020.09.22,-990.000000000002,,-990.000000000002
2020.09.22,-976.9999999999945,,-976.9999999999945
2020.09.22,-985.999999999998,,-985.999999999998
2020.09.22,-975.0000000000036,,-975.0000000000036
2020.09.22,-944.9999999999958,,-944.9999999999958
2020.09.22,-973.0000000000016,,-973.0000000000016
2020.09.23,-968.0000000000022,,-968.0000000000022
2020.09.23,-931.0000000000041,,-931.0000000000041
2020.09.23,-992.000000000004,,-992.000000000004
2020.09.23,-998.9999999999943,,-998.9999999999943
2020.09.23,-990.000000000002,,-990.000000000002
2020.09.23,-988.9999999999955,,-988.9999999999955
2020.09.23,-1066.9999999999957,,-1066.9999999999957
2020.09.23,-1146.0000000000025,,-1146.0000000000025
2020.09.23,-1166.999999999996,,-1166.999999999996
2020.09.23,-1108.9999999999934,,-1108.9999999999934
2020.09.23,-1129.0000000000023,,-1129.0000000000023
2020.09.23,-1134.0000000000016,,-1134.0000000000016
2020.09.23,-1132.9999999999952,,-1132.9999999999952
2020.09.23,-1114.0000000000039,,-1114.0000000000039
2020.09.23,-1144.0000000000007,,-1144.0000000000007
2020.09.23,-1146.999999999998,,-1146.999999999998
2020.09.23,-1117.0000000000014,,-1117.0000000000014
2020.09.23,-1109.9999999999998,,-1109.9999999999998
2020.09.23,-1210.0,,-1210.0
2020.09.23,-1166.999999999996,,-1166.999999999996
2020.09.23,-1129.9999999999977,,-1129.9999999999977
2020.09.23,-1053.0000000000039,,-1053.0000000000039
2020.09.23,-1063.0000000000027,,-1063.0000000000027
2020.09.23,-1086.9999999999936,,-1086.9999999999936
2020.09.23,-992.9999999999994,,-992.9999999999994
2020.09.23,-985.0000000000025,,-985.0000000000025
2020.09.23,-948.9999999999999,,-948.9999999999999
2020.09.23,-1031.9999999999995,,-1031.9999999999995
2020.09.23,-1051.0000000000018,,-1051.0000000000018
2020.09.23,-1122.0000000000007,,-1122.0000000000007
2020.09.23,-1146.0000000000025,,-1146.0000000000025
2020.09.23,-1127.9999999999957,,-1127.9999999999957
2020.09.23,-1219.0000000000034,,-1219.0000000000034
2020.09.23,-1220.9999999999943,,-1220.9999999999943
2020.09.23,-1317.999999999997,,-1317.999999999997
2020.09.23,-1412.000000000002,,-1412.000000000002
2020.09.23,-1361.9999999999966,,-1361.9999999999966
2020.09.23,-1361.9999999999966,,-1361.9999999999966
2020.09.23,-1336.9999999999993,,-1336.9999999999993
2020.09.23,-1264.9999999999939,,-1264.9999999999939
2020.09.23,-1317.999999999997,,-1317.999999999997
2020.09.23,-1322.000000000001,,-1322.000000000001
2020.09.23,-1354.999999999995,,-1354.999999999995
2020.09.23,-1414.9999999999995,,-1414.9999999999995
2020.09.23,-1417.999999999997,,-1417.999999999997
2020.09.23,-1402.0000000000032,,-1402.0000000000032
2020.09.23,-1383.000000000001,,-1383.000000000001
2020.09.23,-1375.9999999999995,,-1375.9999999999995
2020.09.24,-1412.9999999999975,,-1412.9999999999975
2020.09.24,-1375.000000000004,,-1375.000000000004
2020.09.24,-1391.9999999999932,,-1391.9999999999932
2020.09.24,-1412.9999999999975,,-1412.9999999999975
2020.09.24,-1436.0000000000039,,-1436.0000000000039
2020.09.24,-1427.0000000000005,,-1427.0000000000005
2020.09.24,-1397.9999999999993,,-1397.9999999999993
2020.09.24,-1225.9999999999939,,-1225.9999999999939
2020.09.24,-1234.0000000000018,,-1234.0000000000018
2020.09.24,-1249.9999999999955,,-1249.9999999999955
2020.09.24,-1266.999999999996,,-1266.999999999996
2020.09.24,-1288.9999999999957,,-1288.9999999999957
2020.09.24,-1298.9999999999945,,-1298.9999999999945
2020.09.24,-1307.999999999998,,-1307.999999999998
2020.09.24,-1307.999999999998,,-1307.999999999998
2020.09.24,-1334.0000000000018,,-1334.0000000000018
2020.09.24,-1376.999999999995,,-1376.999999999995
2020.09.24,-1368.0000000000025,,-1368.0000000000025
2020.09.24,-1375.9999999999995,,-1375.9999999999995
2020.09.24,-1413.999999999993,,-1413.999999999993
2020.09.24,-1429.999999999998,,-1429.999999999998
2020.09.24,-1432.9999999999955,,-1432.9999999999955
2020.09.24,-1554.9999999999952,,-1554.9999999999952
2020.09.24,-1514.9999999999998,,-1514.9999999999998
2020.09.24,-1517.999999999997,,-1517.999999999997
2020.09.24,-1673.9999999999977,,-1673.9999999999977
2020.09.24,-1605.9999999999964,,-1605.9999999999964
2020.09.24,-1559.9999999999948,,-1559.9999999999948
2020.09.24,-1527.9999999999961,,-1527.9999999999961
2020.09.24,-1607.000000000003,,-1607.000000000003
2020.09.24,-1575.9999999999995,,-1575.9999999999995
2020.09.24,-1656.0000000000018,,-1656.0000000000018
2020.09.24,-1622.9999999999966,,-1622.9999999999966
2020.09.24,-1663.9999999999989,,-1663.9999999999989
2020.09.24,-1627.9999999999961,,-1627.9999999999961
2020.09.24,-1783.9999999999966,,-1783.9999999999966
2020.09.24,-1785.0000000000032,,-1785.0000000000032
2020.09.24,-1764.9999999999943,,-1764.9999999999943
2020.09.24,-1629.9999999999982,,-1629.9999999999982
2020.09.24,-1654.9999999999955,,-1654.9999999999955
2020.09.24,-1613.9999999999932,,-1613.9999999999932
2020.09.24,-1576.999999999995,,-1576.999999999995
2020.09.24,-1568.0000000000027,,-1568.0000000000027
2020.09.24,-1630.9999999999936,,-1630.9999999999936
2020.09.24,-1674.9999999999932,,-1674.9999999999932
2020.09.24,-1688.0000000000007,,-1688.0000000000007
2020.09.24,-1637.999999999995,,-1637.999999999995
2020.09.24,-1710.999999999996,,-1710.999999999996
2020.09.25,-1656.9999999999973,,-1656.9999999999973
2020.09.25,-1651.999999999998,,-1651.999999999998
2020.09.25,-1661.9999999999968,,-1661.9999999999968
2020.09.25,-1669.9999999999936,,-1669.9999999999936
2020.09.25,-1668.9999999999982,,-1668.9999999999982
2020.09.25,-1661.0000000000014,,-1661.0000000000014
2020.09.25,-1700.999999999997,,-1700.999999999997
2020.09.25,-1707.000000000003,,-1707.000000000003
2020.09.25,-1746.9999999999986,,-1746.9999999999986
2020.09.25,-1707.000000000003,,-1707.000000000003
2020.09.25,-1702.0000000000034,,-1702.0000000000034
2020.09.25,-1686.999999999994,,-1686.999999999994
2020.09.25,-1676.9999999999952,,-1676.9999999999952
2020.09.25,-1700.0000000000016,,-1700.0000000000016
2020.09.25,-1693.9999999999955,,-1693.9999999999955
2020.09.25,-1674.9999999999932,,-1674.9999999999932
2020.09.25,-1649.999999999996,,-1649.999999999996
2020.09.25,-1646.000000000003,,-1646.000000000003
2020.09.25,-1668.0000000000027,,-1668.0000000000027
2020.09.25,-1617.0000000000018,,-1617.0000000000018
2020.09.25,-1658.9999999999993,,-1658.9999999999993
2020.09.25,-1576.999999999995,,-1576.999999999995
2020.09.25,-1625.999999999994,,-1625.999999999994
2020.09.25,-1685.9999999999986,,-1685.9999999999986
2020.09.25,-1771.999999999996,,-1771.999999999996
2020.09.25,-1795.9999999999975,,-1795.9999999999975
2020.09.25,-1802.999999999999,,-1802.999999999999
2020.09.25,-1778.0000000000018,,-1778.0000000000018
2020.09.25,-1837.9999999999952,,-1837.9999999999952
2020.09.25,-1842.9999999999945,,-1842.9999999999945
2020.09.25,-1824.9999999999989,,-1824.9999999999989
2020.09.25,-1817.9999999999975,,-1817.9999999999975
2020.09.25,-1856.000000000002,,-1856.000000000002
2020.09.25,-1883.9999999999968,,-1883.9999999999968
2020.09.25,-1946.0000000000032,,-1946.0000000000032
2020.09.25,-1902.0000000000036,,-1902.0000000000036
2020.09.25,-1927.000000000001,,-1927.000000000001
2020.09.25,-1944.0000000000014,,-1944.0000000000014
2020.09.25,-1925.9999999999943,,-1925.9999999999943
2020.09.25,-1922.999999999997,,-1922.999999999997
2020.09.25,-1946.0000000000032,,-1946.0000000000032
2020.09.25,-1915.9999999999955,,-1915.9999999999955
2020.09.25,-1885.9999999999989,,-1885.9999999999989
2020.09.25,-1902.999999999999,,-1902.999999999999
2020.09.25,-1868.9999999999984,,-1868.9999999999984
2020.09.25,-1869.9999999999939,,-1869.9999999999939
2020.09.25,-1915.0,,-1915.0
2020.09.25,-1888.0000000000007,,-1888.0000000000007
