date,USDCHF,EURUSD,USDJPY,AUDUSD,EURCHF,CADCHF,GBPJPY,GBPAUD,EURAUD,EURNZD,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.07.04,-207.99999999999707,-14.999999999987246,-48.99999999999238,-7.9999999999968985,-181.9999999999933,-148.0000000000037,-25.000000000005684,-165.00000000001512,-241.00000000000233,-245.0000000000063,0.0,-54.999999999993946,-317.9999999999961,-20.999999999982144,,-1679.999999999972
2016.07.04,-321.0000000000046,21.00000000000435,-39.00000000000148,107.00000000000153,-204.00000000000418,-227.99999999999488,133.00000000000978,-324.9999999999975,-207.00000000000162,-39.999999999995595,106.99999999999932,126.0000000000039,-246.99999999999721,12.000000000012001,,-1104.9999999999663
2016.07.04,-253.0000000000032,46.0000000000127,-52.99999999999727,131.99999999999878,-197.00000000000273,-197.99999999999818,215.0000000000034,-320.00000000000915,-268.9999999999859,-22.999999999995246,161.00000000000136,174.00000000000747,-427.99999999999505,-26.999999999999247,,-1039.9999999999623
2016.07.04,-280.9999999999979,2.0000000000131024,-39.00000000000148,173.9999999999964,-249.00000000001032,-251.00000000000122,314.0000000000214,-256.99999999999613,-353.99999999998766,106.99999999999044,225.9999999999991,196.00000000000728,-433.0000000000056,12.000000000012001,,-832.9999999999607
2016.07.04,-289.0000000000059,29.999999999996696,1.0000000000047748,156.00000000000057,-249.99999999999466,-277.000000000005,286.00000000000136,-307.00000000001285,-253.99999999999866,-124.99999999999733,189.00000000000716,181.00000000000892,-287.0000000000039,86.0000000000083,,-859.9999999999903
2016.07.04,-280.9999999999979,12.000000000012001,49.000000000006594,173.00000000000094,-229.00000000001253,-258.9999999999981,140.00000000001478,-297.0000000000139,-259.9999999999936,-121.99999999999989,96.00000000000364,190.00000000000128,-241.00000000000233,177.00000000000495,,-851.9999999999743
2016.07.04,-275.000000000003,16.000000000016,43.00000000000637,173.00000000000094,-201.00000000000674,-256.99999999999613,140.00000000001478,-295.0000000000008,-314.99999999999864,-49.99999999999449,84.00000000000318,184.00000000000637,-287.9999999999994,143.00000000000423,,-897.9999999999474
2016.07.04,-241.00000000000233,2.0000000000131024,-4.9999999999954525,229.00000000000142,-160.00000000000458,-222.99999999999542,212.99999999999386,-121.99999999999989,-499.9999999999893,-12.000000000012001,216.99999999999875,251.00000000000122,-290.00000000000136,188.00000000001037,,-452.9999999999817
2016.07.04,-200.99999999999562,26.999999999999247,-54.000000000002046,287.0000000000039,-121.99999999999989,-229.99999999999687,222.0000000000084,65.00000000000395,-580.0000000000027,26.999999999999247,322.00000000000273,323.0000000000066,-277.000000000005,283.000000000011,,92.00000000003297
2016.07.04,-221.99999999999997,63.99999999999739,-31.999999999996476,317.0000000000006,-178.00000000001148,-312.00000000000114,219.99999999999886,202.9999999999976,-859.9999999999941,-90.99999999999665,361.99999999999477,301.0000000000068,-170.00000000000347,363.0000000000022,,-35.00000000000489
2016.07.04,-212.00000000000108,103.00000000000864,-48.00000000000182,490.00000000000153,-192.99999999999872,-314.99999999999864,387.00000000000045,173.00000000000094,-832.9999999999949,-59.000000000009045,552.9999999999973,455.0000000000054,-222.99999999999542,499.000000000005,,777.0000000000197
