date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.11.09,-12.000000000000899,-69.00000000000794,-14.000000000002899,-63.00000000000239,-50.0000000000056,-52.000000000007596,-43.999999999999595,-314.00000000000716,-31.000000000003247,-126.99999999999933,-118.99999999999977,-188.9999999999947,-21.00000000000435,-153.9999999999875,-70.99999999999883,-85.99999999999852,-81.99999999999363,-63.99999999999295,-152.00000000000767,-124.99999999999733,-124.99999999999733,,-1964.0000000000093
2020.11.09,117.00000000000044,-117.00000000001154,-17.000000000000348,-114.00000000000432,-34.000000000000696,-14.000000000002899,80.99999999999774,-186.9999999999976,89.00000000000574,-162.99999999999093,-79.99999999998408,-195.9999999999962,129.99999999998568,-112.000000000001,96.00000000000719,-42.00000000000159,-18.000000000000682,6.000000000000227,-101.00000000000664,-53.00000000000304,-161.99999999999548,,-891.0000000000001
2020.11.09,111.00000000000554,-270.99999999999903,-76.99999999999375,-77.00000000001239,-147.00000000000824,-146.00000000000168,188.9999999999947,-265.00000000000057,135.00000000000733,-200.99999999999562,-239.00000000000432,-170.00000000000347,181.9999999999933,-65.99999999998829,-97.9999999999981,-206.00000000000307,-143.00000000000068,-125.99999999999056,-114.99999999999844,-87.00000000000374,-163.00000000000205,,-1980.0000000000032
2020.11.09,134.0000000000008,-273.0000000000121,-68.99999999998573,-61.00000000000705,-146.00000000000168,-153.00000000000313,326.9999999999884,-269.999999999996,258.0000000000027,-219.99999999999798,-288.99999999998727,-163.00000000000205,237.99999999998266,72.0000000000054,-123.99999999999079,-224.00000000000375,-168.00000000000637,-134.9999999999909,-96.00000000000719,-91.00000000000774,-139.9999999999846,,-1593.0000000000043
2020.11.09,145.00000000000622,-250.00000000001688,-58.99999999998684,-58.000000000006935,-138.00000000000477,-163.00000000000205,336.9999999999873,-239.99999999999488,277.000000000005,-235.99999999999176,-234.99999999998522,-126.0000000000039,215.99999999999397,103.00000000000864,-158.99999999999804,-216.99999999999875,-126.00000000000477,-143.00000000000068,-68.00000000000139,-89.00000000000574,-120.99999999999334,,-1349.9999999999948
2020.11.09,190.00000000000128,-246.99999999999721,-35.999999999991594,-32.00000000001069,-72.0000000000054,-134.0000000000008,403.99999999998215,-236.0000000000042,309.0000000000037,-240.99999999999122,-293.9999999999827,-126.0000000000039,394.9999999999898,117.99999999999588,-121.99999999999989,-236.0000000000042,-69.99999999999318,-129.99999999999545,13.999999999991797,-53.999999999998494,-38.0000000000047,,-638.000000000019
2020.11.09,170.99999999999892,-383.0,-78.99999999998464,-22.00000000000557,-121.00000000000443,-280.00000000000244,435.9999999999919,-269.00000000000546,328.0000000000061,-349.99999999999477,-405.9999999999775,-144.0000000000108,488.9999999999839,160.00000000000458,-431.99999999998795,-295.0000000000017,-129.99999999999545,-278.99999999999636,39.999999999995595,-155.00000000000514,22.0000000000109,,-1698.9999999999804
2020.11.09,192.00000000000327,-343.00000000000443,-36.999999999998145,-13.00000000000523,-111.00000000000554,-230.000000000008,470.9999999999992,-227.99999999999443,341.99999999999784,-336.9999999999984,-378.9999999999907,-136.00000000000279,385.99999999999744,195.9999999999962,-378.999999999996,-281.9999999999965,-135.99999999999568,-238.9999999999901,18.999999999991246,-124.99999999999733,29.00000000001235,,-1339.9999999999854
2020.11.09,187.9999999999993,-307.00000000001285,-55.99999999998939,0.0,-106.00000000000608,-275.000000000003,458.9999999999872,-253.0000000000001,341.99999999999784,-359.99999999999363,-371.9999999999857,-104.99999999999955,393.99999999998323,182.99999999999983,-445.99999999999085,-296.99999999999704,-147.99999999999613,-281.9999999999965,21.999999999999797,-190.00000000000128,39.999999999995595,,-1569.000000000009
2020.11.09,192.99999999999872,-312.00000000000114,-52.99999999999194,26.999999999986812,-127.00000000001043,-291.0000000000079,461.0000000000003,-311.9999999999976,358.0000000000028,-381.99999999999346,-432.9999999999927,-90.00000000001229,331.999999999999,208.00000000000819,-497.99999999999847,-353.9999999999992,-209.99999999999375,-363.9999999999901,10.999999999994348,-189.00000000000583,107.00000000001265,,-1917.999999999992
2020.11.09,204.99999999999963,-277.00000000001614,-37.99999999998249,53.999999999987836,-132.0000000000099,-282.99999999999994,447.99999999998175,-302.99999999999727,380.999999999998,-383.0,-415.9999999999968,-14.000000000002899,272.99999999998994,252.99999999999213,-506.9999999999908,-347.999999999999,-210.99999999999852,-350.9999999999991,2.999999999997449,-185.00000000000182,97.00000000001374,,-1734.0000000000343
