date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,AUDCHF,NZDCHF,EURJPY,EURCAD,EURAUD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2018.09.10,-102.99999999999754,-26.0000000000149,-11.00000000000989,0.0,-21.999999999999797,-1.999999999990898,-32.999999999994145,-38.0000000000047,-18.999999999991246,-14.999999999986358,-5.999999999994898,-90.00000000001229,0.0,-27.000000000001023,-2.000000000002,-3.0000000000085514,,-397.0000000000082
2018.09.10,-95.00000000000064,-34.000000000000696,-25.000000000005684,79.99999999999119,-15.999999999993797,-13.999999999991797,-9.999999999998899,-16.0000000000049,-4.999999999999449,12.000000000000455,106.99999999999044,-80.00000000001339,29.999999999986926,-25.000000000005684,30.999999999992145,51.000000000001044,,-9.000000000052758
2018.09.10,-63.00000000000195,-70.0000000000145,-21.000000000000796,91.99999999998099,9.00000000000345,1.0000000000065512,-44.99999999998394,11.00000000000545,20.0000000000089,9.000000000014552,100.99999999999554,-3.0000000000196536,18.999999999991246,7.999999999995566,83.9999999999952,64.99999999999284,,216.99999999996948
2018.09.10,-55.000000000005045,25.999999999992696,-45.000000000001705,90.99999999999665,50.0000000000056,-21.999999999999797,46.0000000000127,46.999999999997044,-9.999999999998899,20.000000000010232,191.99999999999218,32.999999999994145,27.999999999991587,-58.000000000006935,152.99999999999204,52.99999999999194,,548.9999999999644
2018.09.10,-45.000000000006146,21.999999999988695,-149.0000000000009,85.99999999998609,43.00000000000415,-20.999999999993246,29.999999999996696,38.0000000000047,-10.999999999994348,-68.00000000001205,195.9999999999962,17.999999999984695,101.99999999998965,-79.00000000000773,143.9999999999997,48.99999999999905,,354.99999999993514
2018.09.10,-39.999999999995595,28.000000000005798,-152.00000000000102,93.99999999999409,81.00000000000884,-2.999999999997449,34.000000000000696,70.0000000000034,-1.999999999990898,-90.00000000000341,194.0000000000053,68.99999999998573,122.99999999999045,-108.00000000000409,185.99999999999727,66.99999999999484,,550.999999999994
2018.09.10,-85.00000000000173,21.999999999988695,-124.00000000000944,93.99999999999409,74.00000000000739,-25.999999999992696,52.000000000007596,72.0000000000054,-8.999999999992347,-39.99999999999204,217.0000000000005,42.999999999993044,79.9999999999983,-91.00000000000819,173.00000000000094,39.00000000000014,,490.99999999999966
2018.09.10,-97.9999999999981,4.999999999988347,-118.00000000000921,90.99999999999665,50.0000000000056,-63.99999999999739,84.0000000000174,70.99999999999883,-20.999999999993246,-40.99999999999682,221.00000000000452,-19.00000000001345,63.99999999999295,-106.99999999999932,170.99999999999892,10.999999999994348,,299.99999999999005
2018.09.10,-56.99999999999594,49.99999999999449,-182.00000000000216,91.99999999998099,31.999999999998696,-62.99999999999084,66.00000000001049,31.000000000003247,-48.99999999999905,-112.99999999999955,243.99999999999977,-48.000000000003595,108.99999999999466,-194.00000000000261,130.99999999999224,0.999999999995449,,49.99999999997628
2018.09.10,-126.0000000000039,-8.000000000008,-160.0000000000108,115.99999999998278,-13.999999999991797,-163.99999999999747,78.00000000000028,39.00000000000014,-110.99999999999443,-109.99999999998522,214.00000000000307,-60.99999999999994,144.99999999999602,-272.00000000000557,118.99999999999133,-100.00000000000009,,-415.00000000002365
