date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,AUDCHF,NZDCHF,EURJPY,EURCAD,EURAUD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2018.09.10,-94.00000000000519,-21.00000000000435,-7.000000000005002,79.99999999999119,-15.999999999993797,0.0,55.000000000005045,9.00000000000345,48.000000000003595,27.000000000015234,114.99999999999844,-53.999999999998494,35.99999999998715,-5.000000000009663,39.999999999995595,51.000000000001044,,263.99999999998425
2018.09.10,-63.00000000000195,-21.00000000000435,3.0000000000001137,112.99999999998533,12.000000000000899,15.00000000000945,26.999999999999247,24.000000000001798,40.00000000000669,26.00000000001046,143.99999999998857,18.999999999991246,65.99999999998829,12.000000000000455,93.99999999999409,95.00000000000064,,605.999999999971
2018.09.10,-55.000000000005045,48.000000000003595,27.999999999991587,92.99999999998754,73.00000000000084,31.000000000003247,77.00000000001594,75.9999999999983,50.0000000000056,123.99999999999523,194.99999999998963,62.99999999999084,28.999999999996362,45.99999999999227,156.99999999999602,100.99999999999554,,1135.9999999999573
2018.09.10,-43.999999999999595,25.999999999992696,-44.00000000001114,126.99999999998823,51.000000000001044,-19.999999999997797,46.999999999997044,48.99999999999905,-5.999999999994898,21.000000000015007,212.99999999999653,35.999999999991594,104.99999999998977,-57.00000000000216,153.99999999999858,56.0000000000005,,713.9999999999643
2018.09.10,-19.999999999997797,51.000000000001044,-134.00000000000034,104.99999999999955,99.00000000000463,24.000000000001798,48.000000000003595,82.00000000000429,24.000000000001798,-52.99999999999727,224.000000000002,95.00000000000064,157.99999999998704,-65.00000000001194,200.00000000000017,98.99999999999353,,936.9999999999926
2018.09.10,-28.000000000005798,65.00000000000395,-112.99999999999955,93.99999999999409,113.00000000000753,45.000000000006146,65.00000000000395,99.00000000000463,49.00000000001015,3.0000000000143245,242.99999999999324,95.00000000000064,134.00000000000034,-30.000000000001137,209.9999999999991,117.99999999999588,,1162.0000000000277
2018.09.10,-70.99999999999883,49.99999999999449,-99.00000000000375,129.00000000000134,114.00000000000298,-2.999999999997449,110.00000000001009,131.99999999999878,29.000000000001247,-13.00000000000523,249.99999999999466,132.99999999998312,145.99999999998658,-73.0000000000075,236.99999999999832,76.99999999999375,,1147.9999999999527
2018.09.10,-36.999999999998145,87.99999999999919,-84.00000000000318,91.99999999998099,136.99999999999824,9.00000000000345,101.00000000001774,129.00000000000134,18.0000000000069,75.9999999999934,286.99999999999284,105.99999999998388,109.99999999999943,-51.00000000000193,240.99999999999122,66.99999999999484,,1288.9999999999602
2018.09.10,-46.00000000000159,51.99999999998539,-135.00000000000512,129.99999999998568,86.0000000000083,-24.999999999997247,78.00000000000028,83.9999999999952,-8.999999999992347,-51.9999999999925,262.999999999991,60.99999999999994,173.99999999999238,-123.00000000000466,200.00000000000017,51.99999999999649,,789.9999999999612
2018.09.10,-124.99999999999733,-1.0000000000065512,-51.00000000000193,200.00000000000017,-9.999999999998899,-142.99999999999312,128.000000000017,48.99999999999905,-73.99999999999629,-45.99999999999227,225.00000000000853,-34.000000000000696,153.99999999999636,-200.00000000000284,124.00000000000189,-63.00000000000195,,133.00000000003115
2018.09.10,-102.00000000000209,0.0,-84.00000000000318,207.00000000000162,18.0000000000069,-171.99999999999437,101.00000000001774,58.000000000002494,-113.99999999999189,-58.9999999999975,262.999999999991,-7.0000000000014495,185.99999999999284,-253.0000000000001,166.99999999999494,-95.00000000000064,,114.0000000000163
