date,USDCHF,GBPUSD,USDCAD,GBPCHF,EURCHF,CHFJPY,AUDCHF,EURGBP,GBPJPY,GBPCAD,AUDNZD,empty,sum
2021.06.28,-121.99999999999989,0.0,-80.00000000001339,-25.00000000000835,-170.00000000000347,0.0,-300.0000000000003,-204.00000000000418,-20.000000000010232,-53.999999999998494,-234.00000000000088,,-1209.0000000000393
2021.06.28,-129.00000000000134,79.00000000000685,-104.99999999999955,-25.00000000000835,-123.99999999999079,61.00000000000705,-380.999999999998,-221.00000000000452,-82.99999999999841,372.00000000001677,-266.999999999995,,-822.9999999999652
2021.06.28,-68.00000000000139,68.00000000000139,-124.99999999999733,76.99999999999375,-90.00000000001229,140.00000000000057,-324.00000000000205,-273.000000000001,-108.00000000000409,446.0000000000131,-306.00000000000625,,-563.0000000000157
2021.06.28,-26.999999999999247,114.0000000000141,-178.00000000001148,137.9999999999937,-56.99999999999594,291.000000000011,-300.0000000000003,-269.00000000000813,22.999999999996135,609.9999999999994,-285.00000000000193,,59.999999999997385
2021.06.28,-17.000000000000348,202.00000000001327,-103.99999999999298,95.00000000000064,-59.99999999999339,300.00000000001137,-278.00000000000045,-235.00000000000742,94.99999999999886,652.0000000000082,-292.00000000000335,,358.0000000000344
2021.06.28,-19.00000000000235,199.00000000001583,-93.99999999999409,102.00000000000209,-65.00000000000395,313.0000000000024,-322.9999999999955,-234.00000000000088,123.99999999999523,638.0000000000052,-346.0000000000019,,295.0000000000221
2021.06.28,-58.000000000002494,140.0000000000068,-121.99999999999989,78.00000000000028,-75.00000000000284,195.0000000000074,-324.00000000000205,-243.00000000000432,-8.000000000009777,590.0000000000016,-337.0000000000095,,-164.00000000001484
2021.06.28,-65.99999999999939,177.00000000000495,-100.0000000000112,1.0000000000065512,-95.00000000000064,102.00000000000387,-369.99999999999255,-220.00000000000907,-98.99999999998954,609.0000000000151,-222.00000000001108,,-282.999999999983
2021.06.28,-136.00000000000279,107.99999999999699,-190.00000000000128,-14.000000000002899,-103.99999999999298,61.00000000000705,-363.99999999999767,-224.000000000002,-112.99999999999955,606.0000000000176,-222.00000000001108,,-591.9999999999886
2021.06.28,-185.00000000000182,70.0000000000145,-239.00000000001143,-48.99999999998794,-140.99999999999113,-54.000000000002046,-378.999999999996,-203.00000000000873,-194.99999999999318,655.0000000000056,-239.99999999999577,,-959.9999999999679
2021.06.28,-214.00000000000307,70.99999999999883,-259.0000000000092,-52.99999999999194,-146.00000000000168,-77.99999999998875,-364.9999999999931,-194.0000000000053,-193.9999999999884,692.0000000000038,-198.00000000000927,,-937.999999999988
2021.06.28,-182.99999999999983,87.99999999999919,-229.00000000001253,-48.000000000003595,-126.0000000000039,-33.999999999991815,-400.9999999999958,-192.00000000000327,-173.00000000000182,676.0000000000099,-219.99999999999798,,-842.0000000000015
2021.06.28,-187.9999999999993,111.00000000001664,-242.99999999999324,-53.999999999998494,-130.0000000000079,-34.99999999999659,-383.99999999999545,-172.00000000000549,-155.00000000000114,719.000000000003,-212.00000000001216,,-742.9999999999901
2021.06.28,-178.99999999999582,102.00000000000209,-245.0000000000063,-51.000000000001044,-104.99999999999955,-52.99999999999727,-388.9999999999949,-170.99999999999892,-167.0000000000016,735.000000000019,-211.00000000000563,,-733.99999999998
2021.06.28,-167.00000000000603,167.00000000000603,-224.000000000002,-75.00000000000284,-114.99999999999844,-54.99999999999261,-390.0000000000015,-152.00000000000767,-163.99999999998727,767.0000000000066,-239.00000000001143,,-646.999999999997
2021.06.28,-184.00000000000637,167.00000000000603,-226.99999999999943,-123.99999999999079,-110.99999999999443,-73.99999999999807,-417.99999999999613,-150.00000000000568,-150.00000000000568,770.000000000004,-280.9999999999979,,-781.9999999999845
2021.06.28,-182.00000000000438,202.9999999999976,-226.99999999999943,-143.99999999998857,-119.00000000000244,-101.99999999998965,-437.999999999994,-118.00000000000699,-127.00000000000955,809.0000000000152,-292.00000000000335,,-736.9999999999854
2021.06.28,-168.00000000000148,229.99999999999687,-178.99999999999582,-140.0000000000068,-129.00000000000134,-43.99999999999693,-446.9999999999974,-119.00000000000244,-50.99999999998772,801.0000000000073,-283.000000000011,,-528.9999999999967
2021.06.28,-187.00000000000384,202.00000000001327,-212.99999999999653,-195.9999999999962,-144.0000000000108,-39.99999999999204,-419.9999999999982,-131.00000000000333,-56.99999999998795,820.0000000000207,-259.0000000000092,,-624.9999999999642
2021.06.28,-145.00000000000622,337.0000000000095,-161.99999999999548,-357.99999999999164,-144.99999999999514,19.000000000005457,-449.9999999999948,-99.00000000000463,92.99999999998931,875.0000000000035,-225.99999999999287,,-260.99999999997306
2021.06.28,-153.99999999999858,500.00000000001154,-130.99999999999224,-404.9999999999887,-187.00000000000384,17.000000000010118,-464.9999999999932,-31.000000000003247,277.00000000001523,1041.000000000003,-218.00000000000708,,244.00000000005295
2021.06.28,-136.99999999999824,531.0000000000148,-93.99999999999409,-383.0,-198.00000000000927,-16.999999999995907,-424.00000000000216,-35.00000000000725,271.99999999999136,1011.0000000000064,-190.00000000000128,,336.0000000000043
2021.06.28,-221.00000000000452,272.00000000000557,-234.00000000000088,-296.0000000000074,-200.00000000000017,-66.99999999999307,-378.999999999996,-104.00000000000409,43.00000000000637,905.0000000000002,-226.99999999999943,,-507.9999999999933
2021.06.28,-197.99999999999818,320.00000000000915,-202.9999999999976,-343.99999999998875,-208.00000000000819,-25.99999999999625,-344.99999999999534,-117.00000000000044,110.99999999999,906.0000000000068,-312.00000000000114,,-415.99999999998
2021.06.28,-170.00000000000347,384.00000000000654,-178.99999999999582,-347.0000000000084,-215.99999999999397,22.00000000000557,-364.9999999999931,-95.00000000000064,206.00000000001728,975.0000000000148,-310.0000000000103,,-94.99999999996163
2021.06.28,-158.0000000000026,385.00000000001313,-276.9999999999939,-333.0000000000055,-238.0000000000049,30.000000000001137,-359.99999999999363,-118.00000000000699,200.00000000001705,1003.0000000000206,-367.0000000000062,,-232.99999999996174
2021.06.28,-153.99999999999858,439.99999999999596,-312.00000000000114,-357.00000000000733,-225.00000000000853,41.00000000001103,-380.999999999998,-92.99999999999864,237.99999999999955,1171.000000000011,-405.0000000000109,,-37.000000000005684
2021.06.28,-143.00000000000423,314.99999999999864,-295.0000000000008,-245.99999999999068,-208.00000000000819,70.99999999999795,-357.99999999999164,-141.00000000000225,109.00000000000887,1044.0000000000005,-405.0000000000109,,-257.00000000000273
2021.06.28,-248.00000000000378,265.0000000000041,-356.00000000000074,-333.9999999999899,-229.00000000001253,27.000000000001023,-387.99999999999943,-102.00000000000209,217.9999999999893,1094.0000000000173,-408.9999999999927,,-461.99999999998954
2021.06.28,-451.0000000000014,173.00000000000094,-459.0000000000094,-469.0000000000083,-275.000000000003,-108.99999999999466,-391.9999999999924,-112.000000000001,170.00000000001592,1038.0000000000057,-401.00000000000693,,-1286.9999999999945
2021.06.28,-461.99999999999574,170.00000000000347,-533.0000000000057,-539.0000000000006,-285.00000000000193,-100.99999999999909,-349.99999999999477,-20.0000000000089,278.99999999999636,1129.0000000000023,-361.9999999999957,,-1074.0000000000007
2021.06.28,-406.00000000000637,272.00000000000557,-524.9999999999977,-517.9999999999962,-286.00000000000847,-66.0000000000025,-341.99999999999784,-43.999999999999595,292.0000000000016,1300.0000000000123,-385.99999999999744,,-708.9999999999868
2021.06.28,-336.9999999999984,278.00000000000045,-551.0000000000126,-432.9999999999945,-263.99999999999756,-36.99999999999193,-302.9999999999977,-63.00000000000195,271.99999999999136,1277.000000000017,-402.9999999999978,,-563.9999999999836
2021.06.28,-343.9999999999999,158.99999999999804,-605.9999999999955,-431.0000000000036,-231.0000000000034,-90.99999999999397,-279.99999999999136,-65.99999999999939,96.00000000000364,1290.0000000000134,-385.99999999999744,,-889.9999999999693
2021.06.28,-248.99999999999923,419.9999999999982,-458.00000000000284,-458.00000000000284,-224.000000000002,-92.99999999998931,-295.99999999999625,-18.0000000000069,262.00000000000045,1370.0000000000045,-348.9999999999993,,-92.99999999999523
2021.06.28,-268.99999999999704,141.99999999999767,-551.9999999999969,-448.9999999999883,-266.999999999995,-179.00000000000205,-324.9999999999975,-191.00000000000784,-195.99999999999795,1156.0000000000014,-409.99999999999926,,-1539.9999999999825
2021.06.28,-243.99999999999977,130.0000000000079,-503.000000000009,-219.99999999999798,-239.00000000001143,-246.9999999999999,-313.99999999999204,-220.00000000000907,-338.99999999999864,999.0000000000166,-383.0,,-1579.9999999999934
2021.06.28,-265.0000000000041,139.00000000000023,-442.9999999999934,-198.00000000000927,-279.00000000000705,-304.9999999999926,-312.9999999999966,-221.00000000000452,-330.99999999998886,999.0000000000166,-312.00000000000114,,-1528.999999999981
2021.06.28,-209.9999999999991,160.00000000000458,-558.9999999999984,-174.00000000000747,-241.00000000000233,-228.9999999999992,-273.000000000001,-204.00000000000418,-300.9999999999877,1102.000000000003,-340.00000000000693,,-1268.9999999999986
2021.06.28,-268.99999999999704,113.00000000000753,-587.0000000000042,-181.00000000000892,-215.00000000000963,-283.9999999999918,-256.0000000000007,-208.00000000000819,-319.9999999999932,1168.0000000000134,-333.0000000000055,,-1371.9999999999984
2021.06.28,-275.99999999999847,133.00000000000534,-568.000000000013,-182.99999999999983,-235.00000000000742,-296.99999999999704,-273.000000000001,-175.00000000000293,-318.9999999999884,1172.0000000000175,-322.00000000000006,,-1342.9999999999852
2021.06.28,-268.99999999999704,107.99999999999699,-544.9999999999955,-187.99999999998818,-255.00000000000523,-322.9999999999933,-280.9999999999979,-192.99999999999872,-395.9999999999866,1158.9999999999989,-324.0000000000132,,-1506.9999999999798
2021.06.28,-292.9999999999988,76.0000000000094,-543.0000000000045,-177.00000000000495,-229.00000000001253,-311.9999999999976,-265.99999999999955,-196.00000000000728,-365.99999999998545,1093.0000000000107,-320.9999999999935,,-1533.999999999984
2021.06.28,-289.0000000000059,87.00000000001484,-550.000000000006,-154.0000000000097,-251.00000000000122,-337.99999999999386,-285.9999999999974,-198.00000000000927,-384.9999999999909,1082.0000000000052,-343.00000000000443,,-1624.9999999999982
2021.06.28,-292.00000000000335,55.000000000005045,-578.9999999999961,-148.99999999999915,-252.0000000000078,-335.9999999999985,-286.99999999999284,-214.99999999999852,-396.99999999999136,1111.0000000000175,-347.0000000000084,,-1687.9999999999736
2021.06.28,-280.9999999999979,48.000000000003595,-588.9999999999951,-134.99999999999625,-248.00000000000378,-268.99999999999125,-290.00000000000136,-225.00000000000853,-341.99999999998454,1119.0000000000034,-351.99999999999676,,-1563.9999999999688
2021.06.28,-317.9999999999961,19.00000000001345,-581.0000000000093,-170.99999999998784,-278.00000000000045,-284.9999999999966,-297.9999999999983,-248.00000000000378,-361.99999999999477,1078.0000000000011,-358.9999999999982,,-1802.9999999999707
2021.06.28,-322.00000000000006,60.000000000015596,-577.0000000000052,-191.99999999999218,-282.0000000000045,-289.0000000000015,-303.9999999999932,-206.00000000000617,-317.0000000000073,1114.9999999999993,-371.99999999999454,,-1685.9999999999902
2021.06.29,-300.99999999999574,12.999999999996348,-544.9999999999955,-141.99999999999767,-279.00000000000705,-301.9999999999925,-292.9999999999988,-198.00000000000927,-359.9999999999852,850.0000000000174,-373.00000000000114,,-1929.9999999999693
2021.06.29,-282.99999999999994,12.999999999996348,-554.00000000001,-164.00000000000858,-273.9999999999965,-308.9999999999975,-307.0000000000017,-199.00000000000472,-371.0000000000093,928.0000000000177,-367.0000000000062,,-1887.0000000000202
2021.06.29,-306.00000000000625,79.00000000000685,-527.0000000000108,-192.99999999999872,-285.00000000000193,-301.9999999999925,-308.9999999999926,-198.00000000000927,-323.99999999998386,1078.0000000000011,-378.00000000001165,,-1664.9999999999995
2021.06.29,-304.00000000000426,83.00000000001084,-523.0000000000068,-198.99999999999363,-283.000000000011,-292.0000000000016,-326.9999999999995,-198.00000000000927,-306.99999999998795,1102.000000000003,-378.999999999996,,-1626.9999999999968
2021.06.29,-295.0000000000008,69.00000000000794,-531.9999999999991,-163.00000000000205,-279.00000000000705,-287.9999999999967,-300.99999999999574,-221.99999999999997,-320.99999999999795,1056.0000000000125,-337.0000000000095,,-1612.9999999999884
2021.06.29,-294.00000000000534,78.00000000000028,-513.0000000000078,-160.99999999998892,-283.000000000011,-280.9999999999917,-303.9999999999932,-228.00000000000597,-314.9999999999977,1027.0000000000002,-334.9999999999964,,-1608.9999999999975
2021.06.29,-356.00000000000074,-41.99999999998649,-546.000000000002,-167.00000000000603,-303.0000000000088,-341.99999999999875,-312.9999999999966,-265.99999999999955,-411.00000000000136,963.0000000000027,-289.0000000000059,,-2072.000000000004
2021.06.29,-363.99999999999767,-97.9999999999981,-557.0000000000075,-133.00000000000534,-307.00000000001285,-427.99999999999727,-297.9999999999983,-275.000000000003,-573.0000000000075,885.0000000000025,-290.00000000001245,,-2438.000000000037
2021.06.29,-361.0000000000002,-79.99999999999119,-514.9999999999987,-129.00000000000134,-296.0000000000074,-474.9999999999943,-300.99999999999574,-270.0000000000036,-647.9999999999961,881.0000000000207,-242.00000000000887,,-2435.9999999999773
2021.06.29,-333.0000000000055,-37.99999999998249,-504.9999999999999,-116.99999999998934,-262.999999999991,-438.0000000000024,-288.9999999999948,-250.00000000000577,-598.9999999999895,894.000000000017,-242.99999999999324,,-2180.999999999937
2021.06.29,-365.0000000000042,-104.99999999999955,-571.0000000000103,-123.00000000000644,-252.99999999999213,-477.99999999999443,-273.9999999999965,-238.0000000000049,-641.9999999999959,901.0000000000184,-377.0000000000051,,-2524.9999999999905
2021.06.29,-348.00000000000387,-68.00000000000139,-592.9999999999991,-134.99999999999625,-243.99999999999977,-481.9999999999993,-254.99999999999412,-223.00000000000654,-644.0000000000055,975.9999999999991,-409.99999999999926,,-2426.0000000000055
2021.06.29,-353.0000000000033,-58.99999999998684,-607.0000000000019,-129.00000000000134,-222.00000000001108,-438.99999999999295,-239.99999999999577,-201.00000000000674,-573.9999999999839,1033.0000000000173,-375.9999999999986,,-2166.999999999965
2021.06.29,-385.000000000002,-68.99999999998573,-614.0000000000034,-147.00000000000824,-232.99999999999432,-500.0,-248.99999999999923,-192.99999999999872,-616.9999999999902,1035.0000000000082,-415.99999999999415,,-2387.9999999999677
2021.06.29,-367.0000000000062,-53.999999999998494,-595.9999999999966,-151.9999999999966,-242.99999999999324,-453.9999999999935,-263.99999999999756,-194.0000000000053,-561.000000000007,1014.0000000000038,-429.00000000001273,,-2300.0000000000036
2021.06.29,-361.0000000000002,-48.000000000003595,-590.0000000000016,-140.99999999999113,-242.99999999999324,-406.9999999999965,-242.99999999999324,-196.00000000000728,-502.00000000000955,1029.0000000000132,-391.9999999999924,,-2093.9999999999754
2021.06.29,-356.00000000000074,-55.99999999998939,-588.9999999999951,-151.9999999999966,-226.99999999999943,-384.9999999999909,-248.99999999999923,-192.00000000000327,-490.99999999998545,1009.9999999999998,-431.0000000000036,,-2117.999999999964
2021.06.29,-324.9999999999975,12.000000000012001,-561.9999999999958,-184.99999999999073,-229.99999999999687,-363.9999999999901,-266.999999999995,-200.00000000000017,-454.00000000000773,1008.0000000000089,-451.0000000000014,,-2017.9999999999543
