,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,GBPUSD,20,"['EURGBP', 'USDJPY', 'CADCHF']",100.0,-0.9234445238095246,S
1,1,EURUSD,15,"['USDCHF', 'NZDUSD', 'CHFJPY', 'EURGBP', 'USDJPY']",100.0,-0.9977,S
2,2,USDJPY,15,"['EURNZD', 'EURCAD']",100.0,0.9987391847041847,B
3,3,AUDUSD,50,"['NZDCHF', 'AUDJPY']",80.0,-0.0896886256104125,S
4,4,GBPCHF,30,['NZDCHF'],100.0,0.5369421276210475,B
5,5,EURCHF,30,['NZDJPY'],80.0,0.27390134860022697,B
6,6,CADCHF,10,"['EURNZD', 'NZDCAD', 'NZDUSD']",80.0,0.7484156746031708,B
7,7,AUDCHF,15,['NZDCHF'],80.0,0.9968799999999995,B
8,8,NZDCHF,50,"['AUDNZD', 'GBPUSD', 'EURUSD', 'GBPCAD', 'EURCAD', 'GBPCHF']",100.0,-0.20787576340326344,S
9,9,EURGBP,10,['NZDCHF'],80.0,-0.958970000000001,S
10,10,GBPCAD,10,"['GBPCHF', 'GBPJPY']",100.0,-0.9982,S
11,11,EURJPY,15,['NZDCAD'],100.0,-0.7492152153401871,S
12,12,EURCAD,15,"['EURNZD', 'NZDCAD', 'NZDUSD', 'NZDCHF', 'NZDJPY']",80.0,-0.7940224711399716,S
13,13,EURNZD,10,"['GBPUSD', 'USDCHF', 'NZDUSD', 'CHFJPY']",80.0,0.9043,B
14,14,CADJPY,10,['NZDCAD'],80.0,-0.3334236507936494,S
15,15,AUDCAD,10,"['GBPUSD', 'USDCAD', 'EURJPY', 'NZDJPY', 'EURUSD']",80.0,-0.7463,S
16,16,NZDCAD,50,"['NZDUSD', 'GBPUSD', 'EURNZD', 'NZDJPY', 'AUDUSD', 'EURUSD', 'USDCHF']",100.0,0.2202067141192139,B
17,17,AUDNZD,10,"['NZDUSD', 'NZDJPY', 'AUDUSD', 'CADJPY', 'AUDCHF', 'GBPJPY']",80.0,0.998,B
