date,GBPUSD,EURUSD,USDJPY,NZDUSD,empty,sum
2015.07.20,-35.00000000000725,-26.999999999999247,-6.000000000000227,-85.99999999999719,,-154.00000000000392
2015.07.20,-29.999999999996696,-19.999999999997797,30.000000000001137,-33.000000000005244,,-52.9999999999986
2015.07.20,-107.00000000001265,-102.00000000000209,36.000000000001364,-87.00000000000374,,-260.0000000000171
2015.07.20,-93.00000000000975,-85.99999999998609,46.999999999997044,-104.00000000000409,,-236.0000000000029
2015.07.20,-79.00000000000685,-52.99999999999194,54.000000000002046,-102.99999999999754,,-180.99999999999432
2015.07.20,-78.00000000000028,-24.000000000001798,57.00000000000216,-41.000000000002146,,-86.00000000000206
2015.07.20,-52.000000000007596,-5.999999999994898,70.00000000000739,9.00000000000345,,21.000000000008345
2015.07.20,-99.00000000000463,-0.9999999999843467,58.000000000006935,-56.99999999999594,,-98.99999999997797
2015.07.20,-68.00000000000139,-19.999999999997797,67.00000000000728,-200.00000000000017,,-220.9999999999921
2015.07.20,9.999999999998899,39.999999999995595,93.00000000000352,-153.00000000000313,,-10.000000000005116
2015.07.20,58.99999999998684,39.00000000001125,109.00000000000887,-99.00000000000463,,108.00000000000233
2015.07.20,63.99999999999739,36.999999999998145,102.00000000000387,-102.99999999999754,,100.00000000000186
2015.07.20,102.99999999998644,85.00000000000173,126.00000000000477,32.999999999994145,,346.9999999999871
2015.07.20,73.99999999999629,85.00000000000173,136.0000000000099,17.999999999995797,,313.0000000000037
2015.07.20,32.999999999994145,55.000000000005045,109.99999999999943,-314.0000000000032,,-116.00000000000455
2015.07.20,51.99999999998539,39.999999999995595,94.0000000000083,-519.0000000000028,,-333.00000000001353
2015.07.20,41.000000000002146,42.0000000000087,103.00000000000864,-594.0000000000057,,-407.9999999999862
2015.07.20,18.999999999991246,38.0000000000047,112.00000000000898,-551.0000000000015,,-381.9999999999966
2015.07.20,4.000000000004,-62.99999999999084,73.99999999999807,-741.0000000000027,,-725.9999999999915
2015.07.20,-232.99999999999432,-146.00000000000168,60.000000000002274,-800.0000000000007,,-1118.9999999999945
2015.07.20,-266.999999999995,-255.99999999998957,48.00000000000182,-853.9999999999992,,-1328.9999999999818
2015.07.20,-238.0000000000049,-310.9999999999946,55.00000000000682,-712.9999999999969,,-1206.9999999999895
2015.07.20,-56.99999999999594,-296.9999999999917,115.0000000000091,-690.9999999999972,,-929.9999999999757
2015.07.20,79.99999999999119,-245.99999999999068,218.00000000000352,-612.9999999999969,,-560.999999999993
2015.07.20,209.9999999999991,-232.99999999999432,219.0000000000083,-595.0000000000011,,-398.99999999998806
2015.07.20,439.99999999999596,-45.99999999999049,237.00000000000898,-609.000000000004,,22.00000000001046
2015.07.20,265.0000000000041,-68.00000000000139,213.99999999999864,-670.9999999999993,,-259.99999999999795
2015.07.20,354.9999999999942,-78.00000000000028,148.00000000001035,-697.0000000000032,,-271.9999999999989
2015.07.20,316.0000000000052,-75.00000000000284,167.0000000000016,-648.9999999999995,,-240.99999999999562
2015.07.20,401.99999999999125,-136.00000000000279,157.0000000000107,-631.0000000000038,,-208.0000000000046
