date,GBPUSD,USDCAD,EURCHF,NZDCHF,EURGBP,EURJPY,EURNZD,empty,sum
2016.05.16,-14.000000000002899,-81.9999999999821,-163.00000000000205,-117.00000000000044,-80.00000000000229,-82.99999999999841,-261.0000000000001,,-799.9999999999883
2016.05.16,26.0000000000149,-92.99999999998754,10.999999999983245,-146.99999999999713,-70.99999999999883,-73.0000000000075,-236.00000000001398,,-583.0000000000068
2016.05.16,5.000000000010552,-188.9999999999947,9.999999999998899,-182.00000000000438,-63.99999999999739,-239.00000000000432,-267.0000000000172,,-926.0000000000086
2016.05.16,15.00000000000945,-182.99999999999983,80.99999999999774,-107.99999999999699,-32.999999999994145,-165.00000000000625,-85.00000000000173,,-477.9999999999918
2016.05.16,38.0000000000047,-171.99999999999437,146.99999999998602,-173.00000000000094,46.999999999997044,-51.00000000000193,-83.00000000001084,,-247.00000000002035
2016.05.16,-25.999999999992696,-206.99999999997942,183.99999999998417,-173.9999999999964,53.999999999998494,-10.000000000005116,-79.00000000000685,,-257.99999999999784
2016.05.16,-11.00000000000545,-229.99999999999687,173.99999999998528,-199.00000000000472,-10.999999999994348,33.999999999991815,-165.00000000001512,,-408.00000000003945
2016.05.16,-18.999999999991246,-239.99999999999577,139.9999999999846,-170.99999999999892,-7.9999999999968985,89.9999999999892,-84.0000000000174,,-292.00000000002643
2016.05.16,-4.999999999988347,-224.99999999998633,137.9999999999937,-116.00000000000499,-24.999999999997247,96.9999999999942,4.999999999988347,,-131.00000000000065
2016.05.16,83.00000000001084,-218.99999999999142,151.9999999999966,-84.0000000000063,-34.000000000000696,122.99999999999045,89.99999999999008,,110.99999999998957
2016.05.16,104.99999999999955,-142.99999999998204,214.99999999998744,-131.99999999999878,-68.00000000000139,185.00000000000227,75.00000000000284,,237.0000000000099
2016.05.16,133.00000000000534,-6.999999999979245,180.99999999998673,-206.00000000000617,-87.00000000000374,232.99999999998988,-128.000000000017,,118.99999999997584
2016.05.16,181.00000000000892,38.0000000000047,200.99999999998454,-251.99999999999667,-95.99999999999609,278.99999999999636,-261.0000000000001,,90.00000000000165
2016.05.16,190.00000000000128,67.00000000001705,210.99999999998343,-307.0000000000017,-92.99999999999864,236.99999999999477,-322.00000000000006,,-17.000000000003922
2016.05.16,190.00000000000128,76.0000000000094,228.99999999999034,-306.00000000000625,-90.0000000000012,284.9999999999966,-337.0000000000095,,46.99999999998067
2016.05.16,140.0000000000068,52.000000000007596,222.99999999999542,-287.9999999999994,-87.00000000000374,129.99999999999545,-309.0000000000037,,-139.0000000000016
2016.05.16,137.00000000000932,24.000000000001798,212.99999999999653,-275.000000000003,-46.999999999997044,79.9999999999983,-233.00000000001654,,-101.00000000001069
2016.05.16,90.00000000001229,-6.999999999979245,224.99999999998633,-272.00000000000557,-32.999999999994145,106.99999999999932,-223.00000000001762,,-112.99999999999864
2016.05.16,89.00000000000574,3.0000000000196536,215.99999999999397,-278.9999999999959,-58.99999999999794,119.99999999999034,-239.00000000001143,,-148.99999999999557
2016.05.16,107.00000000001265,67.00000000001705,219.99999999999798,-319.0000000000026,-73.00000000000084,164.00000000000148,-395.000000000012,,-228.9999999999863
2016.05.16,66.00000000001049,121.99999999999989,211.99999999998997,-368.9999999999971,-29.999999999996696,167.99999999999216,-475.0000000000032,,-306.0000000000045
2016.05.16,-45.000000000006146,68.00000000000139,221.00000000000452,-380.999999999998,41.9999999999976,173.99999999999238,-535.0000000000188,,-456.000000000027
2016.05.16,28.000000000005798,153.00000000000313,218.99999999999142,-451.0000000000014,-29.000000000001247,197.9999999999933,-626.9999999999998,,-509.0000000000088
2016.05.16,-60.99999999999994,128.000000000017,278.00000000000045,-443.0000000000045,-17.000000000000348,195.99999999999795,-618.0000000000074,,-536.9999999999968
2016.05.16,-73.99999999999629,165.9999999999995,268.9999999999859,-483.0000000000001,70.0000000000034,250.0,-682.0000000000048,,-484.0000000000124
2016.05.16,-150.00000000000568,115.00000000002063,275.9999999999874,-504.9999999999999,80.99999999999774,310.99999999999284,-685.0000000000023,,-557.0000000000093
2016.05.16,-75.00000000000284,69.00000000000794,282.0000000000045,-522.0000000000002,19.999999999997797,307.00000000000216,-765.0000000000157,,-684.0000000000064
2016.05.16,-70.99999999999883,154.0000000000097,322.00000000000006,-536.9999999999986,70.0000000000034,319.0000000000026,-689.0000000000063,,-431.99999999998795
2016.05.16,0.0,242.00000000000887,361.9999999999957,-556.0000000000009,4.999999999999449,375.0,-765.0000000000157,,-337.0000000000126
2016.05.16,154.0000000000097,205.00000000001074,354.9999999999942,-572.0000000000058,-26.999999999999247,368.9999999999998,-825.0000000000091,,-340.9999999999997
2016.05.16,107.99999999999699,-29.999999999996696,354.9999999999942,-533.0000000000057,-19.999999999997797,369.99999999999034,-678.0000000000008,,-428.00000000001944
2016.05.16,229.99999999999687,126.0000000000039,361.9999999999957,-533.0000000000057,4.000000000004,361.99999999999477,-700.0000000000117,,-149.00000000002217
2016.05.16,222.00000000001108,200.00000000000017,341.99999999999784,-470.00000000000375,-5.999999999994898,376.99999999999534,-529.0000000000017,,136.0000000000041
2016.05.16,207.00000000000162,318.00000000001825,368.9999999999971,-487.99999999999955,-26.000000000003798,423.0000000000018,-575.0000000000144,,228.00000000000102
2016.05.16,324.0000000000132,437.0000000000207,361.9999999999957,-544.0,-85.99999999999719,441.0000000000025,-724.9999999999978,,209.00000000003706
2016.05.16,357.00000000000733,215.00000000000963,375.9999999999986,-526.9999999999997,-121.99999999999989,429.00000000000205,-648.0000000000041,,80.00000000001387
2016.05.16,461.0000000000003,382.0000000000157,419.9999999999982,-561.9999999999958,-122.99999999999534,429.00000000000205,-638.0000000000052,,369.0000000000198
2016.05.16,497.0000000000141,375.0000000000142,468.00000000000176,-636.0000000000032,-182.99999999999983,469.99999999999886,-744.0000000000114,,247.00000000001455
2016.05.16,584.0000000000067,465.0000000000043,499.9999999999893,-634.9999999999967,-185.00000000000182,487.99999999999955,-737.0000000000099,,479.9999999999915
2016.05.16,581.9999999999936,460.000000000016,472.9999999999901,-573.9999999999967,-168.99999999999693,531.9999999999965,-636.9999999999986,,667.0000000000036
2016.05.16,493.99999999999443,356.00000000000074,487.99999999999955,-582.0000000000048,-175.00000000000293,569.0000000000026,-629.9999999999973,,519.9999999999923
2016.05.16,472.00000000000574,299.00000000000483,512.0000000000014,-592.9999999999991,-168.99999999999693,543.9999999999969,-606.0000000000176,,458.9999999999951
2016.05.16,455.0000000000054,348.9999999999993,505.99999999998425,-597.9999999999985,-190.00000000000128,548.9999999999924,-636.9999999999986,,433.9999999999832
2016.05.16,409.99999999999926,361.0000000000113,475.99999999998755,-595.0000000000011,-170.00000000000347,457.9999999999984,-652.0000000000082,,287.99999999998386
2016.05.16,429.99999999999704,378.00000000001165,514.9999999999987,-587.0000000000042,-148.99999999999915,482.9999999999899,-624.0000000000023,,445.99999999999136
2016.05.16,429.99999999999704,368.00000000001273,487.99999999999955,-570.9999999999993,-156.00000000000057,469.99999999999886,-588.0000000000107,,440.9999999999975
