date,EURCAD,empty,sum
2020.06.01,-15.00000000000945,,-15.00000000000945
2020.06.01,120.99999999999334,,120.99999999999334
2020.06.01,-100.0000000000112,,-100.0000000000112
2020.06.01,-37.00000000002035,,-37.00000000002035
2020.06.01,-107.00000000001265,,-107.00000000001265
2020.06.01,-121.00000000001555,,-121.00000000001555
2020.06.01,-41.000000000002146,,-41.000000000002146
2020.06.01,333.9999999999899,,333.9999999999899
2020.06.01,320.9999999999935,,320.9999999999935
2020.06.01,303.9999999999932,,303.9999999999932
2020.06.01,344.99999999999534,,344.99999999999534
2020.06.01,422.9999999999956,,422.9999999999956
2020.06.01,345.99999999997965,,345.99999999997965
2020.06.01,231.99999999998778,,231.99999999998778
2020.06.01,176.99999999998272,,176.99999999998272
2020.06.01,258.99999999998704,,258.99999999998704
2020.06.01,224.99999999998633,,224.99999999998633
2020.06.01,240.9999999999801,,240.9999999999801
2020.06.01,257.99999999998045,,257.99999999998045
2020.06.01,316.99999999998954,,316.99999999998954
2020.06.01,464.9999999999821,,464.9999999999821
2020.06.01,529.999999999986,,529.999999999986
2020.06.01,410.99999999998363,,410.99999999998363
2020.06.01,368.9999999999971,,368.9999999999971
2020.06.01,325.99999999998187,,325.99999999998187
2020.06.01,541.9999999999981,,541.9999999999981
2020.06.01,530.9999999999926,,530.9999999999926
2020.06.01,596.9999999999809,,596.9999999999809
2020.06.01,688.9999999999841,,688.9999999999841
2020.06.01,722.9999999999848,,722.9999999999848
2020.06.01,708.9999999999818,,708.9999999999818
2020.06.01,664.9999999999823,,664.9999999999823
2020.06.01,539.999999999985,,539.999999999985
2020.06.01,584.9999999999911,,584.9999999999911
2020.06.01,729.9999999999862,,729.9999999999862
2020.06.01,1195.999999999997,,1195.999999999997
2020.06.01,1388.999999999996,,1388.999999999996
2020.06.01,1566.999999999985,,1566.999999999985
2020.06.01,1779.9999999999816,,1779.9999999999816
2020.06.01,1769.9999999999827,,1769.9999999999827
2020.06.01,1783.9999999999857,,1783.9999999999857
2020.06.01,1732.0000000000002,,1732.0000000000002
2020.06.01,1803.9999999999834,,1803.9999999999834
2020.06.01,1899.9999999999907,,1899.9999999999907
2020.06.01,1965.9999999999789,,1965.9999999999789
2020.06.01,2021.9999999999905,,2021.9999999999905
2020.06.01,1983.9999999999857,,1983.9999999999857
2020.06.01,1965.9999999999789,,1965.9999999999789
2020.06.02,1969.999999999983,,1969.999999999983
2020.06.02,1977.999999999991,,1977.999999999991
2020.06.02,2005.9999999999966,,2005.9999999999966
2020.06.02,1997.9999999999886,,1997.9999999999886
2020.06.02,1963.999999999988,,1963.999999999988
2020.06.02,1986.9999999999832,,1986.9999999999832
2020.06.02,2011.9999999999916,,2011.9999999999916
2020.06.02,2210.999999999985,,2210.999999999985
2020.06.02,2207.9999999999877,,2207.9999999999877
2020.06.02,2206.9999999999814,,2206.9999999999814
2020.06.02,2216.99999999998,,2216.99999999998
2020.06.02,2186.9999999999836,,2186.9999999999836
2020.06.02,2187.99999999999,,2187.99999999999
2020.06.02,2199.9999999999795,,2199.9999999999795
2020.06.02,2306.9999999999923,,2306.9999999999923
2020.06.02,2298.0,,2298.0
2020.06.02,2334.999999999998,,2334.999999999998
2020.06.02,2409.9999999999786,,2409.9999999999786
2020.06.02,2365.999999999979,,2365.999999999979
2020.06.02,2428.9999999999923,,2428.9999999999923
2020.06.02,2376.0000000000005,,2376.0000000000005
2020.06.02,2360.999999999991,,2360.999999999991
2020.06.02,2259.9999999999955,,2259.9999999999955
2020.06.02,2216.99999999998,,2216.99999999998
2020.06.02,2047.9999999999832,,2047.9999999999832
2020.06.02,2075.999999999989,,2075.999999999989
2020.06.02,2102.999999999988,,2102.999999999988
2020.06.02,2147.9999999999945,,2147.9999999999945
2020.06.02,2029.9999999999984,,2029.9999999999984
2020.06.02,2100.9999999999973,,2100.9999999999973
2020.06.02,1984.9999999999923,,1984.9999999999923
2020.06.02,1973.9999999999868,,1973.9999999999868
2020.06.02,1840.9999999999816,,1840.9999999999816
2020.06.02,1755.9999999999798,,1755.9999999999798
2020.06.02,1768.9999999999984,,1768.9999999999984
2020.06.02,1972.9999999999802,,1972.9999999999802
2020.06.02,2048.9999999999895,,2048.9999999999895
2020.06.02,2126.99999999999,,2126.99999999999
2020.06.02,2128.999999999981,,2128.999999999981
2020.06.02,2078.9999999999864,,2078.9999999999864
2020.06.02,2063.999999999999,,2063.999999999999
2020.06.02,2088.9999999999854,,2088.9999999999854
2020.06.02,2206.9999999999814,,2206.9999999999814
2020.06.02,2087.9999999999786,,2087.9999999999786
2020.06.02,2015.9999999999957,,2015.9999999999957
2020.06.02,2038.999999999991,,2038.999999999991
2020.06.02,2092.999999999989,,2092.999999999989
2020.06.02,2075.999999999989,,2075.999999999989
2020.06.03,2096.999999999993,,2096.999999999993
2020.06.03,2055.9999999999914,,2055.9999999999914
2020.06.03,2050.9999999999804,,2050.9999999999804
2020.06.03,1978.9999999999975,,1978.9999999999975
2020.06.03,1984.9999999999923,,1984.9999999999923
2020.06.03,1993.9999999999848,,1993.9999999999848
2020.06.03,1983.9999999999857,,1983.9999999999857
2020.06.03,1950.9999999999916,,1950.9999999999916
2020.06.03,2086.9999999999945,,2086.9999999999945
2020.06.03,2028.9999999999918,,2028.9999999999918
2020.06.03,1965.9999999999789,,1965.9999999999789
2020.06.03,1880.9999999999993,,1880.9999999999993
2020.06.03,1826.9999999999786,,1826.9999999999786
2020.06.03,1732.9999999999845,,1732.9999999999845
2020.06.03,1742.9999999999834,,1742.9999999999834
2020.06.03,1808.9999999999939,,1808.9999999999939
