date,GBPUSD,EURUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,GBPJPY,EURJPY,EURCAD,EURAUD,CADJPY,NZDCAD,empty,sum
2020.06.22,0.0,-18.999999999991246,0.0,0.0,-197.00000000000273,0.0,0.0,-135.99999999999568,-52.99999999999194,-298.9999999999826,-33.00000000000125,0.0,,-736.9999999999654
2020.06.22,66.99999999999484,0.0,112.99999999999643,66.99999999999484,-241.99999999999022,-37.00000000000925,89.99999999997499,-167.99999999999216,-29.999999999996696,-248.00000000000378,-18.000000000000682,121.99999999999989,,-284.0000000000318
2020.06.22,-11.00000000000545,-69.00000000000794,36.0000000000027,182.99999999999983,-240.99999999999966,-24.000000000001798,129.99999999999545,-179.00000000000205,-54.99999999998284,-370.00000000000364,-42.00000000000159,111.00000000000554,,-531.0000000000014
2020.06.22,8.999999999992347,-39.00000000001125,107.99999999999699,195.9999999999962,-265.99999999999113,68.99999999999685,129.99999999999545,-185.99999999999284,-26.999999999999247,-437.99999999998283,9.000000000000341,158.0000000000026,,-276.9999999999965
2020.06.22,-31.999999999987594,-133.00000000000534,136.99999999999824,176.99999999998272,-239.99999999999488,62.99999999999084,48.99999999997817,-137.00000000000045,-61.99999999998429,-409.99999999999926,-36.99999999999193,235.00000000000742,,-390.00000000000637
2020.06.22,-29.999999999996696,-134.99999999999625,154.99999999999403,178.99999999999582,-240.99999999999966,70.99999999999883,55.999999999983174,-102.00000000000387,-96.99999999999153,-454.9999999999832,-39.00000000000148,260.00000000000466,,-377.99999999999613
2020.06.22,-59.99999999999339,-82.00000000000429,143.00000000000423,129.00000000000134,-292.99999999999216,58.99999999999794,17.99999999997226,-200.00000000000284,-51.000000000001044,-534.9999999999966,-45.000000000001705,252.0000000000078,,-665.0000000000084
2020.06.22,-14.999999999987246,-31.000000000003247,183.99999999999528,131.99999999999878,-280.00000000000114,27.999999999994696,34.99999999999659,-194.99999999999318,-0.9999999999843467,-469.99999999999267,-57.999999999992724,287.9999999999994,,-382.9999999999698
2020.06.22,59.99999999999339,-21.00000000000435,285.9999999999974,251.00000000000122,-347.999999999999,92.99999999999864,149.99999999997726,-328.9999999999935,-95.00000000000064,-737.9999999999942,12.000000000000455,402.00000000000233,,-277.0000000000211
2020.06.22,187.00000000000384,17.000000000000348,336.00000000000296,325.99999999998187,-340.999999999994,130.99999999999224,356.9999999999993,-286.00000000000136,-86.99999999999264,-783.0000000000003,118.99999999999977,382.00000000000455,,357.9999999999967
