date,AUDCAD,empty,sum
2017.05.04,246.99999999999721,,246.99999999999721
2017.05.04,207.00000000000162,,207.00000000000162
2017.05.04,190.00000000000128,,190.00000000000128
2017.05.04,256.99999999999613,,256.99999999999613
2017.05.04,278.00000000000045,,278.00000000000045
2017.05.04,388.9999999999949,,388.9999999999949
2017.05.04,436.9999999999985,,436.9999999999985
2017.05.04,480.99999999999807,,480.99999999999807
2017.05.04,385.00000000001313,,385.00000000001313
2017.05.04,409.99999999999926,,409.99999999999926
2017.05.04,422.00000000001125,,422.00000000001125
2017.05.04,222.00000000001108,,222.00000000001108
2017.05.04,222.00000000001108,,222.00000000001108
2017.05.04,232.00000000000998,,232.00000000000998
2017.05.04,139.00000000000023,,139.00000000000023
2017.05.04,93.00000000000975,,93.00000000000975
2017.05.04,43.999999999999595,,43.999999999999595
2017.05.04,38.0000000000047,,38.0000000000047
2017.05.04,76.0000000000094,,76.0000000000094
2017.05.04,15.00000000000945,,15.00000000000945
2017.05.04,-0.9999999999843467,,-0.9999999999843467
2017.05.04,22.0000000000109,,22.0000000000109
2017.05.05,63.99999999999739,,63.99999999999739
2017.05.05,53.999999999998494,,53.999999999998494
2017.05.05,34.000000000000696,,34.000000000000696
2017.05.05,41.000000000002146,,41.000000000002146
2017.05.05,14.000000000002899,,14.000000000002899
2017.05.05,14.000000000002899,,14.000000000002899
2017.05.05,46.999999999997044,,46.999999999997044
2017.05.05,41.000000000002146,,41.000000000002146
2017.05.05,76.0000000000094,,76.0000000000094
2017.05.05,56.000000000011596,,56.000000000011596
2017.05.05,171.00000000001003,,171.00000000001003
2017.05.05,137.00000000000932,,137.00000000000932
2017.05.05,137.00000000000932,,137.00000000000932
2017.05.05,202.00000000001327,,202.00000000001327
2017.05.05,211.00000000000563,,211.00000000000563
2017.05.05,221.00000000000452,,221.00000000000452
2017.05.05,226.99999999999943,,226.99999999999943
2017.05.05,259.0000000000092,,259.0000000000092
2017.05.05,195.9999999999962,,195.9999999999962
2017.05.05,113.00000000000753,,113.00000000000753
2017.05.05,76.99999999999375,,76.99999999999375
2017.05.05,126.0000000000039,,126.0000000000039
2017.05.05,136.00000000000279,,136.00000000000279
2017.05.05,131.00000000001444,,131.00000000001444
2017.05.05,137.00000000000932,,137.00000000000932
2017.05.05,113.00000000000753,,113.00000000000753
2017.05.05,103.00000000000864,,103.00000000000864
2017.05.05,62.000000000006494,,62.000000000006494
2017.05.05,82.00000000000429,,82.00000000000429
2017.05.05,158.0000000000137,,158.0000000000137
2017.05.05,144.0000000000108,,144.0000000000108
2017.05.05,-24.000000000001798,,-24.000000000001798
2017.05.05,31.000000000003247,,31.000000000003247
2017.05.05,202.00000000001327,,202.00000000001327
2017.05.05,319.0000000000026,,319.0000000000026
2017.05.05,524.9999999999977,,524.9999999999977
2017.05.05,443.0000000000156,,443.0000000000156
2017.05.05,350.00000000000585,,350.00000000000585
2017.05.05,374.0000000000077,,374.0000000000077
2017.05.05,385.00000000001313,,385.00000000001313
2017.05.05,341.99999999999784,,341.99999999999784
2017.05.05,341.00000000001353,,341.00000000001353
2017.05.05,365.0000000000153,,365.0000000000153
2017.05.05,415.99999999999415,,415.99999999999415
2017.05.05,512.0000000000014,,512.0000000000014
2017.05.05,565.0000000000155,,565.0000000000155
2017.05.05,539.0000000000006,,539.0000000000006
2017.05.05,642.0000000000092,,642.0000000000092
