date,EURUSD,USDCAD,CHFJPY,EURJPY,EURNZD,NZDCAD,empty,sum
2019.04.29,87.00000000001484,-11.00000000000545,-24.00000000000091,155.00000000000114,46.999999999997044,85.99999999999719,,340.00000000000387
2019.04.29,92.00000000000318,-58.000000000002494,-20.000000000010232,156.99999999999648,44.99999999998394,126.0000000000039,,341.99999999997476
2019.04.29,102.00000000000209,-53.999999999998494,-40.00000000000625,183.00000000000693,151.9999999999966,97.00000000000264,,440.0000000000035
2019.04.29,114.0000000000141,-57.00000000001815,-65.00000000001194,201.00000000000762,72.99999999998974,136.99999999999824,,402.9999999999796
2019.04.29,98.0000000000203,-49.00000000001015,-61.00000000000705,195.0000000000074,0.9999999999843467,163.99999999999747,,347.99999999999227
2019.04.29,99.00000000000463,-72.0000000000054,-64.00000000000716,191.0000000000025,-73.00000000001194,221.00000000000452,,301.99999999998715
2019.04.29,101.00000000001774,-18.0000000000069,-51.00000000000193,197.00000000000273,-195.9999999999962,256.0000000000007,,289.00000000001614
2019.04.29,95.00000000000064,-2.0000000000131024,-59.00000000001171,195.99999999999795,-215.00000000000963,245.0000000000063,,259.99999999997044
2019.04.29,68.00000000000139,-29.00000000001235,-37.00000000000614,180.99999999999739,-300.99999999999574,287.9999999999994,,169.9999999999839
2019.04.29,98.0000000000203,-46.0000000000127,-78.00000000000296,222.0000000000084,-381.0000000000091,368.00000000000165,,183.0000000000056
2019.04.29,146.00000000000168,-6.000000000017103,-101.0000000000133,243.99999999999977,-336.00000000000296,356.9999999999962,,303.99999999996425
2019.04.29,184.00000000000637,17.000000000000348,-127.00000000000955,275.0000000000057,-269.00000000000813,336.00000000000296,,415.99999999999767
2019.04.29,176.00000000002058,0.0,-111.0000000000042,271.0000000000008,-221.00000000000452,312.00000000000114,,427.00000000001376
2019.04.29,184.00000000000637,24.999999999986144,-108.00000000000409,281.0000000000059,-255.00000000000523,322.00000000000006,,448.99999999998914
2019.04.29,191.00000000000784,36.999999999998145,-111.0000000000042,293.00000000000637,-283.99999999999534,331.999999999999,,458.0000000000118
2019.04.29,190.00000000000128,36.999999999998145,-111.0000000000042,296.0000000000065,-277.00000000001614,328.0000000000061,,462.99999999999164
2019.04.29,183.00000000002203,20.999999999982144,-124.00000000000944,298.0000000000018,-214.00000000000307,302.9999999999977,,466.99999999999125
2019.04.29,180.0000000000024,27.999999999983594,-112.99999999999955,304.00000000000205,-192.99999999999872,282.99999999999994,,488.99999999998977
2019.04.29,193.00000000002092,0.9999999999843467,-128.0000000000001,331.00000000000307,-131.99999999999878,278.9999999999959,,544.0000000000053
2019.04.29,200.00000000000017,-50.0000000000167,-98.00000000001319,368.0000000000092,-86.0000000000083,295.0000000000008,,628.999999999972
2019.04.29,236.00000000001398,-66.00000000001049,-204.00000000000773,457.00000000000784,-5.000000000010552,292.9999999999988,,710.9999999999918
2019.04.29,207.00000000000162,-109.00000000000354,-190.00000000001194,484.99999999999943,92.00000000000318,243.00000000000432,,727.9999999999931
2019.04.29,216.00000000001617,-110.00000000001009,-199.00000000001228,481.00000000000875,116.99999999998934,238.0000000000049,,742.9999999999968
2019.04.29,256.00000000001177,-144.0000000000108,-219.0000000000083,519.0000000000055,148.99999999999915,275.99999999999847,,836.9999999999957
2019.04.29,226.00000000001506,-146.00000000000168,-248.00000000000466,451.9999999999982,72.0000000000054,292.9999999999988,,649.0000000000111
2019.04.29,223.00000000001762,-127.00000000001043,-262.00000000000045,451.9999999999982,32.999999999994145,302.9999999999977,,621.9999999999968
2019.04.29,197.00000000000273,-127.00000000001043,-215.0000000000034,424.99999999999716,32.999999999994145,282.0000000000045,,594.9999999999847
2019.04.29,136.00000000000279,-165.00000000001512,-144.00000000000546,381.0000000000002,-5.999999999994898,275.99999999999847,,477.999999999986
2019.04.29,150.00000000000568,-167.00000000000603,-130.00000000000966,403.99999999999636,-21.00000000000435,297.9999999999983,,533.9999999999803
2019.04.29,119.00000000000244,-174.00000000000747,-97.00000000000841,359.00000000000887,-26.999999999999247,282.99999999999994,,462.99999999999613
2019.04.29,159.00000000002024,-178.00000000001148,-71.00000000001216,382.000000000005,-56.000000000011596,331.999999999999,,567.999999999989
2019.04.29,161.00000000001114,-118.00000000001809,-98.00000000001319,519.0000000000055,-33.00000000001635,280.9999999999979,,711.9999999999668
2019.04.29,178.00000000001148,-80.00000000001339,-141.00000000000534,515.0000000000006,-5.999999999994898,253.0000000000032,,719.0000000000016
2019.04.29,113.00000000000753,-177.00000000000495,-186.00000000000705,521.0000000000008,150.99999999999002,182.00000000000438,,603.9999999999907
2019.04.29,162.00000000001768,-202.00000000001327,-170.0000000000017,525.9999999999962,171.99999999999437,231.0000000000034,,718.9999999999968
2019.04.29,268.0000000000016,-67.00000000001705,-223.0000000000132,594.0000000000083,191.99999999999218,214.99999999999852,,978.9999999999703
2019.04.29,287.000000000015,-32.0000000000098,-216.00000000000819,620.0000000000045,204.99999999998852,199.00000000000472,,1062.9999999999948
2019.04.29,263.00000000001324,60.99999999999994,-179.00000000000205,594.0000000000083,205.99999999999508,112.99999999999643,,1058.000000000011
2019.04.29,336.00000000000296,92.00000000000318,-217.00000000001296,679.000000000002,278.00000000000045,114.00000000000298,,1281.9999999999986
2019.04.29,417.0000000000007,121.99999999999989,-226.0000000000133,768.0000000000007,370.00000000000364,112.000000000001,,1562.9999999999925
2019.04.29,400.00000000000034,107.99999999999699,-212.0000000000033,756.0000000000002,365.99999999999966,104.99999999999955,,1522.9999999999936
2019.04.29,401.00000000000693,102.00000000000209,-173.00000000000182,713.0000000000081,387.000000000004,104.00000000000409,,1534.0000000000232
2019.04.29,431.0000000000036,99.99999999998899,-167.0000000000016,737.000000000009,375.9999999999986,131.99999999999878,,1608.9999999999975
2019.04.29,436.00000000001415,68.99999999998573,-142.00000000001012,701.9999999999982,388.9999999999949,146.99999999999713,,1600.9999999999798
2019.04.29,447.0000000000196,85.00000000000173,-147.00000000000557,688.0000000000024,390.9999999999858,156.99999999999602,,1621.0
2019.04.29,441.0000000000025,75.99999999998718,-117.00000000000443,644.0000000000055,351.99999999999676,173.00000000000094,,1568.9999999999884
2019.04.29,433.0000000000167,21.999999999988695,-77.00000000001239,628.0000000000001,385.99999999999744,185.00000000000182,,1576.9999999999925
2019.04.29,462.0000000000068,-23.00000000001745,-60.000000000002274,642.0000000000101,400.00000000000034,219.99999999999798,,1640.9999999999957
2019.04.30,459.0000000000094,11.999999999989797,-58.000000000006935,611.0000000000042,234.00000000000088,224.9999999999974,,1482.9999999999948
2019.04.30,436.00000000001415,17.000000000000348,-34.000000000006025,597.0000000000084,387.99999999998835,158.0000000000026,,1562.0000000000077
2019.04.30,441.0000000000025,10.999999999983245,-93.00000000000352,617.0000000000044,360.0000000000048,202.9999999999976,,1538.999999999989
2019.04.30,449.0000000000105,15.999999999993797,-106.99999999999932,643.0000000000007,339.99999999998477,226.00000000000398,,1566.9999999999945
2019.04.30,454.00000000002103,9.999999999998899,-115.99999999999966,659.000000000006,363.9999999999866,217.99999999999596,,1589.0000000000089
2019.04.30,455.0000000000054,-1.0000000000065512,-112.99999999999955,665.9999999999968,365.99999999999966,221.99999999999997,,1594.999999999996
