date,EURUSD,USDCAD,CHFJPY,EURJPY,EURNZD,NZDCAD,empty,sum
2019.04.29,0.0,-65.00000000000395,-65.00000000001194,0.0,-209.9999999999991,-22.999999999995246,,-363.00000000001023
2019.04.29,79.00000000000685,-95.00000000000064,-75.00000000000284,121.99999999999989,-109.00000000000354,70.0000000000034,,-7.999999999996888
2019.04.29,86.0000000000083,-73.00000000001194,-67.00000000000728,144.00000000000546,-18.0000000000069,84.0000000000063,,155.99999999999392
2019.04.29,96.00000000000719,-63.99999999999739,-69.00000000000261,179.00000000000205,65.99999999998829,85.99999999999719,,293.9999999999947
2019.04.29,93.00000000000975,-60.000000000015596,-73.0000000000075,192.99999999999784,-5.000000000010552,126.99999999999933,,274.9999999999733
2019.04.29,81.00000000001995,-78.00000000000028,-73.0000000000075,174.0000000000066,-83.00000000001084,161.99999999999548,,183.0000000000034
2019.04.29,81.00000000001995,-76.0000000000094,-77.00000000001239,161.00000000000136,-209.9999999999991,206.00000000000617,,85.00000000000661
2019.04.29,79.00000000000685,-23.00000000001745,-88.00000000000807,179.00000000000205,-243.99999999999977,231.0000000000034,,133.999999999987
2019.04.29,67.00000000001705,-29.00000000001235,-67.00000000000728,179.00000000000205,-346.0000000000019,234.99999999999633,,38.999999999993946
2019.04.29,56.000000000011596,-66.00000000001049,-78.00000000000296,168.00000000000637,-400.00000000000034,287.9999999999994,,-31.99999999999642
2019.04.29,94.00000000001629,-50.0000000000167,-121.99999999999989,210.99999999999852,-390.0000000000015,336.00000000000296,,78.99999999999972
2019.04.29,138.0000000000159,-11.00000000000545,-131.00000000000023,228.00000000000864,-344.00000000001097,304.00000000000426,,184.00000000001214
2019.04.29,162.00000000001768,-12.000000000012001,-140.00000000000057,257.000000000005,-270.99999999999903,304.9999999999997,,301.0000000000108
2019.04.29,168.0000000000126,-7.0000000000014495,-126.00000000000477,263.00000000000523,-260.0000000000158,297.9999999999983,,335.9999999999941
2019.04.29,178.00000000001148,19.999999999997797,-124.00000000000944,274.0000000000009,-307.00000000001285,307.99999999999716,,348.99999999998505
2019.04.29,186.0000000000195,28.999999999990145,-124.00000000000944,283.00000000000125,-304.00000000001535,319.0000000000026,,388.99999999998875
2019.04.29,169.00000000001913,0.0,-124.00000000000944,269.00000000000546,-283.99999999999534,300.0000000000003,,330.00000000002007
2019.04.29,174.00000000000747,15.999999999993797,-158.00000000000125,289.0000000000015,-243.00000000001543,282.99999999999994,,360.999999999986
2019.04.29,179.00000000001802,-2.999999999997449,-167.0000000000016,304.00000000000205,-209.9999999999991,275.000000000003,,378.00000000002495
2019.04.29,167.00000000000603,-52.000000000007596,-138.00000000000523,307.00000000000216,-170.00000000000347,270.99999999999903,,384.9999999999909
2019.04.29,165.00000000001512,-89.00000000000574,-223.0000000000132,350.0000000000085,-100.0000000000112,258.9999999999981,,361.99999999999164
2019.04.29,198.00000000000927,-111.00000000001664,-217.00000000001296,430.9999999999974,-38.0000000000047,241.99999999999778,,504.9999999999701
2019.04.29,170.00000000000347,-131.00000000001444,-209.00000000000318,448.0000000000075,66.99999999999484,206.00000000000617,,550.9999999999943
2019.04.29,183.00000000002203,-148.99999999999915,-231.99999999999932,454.9999999999983,65.99999999998829,234.00000000000088,,557.000000000011
2019.04.29,226.00000000001506,-150.00000000000568,-268.0000000000007,450.00000000000284,69.9999999999923,263.0000000000021,,591.0000000000059
2019.04.29,203.00000000001984,-189.00000000001694,-271.0000000000008,427.99999999999727,4.999999999988347,278.00000000000045,,453.9999999999882
2019.04.29,192.00000000001438,-160.00000000000458,-281.0000000000059,423.0000000000018,-19.00000000001345,221.99999999999997,,376.99999999999227
2019.04.29,118.00000000001809,-175.00000000001404,-230.00000000000398,359.00000000000887,-53.00000000001415,228.00000000000597,,247.00000000000074
2019.04.29,130.0000000000079,-173.00000000000094,-162.00000000000614,375.0,-60.000000000015596,234.99999999999633,,344.9999999999816
2019.04.29,95.00000000000064,-175.99999999999838,-150.00000000000568,349.00000000000375,-123.00000000000644,234.99999999999633,,229.99999999999022
2019.04.29,85.00000000000173,-243.99999999999977,-111.0000000000042,323.99999999999807,-85.00000000000173,221.00000000000452,,189.99999999999858
2019.04.29,63.000000000013046,-235.00000000000742,-112.99999999999955,349.00000000000375,-130.0000000000079,207.99999999999707,,141.999999999999
2019.04.29,136.00000000000279,-164.00000000000858,-164.00000000000148,478.00000000000864,-53.999999999998494,251.99999999999667,,483.99999999999955
2019.04.29,109.00000000000354,-232.00000000000998,-201.00000000000762,475.9999999999991,-25.00000000000835,178.00000000000037,,304.99999999997704
2019.04.29,94.00000000001629,-243.00000000001543,-225.00000000000853,484.00000000000887,133.00000000000534,163.00000000000205,,406.0000000000086
2019.04.29,149.00000000002134,-209.00000000001472,-264.00000000001,508.0000000000098,107.99999999999699,175.00000000000293,,467.00000000000625
2019.04.29,239.00000000001143,-104.00000000001519,-284.000000000006,585.000000000008,143.99999999998857,158.99999999999804,,738.9999999999849
2019.04.29,248.00000000000378,-65.00000000000395,-231.99999999999932,575.0000000000028,158.99999999999804,104.99999999999955,,790.000000000001
2019.04.29,258.0000000000027,42.999999999993044,-231.00000000000875,587.0000000000033,205.99999999999508,84.0000000000063,,946.9999999999916
2019.04.29,332.00000000002115,89.99999999999008,-243.99999999999977,677.9999999999973,272.00000000000557,68.00000000000139,,1196.0000000000157
2019.04.29,385.00000000001313,78.99999999998464,-258.0000000000098,739.0000000000043,336.9999999999873,90.0000000000012,,1371.9999999999807
2019.04.29,385.00000000001313,68.99999999998573,-219.0000000000083,692.0000000000073,363.0000000000022,94.00000000000519,,1384.0000000000052
2019.04.29,373.00000000000114,88.99999999998354,-185.00000000000227,692.9999999999978,336.00000000000296,97.9999999999981,,1403.9999999999814
