date,GBPUSD,EURUSD,USDCAD,AUDUSD,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.02.26,-162.99999999997982,-7.999999999985796,-132.99999999998312,-12.000000000000899,-117.99999999999588,-84.99999999999375,-51.000000000001044,-19.00000000000235,-63.99999999999739,0.0,-72.0000000000054,-73.99999999999629,-8.99999999998613,-77.00000000001594,-65.00000000000395,-50.0000000000167,-76.00000000000762,-119.00000000000244,-116.00000000000499,-114.99999999999844,,-1425.999999999978
2018.02.26,-227.99999999998377,24.000000000001798,-144.99999999999514,9.999999999998899,-120.99999999999334,-48.99999999999238,-98.0000000000092,112.000000000001,-117.99999999999588,259.00000000001455,-8.000000000008,51.000000000001044,20.000000000010232,-93.00000000000975,14.999999999987246,-45.000000000006146,-14.000000000010004,-165.00000000000404,-131.00000000000333,2.999999999997449,,-720.9999999999987
2018.02.26,-212.99999999999653,-19.999999999997797,-154.99999999999403,14.000000000002899,-178.00000000001148,-102.99999999999443,-90.0000000000012,60.00000000000449,-127.99999999999478,375.0,8.999999999992347,112.000000000001,94.99999999999886,-134.99999999999625,-14.000000000002899,-263.00000000001324,-106.00000000000875,-143.9999999999997,-92.00000000000318,62.99999999999084,,-913.0000000000238
2018.02.26,-230.9999999999812,4.000000000004,-214.99999999998744,-26.999999999999247,-174.00000000000747,-62.99999999998818,-82.99999999999974,48.000000000003595,-100.00000000000009,314.9999999999977,-26.999999999999247,72.0000000000054,84.00000000000318,-134.00000000001188,-19.00000000001345,-302.0000000000023,-59.00000000001171,-153.00000000000313,-12.000000000000899,160.99999999998892,,-915.0000000000032
2018.02.26,-231.99999999998778,26.999999999999247,-248.99999999998812,-70.99999999999883,-167.00000000000603,-43.99999999999693,-64.0000000000085,53.999999999998494,-99.00000000000463,343.9999999999941,-83.9999999999952,-45.99999999999049,74.00000000001228,-154.0000000000097,-85.00000000000173,-256.00000000001177,-133.00000000000978,-143.00000000000423,-95.99999999999609,35.999999999991594,,-1388.000000000014
2018.02.26,-225.99999999999287,-1.999999999990898,-302.0000000000023,-96.99999999999153,-59.99999999999339,-84.99999999999375,37.99999999999359,-17.999999999995797,-99.00000000000463,457.9999999999984,-234.00000000000088,-182.99999999999983,199.00000000001228,-326.0000000000041,-238.0000000000049,-278.00000000000045,-263.00000000000523,-146.00000000000168,-133.00000000000534,-34.000000000000696,,-2028.9999999999839
2018.02.26,-166.99999999998383,-59.99999999999339,-285.99999999998624,-96.99999999999153,-76.99999999999375,-186.9999999999976,14.999999999998348,14.999999999998348,-97.00000000000264,525.0000000000057,-229.99999999999687,-188.00000000001037,271.99999999999136,-297.0000000000139,-224.000000000002,-245.0000000000063,-289.0000000000015,-165.00000000000404,-185.00000000000182,-28.000000000005798,,-1994.9999999999982
2018.02.26,-168.99999999999693,-117.99999999999588,-242.99999999999324,-44.99999999999504,-66.00000000001049,-220.99999999998943,-26.000000000003798,60.00000000000449,-97.00000000000264,623.9999999999952,-174.00000000000747,-46.999999999997044,361.99999999999477,-243.00000000001543,-100.0000000000112,-92.00000000000318,-368.9999999999998,-230.000000000008,-194.0000000000053,-14.000000000002899,,-1402.0000000000432
2018.02.26,-61.99999999998429,-181.9999999999933,-153.9999999999875,39.00000000000014,-2.999999999997449,-200.9999999999934,-7.0000000000014495,85.00000000000173,-93.99999999999409,705.0000000000125,-214.99999999998744,11.999999999989797,429.00000000000205,-270.99999999999903,-51.000000000001044,-12.999999999996348,-352.00000000000387,-274.00000000000756,-322.9999999999955,-68.00000000000139,,-999.9999999999375
2018.02.26,104.99999999999955,-258.99999999998704,-48.000000000003595,190.00000000000128,-24.000000000001798,-236.99999999999477,-62.000000000006494,158.0000000000026,-82.99999999999974,724.9999999999943,-276.9999999999939,137.9999999999937,468.9999999999941,-300.00000000001137,74.99999999998064,180.99999999998673,-387.00000000000045,-369.0000000000082,-378.00000000000057,-53.00000000001415,,-436.0000000000692
2018.02.26,104.00000000001519,-243.99999999999977,-51.000000000001044,232.00000000000998,-39.00000000001125,-212.99999999999386,-76.0000000000094,187.00000000000384,-83.9999999999952,661.0000000000014,-234.00000000000088,201.00000000000674,426.9999999999925,-287.000000000015,144.99999999999514,197.99999999998707,-365.99999999999966,-351.0000000000013,-414.9999999999987,-93.00000000000975,,-298.0000000000241
2018.02.26,91.00000000001884,-211.99999999998997,-34.99999999998504,203.00000000000873,-53.999999999998494,-203.99999999999352,-74.00000000000739,233.00000000000543,-70.99999999999883,641.9999999999959,-191.99999999999218,161.99999999999548,401.00000000001046,-234.00000000000088,121.99999999999989,296.9999999999917,-303.0000000000115,-311.00000000000574,-397.99999999999835,-128.000000000017,,-64.99999999997254
2018.02.26,62.000000000006494,-190.00000000000128,-43.999999999999595,159.00000000000912,-59.99999999999339,-228.9999999999992,-53.00000000000304,218.00000000000708,-80.99999999999774,661.0000000000014,-184.99999999999073,107.99999999999699,421.99999999999704,-217.0000000000005,53.999999999998494,251.99999999998556,-326.0000000000076,-268.0000000000016,-361.0000000000002,-131.00000000001444,,-209.00000000000728
