date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.04.18,-12.000000000000899,-78.99999999998464,-72.99999999998974,-88.99999999999864,-230.000000000008,-131.99999999999878,0.0,-61.99999999999761,-173.00000000000094,-68.00000000000139,-33.000000000005244,-32.00000000001069,-367.0000000000062,-7.0000000000014495,-45.000000000001705,-21.999999999988695,0.0,-59.000000000009045,-19.99999999999602,-1.9999999999953388,-35.0000000000108,-247.99999999999267,-76.99999999999375,-289.9999999999903,,-2154.9999999999827
2016.04.18,129.00000000000134,-28.999999999990145,-80.99999999999774,-73.0000000000075,-193.00000000000983,-154.99999999999403,23.00000000001745,28.000000000005798,-217.0000000000005,58.000000000002494,2.000000000002,-193.00000000001205,-398.9999999999938,206.00000000001728,-135.99999999999568,69.00000000000794,157.99999999999147,-103.99999999999298,22.00000000000557,102.00000000000387,6.000000000000227,-158.0000000000026,-113.99999999999189,-307.99999999999716,,-1356.9999999999304
2016.04.18,190.00000000000128,-7.0000000000014495,-106.99999999999044,-189.99999999999773,-196.00000000000728,-158.99999999999804,143.00000000000423,-64.99999999999773,-178.00000000000037,92.99999999999864,8.999999999992347,-68.9999999999884,-187.00000000000384,152.0000000000188,-110.99999999999,-66.99999999999484,85.99999999998609,-137.00000000000932,27.000000000001023,128.0000000000001,41.99999999998738,-288.9999999999948,-203.99999999999307,-269.9999999999925,,-1365.9999999999702
2016.04.18,226.99999999999943,39.999999999995595,-86.0000000000083,-197.00000000000273,-281.00000000000904,-405.9999999999952,189.00000000001694,-37.9999999999967,-192.00000000000327,-196.99999999999162,75.00000000000284,25.000000000005684,-192.99999999999872,110.00000000001009,43.00000000000637,-327.99999999999494,75.99999999998718,-831.000000000004,-46.00000000000648,165.00000000000625,-272.00000000000557,-456.9999999999963,-595.9999999999966,-783.0000000000003,,-3952.9999999999786
2016.04.18,245.0000000000063,63.000000000013046,-109.99999999998789,-260.0000000000051,-243.00000000000432,-546.000000000002,199.00000000001583,-88.99999999999864,-48.000000000003595,361.0000000000002,88.99999999999464,34.99999999999659,191.00000000000784,263.99999999999756,54.000000000002046,-319.0000000000026,183.99999999998417,418.9999999999916,-69.00000000000261,245.00000000000455,356.9999999999993,-488.999999999995,-847.9999999999932,2.0000000000131024,,-312.9999999999683
2016.04.18,199.00000000000472,79.00000000000685,-68.00000000000139,-162.9999999999967,-177.00000000000495,-341.99999999999784,87.99999999999919,-33.00000000000125,-60.00000000000449,103.00000000000864,105.99999999999498,-483.0000000000041,141.99999999999767,-426.9999999999996,-266.9999999999959,-431.0000000000036,-463.9999999999977,-154.99999999999403,-317.99999999999784,-287.9999999999967,-77.00000000001239,-366.9999999999951,-549.9999999999949,2.999999999997449,,-3949.999999999989
2016.04.18,146.00000000000168,65.00000000000395,-42.0000000000087,69.99999999999318,-54.00000000000959,-192.99999999999872,70.99999999999883,131.00000000000023,-26.000000000003798,134.0000000000008,129.9999999999968,-550.0000000000114,110.99999999999443,-370.999999999988,-298.0000000000018,-429.99999999999704,-384.00000000000654,-109.00000000000354,-376.99999999999534,-299.99999999999716,-94.99999999999886,-244.99999999999523,-357.99999999999164,24.000000000001798,,-2950.0000000000164
2016.04.18,143.9999999999997,53.00000000001415,-55.99999999998939,64.99999999999773,-118.00000000000699,-227.99999999999488,95.00000000000064,164.00000000000148,-53.00000000000304,173.00000000000094,112.99999999999643,-498.9999999999952,76.0000000000094,-133.99999999998968,-272.99999999999613,-428.9999999999905,-265.0000000000041,-8.000000000008,-337.99999999999386,-200.9999999999934,-48.00000000000182,-278.00000000000045,-381.99999999999346,-80.99999999999774,,-2507.999999999938
2016.04.18,196.00000000000728,102.00000000000209,-113.99999999999189,6.000000000000227,-270.0000000000036,-352.9999999999922,117.00000000001154,138.00000000000523,-131.99999999999878,197.99999999999818,117.99999999999588,-447.00000000000273,-150.00000000000568,58.000000000002494,-265.99999999999113,-200.99999999998454,-43.00000000001525,28.999999999990145,-230.99999999999454,-116.99999999999022,-44.00000000001114,-375.9999999999986,-452.99999999999227,-72.99999999998974,,-2307.999999999949
2016.04.18,224.000000000002,131.00000000001444,-86.0000000000083,22.999999999996135,-217.0000000000005,-359.99999999999363,114.0000000000141,144.00000000000546,-138.00000000000477,321.0000000000046,121.99999999999989,-542.0000000000016,-173.00000000000094,317.0000000000117,-367.999999999995,-143.99999999998857,166.99999999998383,370.999999999988,-224.99999999999432,-33.00000000000125,153.99999999999636,-324.9999999999975,-515.9999999999942,-31.999999999987594,,-1070.9999999999516
