date,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPJPY,GBPAUD,EURJPY,CADJPY,AUDCAD,AUDNZD,empty,sum
2021.04.26,-35.00000000000725,32.999999999994145,272.99999999998994,38.0000000000047,-133.00000000000978,-19.00000000000235,130.00000000002387,68.00000000000139,66.0000000000025,79.00000000000773,-170.00000000000347,109.99999999998789,,439.9999999999893
2021.04.26,-39.00000000001125,14.999999999998348,174.00000000000747,66.99999999999484,-181.0000000000116,-43.999999999999595,183.9999999999975,52.000000000007596,116.99999999999022,114.99999999999488,-187.9999999999993,165.9999999999995,,437.99999999996857
2021.04.26,-28.000000000005798,83.9999999999952,222.99999999999542,76.99999999999375,-140.00000000000057,-50.0000000000056,162.00000000000614,26.0000000000149,63.99999999999295,135.99999999999568,-230.000000000008,153.9999999999875,,477.9999999999616
2021.04.26,-80.00000000001339,74.99999999999174,187.00000000000384,79.99999999999119,-111.0000000000042,-81.00000000000884,78.00000000000296,42.0000000000087,26.999999999986812,84.00000000000318,-246.00000000000176,144.99999999999514,,199.9999999999554
2021.04.26,-89.00000000000574,74.99999999999174,157.99999999999147,80.99999999999774,-109.00000000000887,-104.00000000000409,33.00000000001546,113.00000000000753,20.999999999986585,73.0000000000075,-269.00000000000813,154.99999999999403,,137.99999999996524
2021.04.26,-144.0000000000108,31.999999999998696,154.0000000000097,96.00000000000719,-62.00000000001182,-112.000000000001,-24.999999999977263,45.000000000006146,-13.00000000000523,33.00000000000125,-238.0000000000049,150.00000000000568,,-83.99999999998235
2021.04.26,78.99999999998464,107.99999999999699,225.99999999999287,112.000000000001,-118.99999999999977,-79.00000000000685,129.0000000000191,134.00000000001188,66.0000000000025,195.0000000000074,-207.00000000000162,191.99999999999218,,836.0000000000005
2021.04.26,78.00000000000028,147.99999999999258,293.99999999999426,154.0000000000097,-128.0000000000001,-70.0000000000034,219.99999999999886,76.0000000000094,132.000000000005,186.9999999999976,-248.00000000000378,190.99999999998562,,1033.999999999986
2021.04.26,146.99999999998602,234.00000000000088,302.0000000000023,150.00000000000568,-103.00000000000864,-60.99999999999994,199.00000000001228,181.00000000000892,104.99999999998977,171.00000000000648,-302.9999999999977,173.00000000000094,,1195.0000000000068
2021.04.26,180.99999999998673,248.99999999999923,306.9999999999906,147.99999999999258,-92.00000000001296,-54.00000000000959,191.0000000000025,247.00000000001944,81.99999999999363,171.00000000000648,-336.00000000000296,215.99999999999397,,1309.9999999999595
2021.04.26,224.000000000002,279.99999999999136,299.00000000000483,109.00000000000354,-70.00000000000739,-32.0000000000098,152.00000000001523,326.0000000000041,13.999999999981583,155.00000000000114,-373.00000000000114,248.00000000000378,,1331.9999999999893
2021.04.26,231.99999999998778,278.9999999999959,286.00000000000847,120.99999999999334,-95.00000000001307,-43.00000000000415,171.99999999999704,314.00000000001427,54.000000000002046,165.99999999999682,-365.0000000000042,241.00000000000233,,1361.9999999999764
2021.04.26,214.99999999998744,300.0000000000003,285.00000000000193,102.00000000000209,-78.00000000000296,-29.000000000001247,151.00000000001046,337.0000000000095,14.999999999986358,144.00000000000546,-382.00000000000455,224.99999999998633,,1284.9999999999811
2021.04.26,187.99999999998818,268.99999999999704,276.9999999999939,109.00000000000354,-69.00000000000261,-37.00000000000925,131.00000000000023,318.00000000001825,9.999999999990905,129.0000000000049,-375.9999999999986,236.99999999999832,,1185.9999999999848
2021.04.26,231.99999999998778,296.9999999999917,279.00000000000705,82.00000000000429,-58.000000000006935,-20.0000000000089,112.99999999999955,268.0000000000016,-34.99999999999659,121.99999999999989,-350.00000000000585,217.0000000000005,,1146.999999999974
2021.04.26,192.99999999999872,267.99999999999045,293.99999999999426,87.99999999999919,-72.00000000000273,-12.000000000000899,152.00000000001523,292.00000000000335,-12.000000000000455,138.00000000000523,-368.00000000000165,246.99999999999721,,1207.999999999998
2021.04.26,167.9999999999904,241.99999999999778,310.0000000000103,96.99999999999153,-72.00000000000273,-10.000000000010001,168.00000000000637,268.0000000000016,-1.0000000000047748,128.0000000000001,-380.00000000000256,265.99999999998846,,1183.9999999999663
2021.04.26,96.99999999999153,217.99999999999596,259.0000000000092,86.0000000000083,-144.00000000000546,-39.00000000000014,204.00000000000773,279.00000000000705,69.99999999999318,134.00000000000034,-402.00000000000233,263.99999999999756,,1026.000000000003
2021.04.26,200.00000000000017,221.99999999999997,343.00000000000443,150.99999999999002,-126.00000000000477,-26.999999999999247,273.00000000002456,198.00000000000927,118.99999999999977,198.0000000000075,-331.999999999999,269.9999999999925,,1489.0000000000252
2021.04.26,41.99999999998649,184.99999999999073,527.9999999999951,127.00000000001043,-13.00000000000523,115.99999999999389,349.00000000001796,85.00000000000173,-31.00000000000591,123.99999999999523,-404.99999999999983,272.00000000000557,,1378.9999999999864
