date,GBPJPY,empty,sum
2017.07.10,-246.00000000000932,,-246.00000000000932
2017.07.10,-314.9999999999977,,-314.9999999999977
2017.07.10,-330.0000000000125,,-330.0000000000125
2017.07.10,-325.00000000001705,,-325.00000000001705
2017.07.10,-292.0000000000016,,-292.0000000000016
2017.07.10,-289.0000000000157,,-289.0000000000157
2017.07.10,-295.0000000000159,,-295.0000000000159
2017.07.10,-507.000000000005,,-507.000000000005
2017.07.10,-579.0000000000077,,-579.0000000000077
2017.07.10,-621.0000000000093,,-621.0000000000093
2017.07.10,-627.0000000000095,,-627.0000000000095
2017.07.10,-587.0000000000175,,-587.0000000000175
2017.07.10,-544.0000000000111,,-544.0000000000111
2017.07.10,-563.0000000000166,,-563.0000000000166
2017.07.10,-551.9999999999925,,-551.9999999999925
2017.07.10,-526.0000000000105,,-526.0000000000105
2017.07.10,-618.9999999999998,,-618.9999999999998
2017.07.10,-662.0000000000061,,-662.0000000000061
2017.07.10,-774.0000000000009,,-774.0000000000009
2017.07.10,-790.9999999999968,,-790.9999999999968
2017.07.10,-723.0000000000132,,-723.0000000000132
2017.07.10,-670.0000000000159,,-670.0000000000159
2017.07.10,-560.0000000000023,,-560.0000000000023
2017.07.10,-575.000000000017,,-575.000000000017
2017.07.10,-421.99999999999704,,-421.99999999999704
2017.07.10,-342.00000000001296,,-342.00000000001296
2017.07.10,-412.00000000000614,,-412.00000000000614
2017.07.10,-406.0000000000059,,-406.0000000000059
2017.07.10,-536.0000000000014,,-536.0000000000014
2017.07.10,-447.00000000000273,,-447.00000000000273
2017.07.10,-450.9999999999934,,-450.9999999999934
2017.07.10,-424.0000000000066,,-424.0000000000066
2017.07.10,-379.99999999999545,,-379.99999999999545
2017.07.10,-448.0000000000075,,-448.0000000000075
2017.07.10,-295.0000000000159,,-295.0000000000159
2017.07.10,-276.00000000001046,,-276.00000000001046
2017.07.10,-306.0000000000116,,-306.0000000000116
2017.07.10,-356.9999999999993,,-356.9999999999993
2017.07.10,-366.00000000001387,,-366.00000000001387
2017.07.10,-349.00000000001796,,-349.00000000001796
2017.07.10,-413.0000000000109,,-413.0000000000109
2017.07.10,-394.00000000000546,,-394.00000000000546
